,,,,,,Passing,,,,,,,,,,,,,,,
682,Philip Nelson,33,2012,2016,29,406,687,281,59.1,4800,33,22,4.8,3.2,127.2,7,6.51,11.8,165.5,QB,"East Carolina,Minnesota"
683,Preston Stone,33,2021,2024,24,262,442,180,59.3,3945,33,8,7.5,1.8,155.3,8.9,9.6,15.1,164.4,QB,SMU
684,Rickey Foggie,33,1984,1987,43,292,628,336,46.5,4903,33,32,5.3,5.1,119.2,7.8,6.57,16.8,114,QB,Minnesota
685,Rocky Perez,33,1997,2000,43,400,716,316,55.9,5108,33,18,4.6,2.5,126,7.1,6.92,12.8,118.8,QB,UTEP
686,Scott Gardner,33,1972,1975,34,390,816,426,47.8,5218,33,60,4,7.4,100.1,6.4,3.89,13.4,153.5,QB,Virginia
687,Sonny Cumbie,33,2002,2004,20,461,704,243,65.5,5116,33,19,4.7,2.7,136.6,7.3,6.99,11.1,255.8,QB,Texas Tech
688,Steve Bellisari,33,1998,2001,43,351,699,348,50.2,5401,33,27,4.7,3.9,123,7.7,6.93,15.4,125.6,QB,Ohio State
689,Wayne Cook,33,1991,1994,34,324,569,245,56.9,4435,33,10,5.8,1.8,138,7.8,8.16,13.7,130.4,QB,UCLA
690,Asher O'Hara,32,2018,2020,23,411,643,232,63.9,4690,32,17,5,2.6,136.3,7.3,7.1,11.4,203.9,QB,Middle Tennessee State
691,Bill Stull,32,2005,2009,32,418,681,263,61.4,5252,32,18,4.7,2.6,136.4,7.7,7.46,12.6,164.1,QB,Pitt
692,Blaine Gautier,32,2009,2012,36,305,523,218,58.3,4159,32,12,6.1,2.3,140.7,8,8.14,13.6,115.5,QB,Louisiana
693,Brandon Peters,32,2017,2021,36,340,634,294,53.6,4163,32,15,5,2.4,120.7,6.6,6.51,12.2,115.6,QB,"Illinois,Michigan"
694,Brendon Kay,32,2009,2013,30,354,541,187,65.4,4647,32,14,5.9,2.6,151.9,8.6,8.61,13.1,154.9,QB,Cincinnati
695,Buck Belue,32,1978,1981,39,264,484,220,54.5,3864,32,32,6.6,6.6,130.2,8,6.33,14.6,99.1,QB,Georgia
696,Chad Darnell,32,1995,1996,22,319,606,287,52.6,4658,32,23,5.3,3.8,127,7.7,7.03,14.6,211.7,QB,Central Michigan
697,Chad Munson,32,2002,2003,20,312,575,263,54.3,4283,32,30,5.6,5.2,124.8,7.4,6.21,13.7,214.2,QB,Western Michigan
698,Chance Nolan,32,2020,2022,22,316,520,204,60.8,4153,32,20,6.2,3.8,140.5,8,7.49,13.1,188.8,QB,Oregon State
699,Clint Trickett,32,2011,2014,36,470,758,288,62,5837,32,21,4.2,2.8,135.1,7.7,7.3,12.4,162.1,QB,"Florida State,West Virginia"
700,Cooper Legas,32,2021,2024,24,286,457,171,62.6,3515,32,19,7,4.2,142,7.7,7.22,12.3,146.5,QB,"Tulsa,Utah State"
701,Danny O'Brien,32,2010,2012,29,394,689,295,57.2,4609,32,19,4.6,2.8,123.2,6.7,6.38,11.7,158.9,QB,"Maryland,Wisconsin"
702,Eddie McAshan,32,1970,1972,33,360,698,338,51.6,4080,32,52,4.6,7.4,100.9,5.8,3.41,11.3,123.6,QB,Georgia Tech
703,Eric Jones,32,1986,1988,33,365,661,296,55.2,5029,32,33,4.8,5,125.1,7.6,6.33,13.8,152.4,QB,Vanderbilt
704,Eric Soza,32,2012,2013,22,402,659,257,61,4804,32,14,4.9,2.1,134,7.3,7.31,12,218.4,QB,UTSA
705,Gale Gilbert,32,1980,1984,55,548,984,436,55.7,6566,32,48,3.3,4.9,112.7,6.7,5.13,12,119.4,QB,California
706,Giovanni Vizza,32,2007,2008,22,532,876,344,60.7,5146,32,36,3.7,4.1,113.9,5.9,4.76,9.7,233.9,QB,North Texas
707,Harry Gonso,32,1967,1969,30,250,513,263,48.7,3376,32,32,6.2,6.2,112.1,6.6,5.02,13.5,112.5,QB,Indiana
708,Hudson Card,32,2020,2024,36,384,625,241,61.4,4363,32,13,5.1,2.1,132.8,7,7.07,11.4,121.2,QB,"Purdue,Texas"
709,Jake Heaps,32,2010,2014,39,497,908,411,54.7,5233,32,27,3.5,3,108.8,5.8,5.13,10.5,134.2,QB,"BYU,Kansas,Miami (FL)"
710,Jarrett Lee,32,2008,2011,43,317,565,248,56.1,3949,32,21,5.7,3.7,126.1,7,6.45,12.5,91.8,QB,LSU
711,Jeff Tedford,32,1981,1982,22,285,548,263,52,4499,32,29,5.8,5.3,129.7,8.2,7,15.8,204.5,QB,Fresno State
712,Jimmy Poole,32,1965,1967,28,380,669,289,56.8,4041,32,33,4.8,4.9,113.5,6,4.78,10.6,144.3,QB,Davidson
713,Joe Freedy,32,1999,2001,33,522,1008,486,51.8,5912,32,44,3.2,4.4,102.8,5.9,4.54,11.3,179.2,QB,Buffalo
714,John Rayborn,32,1995,1998,30,342,661,319,51.7,4194,32,28,4.8,4.2,112.5,6.3,5.41,12.3,139.8,QB,UTEP
715,John Ryan,32,1992,1995,42,338,626,288,54,4337,32,31,5.1,5,119.2,6.9,5.72,12.8,103.3,QB,Pitt
716,Kyle Parker,32,2009,2010,27,401,710,309,56.5,4739,32,23,4.5,3.2,120.9,6.7,6.12,11.8,175.5,QB,Clemson
717,Marlon Adler,32,1982,1985,44,347,642,295,54,5231,32,44,5,6.9,125.2,8.1,6.06,15.1,118.9,QB,Missouri
718,Max Bortenschlager,32,2016,2021,35,337,656,319,51.4,4741,32,18,4.9,2.7,122.7,7.2,6.97,14.1,135.5,QB,"Florida International,Maryland"
719,Mickey Brokas,32,1971,1973,33,398,869,471,45.8,5304,32,55,3.7,6.3,96.6,6.1,3.99,13.3,160.7,QB,Chattanooga
720,Phil Bradley,32,1977,1980,44,437,798,361,54.8,5352,32,29,4,3.6,117.1,6.7,5.87,12.2,121.6,QB,Missouri
721,Ryan Katz,32,2009,2012,26,339,570,231,59.5,4085,32,16,5.6,2.8,132.6,7.2,7.03,12.1,157.1,QB,"Oregon State,San Diego State"
722,Scott Tolzien,32,2008,2010,29,410,602,192,68.1,5271,32,18,5.3,3,153.2,8.8,8.47,12.9,181.8,QB,Wisconsin
723,Steve Olson,32,1968,1970,31,390,822,432,47.4,5096,32,50,3.9,6.1,100.2,6.2,4.24,13.1,164.4,QB,Idaho
724,Taylor Cornelius,32,2015,2018,22,303,509,206,59.5,4198,32,13,6.3,2.6,144.4,8.2,8.36,13.9,190.8,QB,Oklahoma State
725,Taylor Tharp,32,2005,2007,27,321,473,152,67.9,3699,32,14,6.8,3,150,7.8,7.84,11.5,137,QB,Boise State
726,Travis Hunter,32,1986,1989,42,280,587,307,47.7,3928,32,30,5.5,5.1,111.7,6.7,5.48,14,93.5,QB,East Carolina
727,Troy Nunes,32,1999,2002,39,362,618,256,58.6,4578,32,32,5.2,5.2,127.5,7.4,6.11,12.6,117.4,QB,Syracuse
728,Alan Risher,31,1980,1982,33,381,615,234,62,4585,31,24,5,3.9,133.4,7.5,6.71,12,138.9,QB,LSU
729,Anthony Morelli,31,2004,2007,37,460,821,361,56,5275,31,19,3.8,2.3,117.8,6.4,6.14,11.5,142.6,QB,Penn State
730,Austin Dantin,31,2009,2012,35,382,587,205,65.1,4159,31,19,5.3,3.2,135.5,7.1,6.68,10.9,118.8,QB,Toledo
731,Austyn Carta-Samuels,31,2009,2013,40,552,884,332,62.4,6131,31,22,3.5,2.5,127.3,6.9,6.52,11.1,153.3,QB,"Vanderbilt,Wyoming"
732,Bernard Morris,31,2004,2007,35,483,803,320,60.1,5616,31,28,3.9,3.5,124.7,7,6.2,11.6,160.5,QB,Marshall
733,Bob Relph,31,1975,1977,31,249,465,216,53.5,3688,31,24,6.7,5.2,131.8,7.9,6.94,14.8,119,QB,Colgate
734,Brett Ratliff,31,2005,2006,18,276,468,192,59,3438,31,11,6.6,2.4,137.8,7.3,7.61,12.5,191,QB,Utah
735,Bryant Shirreffs,31,2013,2017,37,509,827,318,61.5,6392,31,19,3.7,2.3,134.2,7.7,7.44,12.6,172.8,QB,"Connecticut,North Carolina State"
736,David Ash,31,2011,2014,29,385,612,227,62.9,4728,31,18,5.1,2.9,138.6,7.7,7.42,12.3,163,QB,Texas
737,Deontey Kenner,31,1997,2000,40,498,922,424,54,6278,31,37,3.4,4,114.3,6.8,5.68,12.6,157,QB,Cincinnati
738,Garrett Smith,31,2015,2017,22,329,572,243,57.5,3854,31,21,5.4,3.7,124.7,6.7,6.17,11.7,175.2,QB,Louisiana-Monroe
739,Jacob Zeno,31,2019,2024,29,420,606,186,69.3,4746,31,16,5.1,2.6,146.7,7.8,7.67,11.3,163.7,QB,"Baylor,UAB"
740,Jason W. Davis,31,1992,1995,37,350,740,390,47.3,4610,31,43,4.2,5.8,101.8,6.2,4.45,13.2,124.6,QB,Nevada-Las Vegas
741,Jeff Krohn,31,2000,2001,19,234,457,223,51.2,3619,31,12,6.8,2.6,134.9,7.9,8.09,15.5,190.5,QB,Arizona State
742,Jeff Sims,31,2020,2024,31,392,680,288,57.6,4746,31,29,4.6,4.3,122.8,7,5.97,12.1,153.1,QB,"Arizona State,Georgia Tech,Nebraska"
743,J.J. Joe,31,1990,1993,44,347,665,318,52.2,5995,31,28,4.7,4.2,134.9,9,8.05,17.3,136.3,QB,Baylor
744,John Holman,31,1979,1981,29,375,740,365,50.7,4863,31,38,4.2,5.1,109.4,6.6,5.1,13,167.7,QB,Louisiana-Monroe
745,Johnny Johnson,31,1993,1995,30,414,789,375,52.5,5043,31,23,3.9,2.9,113.3,6.4,5.87,12.2,168.1,QB,Illinois
746,Justin Vedder,31,1997,1998,22,431,776,345,55.5,5040,31,27,4,3.5,116.3,6.5,5.73,11.7,229.1,QB,California
747,Kelly Bryant,31,2015,2019,40,492,762,270,64.6,5553,31,16,4.1,2.1,135,7.3,7.16,11.3,138.8,QB,"Clemson,Missouri"
748,Kenny Potter,31,2015,2016,22,365,578,213,63.1,4257,31,17,5.4,2.9,136.8,7.4,7.11,11.7,193.5,QB,San Jose State
749,Mark Young,31,1985,1988,44,410,809,399,50.7,4971,31,32,3.8,4,107,6.1,5.13,12.1,113,QB,Ole Miss
750,Noah Fifita,31,2022,2024,18,313,451,138,69.4,3860,31,9,6.9,2,160,8.6,9.04,12.3,214.4,QB,Arizona
751,Patrick Nix,31,1992,1995,32,386,656,270,58.8,4957,31,16,4.7,2.4,133,7.6,7.4,12.8,154.9,QB,Auburn
752,Robert Marve,31,2008,2012,35,410,674,264,60.8,4172,31,27,4.6,4,120,6.2,5.31,10.2,119.2,QB,"Miami (FL),Purdue"
753,Ron Lopez,31,1990,1991,22,291,574,283,50.7,4182,31,29,5.4,5.1,119.6,7.3,6.09,14.4,190.1,QB,Utah State
754,Ron Reeves,31,1978,1981,44,352,763,411,46.1,4688,31,43,4.1,5.6,99.9,6.1,4.42,13.3,106.5,QB,Texas Tech
755,Shane Montgomery,31,1987,1989,28,421,747,326,56.4,5298,31,35,4.1,4.7,120.3,7.1,5.81,12.6,189.2,QB,North Carolina State
756,Tim Sorrells,31,1978,1981,44,196,424,228,46.2,2940,31,24,7.3,5.7,117.3,6.9,5.85,15,66.8,QB,Furman
757,Todd Boeckman,31,2005,2008,28,255,402,147,63.4,3085,31,16,7.7,4,145.4,7.7,7.43,12.1,110.2,QB,Ohio State
758,Ty Houghtaling,31,1996,1999,36,304,615,311,49.4,4072,31,22,5,3.6,114.5,6.6,6.02,13.4,113.1,QB,New Mexico State
759,Andy Sahm,30,1999,2002,39,347,631,284,55,4148,30,22,4.8,3.5,118.9,6.6,5.96,12,106.4,QB,Bowling Green
760,Austin Kendall,30,2016,2021,27,374,610,236,61.3,4302,30,19,4.9,3.1,130.6,7.1,6.63,11.5,159.3,QB,"Louisiana Tech,Oklahoma,West Virginia"
761,Bill Anderson,30,1965,1965,10,296,509,213,58.2,3464,30,14,5.9,2.8,129.3,6.8,6.75,11.7,346.4,QB,Tulsa
762,Blake Sims,30,2011,2014,37,275,430,155,64,3731,30,10,7,2.3,155.2,8.7,9.03,13.6,100.8,QB,Alabama
763,Brad Banks,30,2001,2002,22,211,362,151,58.3,3155,30,7,8.3,1.9,155,8.7,9.5,15,143.4,QB,Iowa
764,Brian McDonald,30,1983,1986,42,362,804,442,45,4676,30,32,3.7,4,98.2,5.8,4.77,12.9,111.3,QB,Wichita State
765,Buck Pierce,30,2001,2004,41,397,599,202,66.3,4927,30,12,5,2,147.9,8.2,8.33,12.4,120.2,QB,New Mexico State
766,Chris Turner,30,2007,2009,34,547,918,371,59.6,6543,30,28,3.3,3.1,124.1,7.1,6.41,12,192.4,QB,Maryland
767,Cleve Bryant,30,1967,1969,30,226,507,281,44.6,3414,30,27,5.9,5.3,110,6.7,5.52,15.1,113.8,QB,Ohio
768,Cody Sokol,30,2014,2014,14,260,448,188,58,3436,30,13,6.7,2.9,138.8,7.7,7.7,13.2,245.4,QB,Louisiana Tech
769,Collin Klein,30,2009,2012,48,370,604,234,61.3,4724,30,15,5,2.5,138.4,7.8,7.7,12.8,98.4,QB,Kansas State
770,Conner Manning,30,2014,2017,24,468,782,314,59.8,5858,30,21,3.8,2.7,130.1,7.5,7.05,12.5,244.1,QB,"Georgia State,Utah"
771,Erik Kramer,30,1985,1986,22,334,616,282,54.2,4602,30,28,4.9,4.5,124,7.5,6.4,13.8,209.2,QB,North Carolina State
772,Frank Dolce,30,1991,1992,20,365,636,271,57.4,4813,30,20,4.7,3.1,130.2,7.6,7.1,13.2,240.7,QB,Utah
773,Frank Seurer,30,1980,1983,44,467,934,467,50,6410,30,56,3.2,6,106.3,6.9,4.81,13.7,145.7,QB,Kansas
774,Freddie Kitchens,30,1993,1997,36,343,680,337,50.4,4668,30,26,4.4,3.8,115,6.9,6.03,13.6,129.7,QB,Alabama
775,Greg Kokal,30,1972,1975,44,405,786,381,51.5,5587,30,49,3.8,6.2,111.4,7.1,5.07,13.8,127,QB,Kent State
776,Isaiah Green,30,2017,2019,24,376,666,290,56.5,4897,30,21,4.5,3.2,126.8,7.4,6.83,13,204,,Marshall
777,Jason Fife,30,2001,2003,29,260,496,236,52.4,3702,30,14,6,2.8,129.4,7.5,7.4,14.2,127.7,QB,Oregon
778,Jason Mills,30,1995,1997,31,323,672,349,48.1,3866,30,34,4.5,5.1,101,5.8,4.37,12,124.7,QB,North Texas
779,Jason Thomas,30,2000,2002,32,323,669,346,48.3,4997,30,28,4.5,4.2,117.5,7.5,6.48,15.5,156.2,QB,Nevada-Las Vegas
780,Jeff Watson,30,1994,1997,39,425,802,377,53,5531,30,27,3.7,3.4,116.5,6.9,6.13,13,141.8,QB,Baylor
781,Jerry Babb,30,2003,2006,42,583,1025,442,56.9,6241,30,38,2.9,3.7,110.3,6.1,5.01,10.7,148.6,QB,Louisiana
782,Joe Pisarcik,30,1971,1973,33,445,936,491,47.5,5780,30,51,3.2,5.4,99.1,6.2,4.36,13,175.2,QB,New Mexico State
783,John Brantley,30,2008,2011,40,398,645,247,61.7,4750,30,18,4.7,2.8,133.3,7.4,7.04,11.9,118.8,QB,Florida
784,John Pappas,30,1966,1968,30,242,505,263,47.9,3606,30,27,5.9,5.3,116.8,7.1,5.92,14.9,120.2,QB,Utah State
785,Jordan Ta'amu,30,2017,2018,20,381,591,210,64.5,5600,30,12,5.1,2,156.8,9.5,9.58,14.7,280,QB,Ole Miss
786,Josh Adkins,30,2018,2021,34,533,896,363,59.5,5613,30,24,3.3,2.7,117.8,6.3,5.73,10.5,165.1,QB,"New Mexico State,UTSA"
787,Lloyd Patterson,30,1975,1978,44,246,560,314,43.9,4201,30,34,5.4,6.1,112.5,7.5,5.84,17.1,95.5,QB,Memphis
788,Matt Johns,30,2014,2016,33,372,628,256,59.2,4233,30,27,4.8,4.3,123,6.7,5.76,11.4,128.3,QB,Virginia
