,,,,,,Passing,,,,,,,,,,,,,,,
49,Corey Robinson,81,2010,2013,48,1179,1823,644,64.7,13477,81,48,4.4,2.6,136.2,7.4,7.1,11.4,280.8,QB,Troy
50,Danny Wimprine,81,2001,2004,46,808,1469,661,55,10215,81,49,5.5,3.3,124.9,7,6.56,12.6,222.1,QB,Memphis
51,G.J. Kinne,81,2009,2011,38,732,1195,463,61.3,9472,81,32,6.8,2.7,144.8,7.9,8.08,12.9,249.3,QB,Tulsa
52,Jason White,81,1999,2004,40,627,990,363,63.3,7922,81,24,8.2,2.4,152.7,8,8.55,12.6,198.1,QB,Oklahoma
53,Kolton Browning,81,2010,2013,46,951,1577,626,60.3,10263,81,38,5.1,2.4,127.1,6.5,6.45,10.8,223.1,QB,Louisiana-Monroe
54,Rudy Carpenter,81,2005,2008,47,799,1309,510,61,10491,81,35,6.2,2.7,143.4,8,8.05,13.1,223.2,QB,Arizona State
55,Kedon Slovis,80,2019,2023,46,989,1534,545,64.5,11689,80,39,5.2,2.5,140.6,7.6,7.52,11.8,254.1,QB,"BYU,Pitt,USC"
56,Taylor Kelly,79,2011,2014,39,712,1125,413,63.3,8819,79,26,7,2.3,147.7,7.8,8.2,12.4,226.1,QB,Arizona State
57,Bart Hendricks,78,1997,2000,41,650,1142,492,56.9,9030,78,34,6.8,3,139.9,7.9,7.93,13.9,220.2,QB,Boise State
58,Gino Guidugli,78,2001,2004,47,880,1556,676,56.6,11453,78,48,5,3.1,128.8,7.4,6.97,13,243.7,QB,Cincinnati
59,Jake Bentley,78,2016,2021,49,915,1429,514,64,10885,78,46,5.5,3.2,139.6,7.6,7.26,11.9,222.1,QB,"South Alabama,South Carolina,Utah"
60,Jared Lorenzen,78,2000,2003,43,862,1514,652,56.9,10354,78,41,5.2,2.7,126,6.8,6.65,12,240.8,QB,Kentucky
61,Taulia Tagovailoa,77,2019,2023,46,964,1436,472,67.1,11356,77,37,5.4,2.6,146.1,7.9,7.82,11.8,246.9,QB,"Alabama,Maryland"
62,Brett Smith,76,2011,2014,39,751,1212,461,62,8834,76,28,6.3,2.3,139.3,7.3,7.5,11.8,226.5,QB,Wyoming
63,D'Eriq King,76,2016,2021,49,661,1048,387,63.1,8378,76,19,7.3,1.8,150.5,8,8.63,12.7,171,QB,"Houston,Miami (FL)"
64,Joe Licata,76,2012,2015,45,823,1359,536,60.6,9485,76,37,5.6,2.7,132.2,7,6.87,11.5,210.8,QB,Buffalo
65,Bryant Moniz,75,2009,2011,34,791,1271,480,62.2,10169,75,30,5.9,2.4,144.2,8,8.12,12.9,299.1,QB,Hawaii
66,Casey Clausen,75,2000,2003,45,775,1270,495,61,9707,75,31,5.9,2.4,139.8,7.6,7.73,12.5,215.7,QB,Tennessee
67,Keith Price,75,2010,2013,46,757,1183,426,64,8921,75,30,6.3,2.5,143.2,7.5,7.67,11.8,193.9,QB,Washington
68,McKenzie Milton,75,2016,2021,39,711,1159,448,61.3,9458,75,28,6.5,2.4,146.4,8.2,8.37,13.3,242.5,QB,"Florida State,UCF"
69,Alex Carder,74,2009,2012,39,769,1215,446,63.3,8886,74,36,6.1,3,138.9,7.3,7.2,11.6,227.8,QB,Western Michigan
70,Carson Strong,74,2018,2021,32,852,1252,400,68.1,9368,74,19,5.9,1.5,147.4,7.5,7.98,11,292.8,QB,Nevada
71,Levi Lewis,74,2017,2021,57,721,1179,458,61.2,9203,74,18,6.3,1.5,144.4,7.8,8.37,12.8,161.5,QB,Louisiana
72,Nate Davis,74,2006,2008,39,678,1124,446,60.3,9233,74,22,6.6,2,147.1,8.2,8.65,13.6,236.7,QB,Ball State
73,P.J. Walker,74,2013,2016,49,831,1459,628,57,10669,74,44,5.1,3,129.1,7.3,6.97,12.8,217.7,QB,Temple
74,Shane Matthews,74,1990,1992,34,722,1202,480,60.1,9287,74,46,6.2,3.8,137.6,7.7,7.24,12.9,273.1,QB,Florida
75,Ben Hicks,73,2016,2019,44,783,1403,620,55.8,9819,73,36,5.2,2.6,126.6,7,6.88,12.5,223.2,QB,"Arkansas,SMU"
76,Chase Brice,73,2018,2022,62,736,1227,491,60,9451,73,36,5.9,2.9,138.5,7.7,7.57,12.8,152.4,QB,"Appalachian State,Clemson,Duke"
77,David Neill,73,1998,2001,40,763,1376,613,55.5,10903,73,33,5.3,2.4,134.7,7.9,7.91,14.3,272.6,QB,Nevada
78,Gary Nova,73,2011,2014,46,689,1245,556,55.3,9258,73,51,5.9,4.1,129,7.4,6.77,13.4,201.3,QB,Rutgers
79,Matt Johnson,73,2012,2015,37,655,1002,347,65.4,8845,73,16,7.3,1.6,160.4,8.8,9.57,13.5,239.1,QB,Bowling Green
80,Adam Weber,72,2007,2010,50,909,1594,685,57,10917,72,51,4.5,3.2,123.1,6.8,6.31,12,218.3,QB,Minnesota
81,Chase Litton,72,2015,2017,34,727,1197,470,60.7,8332,72,31,6,2.6,133.9,7,7,11.5,245.1,QB,Marshall
82,David Greene,72,2001,2004,51,849,1440,591,59,11528,72,32,5,2.2,138.3,8,8.01,13.6,226,QB,Georgia
83,K.J. Jefferson,72,2019,2024,47,658,1013,355,65,8474,72,19,7.1,1.9,154.9,8.4,8.94,12.9,180.3,QB,"Arkansas,UCF"
84,Logan Bonner,72,2017,2022,43,596,1008,412,59.1,7531,72,29,7.1,2.9,139.7,7.5,7.61,12.6,175.1,QB,"Arkansas State,Utah State"
85,Payton Thorne,72,2020,2024,45,726,1195,469,60.8,8948,72,39,6,3.3,137,7.5,7.22,12.3,198.8,QB,"Auburn,Michigan State"
86,Austin Reed,71,2022,2023,26,678,1073,395,63.2,8086,71,22,6.6,2.1,144.2,7.5,7.94,11.9,311,QB,Western Kentucky
87,Brandon Silvers,71,2014,2017,48,969,1504,535,64.4,10684,71,29,4.7,1.9,135.8,7.1,7.18,11,222.6,QB,Troy
88,Darrell Hackney,71,2002,2005,41,694,1246,552,55.7,9886,71,33,5.7,2.6,135.9,7.9,7.88,14.2,241.1,QB,UAB
89,Omar Jacobs,71,2003,2005,25,523,811,288,64.5,6938,71,11,8.8,1.4,162.5,8.6,9.7,13.3,277.5,QB,Bowling Green
90,Quinton Flowers,71,2014,2017,43,566,981,415,57.7,8130,71,23,7.2,2.3,146.5,8.3,8.68,14.4,189.1,QB,South Florida
91,Jacory Harris,70,2008,2011,47,703,1170,467,60.1,8826,70,48,6,4.1,135,7.5,6.89,12.6,187.8,QB,Miami (FL)
92,Malik Cunningham,70,2018,2022,56,692,1105,413,62.6,9664,70,29,6.3,2.6,151.7,8.7,8.83,14,172.6,QB,Louisville
93,Nick Stevens,70,2014,2017,41,639,1032,393,61.9,8550,70,27,6.8,2.6,148.7,8.3,8.46,13.4,208.5,QB,Colorado State
94,Riley Ferguson,70,2016,2017,26,579,917,338,63.1,7955,70,19,7.6,2.1,157.1,8.7,9.27,13.7,306,QB,Memphis
95,Spencer Sanders,70,2019,2023,52,784,1282,498,61.2,9831,70,40,5.5,3.1,137.3,7.7,7.36,12.5,189.1,QB,"Oklahoma State,Ole Miss"
96,Todd Santos,70,1984,1987,47,910,1484,574,61.3,11425,70,57,4.7,3.8,133.9,7.7,6.91,12.6,243.1,QB,San Diego State
97,Tyler Sheehan,70,2006,2009,42,966,1494,528,64.7,10117,70,31,4.7,2.1,132.9,6.8,6.78,10.5,240.9,QB,Bowling Green
98,Brennan Armstrong,69,2018,2023,53,845,1393,548,60.7,10819,69,42,5,3,136.2,7.8,7.4,12.8,204.1,QB,"North Carolina State,Virginia"
99,David Blough,69,2015,2018,44,871,1429,558,61,9734,69,43,4.8,3,128.1,6.8,6.42,11.2,221.2,QB,Purdue
100,Jason Gesser,69,1999,2002,39,596,1078,482,55.3,8549,69,36,6.4,3.3,136.3,7.9,7.71,14.3,219.2,QB,Washington State
101,N'Kosi Perry,69,2018,2022,49,633,1113,480,56.9,7967,69,22,6.2,2,133.5,7.2,7.51,12.6,162.6,QB,"Florida Atlantic,Miami (FL)"
102,Seth Doege,69,2009,2012,31,819,1187,368,69,8636,69,26,5.8,2.2,144.9,7.3,7.45,10.5,278.6,QB,Texas Tech
103,Tyler Bray,69,2010,2012,28,540,922,382,58.6,7444,69,28,7.5,3,145,8.1,8.2,13.8,265.9,QB,Tennessee
104,Tyler Rogers,69,2014,2017,39,912,1541,629,59.2,10372,69,56,4.5,3.6,123.2,6.7,5.99,11.4,265.9,QB,New Mexico State
105,Zac Thomas,69,2017,2020,42,576,914,338,63,6979,69,23,7.5,2.5,147,7.6,8.01,12.1,166.2,QB,Appalachian State
106,Charlie Brewer,68,2017,2022,50,884,1396,512,63.3,10236,68,32,4.9,2.3,136.4,7.3,7.28,11.6,204.7,QB,"Baylor,Liberty,Utah"
107,Darian Durant,68,2001,2004,44,701,1159,458,60.5,8754,68,38,5.9,3.3,136.7,7.6,7.25,12.5,199,QB,North Carolina
108,Dominique Davis,68,2008,2011,31,790,1241,451,63.7,7933,68,39,5.5,3.1,129.2,6.4,6.07,10,255.9,QB,"Boston College,East Carolina"
109,Drew Plitt,68,2017,2021,46,777,1246,469,62.4,9051,68,30,5.5,2.4,136.6,7.3,7.27,11.6,196.8,QB,Ball State
110,Jack Plummer,68,2019,2023,47,857,1338,481,64.1,9728,68,31,5.1,2.3,137.3,7.3,7.24,11.4,207,QB,"California,Louisville,Purdue"
111,Shea Patterson,68,2016,2019,36,662,1098,436,60.3,8800,68,27,6.2,2.5,143.1,8,8.15,13.3,244.4,QB,"Michigan,Ole Miss"
112,Billy Blanton,67,1993,1996,46,588,920,332,63.9,8165,67,25,7.3,2.7,157.1,8.9,9.11,13.9,177.5,QB,San Diego State
113,Drew Olson,67,2002,2005,45,664,1148,484,57.8,8532,67,32,5.8,2.8,134,7.4,7.34,12.8,189.6,QB,UCLA
114,Jerrod Johnson,67,2007,2010,37,650,1109,459,58.6,8011,67,27,6,2.4,134.4,7.2,7.34,12.3,216.5,QB,Texas A&M
115,Jordan McCloud,67,2019,2024,39,641,1004,363,63.8,7723,67,28,6.7,2.8,144.9,7.7,7.77,12,198,QB,"Arizona,James Madison,South Florida,Texas State"
116,Ryan Aplin,67,2009,2012,47,909,1410,501,64.5,10758,67,37,4.8,2.6,139,7.6,7.4,11.8,228.9,QB,Arkansas State
117,Thaddeus Lewis,67,2006,2009,47,877,1510,633,58.1,10065,67,40,4.4,2.6,123.4,6.7,6.36,11.5,214.1,QB,Duke
118,Tommy Armstrong Jr.,67,2013,2016,45,625,1172,547,53.3,8871,67,44,5.7,3.8,128.3,7.6,7.02,14.2,197.1,QB,Nebraska
119,Tyler Tettleton,67,2009,2013,49,732,1174,442,62.4,9129,67,28,5.7,2.4,141.7,7.8,7.84,12.5,186.3,QB,Ohio
120,Willie Tuitama,67,2005,2008,40,786,1276,490,61.6,9211,67,31,5.3,2.4,134.7,7.2,7.18,11.7,230.3,QB,Arizona
121,Darron Thomas,66,2008,2011,31,449,733,284,61.3,5910,66,17,9,2.3,154.1,8.1,8.82,13.2,190.6,QB,Oregon
122,DeQuan Finn,66,2019,2024,47,563,939,376,60,7390,66,25,7,2.7,143.9,7.9,8.08,13.1,157.2,QB,"Baylor,Toledo"
123,John Walsh,66,1991,1994,32,588,976,388,60.2,8390,66,35,6.8,3.6,147.6,8.6,8.34,14.3,262.2,QB,BYU
124,JT Daniels,66,2018,2023,41,770,1224,454,62.9,9390,66,32,5.4,2.6,139.9,7.7,7.57,12.2,229,QB,"Georgia,Rice,USC,West Virginia"
125,Robbie Bosco,66,1983,1985,36,638,997,359,64,8400,66,36,6.6,3.6,149.4,8.4,8.12,13.2,233.3,QB,BYU
126,Tyler Palko,66,2002,2006,41,645,1075,430,60,8343,66,25,6.1,2.3,140.8,7.8,7.94,12.9,203.5,QB,Pitt
127,Gunnar Watson,65,2018,2023,52,846,1337,491,63.3,10275,65,29,4.9,2.2,139.5,7.7,7.68,12.1,197.6,QB,Troy
128,James Blackman,65,2017,2022,52,765,1246,481,61.4,9260,65,33,5.2,2.6,135.7,7.4,7.28,12.1,178.1,QB,"Arkansas State,Florida State"
129,Ryan Radcliff,65,2009,2012,44,791,1347,556,58.7,9922,65,44,4.8,3.3,130,7.4,6.86,12.5,225.5,QB,Central Michigan
130,Tanner Morgan,65,2018,2022,51,661,1063,402,62.2,9454,65,32,6.1,3,151,8.9,8.76,14.3,185.4,QB,Minnesota
131,Bryn Renner,64,2010,2013,35,668,1005,337,66.5,8221,64,25,6.4,2.5,151.2,8.2,8.33,12.3,234.9,QB,North Carolina
132,Jake Delhomme,64,1993,1996,44,655,1246,591,52.6,9216,64,57,5.1,4.6,122.5,7.4,6.37,14.1,209.5,QB,Louisiana
133,Jason Martin,64,1993,1996,41,705,1320,615,53.4,9066,64,55,4.8,4.2,118.8,6.9,5.96,12.9,221.1,QB,Louisiana Tech
134,Jaxson Dart,64,2021,2024,36,671,1028,357,65.3,9245,64,23,6.2,2.2,156.9,9,9.23,13.8,256.8,QB,"Ole Miss,USC"
135,Kenny Hill,64,2013,2017,38,768,1183,415,64.9,9192,64,29,5.4,2.5,143.1,7.8,7.75,12,241.9,QB,"Texas A&M,Texas Christian"
136,Kyle Shurmur,64,2015,2018,44,722,1264,542,57.1,8865,64,29,5.1,2.3,128.2,7,6.99,12.3,201.5,QB,Vanderbilt
137,Chris Rix,63,2001,2004,43,575,1042,467,55.2,8390,63,40,6,3.8,135.1,8.1,7.53,14.6,195.1,QB,Florida State
138,Cody Hawkins,63,2007,2010,45,691,1253,562,55.1,7731,63,43,5,3.4,116.7,6.2,5.63,11.2,171.8,QB,Colorado
139,Jayden De Laura,63,2020,2023,35,666,1051,385,63.4,8489,63,31,6,2.9,145.1,8.1,7.95,12.7,242.5,QB,"Arizona,Washington State"
140,Steven Montez,63,2016,2019,47,824,1321,497,62.4,9710,63,33,4.8,2.5,134.9,7.4,7.18,11.8,206.6,QB,Colorado
141,Terrance Owens,63,2010,2013,43,669,1061,392,63.1,8203,63,25,5.9,2.4,142.9,7.7,7.86,12.3,190.8,QB,Toledo
142,Bo Wallace,62,2012,2014,39,747,1186,439,63,9534,62,41,5.2,3.5,140.8,8,7.53,12.8,244.5,QB,Ole Miss
143,Cameron Ward,62,2022,2024,29,732,1105,373,66.2,8407,62,18,5.6,1.6,145.4,7.6,8,11.5,289.9,QB,"Miami (FL),Washington State"
144,Chuckie Keeton,62,2011,2015,41,672,1068,396,62.9,7393,62,24,5.8,2.2,135.7,6.9,7.07,11,180.3,QB,Utah State
145,Doug Johnson,62,1996,1999,37,504,907,403,55.6,7114,62,36,6.8,4,136.1,7.8,7.42,14.1,192.3,QB,Florida
146,Graham Mertz,62,2019,2024,48,763,1187,424,64.3,8795,62,31,5.2,2.6,138.5,7.4,7.28,11.5,183.2,QB,"Florida,Wisconsin"
147,Matt Linehan,62,2014,2017,44,899,1465,566,61.4,10772,62,43,4.2,2.9,131.2,7.4,6.88,12,244.8,QB,Idaho
148,Mike Maxwell,62,1993,1995,23,560,881,321,63.6,7256,62,33,7,3.7,148.5,8.2,7.96,13,315.5,QB,Nevada
149,Taylor Potts,62,2007,2010,40,733,1106,373,66.3,7835,62,25,5.6,2.3,139.8,7.1,7.19,10.7,195.9,QB,Texas Tech
150,Brett Gabbert,61,2019,2024,42,620,1059,439,58.5,8578,61,24,5.8,2.3,141.1,8.1,8.23,13.8,204.2,QB,Miami (OH)
151,Carter Bradley,61,2018,2023,46,678,1078,400,62.9,8372,61,27,5.7,2.5,141.8,7.8,7.77,12.3,182,QB,"South Alabama,Toledo"
152,Davis Brin,61,2018,2023,39,773,1242,469,62.2,9431,61,43,4.9,3.5,135.3,7.6,7.02,12.2,241.8,QB,"Georgia Southern,Tulsa"
153,Drew Tate,61,2003,2006,41,665,1090,425,61,8292,61,34,5.6,3.1,137.1,7.6,7.32,12.5,202.2,QB,Iowa
154,Marquise Williams,61,2012,2015,47,625,1019,394,61.3,7970,61,25,6,2.5,141.9,7.8,7.91,12.8,169.6,QB,North Carolina
155,Steve Taneyhill,61,1992,1995,42,727,1209,482,60.1,8555,61,37,5,3.1,130.1,7.1,6.71,11.8,203.7,QB,South Carolina
156,Tommy Rees,61,2010,2013,47,627,1048,421,59.8,7670,61,37,5.8,3.5,133.5,7.3,6.89,12.2,163.2,QB,Notre Dame
157,Anthony Brown,60,2017,2021,44,638,1093,455,58.4,7891,60,27,5.5,2.5,132.2,7.2,7.21,12.4,179.3,QB,"Boston College,Oregon"
158,Jose Fuentes,60,1999,2002,36,704,1270,566,55.4,9168,60,43,4.7,3.4,124.9,7.2,6.64,13,254.7,QB,Utah State
159,Major Applewhite,60,1998,2001,43,611,1065,454,57.4,8353,60,28,5.6,2.6,136.6,7.8,7.79,13.7,194.3,QB,Texas
160,Nathan Rourke,60,2017,2019,39,526,895,369,58.8,7454,60,20,6.7,2.2,146.4,8.3,8.66,14.2,191.1,QB,Ohio
161,Riley Skinner,60,2006,2009,50,903,1349,446,66.9,9762,60,37,4.4,2.7,136.9,7.2,6.89,10.8,195.2,QB,Wake Forest
162,Rod Rutherford,60,2000,2003,46,458,842,384,54.4,6724,60,30,7.1,3.6,137.9,8,7.81,14.7,146.2,QB,Pitt
163,Sefo Liufau,60,2013,2016,43,888,1412,524,62.9,9763,60,35,4.2,2.5,130,6.9,6.65,11,227,QB,Colorado
164,Seth Russell,60,2013,2016,31,345,606,261,56.9,5461,60,18,9.9,3,159.4,9,9.66,15.8,176.2,QB,Baylor
165,Skyler Howard,60,2014,2016,30,524,917,393,57.1,7302,60,24,6.5,2.6,140.4,8,8.09,13.9,243.4,QB,West Virginia
166,Alan Bowman,59,2018,2024,44,881,1370,489,64.3,9962,59,36,4.3,2.6,134.3,7.3,6.95,11.3,226.4,QB,"Michigan,Oklahoma State,Texas Tech"
167,B.J. Symons,59,2000,2003,31,529,822,293,64.4,6378,59,25,7.2,3,147.1,7.8,7.83,12.1,205.7,QB,Texas Tech
168,D.J. Uiagalelei,59,2020,2024,52,767,1302,535,58.9,9162,59,27,4.5,2.1,128.8,7,7.01,11.9,176.2,QB,"Clemson,Florida State,Oregon State"
169,Jamie Barnette,59,1996,1999,44,637,1243,606,51.2,9461,59,40,4.7,3.2,124.4,7.6,7.11,14.9,215,QB,North Carolina State
170,John Wolford,59,2014,2017,47,761,1273,512,59.8,8794,59,41,4.6,3.2,126.7,6.9,6.39,11.6,187.1,QB,Wake Forest
171,Caleb Evans,58,2016,2019,43,757,1252,495,60.5,9513,58,34,4.6,2.7,134.1,7.6,7.3,12.6,221.2,QB,Louisiana-Monroe
172,Danny O'Neil,58,1991,1994,38,571,1031,460,55.4,7618,58,34,5.6,3.3,129.4,7.4,7.03,13.3,200.5,QB,Oregon
173,Darrell Bevell,58,1992,1995,43,625,1012,387,61.8,7429,58,37,5.7,3.7,135,7.3,6.84,11.9,172.8,QB,Wisconsin
174,Eric Dungey,58,2015,2018,39,786,1279,493,61.5,9340,58,30,4.5,2.3,133.1,7.3,7.15,11.9,239.5,QB,Syracuse
175,Jared Zabransky,58,2003,2006,47,610,980,370,62.2,8256,58,37,5.9,3.8,145,8.4,7.91,13.5,175.7,QB,Boise State
176,Jeff Smoker,58,2000,2003,40,663,1118,455,59.3,8556,58,38,5.2,3.4,133.9,7.7,7.16,12.9,213.9,QB,Michigan State
177,Kurtis Rourke,58,2019,2024,40,709,1057,348,67.1,8664,58,16,5.5,1.5,151,8.2,8.61,12.2,216.6,QB,"Indiana,Ohio"
178,Marcus Crandell,58,1993,1996,32,620,1133,513,54.7,7198,58,38,5.1,3.4,118.3,6.4,5.87,11.6,224.9,QB,East Carolina
179,Andrew Ford,57,2016,2018,29,560,895,335,62.6,6955,57,23,6.4,2.6,143.7,7.8,7.89,12.4,239.8,QB,Massachusetts
180,Billy Volek,57,1996,1999,36,564,934,370,60.4,6385,57,12,6.1,1.3,135.4,6.8,7.48,11.3,177.4,P,Fresno State
181,Brian Johnson,57,2004,2008,44,673,1017,344,66.2,7853,57,27,5.6,2.7,144.2,7.7,7.65,11.7,178.5,QB,Utah
182,Brogan Roback,57,2013,2017,45,745,1284,539,58,8653,57,38,4.4,3,123.4,6.7,6.3,11.6,192.3,QB,Eastern Michigan
183,Clint Stoerner,57,1996,1999,41,528,1023,495,51.6,7422,57,37,5.6,3.6,123.7,7.3,6.74,14.1,181,QB,Arkansas
