,,,,,,,,,,,Receiving,,,,,,
821,KJ Hamler,1658,DEN,2,46,2020,Penn State,2018,2019,26,98,1658,16.9,13,63.8,WR,Penn State
822,Rob Carpenter,1656,CIN,4,109,1991,Syracuse,1989,1990,20,93,1656,17.8,10,82.8,WR,Syracuse
823,Larry Mucker,1653,TAM,9,251,1977,Arizona State,1973,1976,45,87,1653,19,13,36.7,WR,Arizona State
824,John Henry Mills,1652,OTI,5,131,1993,Wake Forest,1988,1992,54,142,1652,11.6,6,30.6,RB,Wake Forest
825,Iheanyi Uwaezuoke,1651,SFO,5,160,1996,California,1992,1995,45,112,1651,14.7,10,36.7,WR,California
826,Carlton Mitchell,1648,CLE,6,177,2010,South Florida,2007,2009,37,105,1648,15.7,9,44.5,WR,South Florida
827,Randy Moss,1647,MIN,1,21,1998,Marshall,1997,1997,12,90,1647,18.3,25,137.3,WR,Marshall
828,Webster Slaughter,1647,CLE,2,43,1986,San Diego State,1984,1985,24,122,1647,13.5,13,68.6,WR,San Diego State
829,Gavin Escobar,1646,DAL,2,47,2013,San Diego State,2010,2012,39,122,1646,13.5,17,42.2,TE,San Diego State
830,Jake Butt,1646,DEN,5,145,2017,Michigan,2013,2016,45,138,1646,11.9,11,36.6,TE,Michigan
831,Art Monk,1644,WAS,1,18,1980,Syracuse,1976,1979,44,102,1644,16.1,9,37.4,RB,Syracuse
832,Randal Hill,1643,MIA,1,23,1991,Miami (FL),1987,1990,44,107,1643,15.4,11,37.3,DB,Miami (FL)
833,Ferrell Edmunds,1641,MIA,3,73,1988,Maryland,1984,1987,44,101,1641,16.2,10,37.3,TE,Maryland
834,Joey Galloway,1641,SEA,1,8,1995,Ohio State,1991,1994,33,92,1641,17.8,17,49.7,WR,Ohio State
835,Lonzell Hill,1641,NOR,2,40,1987,Washington,1983,1986,44,103,1641,15.9,16,37.3,WR,Washington
836,Chris Baker,1640,NYJ,3,88,2002,Michigan State,1998,2001,44,127,1640,12.9,13,37.3,TE,Michigan State
837,Chris T. Jones,1640,PHI,3,78,1995,Miami (FL),1991,1994,43,105,1640,15.6,11,38.1,WR,Miami (FL)
838,Freeman White,1640,DEN,2,11,1966,Nebraska,1963,1965,60,94,1640,17.4,16,27.3,WR,Nebraska
839,Jehu Chesson,1639,KAN,4,139,2017,Michigan,2013,2016,48,114,1639,14.4,12,34.1,WR,Michigan
840,Junior Hemingway,1638,KAN,7,238,2012,Michigan,2007,2011,47,88,1638,18.6,11,34.9,WR,Michigan
841,Jim Smith,1635,PIT,3,75,1977,Michigan,1973,1976,44,71,1635,23,14,37.2,WR,Michigan
842,Rueben Randle,1634,NYG,2,63,2012,LSU,2009,2011,40,97,1634,16.8,13,40.9,WR,LSU
843,Jimmy Robinson,1633,ATL,15,367,1975,Georgia Tech,1972,1974,33,101,1633,16.2,13,49.5,WR,Georgia Tech
844,Rickey Watts,1632,CHI,2,39,1979,Tulsa,1975,1978,44,116,1632,14.1,8,37.1,RB,Tulsa
845,Jermaine Gresham,1629,CIN,1,21,2010,Oklahoma,2006,2008,41,111,1629,14.7,26,39.7,TE,Oklahoma
846,Stephen Baker,1629,NYG,3,83,1987,Fresno State,1985,1986,22,62,1629,26.3,10,74,WR,Fresno State
847,Troy Fumagalli,1627,DEN,5,156,2018,Wisconsin,2014,2017,52,135,1627,12.1,7,31.3,TE,Wisconsin
848,Bob Coolbaugh,1626,RAI,15,115,1961,Richmond,1958,1960,60,146,1626,11.1,10,27.1,WR,Richmond
849,Kyle Williams,1626,SFO,6,206,2010,Arizona State,2006,2009,41,109,1626,14.9,18,39.7,WR,Arizona State
850,Thomas Duarte,1626,MIA,7,231,2016,UCLA,2013,2015,35,97,1626,16.8,17,46.5,WR,UCLA
851,Mike Reppond,1625,BUF,9,215,1973,Arkansas,1970,1972,33,101,1625,16.1,8,49.2,WR,Arkansas
852,Cedric Tillman,1622,CLE,3,74,2023,Tennessee,2018,2022,44,109,1622,14.9,17,36.9,WR,Tennessee
853,Todd Heap,1619,RAV,1,31,2001,Arizona State,1998,2000,33,107,1619,15.1,10,49.1,TE,Arizona State
854,Bobby Thompson,1618,KAN,12,91,1962,Arizona,1960,1961,40,82,1618,19.7,12,40.5,RB,Arizona
855,Jake Ferguson,1618,DAL,4,129,2022,Wisconsin,2018,2021,47,145,1618,11.2,13,34.4,TE,Wisconsin
856,David Reed,1615,RAV,5,156,2010,Utah,2008,2009,26,106,1615,15.2,11,62.1,WR,Utah
857,Ihmir Smith-Marsette,1615,MIN,5,157,2021,Iowa,2017,2020,44,110,1615,14.7,13,36.7,WR,Iowa
858,Bud Sasser,1611,RAM,6,201,2015,Missouri,2011,2014,48,116,1611,13.9,14,33.6,WR,Missouri
859,David Palmer,1611,MIN,2,40,1994,Alabama,1991,1993,32,102,1611,15.8,11,50.3,WR,Alabama
860,Andy Schillinger,1609,CRD,10,260,1988,Miami (OH),1984,1987,44,96,1609,16.8,15,36.6,WR,Miami (OH)
861,Malachi Dupre,1609,GNB,7,247,2017,LSU,2014,2016,36,98,1609,16.4,14,44.7,WR,LSU
862,Marv Cook,1609,NWE,3,63,1989,Iowa,1985,1988,43,110,1609,14.6,5,37.4,TE,Iowa
863,Josh Malone,1608,CIN,4,128,2017,Tennessee,2014,2016,39,104,1608,15.5,14,41.2,WR,Tennessee
864,David Lewis,1607,DET,1,20,1984,California,1980,1983,33,114,1607,14.1,10,48.7,TE,California
865,Darius Slayton,1605,NYG,5,171,2019,Auburn,2016,2018,38,79,1605,20.3,11,42.2,WR,Auburn
866,Keli McGregor,1604,DEN,4,110,1985,Colorado State,1981,1984,42,153,1604,10.5,8,38.2,TE,Colorado State
867,Chaz Schilens,1603,RAI,7,226,2008,San Diego State,2005,2007,32,103,1603,15.6,7,50.1,WR,San Diego State
868,Lam Jones,1603,NYJ,1,2,1980,Texas,1976,1979,43,85,1603,18.9,14,37.3,RB,Texas
869,Steve Smith Sr.,1603,CAR,3,74,2001,Utah,1999,2000,21,78,1603,20.6,12,76.3,WR,Utah
870,Michael Thomas,1602,NOR,2,47,2016,Ohio State,2012,2015,39,113,1602,14.2,18,41.1,WR,Ohio State
871,Erik Affholter,1598,WAS,4,110,1989,USC,1986,1988,33,110,1598,14.5,13,48.4,WR,USC
872,Jordan Leggett,1598,NYJ,5,150,2017,Clemson,2013,2016,48,112,1598,14.3,18,33.3,TE,Clemson
873,Marcus Henry,1598,NYJ,6,171,2008,Kansas,2004,2007,45,104,1598,15.4,13,35.5,WR,Kansas
874,Ryan Tannehill,1596,MIA,1,8,2012,Texas A&M,2008,2011,50,112,1596,14.3,10,31.9,WR,Texas A&M
875,Darrell Hill,1595,OTI,7,225,2002,Northern Illinois,1998,2001,35,88,1595,18.1,13,45.6,WR,Northern Illinois
876,Talman Gardner,1595,NOR,7,231,2003,Florida State,1999,2002,47,90,1595,17.7,19,33.9,WR,Florida State
877,Terrace Marshall Jr.,1594,CAR,2,59,2021,LSU,2018,2020,32,106,1594,15,23,49.8,WR,LSU
878,Herb Haygood,1591,DEN,5,144,2002,Michigan State,1998,2001,44,110,1591,14.5,7,36.2,WR,Michigan State
879,Nick O'Leary,1591,BUF,6,194,2015,Florida State,2011,2014,52,114,1591,14,17,30.6,TE,Florida State
880,Stephen Alexander,1591,WAS,2,48,1998,Oklahoma,1994,1997,40,104,1591,15.3,6,39.8,TE,Oklahoma
881,Kadarius Toney,1590,NYG,1,20,2021,Florida,2017,2020,38,120,1590,13.3,12,41.8,WR,Florida
882,Fred Coleman,1588,BUF,6,160,1998,Washington,1994,1997,43,97,1588,16.4,11,36.9,WR,Washington
883,Bruce Ellington,1586,SFO,4,106,2014,South Carolina,2011,2013,38,106,1586,15,16,41.7,WR,South Carolina
884,Chad Jackson,1586,NWE,2,36,2006,Florida,2003,2005,37,120,1586,13.2,16,42.9,WR,Florida
885,Isaac Bruce,1586,RAM,2,33,1994,Memphis,1992,1993,22,113,1586,14,15,72.1,WR,Memphis
886,Ernie Mills,1585,PIT,3,73,1991,Florida,1987,1990,41,81,1585,19.6,15,38.7,WR,Florida
887,Gerald Everett,1584,RAM,2,44,2017,South Alabama,2014,2016,37,107,1584,14.8,13,42.8,TE,"South Alabama,UAB"
888,Kevin Johnson,1584,CLE,2,32,1999,Syracuse,1995,1998,37,98,1584,16.2,13,42.8,RB,Syracuse
889,Syndric Steptoe,1584,CLE,7,234,2007,Arizona,2003,2006,44,131,1584,12.1,6,36,WR,Arizona
890,Ronald Lewis,1582,SFO,3,68,1990,Florida State,1986,1989,41,85,1582,18.6,12,38.6,WR,Florida State
891,Terry Glenn,1582,NWE,1,7,1996,Ohio State,1993,1995,29,72,1582,22,17,54.6,WR,Ohio State
892,Lovell Pinkney,1580,RAM,4,115,1995,Texas,1992,1994,29,99,1580,16,15,54.5,WR,Texas
893,Dave Sullivan,1578,CLE,15,384,1973,Virginia,1970,1972,31,120,1578,13.2,12,50.9,WR,Virginia
894,Daryl Turner,1577,SEA,2,49,1984,Michigan State,1980,1983,43,78,1577,20.2,13,36.7,WR,Michigan State
895,Calvin Demery,1574,MIN,8,206,1972,Arizona State,1969,1971,31,95,1574,16.6,10,50.8,WR,Arizona State
896,Byron Franklin,1573,BUF,2,50,1981,Auburn,1977,1980,44,74,1573,21.3,15,35.8,WR,Auburn
897,Demarco Murray,1571,DAL,3,71,2011,Oklahoma,2007,2010,50,157,1571,10,13,31.4,RB,Oklahoma
898,Marcedes Lewis,1571,JAX,1,28,2006,UCLA,2002,2005,49,126,1571,12.5,21,32.1,TE,UCLA
899,Drake Dunsmore,1567,TAM,7,233,2012,Northwestern,2007,2011,51,143,1567,11,14,30.7,TE,Northwestern
900,John Broussard,1566,JAX,7,229,2007,San Jose State,2003,2006,46,103,1566,15.2,13,34,WR,San Jose State
901,Todd Christensen,1566,DAL,2,56,1978,BYU,1974,1977,44,152,1566,10.3,13,35.6,RB,BYU
902,Bobby Moore,1565,CRD,1,4,1972,Oregon,1969,1971,32,131,1565,11.9,18,48.9,WR,Oregon
903,Raghib Ismail,1565,RAI,4,100,1991,Notre Dame,1988,1990,34,71,1565,22,4,46,WR,Notre Dame
904,Duriel Harris,1562,MIA,3,80,1976,New Mexico State,1972,1975,44,89,1562,17.6,12,35.5,RB,New Mexico State
905,Ed Dickson,1557,RAV,3,70,2010,Oregon,2006,2009,52,124,1557,12.6,12,29.9,TE,Oregon
906,Andre Coleman,1556,SDG,3,70,1994,Kansas State,1990,1993,42,95,1556,16.4,12,37,RB,Kansas State
907,Bruce McGonnigal,1556,PIT,9,238,1991,Virginia,1987,1990,40,103,1556,15.1,12,38.9,TE,Virginia
908,David Gettis,1555,CAR,6,198,2010,Baylor,2006,2009,47,116,1555,13.4,4,33.1,WR,Baylor
909,Billy Martin,1554,KAN,2,10,1964,Georgia Tech,1961,1963,60,112,1554,13.9,12,25.9,WR,Georgia Tech
910,Eddie Kennison,1554,RAM,1,18,1996,LSU,1993,1995,32,98,1554,15.9,10,48.6,WR,LSU
911,John Spagnola,1554,NWE,9,245,1979,Yale,1976,1978,27,88,1554,17.7,6,57.6,WR,Yale
912,Bub Means,1552,NOR,5,170,2024,Pitt,2019,2023,42,90,1552,17.2,10,37,,"Louisiana Tech,Pitt,Tennessee"
913,Justin Shorter,1552,BUF,5,150,2023,Florida,2018,2022,48,110,1552,14.1,8,32.3,WR,"Florida,Penn State"
914,Alton Alexis,1549,CIN,11,281,1980,Tulane,1976,1979,44,122,1549,12.7,14,35.2,WR,Tulane
915,Robert Tate,1549,MIN,6,183,1997,Cincinnati,1994,1996,33,103,1549,15,10,46.9,WR,Cincinnati
916,Andre Tyler,1548,TAM,6,158,1982,Stanford,1978,1980,33,107,1548,14.5,14,46.9,WR,Stanford
917,Alvin Harper,1547,DAL,1,12,1991,Tennessee,1987,1990,46,102,1547,15.2,16,33.6,WR,Tennessee
918,Tab Perry,1547,CIN,6,190,2005,UCLA,2000,2004,42,84,1547,18.4,6,36.8,WR,UCLA
919,Cliff Benson,1546,ATL,5,132,1984,Purdue,1981,1983,33,117,1546,13.2,11,46.8,TE,Purdue
920,Allama Matthews,1544,ATL,12,322,1983,Vanderbilt,1979,1982,44,114,1544,13.5,18,35.1,TE,Vanderbilt
921,Latarence Dunbar,1544,ATL,6,196,2003,Texas Christian,1999,2002,44,109,1544,14.2,13,35.1,RB,Texas Christian
922,Will Mallory,1544,CLT,5,162,2023,Miami (FL),2018,2022,58,115,1544,13.4,14,26.6,TE,Miami (FL)
923,Willie Smith,1544,CLE,10,265,1986,Miami (FL),1984,1986,34,117,1544,13.2,6,45.4,TE,Miami (FL)
924,Coby Fleener,1543,CLT,2,34,2012,Stanford,2008,2011,51,96,1543,16.1,18,30.3,TE,Stanford
925,Daniel Graham,1543,NWE,1,21,2002,Colorado,1998,2001,42,106,1543,14.6,11,36.7,TE,Colorado
926,Dax Milne,1542,WAS,7,258,2021,BYU,2018,2020,35,101,1542,15.3,11,44.1,WR,BYU
927,Johnny Johnson,1541,CRD,7,169,1990,San Jose State,1987,1989,34,122,1541,12.6,10,45.3,WR,San Jose State
928,Pervis Atkins,1538,RAI,,,1960,New Mexico State,1959,1960,40,96,1538,16,18,38.5,RB,New Mexico State
929,Jay Novacek,1536,CRD,6,158,1985,Wyoming,1982,1984,36,83,1536,18.5,10,42.7,TE,Wyoming
930,Johnnie Morant,1535,RAI,5,134,2004,Syracuse,2001,2003,32,88,1535,17.4,7,48,WR,Syracuse
931,Randy Vataha,1535,RAM,17,418,1971,Stanford,1969,1970,21,83,1535,18.5,11,73.1,WR,Stanford
932,Darnell McDonald,1533,TAM,7,240,1999,Kansas State,1997,1998,23,96,1533,16,15,66.7,WR,Kansas State
933,John Mistler,1533,NYG,3,59,1981,Arizona State,1977,1980,45,113,1533,13.6,21,34.1,WR,Arizona State
934,Olanda Truitt,1533,RAI,5,125,1993,Mississippi State,1989,1992,33,86,1533,17.8,9,46.5,WR,"Mississippi State,Pitt"
935,Niles Paul,1532,WAS,5,155,2011,Nebraska,2007,2010,46,103,1532,14.9,5,33.3,WR,Nebraska
936,Bobby Crockett,1528,BUF,10,91,1966,Arkansas,1963,1965,60,92,1528,16.6,8,25.5,WR,Arkansas
937,Quincy Enunwa,1526,NYJ,6,209,2014,Nebraska,2010,2013,49,115,1526,13.3,15,31.1,WR,Nebraska
938,Albert Connell,1525,WAS,4,115,1997,Texas A&M,1995,1996,23,98,1525,15.6,13,66.3,WR,Texas A&M
939,Kevin House,1524,TAM,2,49,1980,Southern Illinois,1976,1979,44,71,1524,21.5,11,34.6,RB,Southern Illinois
940,Donald Hayes,1522,CAR,4,106,1998,Wisconsin,1994,1997,43,100,1522,15.2,4,35.4,KR,Wisconsin
941,Elbert Kimbrough,1522,RAI,4,29,1961,Northwestern,1958,1960,54,112,1522,13.6,12,28.2,WR,Northwestern
942,Ron Dugans,1520,CIN,3,66,2000,Florida State,1995,1999,46,105,1520,14.5,7,33,WR,Florida State
943,Gene Huey,1517,CRD,5,123,1969,Wyoming,1966,1968,30,98,1517,15.5,14,50.6,TE,Wyoming
944,Trestan Ebner,1515,CHI,6,203,2022,Baylor,2017,2021,61,127,1515,11.9,11,24.8,RB,Baylor
945,Josh Palmer,1514,SDG,3,77,2021,Tennessee,2017,2020,47,99,1514,15.3,7,32.2,WR,Tennessee
946,Derius Davis,1513,SDG,4,125,2023,Texas Christian,2018,2022,58,112,1513,13.5,9,26.1,WR,Texas Christian
947,Rodney Holman,1512,CIN,3,82,1982,Tulane,1978,1981,44,135,1512,11.2,9,34.4,TE,Tulane
948,Trey Quinn,1512,WAS,7,256,2018,SMU,2014,2017,38,136,1512,11.1,13,39.8,WR,"LSU,SMU"
949,Zach Miller,1512,RAI,2,38,2007,Arizona State,2004,2006,35,144,1512,10.5,14,43.2,TE,Arizona State
950,Casey Washington,1508,ATL,6,187,2024,Illinois,2019,2023,55,122,1508,12.4,4,27.4,WR,Illinois
951,Kelvin Benjamin,1506,CAR,1,28,2014,Florida State,2012,2013,28,84,1506,17.9,19,53.8,WR,Florida State
952,Keon Coleman,1506,BUF,2,33,2024,Florida State,2021,2023,34,115,1506,13.1,19,44.3,WR,"Florida State,Michigan State"
953,Billy Miller,1505,DEN,7,218,1999,USC,1995,1998,46,122,1505,12.3,6,32.7,WR,USC
954,Vance McDonald,1504,SFO,2,55,2013,Rice,2009,2012,42,119,1504,12.6,15,35.8,TE,Rice
955,Darrell Jackson,1501,SEA,3,80,2000,Florida,1997,1999,32,97,1501,15.5,14,46.9,WR,Florida
956,Eric Richardson,1501,BUF,2,41,1984,San Jose State,1982,1983,22,94,1501,16,12,68.2,WR,San Jose State
957,Trey Palmer,1501,TAM,6,191,2023,Nebraska,2019,2022,40,112,1501,13.4,12,37.5,WR,"LSU,Nebraska"
958,Ryan Griffin,1500,HTX,6,201,2013,Connecticut,2009,2012,48,116,1500,12.9,10,31.3,TE,Connecticut
959,Kenny Duckett,1499,NOR,3,68,1982,Wake Forest,1977,1981,55,108,1499,13.9,19,27.3,RB,Wake Forest
960,Chad Hansen,1498,NYJ,4,141,2017,California,2015,2016,20,111,1498,13.5,12,74.9,WR,California
961,Mario Alford,1497,CIN,7,238,2015,West Virginia,2013,2014,22,92,1497,16.3,13,68,WR,West Virginia
962,James Jones,1496,GNB,3,78,2007,San Jose State,2003,2006,44,126,1496,11.9,12,34,WR,San Jose State
963,Jim Evans,1496,NYJ,4,27,1964,UTEP,1961,1963,58,126,1496,11.9,4,25.8,RB,UTEP
964,Quintez Cephus,1496,DET,5,166,2020,Wisconsin,2016,2019,38,93,1496,16.1,13,39.4,WR,Wisconsin
965,Riley Cooper,1496,PHI,5,159,2010,Florida,2006,2009,51,81,1496,18.5,18,29.3,WR,Florida
966,Dennis Homan,1495,DAL,1,20,1968,Alabama,1965,1967,30,87,1495,17.2,18,49.8,WR,Alabama
967,Glyn Milburn,1495,DEN,2,43,1993,Stanford,1988,1992,45,142,1495,10.5,7,33.2,RB,"Oklahoma,Stanford"
968,Jerry Smith,1494,KAN,18,141,1965,Arizona State,1963,1964,38,102,1494,14.6,10,39.3,WR,Arizona State
969,Brian Blades,1493,SEA,2,49,1988,Miami (FL),1984,1987,45,80,1493,18.7,15,33.2,WR,Miami (FL)
970,Bob Daugherty,1492,SDG,16,128,1964,Tulsa,1964,1965,40,150,1492,9.9,16,37.3,RB,Tulsa
971,Garrett Graham,1492,HTX,4,118,2010,Wisconsin,2007,2009,37,121,1492,12.3,16,40.3,TE,Wisconsin
972,Kyle Pitts,1492,ATL,1,4,2021,Florida,2018,2020,32,100,1492,14.9,18,46.6,TE,Florida
973,Monty Stickles,1492,SDG,,,1960,Notre Dame,1957,1959,60,84,1492,17.8,24,24.9,WR,Notre Dame
974,Gary Barnidge,1491,CAR,5,141,2008,Louisville,2004,2007,47,108,1491,13.8,17,31.7,TE,Louisville
975,Ira Hillary,1491,KAN,8,210,1985,South Carolina,1981,1984,45,88,1491,16.9,7,33.1,WR,South Carolina
976,Mel Gray,1491,CRD,6,147,1971,Missouri,1968,1970,31,67,1491,22.3,14,48.1,WR,Missouri
977,Steve Holden,1490,CLE,1,16,1973,Arizona State,1970,1972,32,73,1490,20.4,22,46.6,WR,Arizona State
978,Pat McInally,1485,CIN,5,120,1975,Harvard,1972,1974,27,108,1485,13.8,15,55,WR,Harvard
979,Equanimeous St. Brown,1484,GNB,6,207,2018,Notre Dame,2015,2017,32,92,1484,16.1,13,46.4,WR,Notre Dame
980,Willie Gault,1482,CHI,1,18,1983,Tennessee,1979,1982,44,89,1482,16.7,10,33.7,WR,Tennessee
981,Mike Gesicki,1481,MIA,2,42,2018,Penn State,2014,2017,51,129,1481,11.5,15,29,TE,Penn State
982,Scott Piper,1480,BUF,6,171,1976,Arizona,1973,1975,33,98,1480,15.1,12,44.8,WR,Arizona
983,Jim Lash,1479,MIN,3,65,1973,Northwestern,1970,1972,32,86,1479,17.2,6,46.2,WR,Northwestern
984,Mike Dennis,1478,BUF,1,8,1966,Ole Miss,1963,1965,58,130,1478,11.4,14,25.5,RB,Ole Miss
985,Louis Lipps,1477,PIT,1,23,1984,Southern Mississippi,1980,1983,44,91,1477,16.2,8,33.6,WR,Southern Mississippi
986,David Verser,1476,CIN,1,10,1981,Kansas,1977,1980,44,77,1476,19.2,11,33.5,WR,Kansas
987,Al Snyder,1474,NWE,23,183,1963,Holy Cross,1960,1962,30,90,1474,16.4,12,49.1,RB,Holy Cross
988,Keith Jackson,1470,PHI,1,13,1988,Oklahoma,1984,1987,44,62,1470,23.7,14,33.4,WR,Oklahoma
989,Scott Chandler,1467,SDG,4,129,2007,Iowa,2004,2006,37,117,1467,12.5,10,39.6,WR,Iowa
990,Paul Flatley,1466,DEN,7,53,1963,Northwestern,1960,1962,54,108,1466,13.6,12,27.1,RB,Northwestern
991,Joe Reed,1465,SDG,5,151,2020,Virginia,2016,2019,50,129,1465,11.4,16,29.3,WR,Virginia
992,Tommy Tolleson,1464,NYJ,17,150,1966,Alabama,1963,1965,60,126,1464,11.6,8,24.4,WR,Alabama
993,Mike Ditka,1460,OTI,1,8,1961,Pitt,1958,1960,60,90,1460,16.2,14,24.3,WR,Pitt
994,Eddie Miller,1459,CLT,9,225,1992,South Carolina,1988,1991,43,75,1459,19.5,10,33.9,WR,South Carolina
995,Bryan Still,1458,SDG,2,41,1996,Virginia Tech,1992,1995,34,74,1458,19.7,11,42.9,WR,Virginia Tech
996,Kenneth Moore,1458,DET,5,136,2008,Wake Forest,2004,2007,39,139,1458,10.5,7,37.4,WR,Wake Forest
997,L.J. Smith,1458,PHI,2,61,2003,Rutgers,1999,2002,44,122,1458,12,10,33.1,TE,Rutgers
998,Keith Krepfle,1456,PHI,5,115,1974,Iowa State,1971,1973,33,100,1456,14.6,16,44.1,TE,Iowa State
999,Jalen Nailor,1453,MIN,6,191,2022,Michigan State,2018,2021,28,86,1453,16.9,12,51.9,WR,Michigan State
1000,Kelley Washington,1453,CIN,3,65,2003,Tennessee,2001,2002,16,87,1453,16.7,6,90.8,WR,Tennessee
