,,,,,,Passing,,,,,,,,,,,,,,,
1987,Grayson James,13,2021,2024,20,247,422,175,58.5,2342,13,12,3.1,2.8,109.6,5.5,4.89,9.5,117.1,QB,"Boston College,Florida International"
1988,Greg Collins,13,1970,1972,32,96,181,85,53,1378,13,17,7.2,9.4,121.9,7.6,4.82,14.4,43.1,QB,Washington
1989,Greg Paulus,13,2009,2009,12,193,285,92,67.7,2024,13,14,4.6,4.9,132.6,7.1,5.8,10.5,168.7,QB,Syracuse
1990,Hal Brandt,13,1962,1964,27,189,393,204,48.1,2293,13,26,3.3,6.6,94.8,5.8,3.52,12.1,84.9,QB,Wisconsin
1991,Jack Milas,13,2014,2017,42,280,521,241,53.7,2814,13,18,2.5,3.5,100.4,5.4,4.35,10.1,67,QB,Ball State
1992,Jack Skog,13,1962,1964,29,135,257,122,52.5,1632,13,17,5.1,6.6,109.3,6.4,4.39,12.1,56.3,QB,Houston
1993,Jared Allen,13,2004,2004,12,177,291,114,60.8,2554,13,8,4.5,2.7,143.8,8.8,8.43,14.4,212.8,QB,Florida Atlantic
1994,Jeff Kemp,13,1979,1980,19,198,398,200,49.7,2385,13,17,3.3,4.3,102.3,6,4.72,12,125.5,QB,Dartmouth
1995,Jeff Rebholz,13,1975,1977,33,54,120,66,45,1075,13,10,10.8,8.3,139.3,9,7.38,19.9,32.6,QB,Rutgers
1996,Jerad Romo,13,2004,2005,20,203,367,164,55.3,2380,13,9,3.5,2.5,116.6,6.5,6.09,11.7,119,QB,SMU
1997,Jerry Eisaman,13,1958,1960,30,94,191,97,49.2,1308,13,10,6.8,5.2,118.7,6.8,5.85,13.9,43.6,QB,Kentucky
1998,Jerryl Bennett,13,1978,1981,44,202,442,240,45.7,2490,13,27,2.9,6.1,90.5,5.6,3.47,12.3,56.6,QB,Army
1999,Jim Hart,13,1979,1983,44,244,498,254,49,2600,13,28,2.6,5.6,90.2,5.2,3.21,10.7,59.1,QB,Texas Tech
2000,Jim Nader,13,1968,1970,31,87,201,114,43.3,1313,13,13,6.5,6.5,106.6,6.5,4.92,15.1,42.4,QB,UCLA
