,,,,,,Rushing,,,,,,
3940,Troy Lindsay,932,1980,1983,45,282,932,3.3,3,20.7,RB,Colorado State
3941,Chandler Rogers,931,2021,2024,38,400,931,2.3,10,24.5,QB,"California,Louisiana-Monroe,North Texas"
3942,Davon Jones,931,2016,2019,43,225,931,4.1,8,21.7,RB,"Boston College,Bowling Green"
3943,DeJon Packer,931,2017,2019,27,209,931,4.5,13,34.5,RB,San Jose State
3944,Frank Gilliam,931,1974,1976,32,232,931,4,3,29.1,RB,Drake
3945,Matt Bellini,931,1987,1990,47,214,931,4.4,14,19.8,RB,BYU
3946,Doug Wiener,930,1976,1978,34,211,930,4.4,15,27.4,RB,Bowling Green
3947,Joe Pledger,930,1966,1968,30,243,930,3.8,9,31,RB,Kent State
3948,John Nash,930,1980,1982,31,201,930,4.6,7,30,RB,Maryland
3949,Roscoe Scobey,930,1974,1976,33,214,930,4.3,5,28.2,RB,Kansas State
3950,Eric Jordan,929,1979,1983,44,168,929,5.5,3,21.1,RB,Purdue
3951,Jim DeOrio,929,1968,1969,20,234,929,4,8,46.5,RB,Air Force
3952,Larry Martinez,929,1972,1975,44,204,929,4.6,14,21.1,RB,Duke
3953,Omar Haugabook,929,2006,2007,25,296,929,3.1,16,37.2,QB,Troy
3954,Rick Kane,929,1973,1974,22,210,929,4.4,7,42.2,RB,Oregon
3955,Bud Nelson,928,1975,1978,44,537,928,1.7,8,21.1,QB,Marshall
3956,Joe LaBue,928,1970,1972,33,145,928,6.4,5,28.1,RB,Alabama
3957,Lawrence Reid,928,1976,1979,44,177,928,5.2,10,21.1,RB,Michigan
3958,Reginald Warnsley,928,1987,1989,33,227,928,4.1,3,28.1,RB,Southern Mississippi
3959,Bob Glover,927,1966,1968,30,210,927,4.4,2,30.9,RB,Miami (OH)
3960,Burt Austin,927,1983,1986,44,271,927,3.4,3,21.1,RB,Ball State
3961,Donald Hammond III,927,2018,2019,22,205,927,4.5,22,42.1,QB,Air Force
3962,Lorenzo Lingard,927,2018,2023,52,186,927,5,7,17.8,RB,"Akron,Florida,Miami (FL)"
3963,Dave Kasperian,926,1956,1958,28,235,926,3.9,14,33.1,RB,Penn State
3964,Jared Patterson,926,2003,2006,43,246,926,3.8,12,21.5,RB,Buffalo
3965,Kesean Strong,926,2015,2019,43,220,926,4.2,14,21.5,RB,Old Dominion
3966,Ron Mills,926,1956,1957,19,154,926,6,0,48.7,RB,West Texas State
3967,Willie Goodloe,926,1984,1987,44,199,926,4.7,8,21,RB,Ole Miss
3968,Andrew Jackson,925,1982,1986,32,273,925,3.4,4,28.9,RB,"Iowa State,USC"
3969,Homer Jordan,925,1979,1982,37,364,925,2.5,11,25,QB,Clemson
3970,Jerry Don Logan,925,1959,1962,40,192,925,4.8,8,23.1,RB,West Texas State
3971,Tai Lavatai,925,2021,2023,26,360,925,2.6,14,35.6,QB,Navy
3972,Brad Johnson,924,1966,1968,30,259,924,3.6,9,30.8,RB,Georgia
3973,Fred Speck,924,1972,1973,22,238,924,3.9,8,42,RB,Wichita State
3974,Kanye Roberts,924,2022,2024,21,169,924,5.5,9,44,RB,Appalachian State
3975,Paul Cancro,924,1957,1959,26,214,924,4.3,6,35.5,RB,Boston University
3976,Bret Meyer,923,2004,2007,48,509,923,1.8,12,19.2,QB,Iowa State
3977,Heywood Smith,923,1973,1975,33,224,923,4.1,11,28,RB,West Virginia
3978,Hue Jackson,923,1985,1986,23,302,923,3.1,7,40.1,QB,Pacific
3979,Roger Lopes,923,1961,1963,27,204,923,4.5,8,34.2,RB,Michigan State
3980,Ron Rummel,923,1975,1977,30,250,923,3.7,12,30.8,QB,Central Michigan
3981,Roy Upchurch,923,2006,2009,39,168,923,5.5,9,23.7,RB,Alabama
3982,Timothy Jackson,923,2019,2020,12,156,923,5.9,6,76.9,FB,Air Force
3983,Avion Weaver,922,1997,2000,39,187,922,4.9,5,23.6,RB,Hawaii
3984,Clinton Childs,922,1993,1995,25,135,922,6.8,9,36.9,RB,Nebraska
3985,Eric Lewis,922,1991,1994,38,169,922,5.5,4,24.3,RB,Vanderbilt
3986,Eric Young,922,1992,1994,21,164,922,5.6,9,43.9,RB,New Mexico
3987,Mario Hampton,922,1988,1991,33,210,922,4.4,5,27.9,RB,Arizona
3988,Paul Drennan,922,1978,1981,44,234,922,3.9,6,21,RB,Miami (OH)
3989,Terrance Jones,922,1979,1982,44,230,922,4,5,21,RB,Oregon
3990,T.J. Pitts,922,2006,2009,29,211,922,4.4,2,31.8,RB,Memphis
3991,Bill Hunter,921,1969,1970,20,217,921,4.2,2,46.1,RB,Utah
3992,Brandon Fractious,921,2005,2006,24,202,921,4.6,6,38.4,RB,East Carolina
3993,Danny Myers,921,1974,1975,22,201,921,4.6,14,41.9,QB,Georgia Tech
3994,Dave Grayson,921,1958,1960,30,182,921,5.1,2,30.7,RB,Oregon
3995,James Thompson,921,1986,1988,33,217,921,4.2,4,27.9,RB,North Carolina
3996,Stacy Sneed,921,2022,2024,28,150,921,6.1,7,32.9,RB,Houston
3997,Duane Coleman,920,2003,2006,45,226,920,4.1,3,20.4,DB,Clemson
3998,Eli Sanders,920,2021,2024,25,205,920,4.5,4,36.8,RB,"Iowa State,New Mexico"
3999,Jack Hill,920,1956,1956,10,140,920,6.6,11,92,RB,Utah State
4000,Jeremy Stewart,920,2007,2011,47,209,920,4.4,14,19.6,RB,Stanford
