,,,,,,Receiving,,,,,,
1964,Carl Aikens,1337,1981,1984,25,67,1337,20,9,53.5,WR,Northern Illinois
1965,Paul Agema,1337,1988,1990,33,101,1337,13.2,3,40.5,RB,Western Michigan
1966,Aleva Hifo,1336,2016,2019,51,118,1336,11.3,7,26.2,WR,BYU
1967,Bill Wazevich,1336,1967,1969,27,102,1336,13.1,7,49.5,WR,Columbia
1968,Kendricke Bullard,1335,1990,1992,31,65,1335,20.5,10,43.1,WR,Arkansas State
1969,Mathew Sexton,1335,2016,2019,43,100,1335,13.4,9,31,WR,Eastern Michigan
1970,Scott Nizolek,1335,1979,1982,44,83,1335,16.1,7,30.3,WR,Boston College
1971,Garrett Brown,1334,2012,2015,39,83,1334,16.1,8,34.2,WR,Air Force
1972,Mark Farnham,1334,1977,1979,27,92,1334,14.5,8,49.4,WR,Brown
1973,Troy Slade,1334,1973,1975,33,82,1334,16.3,4,40.4,WR,Duke
1974,Brendan Cope,1333,2014,2017,35,88,1333,15.1,6,38.1,WR,Ohio
1975,Kevin Ogletree,1332,2005,2008,31,117,1332,11.4,9,43,WR,Virginia
1976,Lamonde Russell,1332,1988,1990,31,108,1332,12.3,6,43,TE,Alabama
1977,Tray Eafford,1332,2017,2020,42,98,1332,13.6,12,31.7,WR,Troy
1978,Brandon Powell,1330,2014,2017,49,131,1330,10.2,9,27.1,RB,Florida
1979,Mitchell Paige,1330,2013,2016,32,115,1330,11.6,10,41.6,WR,Indiana
1980,CJ Windham,1329,2016,2021,56,107,1329,12.4,13,23.7,WR,Middle Tennessee State
1981,Dayton Wade,1329,2019,2023,49,104,1329,12.8,7,27.1,WR,"Ole Miss,Western Kentucky"
1982,Kyle Brown,1329,2002,2005,42,88,1329,15.1,6,31.6,WR,Michigan State
1983,Michael Smith,1329,2008,2012,48,104,1329,12.8,3,27.7,WR,Connecticut
1984,Atrews Bell,1328,1998,2001,45,82,1328,16.2,15,29.5,WR,Florida State
1985,Barney Harris,1328,1967,1969,30,91,1328,14.6,5,44.3,RB,Texas A&M
1986,Teo Redding,1328,2014,2017,44,94,1328,14.1,14,30.2,WR,Bowling Green
1987,Chad Carpenter,1327,1993,1996,44,102,1327,13,11,30.2,WR,Washington State
1988,Craig Clark,1327,1971,1973,33,74,1327,17.9,11,40.2,WR,Utah State
1989,Ray Smith,1327,1976,1979,44,86,1327,15.4,7,30.2,WR,Purdue
1990,Willie Jones,1327,1971,1973,33,76,1327,17.5,12,40.2,WR,Iowa State
1991,Bryan Underwood,1326,2011,2014,45,97,1326,13.7,14,29.5,WR,North Carolina State
1992,Mitchell Wilcox,1326,2016,2019,49,100,1326,13.3,11,27.1,TE,South Florida
1993,Taveon Rogers,1326,2010,2011,24,77,1326,17.2,11,55.3,WR,New Mexico State
1994,Trey Haverty,1326,2001,2004,42,110,1326,12.1,7,31.6,WR,Texas Tech
1995,Andre George,1325,1999,2002,43,109,1325,12.2,7,30.8,WR,Louisiana
1996,David Roberts,1325,2008,2011,49,128,1325,10.4,5,27,WR,Arizona
1997,Josh Lenz,1325,2009,2012,47,104,1325,12.7,10,28.2,WR,Iowa State
1998,Milton Wright,1325,2019,2021,29,99,1325,13.4,10,45.7,WR,Purdue
1999,Tracey Jenkins,1325,1988,1990,33,77,1325,17.2,16,40.2,WR,Utah State
2000,Arthur Jackson III,1324,2018,2019,26,92,1324,14.4,12,50.9,WR,Eastern Michigan
