,,,,,,Receiving,,,,,,
1639,Eric Olsen,1448,1991,1994,33,80,1448,18.1,7,43.9,WR,Colorado State
1640,Joe Manderfield,1448,1975,1978,39,87,1448,16.6,6,37.1,WR,William & Mary
1641,Ontario Pryor,1448,1993,1996,31,93,1448,15.6,8,46.7,WR,Eastern Michigan
1642,Huey Whittaker,1447,2001,2003,32,117,1447,12.4,7,45.2,WR,South Florida
1643,Josh Ali,1447,2017,2021,55,131,1447,11,8,26.3,WR,Kentucky
1644,Ronshay Jenkins,1447,2000,2003,46,86,1447,16.8,5,31.5,WR,New Mexico State
1645,Deonte Thompson,1446,2008,2011,52,101,1446,14.3,9,27.8,WR,Florida
1646,Ronney Daniels,1446,1999,2000,23,90,1446,16.1,12,62.9,WR,Auburn
1647,Curtis Grieve,1445,1978,1981,29,88,1445,16.4,20,49.8,WR,Yale
1648,Jon Davis,1445,2003,2006,42,126,1445,11.5,6,34.4,WR,Iowa State
1649,Tony Jones,1445,2010,2014,42,130,1445,11.1,10,34.4,WR,Northwestern
1650,Maurice Purify,1444,2006,2007,25,91,1444,15.9,16,57.8,WR,Nebraska
1651,Roger Boone,1444,1986,1989,36,168,1444,8.6,4,40.1,RB,Duke
1652,Chris Belser,1443,1999,2002,39,108,1443,13.4,9,37,WR,Idaho
1653,Jesse Parks,1442,1970,1972,27,92,1442,15.7,10,53.4,WR,Columbia
1654,Marcus Sullivan,1442,2010,2014,42,122,1442,11.8,13,34.3,WR,Nevada-Las Vegas
1655,Melquan Stovall,1442,2019,2024,49,145,1442,9.9,1,29.4,WR,"Arizona State,Colorado State,Nevada"
1656,Ricky Seals-Jones,1442,2013,2016,38,123,1442,11.7,10,37.9,WR,Texas A&M
1657,Shaedon Meadors,1442,2014,2016,31,81,1442,17.8,8,46.5,WR,Appalachian State
1658,Charlie Green,1441,1976,1978,33,81,1441,17.8,4,43.7,WR,Kansas State
1659,Elijah Sarratt,1441,2023,2024,17,97,1441,14.9,9,84.8,WR,"Indiana,James Madison"
1660,Hannibal Thomas,1441,2003,2004,20,86,1441,16.8,12,72.1,WR,Cincinnati
1661,Terry Gallaher,1441,1975,1978,44,72,1441,20,13,32.8,WR,East Carolina
1662,Bradon Godfrey,1440,2006,2008,36,128,1440,11.3,8,40,WR,Utah
1663,Jadon Haselwood,1440,2019,2022,40,121,1440,11.9,10,36,WR,"Arkansas,Oklahoma"
1664,Jaime Garza,1440,1972,1975,44,87,1440,16.6,15,32.7,WR,Tulane
1665,Milt Jackson,1440,1982,1986,39,85,1440,16.9,9,36.9,WR,Notre Dame
1666,Austin Kelly,1439,2007,2010,46,129,1439,11.2,9,31.3,WR,Duke
1667,Ethan Jones,1439,1998,2001,44,97,1439,14.8,14,32.7,WR,Idaho
1668,Mike LeSure,1439,1989,1992,43,108,1439,13.3,6,33.5,WR,Ball State
1669,Brett Bech,1438,1991,1994,39,89,1438,16.2,9,36.9,WR,LSU
1670,Bruce Adams,1438,1972,1974,33,82,1438,17.5,17,43.6,WR,Kansas
1671,Chafie Fields,1437,1996,1999,46,88,1437,16.3,8,31.2,WR,Penn State
1672,James Williams,1437,2016,2018,39,202,1437,7.1,8,36.8,RB,Washington State
1673,Johnathan Boone,1437,2016,2018,36,112,1437,12.8,8,39.9,WR,New Mexico State
1674,Shawn Turner,1437,1993,1996,41,99,1437,14.5,6,35,WR,Utah State
1675,Jalen Virgil,1436,2017,2021,61,98,1436,14.7,11,23.5,WR,Appalachian State
1676,Kofi Shuck,1436,1997,1999,35,93,1436,15.4,8,41,WR,Wyoming
1677,Monte Huber,1436,1967,1969,30,111,1436,12.9,5,47.9,WR,Colorado
1678,Terrance Turner,1436,2007,2010,41,143,1436,10,4,35,WR,Indiana
1679,Terry Murphy,1436,1997,1998,20,86,1436,16.7,16,71.8,WR,Pitt
1680,Daniel Jones,1435,1997,1998,20,98,1435,14.6,9,71.8,WR,Utah
1681,Jaylon Redd,1435,2017,2021,52,131,1435,11,16,27.6,WR,Oregon
1682,Arkeel Newsome,1434,2014,2017,47,106,1434,13.5,8,30.5,RB,Connecticut
1683,Jerrell Jackson,1434,2008,2011,49,113,1434,12.7,6,29.3,WR,Missouri
1684,Kobay White,1434,2017,2021,44,97,1434,14.8,10,32.6,WR,Boston College
1685,Mark Smith,1434,1980,1983,44,87,1434,16.5,14,32.6,WR,North Carolina
1686,Taurus Johnson,1434,2005,2008,49,112,1434,12.8,12,29.3,WR,South Florida
1687,Toby Cates,1434,1992,1994,32,87,1434,16.5,13,44.8,WR,South Carolina
1688,Kerry Taylor,1433,2007,2010,46,112,1433,12.8,7,31.2,WR,Arizona State
1689,Lucas Taylor,1433,2005,2008,47,113,1433,12.7,6,30.5,WR,Tennessee
1690,Marcus Knight,1433,1996,1999,43,81,1433,17.7,8,33.3,WR,Michigan
1691,Michael Johnson,1432,2000,2003,43,112,1432,12.8,5,33.3,WR,Nevada-Las Vegas
1692,John Diarse,1429,2014,2017,52,96,1429,14.9,9,27.5,WR,"LSU,Texas Christian"
1693,Kenny Allen,1428,1984,1987,44,85,1428,16.8,5,32.5,WR,Indiana
1694,Kevin Coleman,1428,1995,1998,36,107,1428,13.3,13,39.7,WR,Kentucky
1695,Rogie Magee,1428,1984,1987,44,92,1428,15.5,9,32.5,WR,LSU
1696,Kenny Drayton,1427,1988,1991,44,97,1427,14.7,9,32.4,WR,Kansas
1697,Kermit Whitfield,1427,2013,2016,53,107,1427,13.3,7,26.9,WR,Florida State
1698,L.T. Smith,1426,2011,2014,47,117,1426,12.2,9,30.3,WR,Akron
1699,Rafael Denson,1426,1991,1994,43,94,1426,15.2,9,33.2,WR,Oklahoma State
1700,John Erisman,1425,1964,1966,30,98,1425,14.5,14,47.5,WR,Miami (OH)
1701,Manley Woods,1425,1990,1994,38,79,1425,18,11,37.5,WR,New Mexico
1702,Quintin Payton,1424,2010,2013,42,85,1424,16.8,5,33.9,WR,North Carolina State
1703,Ron Frederick,1424,1977,1981,44,97,1424,14.7,8,32.4,WR,"Duke,East Carolina"
1704,Mike Andress,1423,1975,1977,33,83,1423,17.1,15,43.1,RB,Ball State
1705,Andy Brodell,1422,2005,2008,40,94,1422,15.1,9,35.6,WR,Iowa
1706,Calvin Turner,1422,2020,2021,22,106,1422,13.4,10,64.6,RB,Hawaii
1707,Mark Dowdell,1422,1981,1984,44,138,1422,10.3,10,32.3,TE,Bowling Green
1708,Marshall Mills,1422,1972,1974,33,100,1422,14.2,8,43.1,WR,West Virginia
1709,Todd Elstrom,1422,1998,2001,44,95,1422,15,9,32.3,WR,Washington
1710,Zach D'Orazio,1422,2012,2014,28,119,1422,11.9,5,50.8,WR,Akron
1711,Bryson Nesbit,1421,2021,2024,41,95,1421,15,12,34.7,TE,North Carolina
1712,Rob Rikard,1421,1978,1981,44,66,1421,21.5,9,32.3,WR,Boston College
1713,Steve McHenry,1421,1994,1995,20,95,1421,15,17,71.1,WR,Nevada
1714,Chaz Anderson,1420,2013,2016,43,93,1420,15.3,5,33,WR,Boise State
1715,Dave Zumbach,1420,1973,1976,33,108,1420,13.1,9,43,WR,Boston College
1716,David Saraf,1420,1995,1996,23,100,1420,14.2,9,61.7,WR,Wyoming
1717,Jackson Anthrop,1420,2017,2021,55,148,1420,9.6,11,25.8,WR,Purdue
1718,Mike Farr,1420,1986,1989,44,118,1420,12,2,32.3,WR,UCLA
1719,Pat Bryant,1420,2021,2024,38,103,1420,13.8,15,37.4,WR,Illinois
1720,Dane Key,1419,2022,2024,30,94,1419,15.1,12,47.3,WR,Kentucky
1721,Marcus Cherry,1419,1986,1989,44,63,1419,22.5,6,32.3,WR,Boston College
1722,Clyde McCoy,1418,1991,1994,44,100,1418,14.2,5,32.2,WR,Arizona State
1723,Tony Brown,1418,2014,2019,60,115,1418,12.3,7,23.6,WR,"Colorado,Texas Tech"
1724,Adonis Jennings,1417,2014,2017,46,89,1417,15.9,13,30.8,WR,"Pitt,Temple"
1725,Bill Booze,1417,1980,1983,44,93,1417,15.2,5,32.2,WR,Cincinnati
1726,Isaiah Neyor,1417,2019,2024,25,69,1417,20.5,16,56.7,,"Nebraska,Texas,Wyoming"
1727,Jeremy Patterson,1417,1991,1994,44,109,1417,13,18,32.2,TE,Miami (OH)
1728,Josh Lyman,1417,2000,2002,32,97,1417,14.6,9,44.3,WR,Utah
1729,Malachi Carter,1417,2018,2022,58,99,1417,14.3,10,24.4,WR,Georgia Tech
1730,Ronnie Rivers,1417,2017,2021,53,150,1417,9.4,11,26.7,RB,Fresno State
1731,Tyreese Russell,1417,2011,2014,46,101,1417,14,11,30.8,TE,Eastern Michigan
1732,Ed Schiefelbein,1415,1978,1980,32,83,1415,17,11,44.2,WR,William & Mary
1733,Ryan Prestimonico,1415,1997,1999,33,100,1415,14.2,12,42.9,WR,Idaho
1734,J. Michael Sturdivant,1414,2021,2024,32,106,1414,13.3,11,44.2,WR,"California,UCLA"
1735,Jake Moreland,1414,1996,1999,45,143,1414,9.9,13,31.4,TE,Western Michigan
1736,Kelly Akharaiyi,1414,2022,2024,27,77,1414,18.4,8,52.4,WR,"Mississippi State,UTEP"
1737,Butch Hunyadi,1413,1978,1981,44,70,1413,20.2,10,32.1,WR,Toledo
1738,Doni Dowling,1413,2014,2017,45,118,1413,12,9,31.4,WR,Virginia
1739,Osirus Mitchell,1413,2017,2020,46,107,1413,13.2,14,30.7,WR,Mississippi State
1740,Bob Zimpfer,1412,1967,1969,30,106,1412,13.3,14,47.1,RB,Bowling Green
1741,Kwadarrius Smith,1411,2016,2018,35,73,1411,19.3,11,40.3,WR,Akron
1742,Shea Walker,1411,1983,1986,42,98,1411,14.4,8,33.6,WR,Texas A&M
1743,Versie Gaddis,1411,1996,2000,41,76,1411,18.6,7,34.4,WR,Indiana
1744,Chris Brown,1410,2012,2015,45,104,1410,13.6,6,31.3,WR,Notre Dame
1745,Eric Anderson,1410,1981,1985,45,90,1410,15.7,5,31.3,WR,UTEP
1746,Donald Wayne Snell,1409,1983,1986,44,92,1409,15.3,7,32,WR,Virginia Tech
1747,Melvin Robinson,1409,1981,1984,38,99,1409,14.2,5,37.1,WR,Rice
1748,Tyrone Broden,1409,2019,2024,48,96,1409,14.7,16,29.4,WR,"Arkansas,Bowling Green"
1749,Lonell Phea,1408,1978,1981,44,81,1408,17.4,4,32,WR,Houston
1750,Russell Davis,1408,1981,1983,33,82,1408,17.2,8,42.7,WR,Maryland
1751,Billy Freeman,1407,2013,2016,44,112,1407,12.6,10,32,TE,San Jose State
1752,Delashaun Dean,1407,2007,2009,38,132,1407,10.7,7,37,WR,Arizona
1753,Orlando McKay,1407,1989,1991,33,96,1407,14.7,13,42.6,WR,Washington
1754,Greg Moser,1406,1979,1982,37,84,1406,16.7,5,38,WR,Oregon
1755,Xavier Gaines,1406,2017,2021,58,110,1406,12.8,11,24.2,,Marshall
1756,Squirrel White,1405,2022,2024,29,105,1405,13.4,4,48.4,WR,Tennessee
1757,Terrance McMillan,1405,1992,1994,32,98,1405,14.3,9,43.9,WR,Central Michigan
1758,Darius Joseph,1404,2011,2015,45,174,1404,8.1,9,31.2,WR,SMU
1759,Calvin Jackson Jr.,1403,2018,2021,30,104,1403,13.5,10,46.8,WR,Washington State
1760,Ernest Jackson,1403,2005,2008,42,116,1403,12.1,11,33.4,WR,Buffalo
1761,John Simmons,1403,1962,1963,20,104,1403,13.5,12,70.2,WR,Tulsa
1762,Marcell Barbee,1403,2020,2022,32,101,1403,13.9,16,43.8,WR,Texas State
1763,Eric Dye,1402,1984,1987,44,92,1402,15.2,5,31.9,WR,Kent State
1764,Martinez Williams,1402,1996,1999,33,116,1402,12.1,7,42.5,WR,New Mexico
1765,Shawn Barnes,1402,1989,1991,33,87,1402,16.1,13,42.5,WR,Kent State
1766,Terrance Roulhac,1402,1983,1986,43,87,1402,16.1,16,32.6,WR,Clemson
1767,Mel Briggs,1401,1971,1973,33,88,1401,15.9,10,42.5,WR,Boston College
1768,Wamon Buggs,1401,1978,1981,44,111,1401,12.6,4,31.8,WR,Vanderbilt
1769,Aaron Bradley,1400,2011,2014,44,123,1400,11.4,9,31.8,WR,"Nevada,Ohio"
1770,Dennis Harding,1400,1995,1998,43,115,1400,12.2,9,32.6,WR,Boston College
1771,Derek Dorris,1400,1997,2000,38,112,1400,12.5,13,36.8,WR,Texas Tech
1772,Deshon Stoudemire,1399,2021,2023,40,107,1399,13.1,5,35,WR,Troy
1773,John Paul Richardson,1399,2021,2024,39,134,1399,10.4,9,35.9,WR,"Oklahoma State,Texas Christian"
1774,Chris Pierce,1398,2017,2021,55,109,1398,12.8,9,25.4,WR,Vanderbilt
1775,Jake Hoffart,1398,1996,1997,22,103,1398,13.6,13,63.5,WR,Pitt
1776,Jeffrey Gowan,1398,1976,1977,22,95,1398,14.7,7,63.5,WR,Illinois State
1777,LaVorn Colclough,1397,1997,1998,24,114,1397,12.3,14,58.2,WR,Marshall
1778,Jamel Hamler,1395,2007,2010,36,96,1395,14.5,11,38.8,WR,Fresno State
1779,Rob Turner,1395,1987,1990,33,63,1395,22.1,13,42.3,WR,Indiana
1780,Willie Quinnie,1395,2000,2002,27,90,1395,15.5,10,51.7,WR,UAB
1781,Champ Flemings,1394,2018,2022,53,102,1394,13.7,5,26.3,WR,"Arkansas State,Oregon State"
1782,Hunter Bryant,1394,2017,2019,26,85,1394,16.4,5,53.6,TE,Washington
1783,Jacob Pedersen,1394,2010,2013,52,104,1394,13.4,17,26.8,TE,Wisconsin
1784,Darryl Franklin,1393,1985,1987,33,92,1393,15.1,6,42.2,WR,Washington
1785,Frank Henry,1393,1977,1978,22,85,1393,16.4,6,63.3,WR,Utah
1786,Kelvin Bolden,1393,2010,2011,25,104,1393,13.4,13,55.7,WR,Southern Mississippi
1787,Shaun Feldeisen,1392,2001,2003,34,107,1392,13,9,40.9,WR,Connecticut
1788,Bob Hadrick,1391,1963,1965,28,113,1391,12.3,6,49.7,WR,Purdue
1789,Kurt Altenberg,1391,1963,1965,30,84,1391,16.6,10,46.4,WR,UCLA
1790,Rocky Henry,1391,1995,1996,21,97,1391,14.3,11,66.2,WR,Utah
1791,Willie Harris,1391,1989,1992,43,74,1391,18.8,6,32.3,WR,Mississippi State
1792,Bob Farnham,1390,1974,1976,27,108,1390,12.9,5,51.5,WR,Brown
1793,Charles Dancer,1390,1972,1973,22,87,1390,16,8,63.2,WR,Baylor
1794,Malachi Fields,1390,2021,2024,28,98,1390,14.2,8,49.6,WR,Virginia
1795,Tyler Grisham,1390,2005,2008,50,132,1390,10.5,8,27.8,WR,Clemson
1796,James Kirkendoll,1389,2008,2010,39,121,1389,11.5,9,35.6,WR,Texas
1797,Jeffery Anderson,1389,2007,2010,48,96,1389,14.5,13,28.9,TE,UAB
1798,Tod Thompson,1389,1976,1978,34,84,1389,16.5,15,40.9,TE,BYU
1799,Mike Mahoney,1388,1972,1974,30,84,1388,16.5,13,46.3,TE,Richmond
1800,Chris Stallworth,1387,2000,2003,41,113,1387,12.3,12,33.8,WR,Utah State
