,,,,,,Passing,,,,,,,,,,,,,,,
272,Bret Meyer,50,2004,2007,48,820,1414,594,58,9499,50,41,3.5,2.9,120.3,6.7,6.12,11.6,197.9,QB,Iowa State
273,Chase Garbers,50,2018,2021,36,598,959,361,62.4,6582,50,24,5.2,2.5,132.2,6.9,6.78,11,182.8,QB,California
274,Craig Kimball,50,1972,1974,34,485,983,498,49.3,6139,50,56,5.1,5.7,107.2,6.2,4.7,12.7,180.6,QB,San Jose State
275,Jon Wassink,50,2017,2019,30,516,845,329,61.1,6482,50,18,5.9,2.1,140.8,7.7,7.9,12.6,216.1,QB,Western Michigan
276,Josh Heupel,50,1999,2000,23,590,933,343,63.2,6852,50,29,5.4,3.1,136.4,7.3,7.02,11.6,297.9,QB,Oklahoma
277,Kevin Riley,50,2007,2010,36,468,844,376,55.5,6182,50,21,5.9,2.5,131.6,7.3,7.39,13.2,171.7,QB,California
278,Marcus McMaryion,50,2015,2018,43,639,1015,376,63,8044,50,18,4.9,1.8,142.2,7.9,8.11,12.6,187.1,QB,"Fresno State,Oregon State"
279,Ryan Cubit,50,2001,2006,41,643,1172,529,54.9,6789,50,53,4.3,4.5,108.6,5.8,4.61,10.6,165.6,QB,"Rutgers,Western Michigan"
280,Scott Hall,50,2000,2004,53,422,784,362,53.8,5975,50,26,6.4,3.3,132.3,7.6,7.4,14.2,112.7,QB,North Texas
281,Brad Tayles,49,1989,1992,44,663,1370,707,48.4,8717,49,67,3.6,4.9,103.9,6.4,4.88,13.1,198.1,QB,Western Michigan
282,Brayden Schager,49,2021,2024,35,716,1193,477,60,7561,49,34,4.1,2.8,121.1,6.3,5.88,10.6,216,QB,Hawaii
283,Charlie Ward,49,1989,1993,45,473,759,286,62.3,5747,49,22,6.5,2.9,141.4,7.6,7.56,12.2,127.7,P,Florida State
284,Dalton Sturm,49,2014,2017,35,482,811,329,59.4,5768,49,18,6,2.2,134.7,7.1,7.32,12,164.8,QB,UTSA
285,Henry Burris,49,1993,1996,43,558,1138,580,49,7495,49,45,4.3,4,110.7,6.6,5.67,13.4,174.3,QB,Temple
286,Jeremy Leach,49,1988,1991,43,735,1432,697,51.3,9382,49,62,3.4,4.3,109,6.6,5.29,12.8,218.2,QB,New Mexico
287,Max Knake,49,1992,1995,40,622,1115,493,55.8,7370,49,37,4.4,3.3,119.2,6.6,6,11.8,184.3,QB,Texas Christian
288,Mike Bath,49,1997,2000,44,444,903,459,49.2,6524,49,38,5.4,4.2,119.3,7.2,6.42,14.7,148.3,QB,Miami (OH)
289,Scott Milanovich,49,1992,1995,40,650,982,332,66.2,7301,49,35,5,3.6,138,7.4,6.83,11.2,182.5,QB,Maryland
290,Stephen Calvert,49,2018,2019,25,489,870,381,56.2,6731,49,25,5.6,2.9,134,7.7,7.57,13.8,269.2,QB,Liberty
291,Stephen Morris,49,2010,2013,36,551,955,404,57.7,7896,49,30,5.1,3.1,137.8,8.3,7.88,14.3,219.3,QB,Miami (FL)
292,Tino Sunseri,49,2009,2012,44,736,1141,405,64.5,8590,49,23,4.3,2,137.9,7.5,7.48,11.7,195.2,QB,Pitt
293,Todd Ellis,49,1986,1989,41,704,1266,562,55.6,9519,49,66,3.9,5.2,121.1,7.5,5.95,13.5,232.2,QB,South Carolina
294,Tyler Jones,49,2013,2016,43,739,1185,446,62.4,7923,49,34,4.1,2.9,126.4,6.7,6.22,10.7,184.3,QB,Texas State
295,Tyree Jackson,49,2016,2018,33,533,955,422,55.8,6999,49,24,5.1,2.5,129.3,7.3,7.22,13.1,212.1,QB,Buffalo
296,Anthony Gordon,48,2018,2019,16,496,694,198,71.5,5596,48,17,6.9,2.4,157.1,8.1,8.34,11.3,349.8,QB,Washington State
297,Bryan Randall,48,2001,2004,48,490,833,343,58.8,6508,48,31,5.8,3.7,136,7.8,7.29,13.3,135.6,QB,Virginia Tech
298,Cleo Lemon,48,1997,2000,41,551,1128,577,48.8,7706,48,33,4.3,2.9,114.4,6.8,6.37,14,188,QB,Arkansas State
299,David Johnson,48,2005,2008,32,299,463,164,64.6,4531,48,19,10.4,4.1,172.8,9.8,10.01,15.2,141.6,QB,Tulsa
300,Driphus Jackson,48,2012,2015,44,420,732,312,57.4,5912,48,16,6.6,2.2,142.5,8.1,8.4,14.1,134.4,QB,Rice
301,Grant Wells,48,2019,2023,41,694,1116,422,62.2,8315,48,33,4.3,3,133.1,7.5,6.98,12,202.8,QB,"Marshall,Virginia Tech"
302,Jack Coan,48,2017,2021,38,550,823,273,66.8,6428,48,15,5.8,1.8,148,7.8,8.16,11.7,169.2,QB,"Notre Dame,Wisconsin"
303,Jeff Garcia,48,1991,1993,31,504,887,383,56.8,6545,48,32,5.4,3.6,129.4,7.4,6.84,13,211.1,QB,San Jose State
304,Jevan Snead,48,2006,2009,34,401,727,326,55.2,5765,48,35,6.6,4.8,133.9,7.9,7.08,14.4,169.6,QB,"Ole Miss,Texas"
305,Joel Stave,48,2012,2015,44,613,1031,418,59.5,7635,48,37,4.7,3.6,129.8,7.4,6.72,12.5,173.5,QB,Wisconsin
306,Kaidon Salter,48,2021,2024,28,331,544,213,60.8,4952,48,12,8.8,2.2,162,9.1,9.88,15,176.9,QB,Liberty
307,Kellen Lewis,48,2006,2008,34,565,981,416,57.6,6395,48,25,4.9,2.5,123.4,6.5,6.35,11.3,188.1,QB,Indiana
308,Kevin Murray,48,1983,1986,35,534,926,392,57.7,6506,48,32,5.2,3.5,126.9,7,6.51,12.2,185.9,QB,Texas A&M
309,Marvin Graves,48,1990,1993,43,563,943,380,59.7,8466,48,45,5.1,4.8,142.4,9,7.85,15,196.9,QB,Syracuse
310,Nick Starkel,48,2017,2021,35,525,908,383,57.8,6933,48,30,5.3,3.3,132.8,7.6,7.21,13.2,198.1,QB,"Arkansas,San Jose State,Texas A&M"
311,Omar Clayton,48,2007,2010,40,564,962,398,58.6,6560,48,30,5,3.1,126.1,6.8,6.41,11.6,164,QB,Nevada-Las Vegas
312,Robert Hall,48,1990,1993,44,548,997,449,55,7908,48,30,4.8,3,131.5,7.9,7.54,14.4,179.7,QB,Texas Tech
313,Ryan Higgins,48,2013,2016,34,516,812,296,63.5,6539,48,24,5.9,3,144.8,8.1,7.91,12.7,192.3,QB,Louisiana Tech
314,Spence Fischer,48,1992,1995,42,786,1369,583,57.4,9021,48,46,3.5,3.4,117.6,6.6,5.78,11.5,214.8,QB,Duke
315,Steve Slayden,48,1984,1987,41,699,1204,505,58.1,8004,48,53,4,4.4,118.3,6.6,5.46,11.5,195.2,QB,Duke
316,Steve Walsh,48,1986,1988,33,410,690,280,59.4,5369,48,19,7,2.8,142.2,7.8,7.93,13.1,162.7,QB,Miami (FL)
317,Todd Centeio,48,2017,2022,48,472,771,299,61.2,6475,48,17,6.2,2.2,147.9,8.4,8.65,13.7,134.9,QB,"Colorado State,James Madison,Temple"
318,Brian Lewerke,47,2016,2019,41,721,1249,528,57.7,8293,47,32,3.8,2.6,120.8,6.6,6.24,11.5,202.3,QB,Michigan State
319,Bryce Perkins,47,2016,2019,28,545,845,300,64.5,6218,47,21,5.6,2.5,139.7,7.4,7.35,11.4,222.1,,"Arizona State,Virginia"
320,Casey Dick,47,2005,2008,38,473,850,377,55.6,5856,47,34,5.5,4,123.8,6.9,6.2,12.4,154.1,QB,Arkansas
321,Chris Vargas,47,1992,1993,20,502,806,304,62.3,6359,47,34,5.8,4.2,139.4,7.9,7.16,12.7,318,QB,Nevada
322,Corey Leonard,47,2006,2009,44,571,1088,517,52.5,7319,47,37,4.3,3.4,116.4,6.7,6.06,12.8,166.3,QB,Arkansas State
323,Corey Pullig,47,1992,1995,45,534,951,417,56.2,6855,47,29,4.9,3,126.9,7.2,6.82,12.8,152.3,QB,Texas A&M
324,Garrett Gabriel,47,1986,1990,60,357,663,306,53.8,5638,47,32,7.1,4.8,139,8.5,7.75,15.8,94,QB,Hawaii
325,Garrett Shrader,47,2019,2023,49,550,918,368,59.9,6941,47,22,5.1,2.4,135.5,7.6,7.51,12.6,141.7,WR,"Mississippi State,Syracuse"
326,John Parker Wilson,47,2005,2008,45,665,1175,510,56.6,7924,47,30,4,2.6,121.3,6.7,6.39,11.9,176.1,QB,Alabama
327,John Stocco,47,2003,2006,39,534,934,400,57.2,7227,47,22,5,2.4,134.1,7.7,7.68,13.5,185.3,QB,Wisconsin
328,Maurice DeShazo,47,1991,1994,38,397,744,347,53.4,5720,47,31,6.3,4.2,130.5,7.7,7.08,14.4,150.5,QB,Virginia Tech
329,Max Johnson,47,2020,2024,31,486,803,317,60.5,5923,47,13,5.9,1.6,138.6,7.4,7.82,12.2,191.1,QB,"LSU,North Carolina,Texas A&M"
330,Stephen Garcia,47,2008,2011,40,589,1021,432,57.7,7597,47,41,4.6,4,127.4,7.4,6.55,12.9,189.9,QB,South Carolina
331,Tom Corontzos,47,1988,1991,42,558,1026,468,54.4,7712,47,37,4.6,3.6,125.4,7.5,6.81,13.8,183.6,QB,Wyoming
332,Zach Maynard,47,2008,2012,43,630,1083,453,58.2,7905,47,37,4.3,3.4,127,7.3,6.63,12.5,183.8,QB,"Buffalo,California"
333,Aaron Opelt,46,2006,2009,39,625,1074,449,58.2,6804,46,29,4.3,2.7,120.1,6.3,5.98,10.9,174.5,QB,Toledo
334,Don McPherson,46,1984,1987,44,367,686,319,53.5,5812,46,26,6.7,3.8,139.2,8.5,8.11,15.8,132.1,QB,Syracuse
335,E.J. Warner,46,2022,2024,25,611,1026,415,59.6,6805,46,30,4.5,2.9,124.2,6.6,6.21,11.1,272.2,QB,"Rice,Temple"
336,Fredi Knighten,46,2012,2015,41,442,736,294,60.1,5371,46,18,6.3,2.4,137.1,7.3,7.45,12.2,131,QB,Arkansas State
337,James Pinkney,46,2003,2006,43,687,1189,502,57.8,8173,46,35,3.9,2.9,122.4,6.9,6.32,11.9,190.1,QB,East Carolina
338,Jason McKinley,46,1997,2000,44,783,1385,602,56.5,8694,46,47,3.3,3.4,113.4,6.3,5.41,11.1,197.6,QB,Houston
339,Joel Klatt,46,2002,2005,39,690,1128,438,61.2,7708,46,33,4.1,2.9,126.2,6.8,6.33,11.2,197.6,QB,Colorado
340,Kurt Benkert,46,2014,2017,27,534,925,391,57.7,5817,46,21,5,2.3,122.4,6.3,6.26,10.9,215.4,QB,"East Carolina,Virginia"
341,Mark Barsotti,46,1988,1991,39,505,943,438,53.6,7321,46,35,4.9,3.7,127.4,7.8,7.07,14.5,187.7,QB,Fresno State
342,Matt McGloin,46,2009,2012,35,513,894,381,57.4,6390,46,19,5.1,2.1,130.2,7.1,7.22,12.5,182.6,QB,Penn State
343,Ryan Henry,46,1992,1995,44,433,813,380,53.3,5668,46,34,5.7,4.2,122.1,7,6.22,13.1,128.8,QB,Bowling Green
344,Ryan Kealy,46,1997,2000,34,477,859,382,55.5,6562,46,27,5.4,3.1,131.1,7.6,7.3,13.8,193,QB,Arizona State
345,Terrence Jones,46,1985,1988,44,570,1042,472,54.7,7684,46,41,4.4,3.9,123.3,7.4,6.49,13.5,174.6,QB,Tulane
346,Thad Busby,46,1994,1997,34,420,715,295,58.7,5916,46,27,6.4,3.8,141.9,8.3,7.86,14.1,174,QB,Florida State
347,Tom Tunnicliffe,46,1980,1983,39,574,1069,495,53.7,7618,46,56,4.3,5.2,117.3,7.1,5.63,13.3,195.3,QB,Arizona
348,Tyler Huntley,46,2016,2019,37,574,854,280,67.2,7351,46,20,5.4,2.3,152.6,8.6,8.63,12.8,198.7,QB,Utah
349,Ben Chappell,45,2007,2010,38,651,1066,415,61.1,7251,45,28,4.2,2.6,126.9,6.8,6.46,11.1,190.8,QB,Indiana
350,Brock Berlin,45,2000,2004,37,459,787,328,58.3,5752,45,25,5.7,3.2,132.2,7.3,7.02,12.5,155.5,QB,"Florida,Miami (FL)"
351,Bruce Hill,45,1973,1975,33,339,680,341,49.9,5090,45,28,6.6,4.1,126.3,7.5,6.96,15,154.2,QB,Arizona
352,Colby Cameron,45,2009,2012,34,545,854,309,63.8,6417,45,13,5.3,1.5,141.3,7.5,7.88,11.8,188.7,QB,Louisiana Tech
353,Diego Pavia,45,2022,2024,31,376,641,265,58.7,5144,45,15,7,2.3,144.6,8,8.38,13.7,165.9,QB,"New Mexico State,Vanderbilt"
354,Frank Harris,45,1968,1970,28,366,655,289,55.9,4555,45,45,6.9,6.9,123.2,7,5.24,12.4,162.7,QB,Boston College
355,Gary Sheide,45,1973,1974,22,358,594,236,60.3,4524,45,31,7.6,5.2,138.8,7.6,6.78,12.6,205.6,QB,BYU
356,Jay McDonagh,45,1993,1995,33,529,892,363,59.3,6148,45,24,5,2.7,128.5,6.9,6.69,11.6,186.3,QB,Western Michigan
357,Jon Beutjer,45,2000,2004,31,539,897,358,60.1,6031,45,27,5,3,127.1,6.7,6.37,11.2,194.5,QB,"Illinois,Iowa"
358,Joshua Cribbs,45,2001,2004,43,616,1123,507,54.9,7169,45,34,4,3,115.6,6.4,5.82,11.6,166.7,QB,Kent State
359,Kaleb Eleby,45,2018,2021,24,421,663,242,63.5,6084,45,11,6.8,1.7,159.7,9.2,9.79,14.5,253.5,QB,Western Michigan
360,Quinn Ewers,45,2021,2024,26,502,769,267,65.3,6347,45,14,5.9,1.8,150.3,8.3,8.6,12.6,244.1,QB,"Ohio State,Texas"
361,Rick Leach,45,1975,1978,44,220,462,242,47.6,3799,45,29,9.7,6.3,136.3,8.2,7.35,17.3,86.3,QB,Michigan
362,Ryan Willis,45,2015,2019,34,521,913,392,57.1,6152,45,31,4.9,3.4,123.1,6.7,6.2,11.8,180.9,QB,"Kansas,Virginia Tech"
363,Sam B. Richardson,45,2012,2015,34,549,964,415,57,6050,45,25,4.7,2.6,119.9,6.3,6.04,11,177.9,QB,Iowa State
364,Spencer Keith,45,2009,2012,48,732,1316,584,55.6,8062,45,40,3.4,3,112.3,6.1,5.44,11,168,QB,Kent State
365,Zac Taylor,45,2003,2006,29,471,822,351,57.3,5853,45,20,5.5,2.4,130.3,7.1,7.12,12.4,201.8,QB,"Nebraska,Wake Forest"
366,Anthony Russo,44,2017,2021,36,543,908,365,59.8,6330,44,32,4.8,3.5,127.3,7,6.35,11.7,175.8,QB,"Michigan State,Temple"
367,Blake Frohnapfel,44,2012,2015,39,542,954,412,56.8,6650,44,25,4.6,2.6,125.3,7,6.71,12.3,170.5,QB,"Marshall,Massachusetts"
368,Blake Shapen,44,2021,2024,31,553,860,307,64.3,6548,44,14,5.1,1.6,141.9,7.6,7.9,11.8,211.2,QB,"Baylor,Mississippi State"
369,Brett Basanez,44,2002,2005,47,913,1584,671,57.6,10580,44,36,2.8,2.3,118.4,6.7,6.21,11.6,225.1,QB,Northwestern
370,Brian Kuklick,44,1994,1998,40,665,1230,565,54.1,8017,44,49,3.6,4,112.7,6.5,5.44,12.1,200.4,QB,Wake Forest
371,Brian Lindgren,44,2001,2003,33,513,841,328,61,6451,44,28,5.2,3.3,136,7.7,7.22,12.6,195.5,QB,Idaho
372,Chris Wallace,44,1995,1998,32,454,848,394,53.5,5454,44,19,5.2,2.2,120.2,6.4,6.46,12,170.4,QB,Toledo
373,David Lowery,44,1989,1993,47,426,800,374,53.3,5998,44,28,5.5,3.5,127.4,7.5,7.02,14.1,127.6,QB,San Diego State
374,Devin Gardner,44,2010,2014,50,475,787,312,60.4,6336,44,32,5.6,4.1,138.3,8.1,7.34,13.3,126.7,QB,Michigan
375,Dru Brown,44,2016,2019,33,535,854,319,62.6,6083,44,16,5.2,1.9,135.7,7.1,7.31,11.4,184.3,QB,"Hawaii,Oklahoma State"
376,Gary Schofield,44,1981,1983,33,640,1113,473,57.5,7205,44,52,4,4.7,115.6,6.5,5.16,11.3,218.3,QB,Wake Forest
377,Jay Gruden,44,1985,1988,44,572,1049,477,54.5,7024,44,54,4.2,5.1,114.3,6.7,5.22,12.3,159.6,QB,Louisville
378,Joe Ganz,44,2006,2008,24,381,585,204,65.1,5125,44,18,7.5,3.1,157.4,8.8,8.88,13.5,213.5,QB,Nebraska
379,Len Williams,44,1990,1993,43,644,1076,432,59.9,7487,44,37,4.1,3.4,124.9,7,6.23,11.6,174.1,QB,Northwestern
380,Sam Ricketts,44,1994,1997,43,484,885,401,54.7,5870,44,23,5,2.6,121.6,6.6,6.46,12.1,136.5,QB,Miami (OH)
381,Talmadge Hill,44,2000,2003,42,529,910,381,58.1,5902,44,42,4.8,4.6,119.3,6.5,5.38,11.2,140.5,QB,Ball State
382,Trevor Knight,44,2013,2016,35,473,852,379,55.5,5856,44,26,5.2,3.1,124.2,6.9,6.53,12.4,167.3,QB,"Oklahoma,Texas A&M"
