,,,,,,Passing,,,,,,,,,,,,,,,
2242,Crawford Jones,11,2011,2012,24,77,133,56,57.9,990,11,6,8.3,4.5,138.7,7.4,7.07,12.9,41.3,QB,Houston
2243,Dante Moore,11,2023,2024,10,117,216,99,54.2,1625,11,9,5.1,4.2,125.8,7.5,6.67,13.9,162.5,QB,"Oregon,UCLA"
2244,Dave Bourland,11,1956,1957,18,57,119,62,47.9,903,11,11,9.2,9.2,123.7,7.6,5.28,15.8,50.2,QB,Army
2245,Dave Kramme,11,1984,1987,44,184,337,153,54.6,2564,11,17,3.3,5,119.2,7.6,5.99,13.9,58.3,QB,Indiana
2246,Dave Marler,11,1977,1978,22,163,287,124,56.8,2422,11,17,3.8,5.9,128.5,8.4,6.54,14.9,110.1,QB,Mississippi State
2247,David Green,11,1994,1997,18,132,247,115,53.4,1517,11,8,4.5,3.2,113.3,6.1,5.57,11.5,84.3,QB,Duke
2248,David Watford,11,2011,2014,27,277,505,228,54.9,2593,11,19,2.2,3.8,97.6,5.1,3.88,9.4,96,QB,Virginia
2249,Dean Jones,11,1976,1977,22,121,276,155,43.8,1637,11,13,4,4.7,97.4,5.9,4.61,13.5,74.4,QB,Fresno State
2250,DeChane Cameron,11,1988,1991,36,227,417,190,54.4,3002,11,14,2.6,3.4,116.9,7.2,6.22,13.2,83.4,QB,Clemson
2251,Dick Easterly,11,1959,1961,29,37,69,32,53.6,578,11,6,15.9,8.7,159.2,8.4,7.65,15.6,19.9,RB,Syracuse
2252,Dick Vidmer,11,1965,1967,30,187,382,195,49,2455,11,20,2.9,5.2,102,6.4,4.65,13.1,81.8,QB,Michigan
2253,Dobby Grossman,11,1972,1975,22,78,162,84,48.1,1097,11,10,6.8,6.2,115.1,6.8,5.35,14.1,49.9,QB,"Indiana,South Carolina"
2254,Doug Elstad,11,1973,1976,44,144,318,174,45.3,2140,11,21,3.5,6.6,100,6.7,4.45,14.9,48.6,QB,Chattanooga
2255,Eric Rekieta,11,2002,2003,18,164,278,114,59,1742,11,10,4,3.6,117.5,6.3,5.44,10.6,96.8,QB,Louisiana
2256,Ethan Vasko,11,2022,2024,13,124,211,87,58.8,1526,11,3,5.2,1.4,133.9,7.2,7.64,12.3,117.4,QB,"Coastal Carolina,Kansas"
2257,Evan Orth,11,2017,2018,12,145,223,78,65,1795,11,6,4.9,2.7,143.5,8,7.83,12.4,149.6,QB,South Alabama
2258,Gary Black,11,1962,1964,30,132,273,141,48.4,1540,11,16,4,5.9,97.3,5.6,3.81,11.7,51.3,QB,North Carolina
2259,Gary Rutledge,11,1972,1974,33,43,80,37,53.8,1188,11,4,13.8,5,213.9,14.9,15.35,27.6,36,QB,Alabama
2260,Glenn Dobbs,11,1964,1967,30,106,211,105,50.2,1322,11,16,5.2,7.6,104.9,6.3,3.9,12.5,44.1,QB,Tulsa
2261,Glenn Fohr,11,1987,1988,20,165,364,199,45.3,2233,11,20,3,5.5,95.8,6.1,4.27,13.5,111.7,QB,Kentucky
2262,Glenn Freitas,11,1993,1996,40,178,342,164,52,1777,11,20,3.2,5.8,94.6,5.2,3.21,10,44.4,QB,Hawaii
2263,Greg Jones,11,1988,1990,23,144,297,153,48.5,1967,11,13,3.7,4.4,107.6,6.6,5.39,13.7,85.5,QB,West Virginia
2264,Greg Thomas,11,1984,1987,45,129,232,103,55.6,1971,11,6,4.7,2.6,137.4,8.5,8.28,15.3,43.8,RB,Arkansas
2265,Harold Stephens,11,1957,1960,40,283,527,244,53.7,2661,11,35,2.1,6.6,89.7,5,2.48,9.4,66.5,QB,Hardin-Simmons
2266,Jack Overstreet,11,1980,1982,33,72,129,57,55.8,1089,11,11,8.5,8.5,137.8,8.4,6.31,15.1,33,QB,San Jose State
2267,Jackson Arnold,11,2023,2024,11,105,171,66,61.4,1101,11,6,6.4,3.5,129.7,6.4,6.15,10.5,100.1,QB,Oklahoma
2268,Jan Stuebbe,11,1973,1973,11,146,310,164,47.1,1938,11,15,3.5,4.8,101.6,6.3,4.78,13.3,176.2,QB,Colorado State
2269,Jeff George Jr.,11,2016,2019,18,133,278,145,47.8,1744,11,15,4,5.4,102.8,6.3,4.64,13.1,96.9,QB,"Illinois,Pitt"
2270,Jerry Ward,11,1962,1964,29,125,263,138,47.5,1735,11,8,4.2,3,110.7,6.6,6.06,13.9,59.8,QB,Bowling Green
2271,Jerry Woolum,11,1960,1962,30,216,407,191,53.1,2759,11,24,2.7,5.9,107.1,6.8,4.67,12.8,92,QB,Kentucky
2272,Jim Donnan,11,1965,1967,30,155,318,163,48.7,1862,11,16,3.5,5,99.3,5.9,4.28,12,62.1,QB,North Carolina State
2273,Jim Grazione,11,1956,1958,28,71,207,136,34.3,1173,11,17,5.3,8.2,83,5.7,3.03,16.5,41.9,QB,Villanova
2274,Jimmy Black,11,1974,1976,22,136,239,103,56.9,1891,11,15,4.6,6.3,126,7.9,6.01,13.9,86,QB,Florida State
2275,Joe Bruner,11,1973,1975,33,233,450,217,51.8,2871,11,22,2.4,4.9,103.7,6.4,4.67,12.3,87,QB,"Louisiana-Monroe,Memphis"
2276,Joe Hubener,11,2013,2016,27,162,331,169,48.9,2347,11,12,3.3,3.6,112.2,7.1,6.12,14.5,86.9,QB,Kansas State
2277,Joe Majors,11,1957,1959,30,136,288,152,47.2,1649,11,17,3.8,5.9,96.1,5.7,3.83,12.1,55,QB,Florida State
2278,Joe Tranchini,11,1957,1959,29,81,148,67,54.7,1016,11,6,7.4,4.1,128.8,6.9,6.53,12.5,35,QB,Navy
2279,John Appold,11,1981,1983,33,187,368,181,50.8,2016,11,10,3,2.7,101.3,5.5,4.85,10.8,61.1,QB,Miami (OH)
2280,John Gibbons,11,1978,1981,44,202,422,220,47.9,2410,11,17,2.6,4,96.4,5.7,4.42,11.9,54.8,QB,Northern Illinois
2281,Jonah Johnson,11,2020,2021,13,293,499,206,58.7,3067,11,11,2.2,2.2,113.2,6.1,5.6,10.5,235.9,QB,New Mexico State
2282,Jordan Davis,11,2015,2017,21,150,259,109,57.9,1649,11,8,4.2,3.1,119.2,6.4,5.83,11,78.5,QB,Louisiana
2283,Kasim Hill,11,2017,2018,13,102,191,89,53.4,1313,11,4,5.8,2.1,126,6.9,7.08,12.9,101,QB,Maryland
2284,Kelvin Hopkins Jr.,11,2017,2019,30,90,188,98,47.9,1679,11,10,5.9,5.3,131.6,8.9,7.71,18.7,56,QB,Army
2285,Ken Pengitore,11,1971,1973,33,154,356,202,43.3,2412,11,18,3.1,5.1,100.3,6.8,5.12,15.7,73.1,QB,Clemson
2286,Ken Vierra,11,1957,1959,31,80,159,79,50.3,1122,11,12,6.9,7.5,117.3,7.1,5.04,14,36.2,QB,Utah
2287,Kenny Ford,11,1988,1991,27,151,338,187,44.7,1827,11,25,3.3,7.4,86,5.4,2.73,12.1,67.7,QB,Oklahoma State
2288,Kenny Lyons,11,1971,1974,33,123,279,156,44.1,1474,11,16,3.9,5.7,90,5.3,3.49,12,44.7,QB,Ole Miss
2289,Kent Nix,11,1963,1965,30,119,267,148,44.6,1471,11,33,4.1,12.4,79.7,5.5,0.77,12.4,49,QB,Texas Christian
2290,Kerry Overton,11,1983,1986,27,150,359,209,41.8,2035,11,23,3.1,6.4,86.7,5.7,3.4,13.6,75.4,QB,Rice
2291,Kevin Crook,11,1995,1998,28,129,271,142,47.6,1537,11,16,4.1,5.9,96.8,5.7,3.83,11.9,54.9,QB,Nevada-Las Vegas
2292,Kevin Mason,11,1992,1994,26,116,214,98,54.2,1766,11,9,5.1,4.2,132.1,8.3,7.39,15.2,67.9,QB,Syracuse
2293,Kevin Scanlon,11,1975,1979,44,126,222,96,56.8,1701,11,12,5,5.4,126.7,7.7,6.22,13.5,38.7,QB,"Arkansas,North Carolina State"
2294,Larry McCrimmon,11,1978,1980,18,104,243,139,42.8,1812,11,21,4.5,8.6,103.1,7.5,4.47,17.4,100.7,QB,Kentucky
2295,Larry Shaw,11,1974,1976,24,124,286,162,43.4,1759,11,15,3.8,5.2,97.2,6.2,4.56,14.2,73.3,QB,Richmond
2296,Leonard Lilja,11,1993,1996,21,156,318,162,49.1,1713,11,16,3.5,5,95.7,5.4,3.81,11,81.6,QB,UTEP
2297,Lowell Narcisse,11,2019,2020,15,142,257,115,55.3,1643,11,5,4.3,1.9,119.2,6.4,6.37,11.6,109.5,QB,UTSA
2298,Loy Hayes,11,1966,1968,20,71,166,95,42.8,1102,11,12,6.6,7.2,105.9,6.6,4.71,15.5,55.1,QB,New Mexico State
2299,Maalik Murphy,11,2024,2024,4,92,143,51,64.3,1017,11,4,7.7,2.8,143.9,7.1,7.39,11.1,254.3,QB,Duke
2300,Mac White,11,1963,1966,30,106,255,149,41.6,1395,11,20,4.3,7.8,86.1,5.5,2.8,13.2,46.5,QB,SMU
2301,Mack Leftwich,11,2013,2015,11,149,267,118,55.8,1686,11,5,4.1,1.9,118.7,6.3,6.3,11.3,153.3,QB,UTEP
2302,Marcus Goodloe,11,1989,1992,34,96,228,132,42.1,1446,11,14,4.8,6.1,99,6.3,4.54,15.1,42.5,QB,New Mexico
2303,Mark Kamphaus,11,1986,1989,44,193,338,145,57.1,2422,11,23,3.3,6.8,114.4,7.2,4.75,12.5,55,QB,Boston College
2304,Mark Vitali,11,1974,1976,33,187,444,257,42.1,2918,11,31,2.5,7,91.5,6.6,3.93,15.6,88.4,QB,Purdue
2305,Marty Ginestra,11,1971,1973,16,69,113,44,61.1,865,11,2,9.7,1.8,153.9,7.7,8.81,12.5,54.1,QB,Temple
2306,Marvin Kristynik,11,1963,1965,26,119,259,140,45.9,1628,11,17,4.2,6.6,99.6,6.3,4.18,13.7,62.6,QB,Texas
2307,Matt Bonislawski,11,2004,2006,31,161,332,171,48.5,1701,11,10,3.3,3,96.4,5.1,4.43,10.6,54.9,QB,Connecticut
2308,Matt Johner,11,1994,1997,22,133,268,135,49.6,1697,11,6,4.1,2.2,111.9,6.3,6.15,12.8,77.1,QB,Kansas
2309,Matt Wells,11,1993,1996,28,173,351,178,49.3,2032,11,12,3.1,3.4,101.4,5.8,4.88,11.7,72.6,QB,Utah State
2310,McCae Hillstead,11,2023,2024,8,94,158,64,59.5,1062,11,8,7,5.1,128.8,6.7,5.84,11.3,132.8,QB,"BYU,Utah State"
2311,Mickey Ackley,11,1967,1969,29,140,289,149,48.4,2208,11,19,3.8,6.6,112,7.6,5.44,15.8,76.1,QB,Pacific
2312,Mike Brait,11,1973,1975,27,131,258,127,50.8,1657,11,16,4.3,6.2,106.4,6.4,4.48,12.6,61.4,QB,Dartmouth
2313,Mike Brannan,11,1979,1982,44,153,345,192,44.3,2428,11,16,3.2,4.6,104.7,7,5.59,15.9,55.2,QB,Baylor
2314,Mike Clausen,11,2008,2011,45,127,225,98,56.4,1276,11,4,4.9,1.8,116.7,5.7,5.85,10,28.4,QB,Nevada-Las Vegas
2315,Mike Cotten,11,1959,1961,30,80,150,70,53.3,1138,11,9,7.3,6,129.3,7.6,6.35,14.2,37.9,QB,Texas
2316,Mike Dunn,11,1975,1978,42,288,570,282,50.5,3511,11,35,1.9,6.1,96.4,6.2,3.78,12.2,83.6,QB,Duke
2317,Mike Grant,11,1989,1992,24,86,178,92,48.3,1086,11,9,6.2,5.1,109.8,6.1,5.06,12.6,45.3,QB,Nebraska
2318,Mike Hyde,11,1980,1982,33,140,278,138,50.4,1744,11,12,4,4.3,107.5,6.3,5.12,12.5,52.8,QB,Missouri
2319,Mike Tice,11,1978,1980,30,166,331,165,50.2,2052,11,14,3.3,4.2,104.7,6.2,4.96,12.4,68.4,QB,Maryland
2320,Nick Graziano,11,2006,2008,19,92,183,91,50.3,1356,11,7,6,3.8,124.7,7.4,6.89,14.7,71.4,QB,Nevada
2321,Nick Nash,11,2019,2024,47,107,191,84,56,1343,11,5,5.8,2.6,128.9,7,7.01,12.6,28.6,QB,San Jose State
2322,Nick Sellers,11,1993,1995,15,129,251,122,51.4,1463,11,8,4.4,3.2,108.4,5.8,5.27,11.3,97.5,QB,Pacific
2323,Noah Kim,11,2022,2024,13,114,195,81,58.5,1372,11,6,5.6,3.1,130,7,6.78,12,105.5,QB,"Coastal Carolina,Michigan State"
2324,Norval Turner,11,1972,1974,33,143,296,153,48.3,1807,11,22,3.7,7.4,97,6.1,3.5,12.6,54.8,QB,Oregon
2325,Pat Degnan,11,1973,1977,43,214,434,220,49.3,2694,11,29,2.5,6.7,96.5,6.2,3.71,12.6,62.7,QB,"Air Force,Utah"
2326,Paul Head,11,1993,1996,20,193,314,121,61.5,1980,11,12,3.5,3.8,118.4,6.3,5.29,10.3,99,QB,Ole Miss
2327,Paul Mencke,11,1997,2000,33,88,188,100,46.8,1290,11,15,5.9,8,107.8,6.9,4.44,14.7,39.1,WR,Washington State
2328,Paul Paolisso,11,1967,1970,30,121,238,117,50.8,1326,11,18,4.6,7.6,97.8,5.6,3.09,11,44.2,QB,Syracuse
2329,Pete Gales,11,1978,1981,44,137,316,179,43.4,1660,11,20,3.5,6.3,86.3,5.3,3.1,12.1,37.7,QB,Iowa
2330,Peter Colombo,11,1975,1978,44,162,339,177,47.8,2224,11,27,3.2,8,97.7,6.6,3.63,13.7,50.5,QB,Holy Cross
2331,Ramiro Escandon,11,1960,1962,30,156,328,172,47.6,2061,11,22,3.4,6.7,98,6.3,3.94,13.2,68.7,QB,"Denver,Tulsa"
2332,Randall Kerbow,11,1960,1962,30,102,245,143,41.6,1343,11,20,4.5,8.2,86.2,5.5,2.71,13.2,44.8,QB,Rice
2333,Ray Groth,11,1967,1969,31,140,356,216,39.3,1895,11,27,3.1,7.6,79.1,5.3,2.53,13.5,61.1,QB,Utah
2334,Reggie Bell,11,2014,2015,17,140,243,103,57.6,1615,11,9,4.5,3.7,121,6.6,5.88,11.5,95,QB,Eastern Michigan
2335,Rex Culpepper,11,2017,2020,30,139,266,127,52.3,1546,11,11,4.1,4.1,106.5,5.8,4.78,11.1,51.5,QB,Syracuse
2336,Rich Groth,11,1962,1965,40,111,260,149,42.7,1710,11,22,4.2,8.5,95,6.6,3.62,15.4,42.8,QB,Utah
2337,Rich Richman,11,1960,1962,28,83,220,137,37.7,1219,11,14,5,6.4,88,5.5,3.68,14.7,43.5,QB,Villanova
2338,Rick Neuheisel,11,1982,1983,22,176,258,82,68.2,2182,11,12,4.3,4.7,144,8.5,7.22,12.4,99.2,QB,UCLA
2339,Rick Strom,11,1983,1987,27,178,356,178,50,2199,11,16,3.1,4.5,103.1,6.2,4.77,12.4,81.4,QB,Georgia Tech
2340,Rob Bolden,11,2010,2014,26,206,423,217,48.7,2444,11,19,2.6,4.5,96.8,5.8,4.28,11.9,94,QB,"Eastern Michigan,LSU,Penn State"
2341,Rob Kass,11,2006,2009,33,135,259,124,52.1,1669,11,7,4.2,2.7,114.9,6.4,6.08,12.4,50.6,TE,East Carolina
2342,Robby Ashford,11,2022,2024,25,155,303,148,51.2,2050,11,9,3.6,3,114,6.8,6.16,13.2,82,QB,"Auburn,South Carolina"
2343,Roger May,11,1965,1967,30,103,204,101,50.5,1062,11,10,5.4,4.9,102.2,5.2,4.08,10.3,35.4,QB,Vanderbilt
2344,Ronnie Banks,11,2001,2004,28,176,354,178,49.7,1960,11,12,3.1,3.4,99.7,5.5,4.63,11.1,70,QB,South Florida
2345,Ronnie Mixon,11,1979,1981,33,260,482,222,53.9,3098,11,23,2.3,4.8,105.9,6.4,4.74,11.9,93.9,QB,Western Carolina
2346,Royal Gill,11,2005,2005,10,195,328,133,59.5,1930,11,9,3.4,2.7,114.5,5.9,5.32,9.9,193,QB,New Mexico State
2347,Sam Hughes,11,1989,1992,30,167,321,154,52,2207,11,13,3.4,4,113,6.9,5.74,13.2,73.6,QB,Louisiana Tech
2348,Scott Logan,11,1980,1981,22,130,301,171,43.2,2192,11,16,3.7,5.3,105.8,7.3,5.62,16.9,99.6,QB,Texas-Arlington
2349,Scott Mullen,11,1997,2000,24,229,428,199,53.5,2625,11,16,2.6,3.7,106,6.1,4.96,11.5,109.4,QB,Iowa
2350,Sean Stein,11,1999,1999,9,141,272,131,51.8,1584,11,9,4,3.3,107.5,5.8,5.14,11.2,176,QB,New Mexico
2351,Skip Jacobsen,11,1967,1968,20,102,185,83,55.1,1275,11,10,5.9,5.4,121.8,6.9,5.65,12.5,63.8,QB,Wyoming
2352,Steve Calabria,11,1981,1981,10,121,230,109,52.6,1620,11,14,4.8,6.1,115.4,7,5.26,13.4,162,QB,Colgate
2353,Taisun Phommachanh,11,2019,2024,28,243,409,166,59.4,2568,11,13,2.7,3.2,114.7,6.3,5.39,10.6,91.7,QB,"Clemson,Georgia Tech,Massachusetts"
2354,Tate Rodemaker,11,2020,2024,27,112,189,77,59.3,1341,11,9,5.8,4.8,128.5,7.1,6.12,12,49.7,QB,"Florida State,Southern Mississippi"
2355,Terrel Hunt,11,2013,2015,19,250,420,170,59.5,2615,11,13,2.6,3.1,114.3,6.2,5.36,10.5,137.6,QB,Syracuse
2356,Tim Brasic,11,2003,2006,19,241,404,163,59.7,2325,11,16,2.7,4,109.1,5.8,4.52,9.6,122.4,QB,Illinois
2357,Tim Crowley,11,1996,1997,13,156,340,184,45.9,2274,11,11,3.2,3.2,106.3,6.7,5.88,14.6,174.9,QB,Central Michigan
2358,Todd Norley,11,1982,1984,33,250,482,232,51.9,2661,11,28,2.3,5.8,94.2,5.5,3.36,10.6,80.6,QB,Syracuse
2359,Tom Hodges,11,1963,1965,30,184,363,179,50.7,2327,11,25,3,6.9,100.8,6.4,3.92,12.6,77.6,QB,Virginia
2360,Tom Luke,11,1989,1991,22,86,178,92,48.3,1524,11,10,6.2,5.6,129.4,8.6,7.27,17.7,69.3,QB,Ole Miss
2361,Tommy Vasell,11,1959,1961,27,165,366,201,45.1,2228,11,34,3,9.3,87.6,6.1,2.51,13.5,82.5,QB,Columbia
2362,Tony Rice,11,1987,1989,34,173,357,184,48.5,2961,11,20,3.1,5.6,117.1,8.3,6.39,17.1,87.1,QB,Notre Dame
2363,Tyler Keane,11,2017,2017,10,100,170,70,58.8,1440,11,5,6.5,2.9,145.4,8.5,8.44,14.4,144,QB,Coastal Carolina
2364,Tyler Lantrip,11,2008,2011,27,122,202,80,60.4,1745,11,6,5.4,3,145,8.6,8.39,14.3,64.6,QB,Nevada
2365,Tyson Lee,11,2008,2009,23,283,481,198,58.8,2963,11,19,2.3,4,110.2,6.2,4.84,10.5,128.8,QB,Mississippi State
2366,Van Brownson,11,1969,1971,33,115,214,99,53.7,1455,11,8,5.1,3.7,120.3,6.8,6.14,12.7,44.1,QB,Nebraska
2367,Victor McGee,11,1981,1981,11,66,167,101,39.5,1035,11,3,6.6,1.8,109.7,6.2,6.71,15.7,94.1,QB,West Texas State
2368,Wally Oyler,11,1966,1968,30,195,432,237,45.1,2449,11,32,2.5,7.4,86.3,5.7,2.84,12.6,81.6,QB,Louisville
2369,Wiley Green,11,2018,2022,18,170,313,143,54.3,1944,11,11,3.5,3.5,111.1,6.2,5.33,11.4,108,QB,Rice
2370,Aaron Allen,10,2018,2021,25,169,279,110,60.6,1715,10,14,3.6,5,114,6.1,4.61,10.1,68.6,QB,Louisiana Tech
2371,Aaron Keesee,10,1984,1986,32,125,289,164,43.3,1562,10,16,3.5,5.5,89,5.4,3.61,12.5,48.8,QB,Texas Tech
2372,Ahmad Bradshaw,10,2015,2017,33,77,182,105,42.3,1417,10,13,5.5,7.1,111.6,7.8,5.67,18.4,42.9,QB,Army
2373,Alex Kaloi,10,1974,1976,24,187,382,195,49,2041,10,21,2.6,5.5,91.5,5.3,3.39,10.9,85,QB,Hawaii
2374,Alex Zordich,10,2010,2013,24,155,326,171,47.5,1789,10,13,3.1,4,95.8,5.5,4.31,11.5,74.5,QB,Buffalo
2375,Alvin White,10,1973,1974,22,250,557,307,44.9,3099,10,36,1.8,6.5,84.6,5.6,3.01,12.4,140.9,QB,Oregon State
2376,Andrew McNulty,10,2011,2015,30,224,429,205,52.2,2503,10,15,2.3,3.5,101.9,5.8,4.73,11.2,83.4,QB,North Texas
2377,Andy Kubik,10,1987,1989,16,135,323,188,41.8,1712,10,13,3.1,4,88.5,5.3,4.11,12.7,107,QB,Akron
2378,Ashby Cook,10,1964,1965,20,113,223,110,50.7,1458,10,8,4.5,3.6,113.2,6.5,5.82,12.9,72.9,QB,Mississippi State
2379,Asheiki Preston,10,1992,1994,23,185,315,130,58.7,2401,10,9,3.2,2.9,127.5,7.6,6.97,13,104.4,QB,Kansas
2380,Bernie Allen,10,1958,1960,27,96,195,99,49.2,1200,10,11,5.1,5.6,106.6,6.2,4.64,12.5,44.4,QB,Purdue
2381,Bernie Zbrzeznj,10,1967,1969,20,147,285,138,51.6,1823,10,18,3.5,6.3,104.3,6.4,4.26,12.4,91.2,QB,Pennsylvania
2382,Bill Abel,10,1964,1966,20,89,181,92,49.2,1192,10,12,5.5,6.6,109.5,6.6,4.71,13.4,59.6,QB,Cornell
2383,Bill Bowerman,10,1973,1975,33,99,217,118,45.6,1498,10,13,4.6,6,106.8,6.9,5.13,15.1,45.4,QB,New Mexico State
2384,Billy Yancy,10,1978,1980,15,67,168,101,39.9,1091,10,17,6,10.1,93.8,6.5,3.13,16.3,72.7,QB,Fresno State
2385,Blake Joseph,10,2006,2008,23,120,184,64,65.2,1581,10,5,5.4,2.7,149.9,8.6,8.46,13.2,68.7,QB,Houston
