,,,,,,,,,,,Receiving,,,,,,
2472,Michael Turner,451,SDG,5,154,2004,Northern Illinois,2000,2003,45,43,451,10.5,3,10,RB,Northern Illinois
2473,Tyrone Hughes,451,NOR,5,137,1993,Nebraska,1989,1992,41,31,451,14.5,5,11,WR,Nebraska
2474,Charlie Mitchell,450,DEN,18,141,1963,Washington,1960,1962,60,34,450,13.2,0,7.5,RB,Washington
2475,Greg Pruitt,450,CLE,2,30,1973,Oklahoma,1970,1972,33,30,450,15,3,13.6,RB,Oklahoma
2476,J.D. Runnels,450,CHI,6,195,2006,Oklahoma,2002,2005,53,51,450,8.8,5,8.5,RB,Oklahoma
2477,Anthony Dixon,449,SFO,6,173,2010,Mississippi State,2006,2009,48,56,449,8,4,9.4,RB,Mississippi State
2478,Barty Smith,449,GNB,1,12,1974,Richmond,1971,1973,30,49,449,9.2,2,15,RB,Richmond
2479,Ezekiel Elliott,449,DAL,1,4,2016,Ohio State,2013,2015,35,58,449,7.7,1,12.8,RB,Ohio State
2480,Lloyd Pate,449,BUF,12,287,1969,Cincinnati,1966,1968,29,43,449,10.4,2,15.5,RB,Cincinnati
2481,Shaunard Harts,449,KAN,7,212,2001,Boise State,1997,2000,43,31,449,14.5,3,10.4,WR,Boise State
2482,Chris Samuels,448,SDG,12,317,1991,Texas,1987,1990,43,48,448,9.3,0,10.4,RB,Texas
2483,Jerry Wilson,448,CRD,2,14,1959,Auburn,1956,1958,30,34,448,13.2,0,14.9,WR,Auburn
2484,Tank Bigsby,448,JAX,3,88,2023,Auburn,2020,2022,35,62,448,7.2,0,12.8,RB,Auburn
2485,Billy Masters,447,KAN,3,77,1967,LSU,1964,1966,30,40,447,11.2,4,14.9,TE,LSU
2486,Brian Robinson Jr.,446,WAS,3,98,2022,Alabama,2017,2021,66,52,446,8.6,2,6.8,RB,Alabama
2487,Bruce King,446,KAN,5,126,1985,Purdue,1981,1984,44,38,446,11.7,5,10.1,RB,Purdue
2488,Ted Dean,446,BUF,,,1960,Wichita State,1957,1959,60,30,446,14.9,2,7.4,RB,Wichita State
2489,Kevin Smith,444,DET,3,64,2008,UCF,2005,2007,36,55,444,8.1,1,12.3,RB,UCF
2490,Ronnie Haliburton,444,DEN,6,164,1990,LSU,1986,1989,43,39,444,11.4,3,10.3,TE,LSU
2491,Ross Montgomery,444,CHI,3,66,1969,Texas Christian,1966,1968,30,44,444,10.1,1,14.8,RB,Texas Christian
2492,Derrick Douglas,443,TAM,6,141,1990,Louisiana Tech,1988,1989,21,41,443,10.8,5,21.1,RB,Louisiana Tech
2493,Harry Wilson,443,PHI,3,68,1967,Nebraska,1964,1966,30,34,443,13,3,14.8,RB,Nebraska
2494,Harold Bishop,442,TAM,3,69,1994,LSU,1990,1993,35,43,442,10.3,1,12.6,TE,LSU
2495,Lane Fenner,442,SDG,7,183,1968,Florida State,1965,1967,30,40,442,11.1,1,14.7,WR,Florida State
2496,James Davis,441,CLE,6,195,2009,Clemson,2005,2008,50,51,441,8.6,2,8.8,RB,Clemson
2497,Robert Drummond,441,PHI,3,76,1989,Syracuse,1985,1988,44,42,441,10.5,2,10,RB,Syracuse
2498,Ryan Moats,441,PHI,3,77,2005,Louisiana Tech,2002,2004,34,48,441,9.2,2,13,RB,Louisiana Tech
2499,Floyd Hudlow,440,BUF,10,80,1965,Arizona,1963,1964,40,36,440,12.2,6,11,RB,Arizona
2500,Scott Bolton,440,GNB,12,312,1988,Auburn,1984,1987,45,32,440,13.8,1,9.8,WR,Auburn
2501,Greg LaFleur,439,PHI,3,82,1981,LSU,1977,1980,33,31,439,14.2,0,13.3,TE,LSU
2502,Mikel Leshoure,439,DET,2,57,2011,Illinois,2008,2010,33,37,439,11.9,5,13.3,RB,Illinois
2503,Ricky Moore,439,SFO,3,75,1985,Alabama,1981,1984,44,54,439,8.1,2,10,RB,Alabama
2504,Tony Woodruff,439,PHI,9,244,1982,Fresno State,1980,1981,22,24,439,18.3,4,20,WR,Fresno State
2505,Joey Iosefa,438,TAM,7,231,2015,Hawaii,2011,2014,32,60,438,7.3,3,13.7,RB,Hawaii
2506,Rodney Hampton,438,NYG,1,24,1990,Georgia,1987,1989,31,46,438,9.5,3,14.1,RB,Georgia
2507,Tyler Allgeier,437,ATL,5,151,2022,BYU,2018,2021,41,46,437,9.5,1,10.7,RB,BYU
2508,David Sloan,436,DET,3,70,1995,New Mexico,1993,1994,20,37,436,11.8,4,21.8,TE,New Mexico
2509,Scott Dierking,436,NYJ,4,90,1977,Purdue,1973,1976,44,29,436,15,0,9.9,RB,Purdue
2510,Waddell Smith,436,KAN,8,215,1977,Kansas,1974,1976,33,21,436,20.8,2,13.2,WR,Kansas
2511,C.J. Uzomah,435,CIN,5,157,2015,Auburn,2011,2014,43,29,435,15,7,10.1,TE,Auburn
2512,David Williams,435,DEN,7,226,2018,Arkansas,2014,2017,50,37,435,11.8,2,8.7,RB,"Arkansas,South Carolina"
2513,Patrick Pass,435,NWE,7,239,2000,Georgia,1996,1999,40,35,435,12.4,2,10.9,RB,Georgia
2514,Adrien Robinson,434,NYG,4,127,2012,Cincinnati,2008,2011,39,29,434,15,5,11.1,WR,Cincinnati
2515,Clint Haslerig,434,SFO,4,83,1974,Michigan,1971,1973,33,25,434,17.4,1,13.2,WR,Michigan
2516,Greg Jones,434,MIN,5,129,1970,UCLA,1967,1969,30,33,434,13.2,4,14.5,RB,UCLA
2517,Larry Ferguson,434,RAI,17,129,1962,Iowa,1959,1962,72,30,434,14.5,2,6,RB,Iowa
2518,Walt Sweeney,434,SDG,1,2,1963,Syracuse,1960,1962,58,36,434,12.1,8,7.5,WR,Syracuse
2519,Phillip Riley,433,PHI,6,199,1996,Florida State,1993,1995,34,38,433,11.4,5,12.7,WR,Florida State
2520,Andy Maurer,432,ATL,3,64,1970,Oregon,1967,1969,30,26,432,16.6,1,14.4,RB,Oregon
2521,Autry Denson,432,TAM,7,233,1999,Notre Dame,1995,1998,45,53,432,8.2,3,9.6,RB,Notre Dame
2522,Ken Willard,432,SFO,1,2,1965,North Carolina,1962,1964,30,46,432,9.4,1,14.4,RB,North Carolina
2523,Lamont Warren,432,CLT,6,164,1994,Colorado,1991,1993,31,38,432,11.4,1,13.9,RB,Colorado
2524,Brittain Brown,431,RAI,7,250,2022,UCLA,2017,2021,42,41,431,10.5,2,10.3,RB,"Duke,UCLA"
2525,Charles Alexander,431,CIN,1,12,1979,LSU,1975,1978,44,49,431,8.8,2,9.8,RB,LSU
2526,Sedrick Shaw,431,NWE,3,61,1997,Iowa,1993,1996,43,49,431,8.8,2,10,RB,Iowa
2527,Chris Thompson,430,WAS,5,154,2013,Florida State,2009,2012,39,45,430,9.6,1,11,RB,Florida State
2528,Darryl Oliver,430,SEA,11,297,1987,Miami (FL),1983,1986,45,49,430,8.8,0,9.6,RB,Miami (FL)
2529,Pete Larson,430,WAS,9,222,1967,Cornell,1964,1966,25,34,430,12.6,3,17.2,RB,Cornell
2530,Walter Reeves,430,CRD,2,40,1989,Auburn,1986,1988,33,58,430,7.4,4,13,TE,Auburn
2531,Dwayne Wright,429,BUF,4,111,2007,Fresno State,2003,2006,30,51,429,8.4,2,14.3,RB,Fresno State
2532,Jerome Bettis,429,RAM,1,10,1993,Notre Dame,1990,1992,34,32,429,13.4,6,12.6,RB,Notre Dame
2533,Leonard Henry,429,MIA,7,241,2002,East Carolina,1998,2001,43,54,429,7.9,3,10,RB,East Carolina
2534,Daniel Thomas,428,MIA,2,62,2011,Kansas State,2009,2010,25,52,428,8.2,0,17.1,RB,Kansas State
2535,Randy Burke,428,CLT,1,26,1977,Kentucky,1974,1976,33,37,428,11.6,3,13,WR,Kentucky
2536,Jeff Allen,426,CRD,13,329,1971,Iowa State,1968,1969,20,34,426,12.5,1,21.3,RB,Iowa State
2537,Jesse Taylor,426,WAS,10,244,1971,Cincinnati,1968,1970,31,54,426,7.9,3,13.7,RB,Cincinnati
2538,Rich Diana,426,MIA,5,136,1982,Yale,1979,1981,29,34,426,12.5,4,14.7,RB,Yale
2539,Steve Alvers,426,NYG,7,172,1979,Miami (FL),1977,1978,22,27,426,15.8,4,19.4,TE,Miami (FL)
2540,Walt Garrison,426,KAN,17,151,1966,Oklahoma State,1963,1965,58,32,426,13.3,2,7.3,RB,Oklahoma State
2541,Wesley Walls,426,SFO,2,56,1989,Ole Miss,1988,1988,11,36,426,11.8,3,38.7,TE,Ole Miss
2542,Jeff Cothran,425,CIN,3,66,1994,Ohio State,1991,1993,33,34,425,12.5,1,12.9,RB,Ohio State
2543,Fred Brown,424,NWE,8,63,1965,Miami (FL),1963,1964,40,36,424,11.8,2,10.6,WR,Miami (FL)
2544,Michael Smith,424,TAM,7,212,2012,Utah State,2009,2011,28,38,424,11.2,4,15.1,RB,Utah State
2545,Napoleon Kaufman,424,RAI,1,18,1995,Washington,1991,1994,44,65,424,6.5,0,9.6,RB,Washington
2546,Sherman Williams,424,DAL,2,46,1995,Alabama,1991,1994,44,36,424,11.8,2,9.6,RB,Alabama
2547,Curtis McClinton,422,KAN,14,110,1961,Kansas,1959,1961,30,26,422,16.2,5,14.1,RB,Kansas
2548,Dameon Pierce,422,HTX,4,107,2022,Florida,2018,2021,50,45,422,9.4,5,8.4,RB,Florida
2549,Earl Ferrell,422,CRD,5,125,1982,East Tennessee State,1979,1981,30,49,422,8.6,4,14.1,RB,East Tennessee State
2550,Rocky Bleier,422,PIT,16,417,1968,Notre Dame,1965,1967,29,36,422,11.7,3,14.6,RB,Notre Dame
2551,Roger Vick,422,NYJ,1,21,1987,Texas A&M,1983,1986,40,48,422,8.8,2,10.6,RB,Texas A&M
2552,Aaron Craver,421,MIA,3,60,1991,Fresno State,1989,1990,21,57,421,7.4,2,20,RB,Fresno State
2553,Billy Taylor,421,NYG,4,90,1978,Texas Tech,1974,1977,44,49,421,8.6,2,9.6,RB,Texas Tech
2554,Roschon Johnson,420,CHI,4,115,2023,Texas,2019,2022,47,56,420,7.5,3,8.9,QB,Texas
2555,Tip Reiman,420,CRD,3,82,2024,Illinois,2020,2023,44,41,420,10.2,5,9.5,TE,Illinois
2556,Barry Brown,419,CLT,19,266,1965,Florida,1963,1965,20,40,419,10.5,1,21,WR,Florida
2557,Jameel Cook,418,TAM,6,174,2001,Illinois,1998,2000,31,60,418,7,4,13.5,RB,Illinois
2558,Mike Cobb,418,CIN,1,22,1977,Michigan State,1973,1976,38,32,418,13.1,3,11,TE,Michigan State
2559,Ross Brupbacher,418,CHI,4,100,1970,Texas A&M,1967,1969,30,24,418,17.4,6,13.9,RB,Texas A&M
2560,John Roderick,417,GNB,4,62,1966,SMU,1963,1965,20,32,417,13,5,20.9,RB,SMU
2561,Roland Hooks,417,BUF,10,253,1975,North Carolina State,1972,1974,31,32,417,13,4,13.5,RB,North Carolina State
2562,Tony Darden,417,MIN,7,225,1998,Texas Tech,1994,1997,43,22,417,19,2,9.7,QB,Texas Tech
2563,Chris Howard,416,DEN,5,153,1998,Michigan,1994,1997,37,58,416,7.2,3,11.2,RB,Michigan
2564,Gary Kroner,416,NYJ,19,147,1963,Wisconsin,1961,1962,36,28,416,14.9,6,11.6,RB,Wisconsin
2565,Jay Finley,416,CIN,7,246,2011,Baylor,2007,2010,46,40,416,10.4,3,9,RB,Baylor
2566,Jim Vollenweider,416,RAI,18,137,1962,Miami (FL),1959,1961,60,46,416,9,0,6.9,RB,Miami (FL)
2567,Jimmy Burson,416,OTI,8,63,1963,Auburn,1960,1962,60,36,416,11.6,2,6.9,RB,Auburn
2568,Joe McIntosh,416,DET,5,118,1985,North Carolina State,1981,1984,39,47,416,8.9,0,10.7,RB,North Carolina State
2569,Leroy Thompson,416,PIT,6,158,1991,Penn State,1987,1990,44,37,416,11.2,0,9.5,RB,Penn State
2570,Owen Gill,416,SEA,2,53,1985,Iowa,1981,1984,45,44,416,9.5,0,9.2,RB,Iowa
2571,Mike Waters,415,NYJ,9,235,1985,San Diego State,1983,1984,24,46,415,9,2,17.3,RB,San Diego State
2572,Tom Vigorito,415,MIA,5,138,1981,Virginia,1977,1980,42,62,415,6.7,2,9.9,RB,Virginia
2573,Zac Stacy,415,RAM,5,160,2013,Vanderbilt,2009,2012,45,46,415,9,0,9.2,RB,Vanderbilt
2574,Mike Brunson,414,ATL,11,272,1970,Arizona State,1968,1969,20,22,414,18.8,4,20.7,WR,Arizona State
2575,Ray Poage,414,DEN,2,11,1963,Texas,1960,1962,50,28,414,14.8,2,8.3,RB,Texas
2576,Chuck Levy,413,CRD,2,38,1994,Arizona,1991,1993,29,41,413,10.1,4,14.2,QB,Arizona
2577,Henry Hynoski,413,CLE,6,154,1975,Temple,1972,1974,29,33,413,12.5,5,14.2,RB,Temple
2578,James Conner,412,PIT,3,105,2017,Pitt,2013,2016,39,30,412,13.7,4,10.6,RB,Pitt
2579,James Wilder,412,TAM,2,34,1981,Missouri,1978,1980,33,59,412,7,2,12.5,RB,Missouri
2580,Karl Farmer,412,ATL,7,193,1976,Pitt,1974,1975,22,23,412,17.9,5,18.7,WR,Pitt
2581,Rashaan Salaam,412,CHI,1,21,1995,Colorado,1992,1994,27,38,412,10.8,0,15.3,RB,Colorado
2582,Blake Corum,411,RAM,3,83,2024,Michigan,2020,2023,45,56,411,7.3,3,9.1,RB,Michigan
2583,Bo Cornell,411,CLE,2,40,1971,Washington,1968,1970,30,41,411,10,6,13.7,RB,Washington
2584,Dwayne Washington,411,DET,7,236,2016,Washington,2013,2015,32,41,411,10,4,12.8,RB,Washington
2585,Maurice Turner,411,MIN,12,325,1983,Utah State,1979,1982,44,47,411,8.7,1,9.3,RB,Utah State
2586,Noah Brown,411,DAL,7,239,2017,Ohio State,2014,2016,24,33,411,12.5,7,17.1,WR,Ohio State
2587,Dave McCurry,410,MIA,5,130,1973,Iowa State,1970,1971,22,25,410,16.4,3,18.6,WR,Iowa State
2588,James Rouse,410,CHI,8,200,1990,Arkansas,1985,1989,56,40,410,10.3,1,7.3,RB,Arkansas
2589,Jase McClellan,409,ATL,6,186,2024,Alabama,2020,2023,42,40,409,10.2,6,9.7,RB,Alabama
2590,Jonathan Linton,409,BUF,5,131,1998,North Carolina,1994,1997,44,42,409,9.7,2,9.3,RB,North Carolina
2591,Ron Medved,409,PHI,14,204,1966,Washington,1963,1965,30,35,409,11.7,1,13.6,RB,Washington
2592,Bob Wetoska,408,WAS,5,49,1959,Notre Dame,1956,1958,30,25,408,16.3,2,13.6,WR,Notre Dame
2593,Ciatrick Fason,408,MIN,4,112,2005,Florida,2002,2004,38,46,408,8.9,5,10.7,RB,Florida
2594,Clinton Jones,408,MIN,1,2,1967,Michigan State,1964,1966,29,33,408,12.4,3,14.1,RB,Michigan State
2595,Artose Pinner,407,DET,4,99,2003,Kentucky,1999,2002,35,58,407,7,2,11.6,RB,Kentucky
2596,Damien Harris,407,NWE,3,87,2019,Alabama,2015,2018,56,52,407,7.8,2,7.3,RB,Alabama
2597,Gerrid Doaks,407,MIA,7,244,2021,Cincinnati,2017,2020,31,36,407,11.3,4,13.1,RB,Cincinnati
2598,Jonathan Taylor,407,CLT,2,41,2020,Wisconsin,2017,2019,41,42,407,9.7,5,9.9,RB,Wisconsin
2599,Larry Brunson,407,DEN,11,263,1972,Colorado,1970,1971,21,20,407,20.4,3,19.4,WR,Colorado
2600,Dan Johnson,406,MIA,7,170,1982,Iowa State,1980,1981,22,25,406,16.2,2,18.5,TE,Iowa State
