,,,,,,Receiving,,,,,,
2101,Curtis Shearer,1298,1992,1994,34,99,1298,13.1,10,38.2,WR,San Diego State
2102,Nick Cleaver,1298,2005,2007,32,99,1298,13.1,6,40.6,TE,New Mexico State
2103,Bryce Mitchell,1297,2017,2021,53,70,1297,18.5,11,24.5,WR,Toledo
2104,Aaron Cephus,1296,2017,2021,34,73,1296,17.8,11,38.1,WR,"Hawaii,Rice"
2105,Derrin Powell,1296,1981,1984,42,80,1296,16.2,7,30.9,WR,Eastern Michigan
2106,Frank Maxwell,1296,1975,1976,22,87,1296,14.9,8,58.9,WR,Louisiana-Monroe
2107,Dave Colonna,1295,1986,1989,39,92,1295,14.1,5,33.2,TE,Duke
2108,Ian Sadler,1295,2014,2016,31,89,1295,14.6,5,41.8,WR,Texas Tech
2109,Tom Busch,1295,1965,1967,30,82,1295,15.8,7,43.2,RB,Iowa State
2110,Antonio Carter,1294,1999,2001,33,106,1294,12.2,5,39.2,WR,Alabama
2111,Darnell Jenkins,1294,2003,2007,51,93,1294,13.9,6,25.4,WR,Miami (FL)
2112,Deandrew White,1294,2011,2014,42,94,1294,13.8,12,30.8,WR,Alabama
2113,Keith Lewis,1294,1984,1987,43,76,1294,17,7,30.1,WR,Rice
2114,Tony Burks,1294,2006,2007,25,68,1294,19,8,51.8,WR,Mississippi State
2115,Byron Marshall,1293,2012,2015,42,97,1293,13.3,8,30.8,WR,Oregon
2116,Chip Regine,1293,1970,1972,27,93,1293,13.9,6,47.9,WR,Brown
2117,Chuck Davidian,1293,1970,1971,23,74,1293,17.5,10,56.2,WR,Long Beach State
2118,Tony Gladney,1293,1983,1986,34,77,1293,16.8,13,38,WR,Nevada-Las Vegas
2119,Bryson Green,1292,2021,2024,37,88,1292,14.7,9,34.9,WR,"Oklahoma State,Wisconsin"
2120,Lonnie Crittenden,1292,1972,1973,21,86,1292,15,8,61.5,WR,UTEP
2121,TJ Sheffield,1292,2019,2024,50,129,1292,10,12,25.8,WR,"Connecticut,Purdue"
2122,Bob Palm,1291,1972,1974,33,82,1291,15.7,12,39.1,WR,Oregon
2123,Chris Norwood,1291,2002,2003,23,104,1291,12.4,7,56.1,WR,Louisiana Tech
2124,Damien Alford,1291,2020,2024,44,67,1291,19.3,7,29.3,WR,"Syracuse,Utah"
2125,Michael Jefferson,1291,2021,2022,25,69,1291,18.7,11,51.6,WR,Louisiana
2126,Scott Freeman,1291,1970,1972,32,71,1291,18.2,8,40.3,QB,Wyoming
2127,Andy Gibler,1290,1979,1982,44,101,1290,12.8,10,29.3,TE,Missouri
2128,Beau Corrales,1290,2017,2023,42,88,1290,14.7,12,30.7,WR,"North Carolina,SMU,Texas State"
2129,Dustin Osborn,1289,2003,2006,38,78,1289,16.5,11,33.9,WR,Colorado State
2130,Brandon Allen,1288,2004,2007,48,132,1288,9.8,6,26.8,WR,New Mexico State
2131,Dallin Holker,1288,2018,2023,41,106,1288,12.2,9,31.4,TE,"BYU,Colorado State"
2132,Jake Roh,1288,2014,2017,50,117,1288,11,12,25.8,TE,Boise State
2133,Mike Green,1288,1973,1975,32,88,1288,14.6,8,40.3,WR,Ohio
2134,Tyron Johnson,1288,2015,2018,34,80,1288,16.1,12,37.9,WR,"LSU,Oklahoma State"
2135,Bruce Starks,1287,1973,1975,27,92,1287,14,5,47.7,WR,Cornell
2136,Damion Johnson,1287,1993,1996,36,98,1287,13.1,8,35.8,WR,Houston
2137,Joseph Ngata,1287,2019,2022,45,88,1287,14.6,6,28.6,WR,Clemson
2138,Savon Edwards,1287,1994,1997,42,135,1287,9.5,8,30.6,RB,Eastern Michigan
2139,Steven Mitchell,1287,2014,2017,42,109,1287,11.8,11,30.6,WR,USC
2140,Jeff Townsley,1286,1997,2000,41,91,1286,14.1,12,31.4,WR,Idaho
2141,Keric Wheatfall,1286,2019,2021,28,78,1286,16.5,6,45.9,WR,Fresno State
2142,Rob Wilson,1286,1978,1980,34,86,1286,15,9,37.8,WR,Pacific
2143,Scott Long,1286,2007,2009,27,91,1286,14.1,4,47.6,WR,Louisville
2144,Tim Bruton,1286,1987,1990,44,97,1286,13.3,7,29.2,WR,Missouri
2145,Greg Reed,1285,1989,1992,44,86,1285,14.9,6,29.2,WR,Southern Mississippi
2146,K.D. Nixon,1285,2017,2021,49,107,1285,12,8,26.2,WR,"Colorado,USC"
2147,Larry Lester,1285,2003,2005,31,89,1285,14.4,9,41.5,WR,Boston College
2148,Monaray Baldwin,1285,2021,2024,35,79,1285,16.3,9,36.7,WR,Baylor
2149,Savion Williams,1285,2020,2024,44,100,1285,12.9,11,29.2,WR,Texas Christian
2150,Brandon Sheperd,1284,2012,2015,39,77,1284,16.7,10,32.9,WR,Oklahoma State
2151,Nate Stephens,1284,1970,1972,33,74,1284,17.4,6,38.9,WR,West Virginia
2152,Stephen Stapler,1284,1978,1979,22,72,1284,17.8,9,58.4,WR,San Diego State
2153,Aaron Moorehead,1283,1999,2002,43,84,1283,15.3,9,29.8,WR,Illinois
2154,Billy Pittman,1283,2005,2007,35,80,1283,16,9,36.7,WR,Texas
2155,Mike Ford,1283,1986,1989,44,84,1283,15.3,8,29.2,WR,California
2156,T.J. Williams,1283,2002,2005,41,98,1283,13.1,5,31.3,TE,North Carolina State
2157,Bill Wallace,1282,1981,1984,33,83,1282,15.4,16,38.8,WR,Pitt
2158,Dave Montagne,1282,1984,1986,33,114,1282,11.2,3,38.8,WR,Oregon State
2159,Jalen Walker,1282,2018,2022,53,98,1282,13.1,8,24.2,WR,Miami (OH)
2160,Kelvin Kight,1282,2000,2003,48,90,1282,14.2,6,26.7,WR,Florida
2161,Trishton Jackson,1282,2016,2019,33,86,1282,14.9,13,38.8,WR,"Michigan State,Syracuse"
2162,Bobby Swigert,1281,2010,2015,40,111,1281,11.5,9,32,WR,Boston College
2163,Eddie Lewis,1281,2018,2023,49,102,1281,12.6,12,26.1,WR,"Memphis,Rutgers,South Carolina"
2164,Clayton Driver,1280,1989,1992,44,88,1280,14.5,17,29.1,WR,East Carolina
2165,Demetris Robertson,1280,2016,2020,37,99,1280,12.9,10,34.6,WR,"California,Georgia"
2166,Rick Kestner,1280,1963,1965,30,82,1280,15.6,10,42.7,WR,Kentucky
2167,Chris Matthews,1279,2009,2010,26,93,1279,13.8,12,49.2,WR,Kentucky
2168,Odieu Hiliare,1279,2022,2023,26,103,1279,12.4,10,49.2,WR,Bowling Green
2169,Oronde Gadsden II,1279,2021,2024,26,85,1279,15,10,49.2,WR,Syracuse
2170,Robert Smith,1279,1983,1986,45,61,1279,21,15,28.4,WR,Iowa
2171,Tim Finkelston,1279,1986,1989,45,74,1279,17.3,8,28.4,WR,Virginia
2172,Chris Spencer,1278,1990,1992,33,82,1278,15.6,3,38.7,WR,Iowa State
2173,Ed Lofton,1278,1973,1975,33,112,1278,11.4,5,38.7,WR,Rice
2174,John Morton,1278,1991,1992,22,78,1278,16.4,7,58.1,WR,Western Michigan
2175,Larry Shepherd,1278,1982,1985,44,85,1278,15,5,29,WR,Houston
2176,Phil McConkey,1278,1975,1978,33,67,1278,19.1,13,38.7,WR,Navy
2177,Brian Dusho,1277,1990,1993,41,101,1277,12.6,5,31.1,WR,Kent State
2178,Jauan Wesley,1277,2014,2018,43,104,1277,12.3,6,29.7,WR,"Iowa State,Northern Illinois"
2179,Je'Quan Burton,1277,2021,2023,34,84,1277,15.2,9,37.6,WR,Florida Atlantic
2180,Jerrold Smith,1277,1996,1999,38,116,1277,11,8,33.6,QB,Tulsa
2181,Keanu Hill,1277,2019,2024,49,79,1277,16.2,12,26.1,WR,BYU
2182,La'Michael Pettway,1277,2016,2019,45,92,1277,13.9,11,28.4,WR,"Arkansas,Iowa State"
2183,Tobias Palmer,1277,2011,2012,25,91,1277,14,11,51.1,WR,North Carolina State
2184,Jalil Farooq,1276,2021,2024,35,87,1276,14.7,7,36.5,WR,Oklahoma
2185,Brandon Reilly,1275,2013,2016,34,70,1275,18.2,6,37.5,WR,Nebraska
2186,Damiere Byrd,1275,2011,2014,46,68,1275,18.8,10,27.7,WR,South Carolina
2187,Tim Baker,1275,1997,2000,40,103,1275,12.4,10,31.9,WR,Texas Tech
2188,Curt Jones,1274,1985,1988,46,120,1274,10.6,13,27.7,TE,Utah
2189,Sidney Snell,1274,1977,1980,44,86,1274,14.8,15,29,WR,Virginia Tech
2190,David Roberson,1273,1980,1983,38,94,1273,13.5,5,33.5,KR,Houston
2191,Lance Young,1273,2001,2003,36,84,1273,15.2,10,35.4,WR,Iowa State
2192,Nacarius Fant,1273,2014,2017,40,117,1273,10.9,6,31.8,WR,Western Kentucky
2193,Andrew Means,1272,2006,2008,35,102,1272,12.5,2,36.3,WR,Indiana
2194,Bill Schultz,1272,1973,1976,44,57,1272,22.3,9,28.9,WR,Iowa
2195,Hema Heimuli,1272,1992,1995,42,115,1272,11.1,10,30.3,RB,BYU
2196,Jim Kilbane,1272,1981,1985,45,96,1272,13.3,6,28.3,WR,Kent State
2197,Jimmy Marshall,1272,2017,2021,53,101,1272,12.6,14,24,WR,Middle Tennessee State
2198,John Ahern,1272,1977,1980,44,76,1272,16.7,3,28.9,WR,Holy Cross
2199,Johnathan Lloyd,1272,2015,2018,49,124,1272,10.3,9,26,WR,Duke
2200,Robert Rivers,1272,1990,1991,22,80,1272,15.9,11,57.8,WR,Wyoming
