,,,,,,Receiving,,,,,,
4669,Scott Pettis,807,1980,1982,35,86,807,9.4,5,23.1,RB,BYU
4670,Steven Goulet,807,2008,2010,38,56,807,14.4,3,21.2,WR,Ohio
4671,Tony Carifa,807,1978,1980,33,91,807,8.9,2,24.5,DB,Ohio
4672,Ben Fordham,806,1973,1974,22,55,806,14.7,1,36.6,WR,Duke
4673,Carl Janssen,806,1965,1967,30,52,806,15.5,7,26.9,WR,Air Force
4674,Duane Bennett,806,2007,2011,50,82,806,9.8,5,16.1,RB,Minnesota
4675,Eric Herring,806,1977,1980,42,58,806,13.9,4,19.2,WR,Houston
4676,Jabryce Taylor,806,2013,2016,33,57,806,14.1,5,24.4,WR,"SMU,UTSA"
4677,Jesse Cavil,806,1979,1981,33,48,806,16.8,7,24.4,WR,Lamar
4678,Keith Stokes,806,1999,2000,21,53,806,15.2,5,38.4,RB,East Carolina
4679,Mike Jones,806,1975,1978,44,61,806,13.2,4,18.3,WR,Syracuse
4680,Pete Kramer,806,1965,1967,30,58,806,13.9,7,26.9,RB,Toledo
4681,Rick Carlson,806,1966,1968,29,52,806,15.5,6,27.8,WR,Maryland
4682,Steve Sanders,806,1986,1988,33,47,806,17.1,7,24.4,WR,Cincinnati
4683,Daron Lawrence,805,2003,2004,24,56,805,14.4,2,33.5,WR,Southern Mississippi
4684,Darren Mougey,805,2005,2008,30,66,805,12.2,6,26.8,WR,San Diego State
4685,Fred Graves,805,1969,1971,31,74,805,10.9,4,26,RB,Utah
4686,Kendall Parham,805,2018,2019,23,43,805,18.7,6,35,WR,UAB
4687,Ryan Barton,805,1998,2000,34,51,805,15.8,1,23.7,WR,Iowa
4688,Wilson Van Hooser,805,2010,2012,36,55,805,14.6,9,22.4,WR,Tulane
4689,Curt Jackson,804,1978,1980,33,59,804,13.6,5,24.4,WR,Oregon
4690,Daniel Helm,804,2014,2018,50,75,804,10.7,6,16.1,TE,"Duke,Tennessee"
4691,Herb Jackson,804,1987,1989,31,56,804,14.4,4,25.9,WR,Ball State
4692,Jamarye Joiner,804,2018,2023,45,60,804,13.4,6,17.9,WR,"Arizona,Jacksonville State"
4693,Johnathan Coleman,804,2010,2012,34,52,804,15.5,4,23.6,WR,Boston College
4694,Joshua Reese,804,2013,2014,23,60,804,13.4,7,35,WR,UCF
4695,Wes Timko,804,2000,2002,31,66,804,12.2,4,25.9,WR,Connecticut
4696,Brian Cobb,803,1984,1987,43,45,803,17.8,7,18.7,WR,Rutgers
4697,Dalton Rigdon,803,2017,2021,37,62,803,13,5,21.7,,Texas Tech
4698,Gerald Alphin,803,1982,1985,42,51,803,15.7,4,19.1,WR,Kansas State
4699,Isiah Barton,803,2010,2011,24,68,803,11.8,5,33.5,WR,Washington State
4700,Issac Blakeney,803,2013,2014,25,66,803,12.2,11,32.1,WR,Duke
4701,Jonathan Stupar,803,2004,2007,38,80,803,10,3,21.1,TE,Virginia
4702,Lopini Katoa,803,2018,2022,57,86,803,9.3,6,14.1,RB,BYU
4703,Tony Smith,803,1974,1977,44,55,803,14.6,6,18.3,TE,Louisville
4704,Eric Moore,802,1994,1995,22,71,802,11.3,6,36.5,TE,Washington State
4705,Jim Price,802,1986,1989,44,79,802,10.2,8,18.2,TE,Stanford
4706,Larry Van Pelt,802,1979,1981,28,71,802,11.3,8,28.6,RB,Princeton
4707,Richie Marsh,802,1993,1995,36,55,802,14.6,1,22.3,WR,Air Force
4708,Von Pearson,802,2014,2015,24,76,802,10.6,8,33.4,WR,Tennessee
4709,Aaron Horne,801,2011,2012,26,77,801,10.4,3,30.8,WR,Iowa State
4710,Bob McDermott,801,1974,1976,27,50,801,16,11,29.7,TE,Harvard
4711,Darren Long,801,1981,1982,21,72,801,11.1,3,38.1,TE,Long Beach State
4712,Eddie Shaw,801,1995,1998,44,81,801,9.9,1,18.2,WR,Southern Mississippi
4713,Isaiah Johnson-Mack,801,2016,2020,33,95,801,8.4,6,24.3,LB,"Bowling Green,Washington State"
4714,Marcus Carter,801,1993,1993,11,53,801,15.1,5,72.8,WR,Louisiana
4715,Omarius Hines,801,2009,2012,51,64,801,12.5,2,15.7,WR,Florida
4716,Ron Beyer,801,1975,1978,42,53,801,15.1,7,19.1,TE,Arizona
4717,Sean Jordan,801,1987,1989,33,34,801,23.6,7,24.3,WR,Army
4718,Cedric Saunders,800,1990,1993,44,64,800,12.5,1,18.2,TE,Ohio State
4719,Dick Pawlewicz,800,1972,1974,32,49,800,16.3,7,25,TE,William & Mary
4720,Jim Grant,800,1969,1971,32,67,800,11.9,2,25,WR,Kentucky
4721,Leo Taylor,800,1968,1969,20,59,800,13.6,8,40,RB,North Texas
4722,Matt Braga,800,1979,1980,23,44,800,18.2,13,34.8,WR,BYU
4723,Terrance Breaux,800,2004,2007,25,57,800,14,4,32,WR,Buffalo
4724,Terrance Strickland,800,1988,1992,43,99,800,8.1,8,18.6,RB,Tulane
4725,Troy Redwine,800,1995,1995,11,50,800,16,8,72.7,WR,North Texas
4726,Brady Russell,799,2018,2022,49,78,799,10.2,3,16.3,TE,Colorado
4727,Devon Blackmon,799,2014,2015,23,56,799,14.3,0,34.7,WR,BYU
4728,Enis Gilbeau,799,1978,1979,21,48,799,16.6,7,38,WR,Fresno State
4729,Golden Richards,799,1970,1971,22,50,799,16,2,36.3,WR,BYU
4730,James Williams,799,1980,1982,34,49,799,16.3,7,23.5,TE,Wyoming
4731,Jerome Anderson,799,1997,1998,21,58,799,13.8,4,38,WR,Utah
4732,Manase Tonga,799,2005,2009,47,85,799,9.4,6,17,RB,BYU
4733,Ray Graham,799,2009,2012,46,98,799,8.2,4,17.4,RB,Pitt
4734,Albert Reese,798,1984,1986,33,59,798,13.5,3,24.2,TE,SMU
4735,Billy Cox,798,1966,1968,30,57,798,14,6,26.6,WR,Florida State
4736,Brandon Lewis,798,2018,2021,22,35,798,22.8,3,36.3,WR,Air Force
4737,David Grinnage,798,2013,2015,36,67,798,11.9,9,22.2,TE,North Carolina State
4738,Jerry Lamb,798,1962,1964,30,52,798,15.3,8,26.6,WR,Arkansas
4739,Lew Leone,798,1978,1980,27,55,798,14.5,5,29.6,WR,Princeton
4740,Mark Barousse,798,1980,1981,22,30,798,26.6,5,36.3,WR,McNeese State
4741,Nic Anderson,798,2022,2024,17,38,798,21,10,46.9,WR,Oklahoma
4742,Tim Biere,798,2008,2011,46,66,798,12.1,6,17.3,TE,Kansas
4743,Bob Conrad,797,1965,1966,20,69,797,11.6,3,39.9,WR,Stanford
4744,Bruce Weinstein,797,1966,1968,27,56,797,14.2,11,29.5,WR,Yale
4745,Devon Allen,797,2014,2016,29,44,797,18.1,7,27.5,WR,Oregon
4746,George McGowan,797,1968,1969,20,44,797,18.1,7,39.9,WR,Kansas
4747,Germone Hopper,797,2013,2015,36,71,797,11.2,6,22.1,WR,Clemson
4748,Jordan Veasy,797,2016,2017,24,63,797,12.7,9,33.2,WR,California
4749,Kelvin Fisher,797,1988,1991,43,75,797,10.6,6,18.5,RB,Arizona State
4750,Larry Spears,797,1973,1976,32,51,797,15.6,5,24.9,WR,Lamar
4751,Casey Brown,796,1982,1985,48,86,796,9.3,4,16.6,RB,San Diego State
4752,Gary Dudley,796,1975,1976,22,49,796,16.2,7,36.2,WR,San Jose State
4753,Kinsman Thomas,796,2009,2011,25,44,796,18.1,8,31.8,WR,Eastern Michigan
4754,Loic Fouonji,796,2020,2024,49,54,796,14.7,7,16.2,WR,"Texas Tech,Vanderbilt"
4755,Cary Taylor,795,1992,1995,43,54,795,14.7,6,18.5,WR,Arizona
4756,Dan Ballou,795,1993,1996,36,60,795,13.3,4,22.1,WR,Wake Forest
4757,Edwin Collins,795,1971,1973,33,60,795,13.3,7,24.1,WR,Rice
4758,Eugene Jarvis,795,2006,2010,38,79,795,10.1,4,20.9,RB,Kent State
4759,Homer Jones,795,1979,1980,23,78,795,10.2,6,34.6,RB,BYU
4760,Jacob Martinez,795,2014,2017,41,67,795,11.9,6,19.4,WR,Buffalo
4761,John Farquhar,795,1990,1994,39,62,795,12.8,3,20.4,TE,Duke
4762,Jonah Panoke,795,2019,2024,41,75,795,10.6,3,19.4,WR,Hawaii
4763,Marcus Green,795,2008,2012,42,61,795,13,10,18.9,TE,Mississippi State
4764,Osborn Thomas,795,1981,1983,33,61,795,13,4,24.1,WR,Oregon
4765,Ricky Askew,795,1981,1983,27,55,795,14.5,8,29.4,WR,Rice
4766,Chase Sowell,794,2022,2024,18,60,794,13.2,1,44.1,WR,"Colorado,East Carolina"
4767,Isaiah Epps,794,2017,2022,55,68,794,11.7,6,14.4,WR,"Kentucky,Tulsa"
4768,James Samuels,794,1981,1984,44,55,794,14.4,5,18,TE,Utah State
4769,Jordan Kress,794,2019,2021,28,44,794,18,8,28.4,,"Colorado State,New Mexico"
4770,Karl Weiss,794,1968,1970,31,60,794,13.2,3,25.6,TE,Vanderbilt
4771,Keith Pretty,794,1970,1972,31,42,794,18.9,3,25.6,TE,Western Michigan
4772,Marcus Hill,794,2004,2006,33,67,794,11.9,5,24.1,WR,Kent State
4773,Maurice Jackson,794,1997,2001,46,50,794,15.9,5,17.3,WR,Syracuse
4774,Robbie Rouse,794,2009,2012,50,110,794,7.2,5,15.9,RB,Fresno State
4775,Solomon Enis,794,2018,2022,56,72,794,11,4,14.2,WR,Utah
4776,Al Gage,793,1966,1968,30,55,793,14.4,5,26.4,TE,Indiana
4777,Ben White,793,1983,1986,44,49,793,16.2,3,18,WR,Army
4778,Cameron Graham,793,2009,2010,25,67,793,11.8,7,31.7,TE,Louisville
4779,Carl Davis,793,2001,2004,44,61,793,13,6,18,WR,Tulane
4780,Eric Spencer,793,1998,2000,30,65,793,12.2,7,26.4,WR,Missouri
4781,Jason Bruce,793,1985,1988,44,49,793,16.2,5,18,WR,Minnesota
4782,Jim Campbell,793,1978,1981,38,61,793,13,8,20.9,TE,Kentucky
4783,Johnny Gregory,793,1966,1968,30,50,793,15.9,6,26.4,WR,South Carolina
4784,Les Koenning,793,1977,1980,24,49,793,16.2,4,33,QB,Texas
4785,Lionel Fayard,793,1968,1970,31,74,793,10.7,1,25.6,TE,Southern Mississippi
4786,Maliq Carr,793,2020,2024,41,63,793,12.6,5,19.3,TE,"Houston,Michigan State,Purdue"
4787,Marcus Johnson,793,2013,2015,32,61,793,13,4,24.8,WR,Texas
4788,Miquale Lewis,793,2006,2010,48,97,793,8.2,2,16.5,RB,Ball State
4789,Paul Labarrere,793,1971,1973,33,35,793,22.7,5,24,WR,New Mexico
4790,Stinson Jones,793,1958,1961,40,50,793,15.9,7,19.8,RB,Virginia Military Institute
4791,Tom Dearinger,793,1968,1970,31,72,793,11,3,25.6,TE,Oklahoma State
4792,Wayne Messam,793,1993,1996,40,62,793,12.8,4,19.8,WR,Florida State
4793,Jaime Wilson,792,2012,2013,11,67,792,11.8,6,72,WR,Western Michigan
4794,Royce Caldwell,792,2015,2018,30,62,792,12.8,4,26.4,RB,New Mexico State
4795,Scott Spellmon,792,1983,1985,33,51,792,15.5,2,24,WR,Army
4796,Tim Ware,792,1989,1992,35,49,792,16.2,3,22.6,WR,Wisconsin
4797,Bert Milliner,791,1991,1992,21,57,791,13.9,3,37.7,WR,Oklahoma State
4798,Craig Lammers,791,1985,1988,40,53,791,14.9,4,19.8,WR,Missouri
4799,Dee Wiggins,791,2018,2021,40,62,791,12.8,7,19.8,WR,Miami (FL)
4800,James Johnson,791,2009,2011,30,68,791,11.6,7,26.4,WR,Washington
