,,,,,,,,,,,Receiving,,,,,,
1627,C.J. Prosise,896,SEA,3,90,2016,Notre Dame,2013,2015,33,62,896,14.5,3,27.2,WR,Notre Dame
1628,Damon Mays,896,DAL,9,235,1991,Missouri,1989,1990,21,52,896,17.2,8,42.7,WR,Missouri
1629,Richard Rodgers,896,GNB,3,98,2014,California,2011,2013,35,59,896,15.2,2,25.6,TE,California
1630,Gary Allen,895,OTI,6,148,1982,Hawaii,1978,1981,43,73,895,12.3,5,20.8,RB,Hawaii
1631,Wali Lundy,895,HTX,6,170,2006,Virginia,2002,2005,49,114,895,7.9,9,18.3,RB,Virginia
1632,Joe Mixon,894,CIN,2,48,2017,Oklahoma,2015,2016,25,65,894,13.8,9,35.8,RB,Oklahoma
1633,Doug Marsh,892,CRD,2,33,1980,Michigan,1977,1979,33,53,892,16.8,10,27,TE,Michigan
1634,John Griffin,892,DEN,8,61,1963,Memphis,1960,1962,58,66,892,13.5,14,15.4,RB,Memphis
1635,Rich Kreitling,891,CLE,1,11,1959,Illinois,1957,1958,18,35,891,25.5,7,49.5,WR,Illinois
1636,David Morgan,890,MIN,6,188,2016,UTSA,2013,2015,26,72,890,12.4,6,34.2,TE,UTSA
1637,Steve Smith,890,OTI,16,140,1966,Michigan,1964,1965,38,58,890,15.3,2,23.4,WR,Michigan
1638,Joe Auer,888,KAN,15,120,1963,Georgia Tech,1961,1963,60,72,888,12.3,6,14.8,RB,Georgia Tech
1639,Oscar Roan,888,CLE,3,57,1975,SMU,1972,1974,33,48,888,18.5,8,26.9,TE,SMU
1640,Jesse Anderson,887,TAM,4,87,1990,Mississippi State,1987,1989,33,69,887,12.9,4,26.9,TE,Mississippi State
1641,Sedrick Irvin,886,DET,4,103,1999,Michigan State,1996,1998,34,105,886,8.4,6,26.1,RB,Michigan State
1642,Doug Wellsandt,885,CIN,8,204,1990,Washington State,1986,1989,36,75,885,11.8,5,24.6,TE,Washington State
1643,Robert Ferguson,885,GNB,2,41,2001,Texas A&M,2000,2000,10,58,885,15.3,6,88.5,WR,Texas A&M
1644,Eddie Fuller,884,BUF,4,100,1990,LSU,1986,1989,44,75,884,11.8,15,20.1,RB,LSU
1645,Dustin Johnson,883,NYJ,6,183,1998,BYU,1995,1997,35,66,883,13.4,4,25.2,RB,BYU
1646,Jay Carroll,883,TAM,7,169,1984,Minnesota,1981,1983,33,70,883,12.6,10,26.8,TE,Minnesota
1647,Larry Mialik,883,ATL,12,302,1972,Wisconsin,1969,1971,31,50,883,17.7,8,28.5,TE,Wisconsin
1648,Gerald Christian,882,CRD,7,256,2015,Louisville,2011,2014,32,64,882,13.8,10,27.6,TE,"Florida,Louisville"
1649,Kerry Locklin,882,RAM,6,145,1982,New Mexico State,1978,1981,44,63,882,14,2,20,TE,New Mexico State
1650,David LaFleur,881,DAL,1,22,1997,LSU,1993,1996,39,71,881,12.4,5,22.6,TE,LSU
1651,Lou Guy,880,NYJ,7,51,1963,Ole Miss,1960,1962,58,74,880,11.9,12,15.2,RB,Ole Miss
1652,Harvey Williams,879,KAN,1,21,1991,LSU,1986,1990,40,73,879,12,4,22,RB,LSU
1653,Pat Beach,879,CLT,6,140,1982,Washington State,1978,1981,44,61,879,14.4,5,20,TE,Washington State
1654,Tom Moore,878,KAN,,,1960,Vanderbilt,1957,1959,60,68,878,12.9,10,14.6,RB,Vanderbilt
1655,Dan Sharp,877,MIA,8,223,1985,Texas Christian,1983,1984,22,63,877,13.9,8,39.9,TE,Texas Christian
1656,Malcolm Scott,877,NYG,5,124,1983,LSU,1979,1982,44,79,877,11.1,5,19.9,TE,LSU
1657,Riley Odoms,877,DEN,1,5,1972,Houston,1969,1971,32,59,877,14.9,11,27.4,TE,Houston
1658,Jeff Smith,876,KAN,7,241,1996,Tennessee,1982,1985,44,53,876,16.5,2,19.9,TE,Tennessee
1659,Mark Pattison,876,RAI,7,188,1985,Washington,1982,1984,33,62,876,14.1,6,26.5,WR,Washington
1660,Charles Davenport,875,PIT,4,94,1992,North Carolina State,1987,1991,36,51,875,17.2,5,24.3,WR,North Carolina State
1661,Lynn James,875,CIN,5,122,1990,Arizona State,1986,1989,43,42,875,20.8,7,20.3,RB,"Arizona State,SMU"
1662,Travis Kelce,875,KAN,3,63,2013,Cincinnati,2009,2012,35,59,875,14.8,10,25,TE,Cincinnati
1663,Fred Cox,874,NYJ,28,221,1961,Pitt,1959,1961,60,62,874,14.1,6,14.6,RB,Pitt
1664,J.V. Cain,873,CRD,1,7,1974,Colorado,1971,1973,33,61,873,14.3,3,26.5,TE,Colorado
1665,Evan Rodriguez,871,CHI,4,111,2012,Temple,2009,2011,37,69,871,12.6,7,23.5,TE,Temple
1666,Kerwynn Williams,870,CLT,7,230,2013,Utah State,2009,2012,49,64,870,13.6,5,17.8,RB,Utah State
1667,Lewis Jolley,868,OTI,3,56,1972,North Carolina,1969,1971,32,52,868,16.7,10,27.1,RB,North Carolina
1668,Javin Hunter,867,RAV,6,206,2002,Notre Dame,1998,2001,45,63,867,13.8,4,19.3,WR,Notre Dame
1669,Sean Manuel,866,SFO,7,239,1996,New Mexico State,1994,1995,22,85,866,10.2,4,39.4,TE,New Mexico State
1670,Tom Donovan,866,KAN,9,230,1980,Penn State,1975,1979,42,57,866,15.2,4,20.6,WR,Penn State
1671,Al Goldstein,865,BUF,,,1960,North Carolina,1957,1959,30,46,865,18.8,4,28.8,WR,North Carolina
1672,Butch Wilson,864,RAI,6,41,1963,Alabama,1960,1962,60,62,864,13.9,6,14.4,RB,Alabama
1673,Erick All,864,CIN,4,115,2024,Iowa,2019,2023,40,75,864,11.5,5,21.6,TE,"Iowa,Michigan"
1674,Jeff Kinney,864,KAN,1,23,1972,Nebraska,1969,1971,33,82,864,10.5,3,26.2,RB,Nebraska
1675,Ron Wetzel,864,KAN,4,92,1983,Arizona State,1979,1982,45,67,864,12.9,8,19.2,TE,Arizona State
1676,Curtland Thomas,863,WAS,12,335,1984,Missouri,1980,1983,44,48,863,18,6,19.6,WR,Missouri
1677,John L. Williams,863,SEA,1,15,1986,Florida,1982,1985,39,92,863,9.4,7,22.1,RB,Florida
1678,Marion Grice,863,SDG,6,201,2014,Arizona State,2012,2013,24,91,863,9.5,14,36,RB,Arizona State
1679,Ricky Thompson,863,CLT,8,228,1976,Baylor,1973,1975,33,54,863,16,4,26.2,WR,Baylor
1680,Robert Lavette,862,DAL,4,103,1985,Georgia Tech,1981,1984,43,114,862,7.6,1,20,RB,Georgia Tech
1681,Walter White,862,PIT,3,78,1975,Maryland,1973,1974,22,54,862,16,8,39.2,TE,Maryland
1682,Zack Kuntz,862,NYJ,7,220,2023,Old Dominion,2018,2022,39,88,862,9.8,7,22.1,TE,"Old Dominion,Penn State"
1683,Arnold Franklin,861,MIA,11,303,1986,North Carolina,1982,1985,44,78,861,11,6,19.6,TE,North Carolina
1684,Kenny McIntosh,861,SEA,7,237,2023,Georgia,2019,2022,48,76,861,11.3,4,17.9,RB,Georgia
1685,Tony Stewart,861,PHI,5,147,2001,Penn State,1997,2000,45,59,861,14.6,3,19.1,TE,Penn State
1686,Chris Combs,860,OTI,4,106,1980,New Mexico,1976,1979,47,54,860,15.9,11,18.3,TE,New Mexico
1687,Dale Evans,860,DEN,6,43,1961,Kansas State,1958,1960,60,82,860,10.5,8,14.3,RB,Kansas State
1688,Marlin McKeever,860,SDG,3,23,1961,USC,1958,1960,60,60,860,14.3,4,14.3,WR,USC
1689,Mike Goodson,860,CAR,4,111,2009,Texas A&M,2006,2008,36,90,860,9.6,7,23.9,RB,Texas A&M
1690,Calvin Hill,858,DAL,1,24,1969,Yale,1966,1968,27,47,858,18.3,10,31.8,RB,Yale
1691,Harrison Davis,858,SDG,4,81,1974,Virginia,1971,1973,32,49,858,17.5,5,26.8,QB,Virginia
1692,Justin Jackson,858,SDG,7,251,2018,Northwestern,2014,2017,51,122,858,7,1,16.8,RB,Northwestern
1693,Aaron Brown,857,DET,6,192,2009,Texas Christian,2005,2008,42,81,857,10.6,5,20.4,RB,Texas Christian
1694,Ted Wheeler,857,CRD,9,227,1967,West Texas State,1964,1966,30,71,857,12.1,7,28.6,WR,West Texas State
1695,Buford McGee,856,SDG,11,286,1984,Ole Miss,1979,1983,53,112,856,7.6,4,16.2,RB,Ole Miss
1696,Chad Plummer,856,DEN,6,204,1999,Cincinnati,1995,1998,44,62,856,13.8,0,19.5,QB,Cincinnati
1697,Mark Keel,856,NWE,9,240,1983,Arizona,1981,1982,22,59,856,14.5,6,38.9,TE,Arizona
1698,George Farmer,855,CHI,3,54,1970,UCLA,1967,1969,30,50,855,17.1,6,28.5,WR,UCLA
1699,Keith Byars,855,PHI,1,10,1986,Ohio State,1982,1985,33,66,855,13,3,25.9,RB,Ohio State
1700,Anthony Hill,852,HTX,4,122,2009,North Carolina State,2005,2008,33,79,852,10.8,5,25.8,TE,North Carolina State
1701,Bob Jencks,852,BUF,5,36,1963,Miami (OH),1962,1962,20,52,852,16.4,12,42.6,WR,Miami (OH)
1702,Giovani Bernard,852,CIN,2,37,2013,North Carolina,2011,2012,23,92,852,9.3,6,37,RB,North Carolina
1703,Norwood Vann,852,RAM,10,253,1984,East Carolina,1980,1983,43,53,852,16.1,6,19.8,TE,East Carolina
1704,Owen Daniels,852,HTX,4,98,2006,Wisconsin,2002,2005,44,62,852,13.7,8,19.4,QB,Wisconsin
1705,A.J. Ofodile,851,BUF,5,158,1994,Missouri,1991,1993,27,73,851,11.7,6,31.5,TE,Missouri
1706,Evan Hull,851,CLT,5,176,2023,Northwestern,2019,2022,38,94,851,9.1,4,22.4,RB,Northwestern
1707,Kevin Williams,851,DAL,2,46,1993,Miami (FL),1990,1992,32,65,851,13.1,5,26.6,WR,Miami (FL)
1708,Carl Roaches,850,TAM,14,377,1976,Texas A&M,1972,1975,44,49,850,17.3,3,19.3,WR,Texas A&M
1709,Calvin Branch,848,RAI,6,172,1997,Colorado State,1992,1996,37,49,848,17.3,8,22.9,RB,"Colorado State,Iowa State"
1710,Johnny Robinson,846,KAN,,,1960,LSU,1957,1959,60,68,846,12.4,8,14.1,RB,LSU
1711,Michael Timpson,846,NWE,4,100,1989,Penn State,1985,1988,44,53,846,16,2,19.2,WR,Penn State
1712,Bob Christian,845,ATL,12,310,1991,Northwestern,1987,1990,38,89,845,9.5,7,22.2,RB,Northwestern
1713,Robert Turbin,845,SEA,4,106,2012,Utah State,2007,2011,38,67,845,12.6,11,22.2,RB,Utah State
1714,Earl Faison,844,SDG,1,7,1961,Indiana,1958,1960,54,52,844,16.2,12,15.6,WR,Indiana
1715,Elijah Williams,842,ATL,6,166,1998,Florida,1994,1997,44,63,842,13.4,4,19.1,RB,Florida
1716,Tim Carter,842,NYG,2,46,2002,Auburn,1999,2001,29,57,842,14.8,4,29,WR,Auburn
1717,Warren McVea,841,CIN,4,109,1968,Houston,1965,1967,30,35,841,24,8,28,RB,Houston
1718,Linzy Cole,839,CHI,9,210,1970,Texas Christian,1968,1969,20,53,839,15.8,9,42,WR,Texas Christian
1719,Irv Smith Jr.,838,MIN,2,50,2019,Alabama,2016,2018,38,58,838,14.4,10,22.1,,Alabama
1720,James Mitchell,838,DET,5,177,2022,Virginia Tech,2018,2021,38,52,838,16.1,7,22.1,,Virginia Tech
1721,Lawrence McCutcheon,838,RAM,3,70,1972,Colorado State,1969,1971,32,67,838,12.5,4,26.2,RB,Colorado State
1722,Jace Sternberger,837,GNB,3,75,2019,Texas A&M,2016,2018,23,49,837,17.1,10,36.4,TE,"Kansas,Texas A&M"
1723,Travis Hannah,837,OTI,4,102,1993,USC,1990,1992,34,51,837,16.4,2,24.6,WR,USC
1724,Andre Woolfolk,836,OTI,1,28,2003,Oklahoma,1999,2002,42,56,836,14.9,6,19.9,WR,Oklahoma
1725,Andre King,834,CLE,7,245,2001,Miami (FL),1997,2000,41,64,834,13,3,20.3,WR,Miami (FL)
1726,Antonio Gibson,834,WAS,3,66,2020,Memphis,2018,2019,28,44,834,19,10,29.8,WR,Memphis
1727,Corey Fuller,834,DET,6,171,2013,Virginia Tech,2011,2012,20,45,834,18.5,6,41.7,WR,Virginia Tech
1728,Eric Sievers,833,SDG,4,107,1981,Maryland,1977,1980,44,60,833,13.9,2,18.9,TE,Maryland
1729,Mercury Morris,832,MIA,3,63,1969,West Texas State,1966,1968,30,54,832,15.4,6,27.7,RB,West Texas State
1730,Michael Roberts,832,DET,4,127,2017,Toledo,2013,2016,35,70,832,11.9,22,23.8,TE,Toledo
1731,Norris Brown,832,MIN,8,213,1983,Georgia,1979,1982,43,44,832,18.9,10,19.3,TE,Georgia
1732,Phil Smith,831,CLT,4,85,1983,San Diego State,1981,1982,23,54,831,15.4,4,36.1,WR,San Diego State
1733,Travis Minor,831,MIA,3,85,2001,Florida State,1997,2000,44,106,831,7.8,3,18.9,RB,Florida State
1734,Justin Peelle,830,SDG,4,103,2002,Oregon,1999,2001,33,54,830,15.4,12,25.2,TE,Oregon
1735,Mike Montgomery,830,SDG,3,65,1971,Kansas State,1968,1970,31,99,830,8.4,4,26.8,WR,Kansas State
1736,Eason Ramson,828,GNB,12,312,1978,Washington State,1974,1977,44,65,828,12.7,1,18.8,TE,Washington State
1737,Greg Scales,828,NOR,5,112,1988,Wake Forest,1984,1987,44,62,828,13.4,13,18.8,WR,Wake Forest
1738,Lonnie Sanders,828,DEN,10,77,1963,Michigan State,1960,1962,54,52,828,15.9,6,15.3,DL,Michigan State
1739,Sheldon Canley,828,SFO,7,193,1991,San Jose State,1988,1990,34,84,828,9.9,3,24.4,RB,San Jose State
1740,Eric Gray,827,NYG,5,172,2023,Oklahoma,2019,2022,47,99,827,8.4,5,17.6,RB,"Oklahoma,Tennessee"
1741,Maurice Mann,827,CIN,5,149,2004,Nevada,2002,2003,20,53,827,15.6,5,41.4,WR,Nevada
1742,Arnaz Battle,826,SFO,6,197,2003,Notre Dame,1998,2002,40,63,826,13.1,5,20.7,QB,Notre Dame
1743,Frankie Neal,826,GNB,3,71,1987,,1983,1985,29,38,826,21.7,10,28.5,WR,Florida
1744,Tony Cline,825,BUF,4,131,1995,Stanford,1990,1994,45,86,825,9.6,3,18.3,TE,Stanford
1745,Billy Walik,824,PHI,11,268,1970,Villanova,1967,1969,29,47,824,17.5,10,28.4,RB,Villanova
1746,Ron Jones,824,GNB,6,134,1969,UTEP,1967,1968,19,57,824,14.5,4,43.4,TE,UTEP
1747,Isaiah McKenzie,823,DEN,5,172,2017,Georgia,2014,2016,35,60,823,13.7,7,23.5,WR,Georgia
1748,Bennie McRae,822,NWE,8,62,1962,Michigan,1959,1961,54,42,822,19.6,4,15.2,RB,Michigan
1749,Eugene Rowell,822,CLE,9,240,1990,Southern Mississippi,1987,1989,33,49,822,16.8,6,24.9,WR,Southern Mississippi
1750,Mitchell Brookins,821,BUF,4,95,1984,Illinois,1979,1983,55,51,821,16.1,11,14.9,RB,Illinois
1751,Bob Christiansen,819,RAM,5,125,1972,UCLA,1969,1971,31,51,819,16.1,6,26.4,TE,UCLA
1752,Daryl Jones,819,NYG,7,226,2002,Miami (FL),1997,2001,39,59,819,13.9,5,21,WR,Miami (FL)
1753,Maurice Drew,819,JAX,2,60,2006,UCLA,2003,2005,36,64,819,12.8,7,22.8,RB,UCLA
1754,Paul Staroba,818,CLE,3,66,1971,Michigan,1968,1970,30,58,818,14.1,4,27.3,WR,Michigan
1755,Zach Gentry,817,PIT,5,141,2019,Michigan,2016,2018,33,49,817,16.7,4,24.8,,Michigan
1756,Jim Houston,816,BUF,,,1960,Ohio State,1957,1959,54,34,816,24,8,15.1,WR,Ohio State
1757,Johnny Mitchell,816,NYJ,1,15,1992,Nebraska,1990,1991,21,42,816,19.4,12,38.9,WR,Nebraska
1758,Jeremy Shockey,815,NYG,1,14,2002,Miami (FL),2000,2001,21,61,815,13.4,10,38.8,TE,Miami (FL)
1759,David Givens,814,NWE,7,253,2002,Notre Dame,1998,2001,44,72,814,11.3,3,18.5,WR,Notre Dame
1760,Gary Henson,814,OTI,28,223,1962,Colorado,1959,1960,40,38,814,21.4,8,20.4,WR,Colorado
1761,Royce Freeman,814,DEN,3,71,2018,Oregon,2014,2017,51,79,814,10.3,4,16,RB,Oregon
1762,Mark Jackson,810,DEN,6,161,1986,Purdue,1983,1985,33,51,810,15.9,6,24.5,WR,Purdue
1763,Chris Roberson,808,JAX,7,237,2005,Eastern Michigan,2001,2004,46,97,808,8.3,10,17.6,RB,Eastern Michigan
1764,Jalen Camp,808,JAX,6,209,2021,Georgia Tech,2016,2020,50,48,808,16.8,5,16.2,,Georgia Tech
1765,Martrez Milner,808,ATL,4,133,2007,Georgia,2003,2006,48,49,808,16.5,5,16.8,TE,Georgia
1766,Juwann Winfree,807,DEN,6,187,2019,Colorado,2014,2018,28,60,807,13.5,6,28.8,WR,"Colorado,Maryland"
1767,Bijan Robinson,805,ATL,1,8,2023,Texas,2020,2022,31,60,805,13.4,8,26,RB,Texas
1768,Nick Muse,805,MIN,7,227,2022,South Carolina,2019,2021,31,67,805,12,3,26,TE,South Carolina
1769,Steve Slaton,805,HTX,3,89,2008,West Virginia,2005,2007,36,65,805,12.4,5,22.4,RB,West Virginia
1770,Darryl Clack,803,DAL,2,33,1986,Arizona State,1982,1985,36,68,803,11.8,3,22.3,RB,Arizona State
1771,Earl Cooper,802,SFO,1,13,1980,Rice,1976,1979,44,101,802,7.9,6,18.2,RB,Rice
1772,Jeff Campbell,802,DET,5,118,1990,Colorado,1986,1989,43,28,802,28.6,1,18.7,WR,Colorado
1773,Sam Rogers,802,RAM,6,206,2017,Virginia Tech,2013,2016,51,72,802,11.1,7,15.7,FB,Virginia Tech
1774,Gordon Bowdell,801,CLT,7,182,1971,Michigan State,1968,1970,30,52,801,15.4,5,26.7,TE,Michigan State
1775,Jeff Moore,799,RAM,3,58,1979,Tennessee,1975,1978,45,46,799,17.4,4,17.8,KR,Tennessee
1776,Tony Hunt,799,PHI,3,90,2007,Penn State,2003,2006,45,88,799,9.1,3,17.8,RB,Penn State
1777,Johnny Burrell,798,KAN,25,195,1962,Rice,1960,1961,40,54,798,14.8,8,20,WR,Rice
1778,Ken Graham,798,SDG,13,104,1964,Washington State,1961,1963,60,68,798,11.7,0,13.3,RB,Washington State
1779,Mike Garrett,798,KAN,20,178,1966,USC,1963,1965,60,72,798,11.1,8,13.3,RB,USC
1780,Shaun Alexander,798,SEA,1,19,2000,Alabama,1996,1999,42,62,798,12.9,8,19,RB,Alabama
1781,Sonny Davis,798,DEN,4,27,1961,Baylor,1958,1960,60,64,798,12.5,6,13.3,WR,Baylor
1782,Greg Lewis,797,DEN,5,115,1991,Washington,1987,1990,44,79,797,10.1,2,18.1,RB,Washington
1783,Jason Witten,797,DAL,3,69,2003,Tennessee,2000,2002,36,68,797,11.7,7,22.1,TE,Tennessee
1784,Gale Sayers,796,KAN,1,5,1965,Kansas,1962,1964,60,70,796,11.4,2,13.3,RB,Kansas
1785,Harold Green,796,CIN,2,38,1990,South Carolina,1986,1989,43,85,796,9.4,2,18.5,RB,South Carolina
1786,Napoleon McCallum,796,RAI,4,108,1986,Navy,1981,1985,55,96,796,8.3,2,14.5,RB,Navy
1787,Chris Rainey,795,PIT,5,159,2012,Florida,2007,2011,53,69,795,11.5,6,15,RB,Florida
1788,Willis Adams,795,CLE,1,20,1979,Houston,1977,1978,22,44,795,18.1,7,36.1,WR,Houston
1789,Cleveland Gary,794,RAM,1,26,1989,Miami (FL),1984,1988,39,68,794,11.7,6,20.4,RB,"Georgia,Miami (FL)"
1790,Chris Ogbonnaya,792,RAM,7,211,2009,Texas,2005,2008,47,75,792,10.6,3,16.9,RB,Texas
1791,Jeff Heuerman,792,DEN,3,92,2015,Ohio State,2011,2014,47,52,792,15.2,7,16.9,TE,Ohio State
1792,Lee Smith,791,NWE,5,159,2011,Marshall,2007,2010,48,75,791,10.5,3,16.5,TE,Marshall
1793,Devin Asiasi,789,NWE,3,91,2020,UCLA,2016,2019,34,52,789,15.2,6,23.2,TE,"Michigan,UCLA"
1794,Everett Gay,789,DAL,5,124,1987,Texas,1983,1986,24,49,789,16.1,2,32.9,WR,Texas
1795,Kellen Davis,789,CHI,5,158,2008,Michigan State,2004,2007,42,60,789,13.2,9,18.8,TE,Michigan State
1796,Cameron Latu,787,SFO,3,101,2023,Alabama,2018,2022,50,56,787,14.1,12,15.7,LB,Alabama
1797,Charles Arbuckle,786,NOR,5,125,1990,UCLA,1986,1989,44,72,786,10.9,4,17.9,TE,UCLA
1798,Don McCauley,786,CLT,1,22,1971,North Carolina,1968,1970,31,52,786,15.1,5,25.4,RB,North Carolina
1799,Jalen Brooks,785,DAL,7,244,2023,South Carolina,2020,2022,24,58,785,13.5,2,32.7,WR,South Carolina
1800,Bucky Irving,785,TAM,4,125,2024,Oregon,2021,2023,39,95,785,8.3,5,20.1,RB,"Minnesota,Oregon"
