,,,,,,Rushing,,,,,,
3257,Jim Kirby,1083,1970,1971,23,200,1083,5.4,12,47.1,RB,Long Beach State
3258,Kaelon Black,1083,2022,2024,26,229,1083,4.7,5,41.7,RB,"Indiana,James Madison"
3259,Michael Smith,1083,1991,1994,45,249,1083,4.3,6,24.1,RB,Georgia Tech
3260,Mike Navarro,1083,1970,1972,32,234,1083,4.6,3,33.8,RB,Illinois
3261,Sam Maldonado,1083,2000,2004,32,250,1083,4.3,9,33.8,RB,"Maryland,Ohio State"
3262,Bobby Booker,1082,1981,1985,43,167,1082,6.5,14,25.2,RB,Tulsa
3263,Jim Albert,1082,1962,1963,20,210,1082,5.2,11,54.1,RB,Ohio
3264,Kenan Christon,1082,2019,2024,38,245,1082,4.4,3,28.5,RB,"San Diego State,USC"
3265,Marius Johnson,1082,1992,1995,37,259,1082,4.2,6,29.2,RB,Arkansas
3266,Sylvester Monroe,1082,1975,1976,22,256,1082,4.2,6,49.2,RB,Dayton
3267,Malik Dunner,1081,2016,2019,46,175,1081,6.2,15,23.5,RB,Ball State
3268,Angelo Dabiero,1080,1959,1961,30,208,1080,5.2,4,36,RB,Notre Dame
3269,Bubba Brown,1080,1968,1969,20,215,1080,5,5,54,RB,Stanford
3270,Chip Rives,1080,1984,1987,43,247,1080,4.4,9,25.1,RB,Wake Forest
3271,Christian Gibson,1080,2015,2019,39,199,1080,5.4,9,27.7,RB,New Mexico State
3272,Clarence Robison,1080,1976,1979,44,281,1080,3.8,10,24.5,RB,Southern Illinois
3273,Dallas Wiggins,1080,1978,1982,40,223,1080,4.8,5,27,RB,Houston
3274,Ricky Reeves,1080,1979,1981,20,156,1080,6.9,6,54,RB,East Tennessee State
3275,Wes Brown,1080,2012,2016,38,297,1080,3.6,11,28.4,RB,Maryland
3276,Alvin Parker,1079,1980,1981,20,190,1079,5.7,10,54,RB,Appalachian State
3277,Dan Duddridge,1079,1979,1980,22,287,1079,3.8,8,49,RB,Long Beach State
3278,Gerald Johnson,1079,1983,1986,42,226,1079,4.8,8,25.7,RB,Utah
3279,Peyton Ramsey,1079,2017,2020,41,384,1079,2.8,17,26.3,QB,"Indiana,Northwestern"
3280,Ricky Floyd,1079,1978,1981,44,229,1079,4.7,18,24.5,RB,Southern Mississippi
3281,Charlie Brewer,1078,2017,2022,50,471,1078,2.3,22,21.6,QB,"Baylor,Liberty,Utah"
3282,Ralph Thompson,1078,1969,1970,20,228,1078,4.7,10,53.9,RB,West Texas State
3283,Raymond Sanders,1078,2010,2012,29,233,1078,4.6,8,37.2,RB,Kentucky
3284,Sundiata Patterson,1078,1990,1992,30,234,1078,4.6,9,35.9,RB,Iowa State
3285,Walt Wingard,1077,1972,1974,33,324,1077,3.3,12,32.6,RB,Dayton
3286,Chuck Clancy,1076,1973,1976,44,234,1076,4.6,8,24.5,RB,Southern Mississippi
3287,George Heath,1076,1973,1976,44,255,1076,4.2,7,24.5,RB,Virginia Tech
3288,Jeff Chaney,1076,1997,2000,44,234,1076,4.6,10,24.5,RB,Florida State
3289,Kelly Phelps,1076,1978,1982,44,219,1076,4.9,15,24.5,QB,Oklahoma
3290,Kyron Drones,1076,2021,2024,24,226,1076,4.8,9,44.8,QB,"Baylor,Virginia Tech"
3291,Levell Quiller,1076,1978,1979,21,268,1076,4,7,51.2,RB,Pacific
3292,Tyrone Jackson,1076,1987,1990,33,270,1076,4,11,32.6,RB,North Carolina State
3293,Van Heflin,1076,1978,1981,44,386,1076,2.8,10,24.5,QB,Vanderbilt
3294,Brett Knecht,1075,1977,1979,31,239,1075,4.5,5,34.7,RB,Northwestern State
3295,Robert Mimbs,1075,1982,1984,30,245,1075,4.4,7,35.8,RB,Kansas
3296,Steve Bisceglia,1075,1971,1972,22,205,1075,5.2,11,48.9,RB,Alabama
3297,Thomas Clayton,1075,2002,2006,29,232,1075,4.6,7,37.1,RB,"Florida State,Kansas State"
3298,Bill Berry,1074,1971,1973,30,254,1074,4.2,3,35.8,RB,Air Force
3299,Damon Bullock,1074,2011,2014,35,290,1074,3.7,4,30.7,RB,Iowa
3300,Marvin Cox,1074,1988,1990,33,232,1074,4.6,5,32.5,RB,Memphis
3301,Melvin Blue,1074,1995,1997,23,220,1074,4.9,11,46.7,RB,Utah State
3302,Paul Miles,1074,1983,1985,26,156,1074,6.9,9,41.3,RB,Nebraska
3303,Deon Strother,1073,1990,1993,46,227,1073,4.7,14,23.3,RB,USC
3304,Marcus Jones,1073,2015,2019,51,210,1073,5.1,9,21,RB,Northern Illinois
3305,Mark Olford,1073,1991,1995,41,321,1073,3.3,11,26.2,WR,Oregon State
3306,CJ Beasley,1072,2020,2024,36,230,1072,4.7,8,29.8,RB,"Coastal Carolina,Georgia State"
3307,Harry Gonso,1072,1967,1969,30,473,1072,2.3,10,35.7,QB,Indiana
3308,Brendon Lewis,1071,2020,2024,32,305,1071,3.5,8,33.5,QB,"Colorado,Nevada"
3309,Don Martin,1071,1969,1970,18,279,1071,3.8,8,59.5,RB,Yale
3310,John Faller,1071,1968,1970,30,245,1071,4.4,10,35.7,RB,Buffalo
3311,Peyton Barber,1071,2014,2015,19,248,1071,4.3,13,56.4,RB,Auburn
3312,John Cook,1070,1961,1963,30,189,1070,5.7,7,35.7,RB,Furman
3313,Pat Shed,1070,2010,2011,17,217,1070,4.9,4,62.9,RB,UAB
3314,Tim Campbell,1070,1977,1980,44,254,1070,4.2,5,24.3,RB,Marshall
3315,Tom Clements,1070,1972,1974,31,270,1070,4,12,34.5,QB,Notre Dame
3316,Tony Burton,1070,1995,1996,23,228,1070,4.7,7,46.5,RB,Nevada-Las Vegas
3317,Don Barrows,1069,1965,1967,27,290,1069,3.7,8,39.6,RB,Yale
3318,Michael Welch,1069,1990,1992,33,292,1069,3.7,12,32.4,RB,Southern Mississippi
3319,Ted Colna,1069,1956,1958,26,233,1069,4.6,3,41.1,RB,George Washington
3320,Treyvon Hughes,1069,2015,2019,45,265,1069,4,13,23.8,RB,UTEP
3321,DeAngelo Evans,1068,1996,1999,16,205,1068,5.2,18,66.8,RB,Nebraska
3322,Ed Farmer,1068,1971,1973,33,251,1068,4.3,3,32.4,RB,Villanova
3323,Joe Wade,1068,1972,1974,33,294,1068,3.6,4,32.4,RB,Western Michigan
3324,Orlando Brown,1068,1982,1984,33,250,1068,4.3,12,32.4,RB,Indiana
3325,Shawne Alston,1068,2009,2012,37,234,1068,4.6,19,28.9,RB,West Virginia
3326,J.C. Chadband,1067,1973,1974,22,209,1067,5.1,10,48.5,RB,Idaho
3327,Marcus Woods,1067,2004,2007,38,236,1067,4.5,7,28.1,RB,Missouri
3328,Neal Miller,1067,1973,1975,27,232,1067,4.6,3,39.5,RB,Harvard
3329,Nealon Greene,1067,1994,1997,39,336,1067,3.2,7,27.4,QB,Clemson
3330,Jaylon Jackson,1066,2022,2024,29,245,1066,4.4,4,36.8,RB,"Eastern Michigan,Iowa State"
3331,Matt Austin,1066,2001,2005,44,240,1066,4.4,7,24.2,RB,UTEP
3332,McKenzie Milton,1066,2016,2021,39,316,1066,3.4,20,27.3,QB,"Florida State,UCF"
3333,Rafael Denson,1066,1991,1994,43,266,1066,4,5,24.8,WR,Oklahoma State
3334,Chris Coyer,1065,2010,2013,32,192,1065,5.5,5,33.3,QB,Temple
3335,Courtney Tennial,1065,2006,2008,25,216,1065,4.9,21,42.6,RB,Tulsa
3336,Ken Mandeville,1065,1978,1980,33,261,1065,4.1,13,32.3,RB,Syracuse
3337,Russell Vollmer,1065,1960,1963,39,239,1065,4.5,22,27.3,QB,Memphis
3338,Bryan Carpenter,1064,1987,1989,33,170,1064,6.3,7,32.2,RB,Nebraska
3339,Kendrick Foster,1064,2015,2017,31,214,1064,5,9,34.3,RB,Illinois
3340,Roddy Osborne,1064,1956,1957,20,262,1064,4.1,13,53.2,QB,Texas A&M
3341,Terell West,1064,2016,2019,42,199,1064,5.3,10,25.3,RB,Middle Tennessee State
3342,Waymon Hamilton,1064,1980,1983,46,218,1064,4.9,29,23.1,RB,BYU
3343,Justin Willis,1063,2006,2008,33,316,1063,3.4,6,32.2,QB,SMU
3344,Steve Treuting,1063,1972,1975,33,327,1063,3.3,9,32.2,RB,Tulane
3345,Buddy Allen,1062,1958,1959,21,167,1062,6.4,10,50.6,RB,Utah State
3346,Damaris Johnson,1062,2008,2010,39,122,1062,8.7,8,27.2,WR,Tulsa
3347,David Puk,1062,1982,1985,44,233,1062,4.6,7,24.1,RB,Minnesota
3348,James Tolbert,1062,1978,1981,44,240,1062,4.4,6,24.1,RB,Arkansas
3349,Terry Wilson,1062,2018,2021,33,307,1062,3.5,11,32.2,QB,"Kentucky,New Mexico"
3350,Butch Caldwell,1061,1972,1976,44,330,1061,3.2,12,24.1,QB,Iowa
3351,Ernie Zuberer,1061,1962,1964,30,257,1061,4.1,9,35.4,RB,Furman
3352,Paul Loughran,1061,1971,1972,18,233,1061,4.6,9,58.9,RB,Temple
3353,Duane Taylor,1060,1973,1977,36,228,1060,4.6,10,29.4,RB,Penn State
3354,Erick Jackson,1060,2003,2006,37,267,1060,4,9,28.6,RB,Nevada-Las Vegas
3355,Jack Hart,1060,1956,1958,30,268,1060,4,9,35.3,RB,California
3356,Marquis Williams,1060,1993,1993,11,250,1060,4.2,5,96.4,RB,Arkansas State
3357,Mike Bomgardner,1060,1972,1974,33,258,1060,4.1,6,32.1,RB,Duke
3358,Peytton Pickett,1060,2018,2020,35,225,1060,4.7,17,30.3,RB,Liberty
3359,Phil Blatcher,1060,1978,1981,41,213,1060,5,10,25.9,RB,Iowa
3360,Aaron Youngblood,1059,1960,1962,29,178,1059,5.9,7,36.5,RB,Pacific
3361,C'Bo Flemister,1059,2018,2023,49,248,1059,4.3,14,21.6,RB,"Notre Dame,Pitt"
3362,Dave Bennett,1059,1966,1968,29,233,1059,4.5,14,36.5,RB,Boston College
3363,Jess Willis,1059,1964,1965,21,222,1059,4.8,10,50.4,RB,Colorado State
3364,Marvin Lampkin,1059,1989,1992,36,256,1059,4.1,5,29.4,RB,Iowa
3365,Paul Barbee,1059,1956,1958,26,267,1059,4,10,40.7,RB,Davidson
3366,Demitri Kornegay,1058,1975,1978,42,330,1058,3.2,12,25.2,RB,Richmond
3367,Jeff Dankworth,1058,1974,1976,22,201,1058,5.3,15,48.1,QB,UCLA
3368,Ken Bolin,1058,1959,1961,30,174,1058,6.1,9,35.3,RB,Houston
3369,Ryan Montgomery,1058,2019,2023,55,198,1058,5.3,11,19.2,RB,Cincinnati
3370,Woody Petchel,1058,1973,1975,33,257,1058,4.1,6,32.1,RB,Penn State
3371,Hershel Dennis,1057,2002,2007,46,237,1057,4.5,7,23,RB,USC
3372,Jarod Bryant,1057,2005,2008,35,254,1057,4.2,11,30.2,QB,Navy
3373,Ryan Brumfield,1057,2011,2014,43,264,1057,4,10,24.6,RB,Eastern Michigan
3374,Vad Lee,1057,2012,2013,25,278,1057,3.8,17,42.3,QB,Georgia Tech
3375,Artis Dixon,1056,1976,1977,22,230,1056,4.6,12,48,RB,Cal State Fullerton
3376,Carson Fields,1056,1994,1995,19,225,1056,4.7,5,55.6,RB,Louisiana-Monroe
3377,Eric Powell,1056,1998,1999,19,303,1056,3.5,5,55.6,RB,Eastern Michigan
3378,John Traynham,1056,1958,1961,40,227,1056,4.7,5,26.4,RB,Virginia Military Institute
3379,Johnny Johnson,1056,1966,1968,29,229,1056,4.6,6,36.4,RB,Southern Mississippi
3380,Anthony Lacoste,1055,2010,2013,33,150,1055,7,7,32,DB,Air Force
3381,Billy Moore,1055,1960,1962,30,250,1055,4.2,6,35.2,QB,Arkansas
3382,Glenn Freitas,1055,1993,1996,40,303,1055,3.5,20,26.4,QB,Hawaii
3383,Ollie Brown,1055,1973,1976,44,206,1055,5.1,8,24,RB,San Diego State
3384,Steve Brown,1055,1971,1972,22,244,1055,4.3,8,48,RB,Wyoming
3385,William Prince,1055,1989,1992,33,192,1055,5.5,12,32,RB,Mississippi State
3386,Reggie Branch,1054,1982,1984,32,232,1054,4.5,5,32.9,RB,East Carolina
3387,Callian Thomas,1053,1988,1991,44,235,1053,4.5,7,23.9,RB,Army
3388,Jason Peters,1053,2005,2006,24,214,1053,4.9,7,43.9,RB,UCF
3389,Jimmie Johnson,1053,1985,1988,34,282,1053,3.7,11,31,RB,Eastern Michigan
3390,Phil Spooner,1053,1962,1965,30,261,1053,4,9,35.1,RB,Florida State
3391,Cameron Reynolds,1052,1992,1995,44,202,1052,5.2,12,23.9,RB,Oregon State
3392,Joe Hill,1052,2011,2014,37,221,1052,4.8,13,28.4,RB,Utah State
3393,Keith Smith,1052,1996,1999,43,284,1052,3.7,15,24.5,QB,Arizona
3394,Willie Lewis,1052,1986,1989,40,225,1052,4.7,11,26.3,RB,East Carolina
3395,Dan Pike,1051,1967,1969,30,285,1051,3.7,8,35,RB,Navy
3396,Lance Olander,1051,1977,1980,39,218,1051,4.8,2,26.9,RB,Colorado
3397,Al Namanny,1050,1968,1969,19,252,1050,4.2,10,55.3,RB,Pacific
3398,Brett Payne,1050,1987,1989,33,252,1050,4.2,5,31.8,RB,Utah State
3399,Velton Gardner,1050,2019,2024,39,237,1050,4.4,6,26.9,RB,"Kansas,SMU,Texas"
3400,Bill Thompson,1049,1960,1962,28,212,1049,4.9,9,37.5,RB,Rutgers
