,,,,,,,,,,,Rushing,,,,,,
1044,Randy Baldwin,1612,MIN,4,92,1991,Ole Miss,1989,1990,22,270,1612,6,20,73.3,RB,Ole Miss
1045,Andy Dalton,1611,CIN,2,35,2011,Texas Christian,2007,2010,50,413,1611,3.9,22,32.2,QB,Texas Christian
1046,Harry Wilson,1610,PHI,3,68,1967,Nebraska,1964,1966,30,318,1610,5.1,10,53.7,RB,Nebraska
1047,Kellen Mond,1608,MIN,3,66,2021,Texas A&M,2017,2020,47,438,1608,3.7,22,34.2,QB,Texas A&M
1048,John Skibinski,1605,CHI,6,139,1978,Purdue,1975,1977,33,339,1605,4.7,8,48.6,RB,Purdue
1049,Tom Watkins,1605,RAI,8,58,1961,Iowa State,1958,1960,30,344,1605,4.7,16,53.5,RB,Iowa State
1050,Stanford Jennings,1601,CIN,3,65,1984,,1980,1981,21,260,1601,6.2,15,76.2,RB,Furman
1051,Ken Hill,1594,RAI,8,194,1980,Yale,1977,1979,27,356,1594,4.5,7,59,RB,Yale
1052,Tony Jordan,1593,CRD,5,132,1988,Kansas State,1984,1987,37,427,1593,3.7,9,43.1,RB,Kansas State
1053,Marc Edwards,1591,SFO,2,55,1997,Notre Dame,1993,1996,41,311,1591,5.1,27,38.8,RB,Notre Dame
1054,Mike Pruitt,1588,CLE,1,7,1976,Purdue,1973,1975,33,351,1588,4.5,6,48.1,RB,Purdue
1055,Marshall Johnson,1587,CLT,4,80,1975,Houston,1972,1974,33,262,1587,6.1,9,48.1,RB,Houston
1056,Cam Newton,1586,CAR,1,1,2011,Auburn,2007,2010,20,285,1586,5.6,24,79.3,QB,"Auburn,Florida"
1057,Darius Jackson,1586,DAL,6,216,2016,Eastern Michigan,2012,2015,43,321,1586,4.9,17,36.9,RB,Eastern Michigan
1058,Allen Bradford,1585,TAM,6,187,2011,USC,2006,2010,52,267,1585,5.9,16,30.5,RB,USC
1059,Carl Ward,1585,CLE,4,83,1967,Michigan,1964,1966,29,331,1585,4.8,12,54.7,RB,Michigan
1060,William Harris,1585,ATL,13,329,1968,Colorado,1965,1967,30,330,1585,4.8,6,52.8,RB,Colorado
1061,Earl Cooper,1583,SFO,1,13,1980,Rice,1976,1979,44,407,1583,3.9,15,36,RB,Rice
1062,Kenny McIntosh,1582,SEA,7,237,2023,Georgia,2019,2022,48,280,1582,5.7,16,33,RB,Georgia
1063,Snoop Conner,1580,JAX,5,154,2022,Ole Miss,2019,2021,35,304,1580,5.2,26,45.1,RB,Ole Miss
1064,Tony Cherry,1575,SFO,9,240,1986,Oregon,1984,1985,21,298,1575,5.3,14,75,RB,Oregon
1065,John Kelly,1573,RAM,6,176,2018,Tennessee,2015,2017,33,327,1573,4.8,15,47.7,RB,Tennessee
1066,Jonathan Linton,1573,BUF,5,131,1998,North Carolina,1994,1997,44,399,1573,3.9,14,35.8,RB,North Carolina
1067,Colt McCoy,1571,CLE,3,85,2010,Texas,2006,2009,53,447,1571,3.5,20,29.6,QB,Texas
1068,Terry Dillon,1569,RAI,18,137,1963,Montana,1960,1962,28,320,1569,4.9,13,56,RB,Montana
1069,Lloyd Pate,1567,BUF,12,287,1969,Cincinnati,1966,1968,29,418,1567,3.7,9,54,RB,Cincinnati
1070,Rudi Johnson,1567,CIN,4,100,2001,Auburn,2000,2000,12,324,1567,4.8,13,130.6,RB,Auburn
1071,Earl Gros,1564,OTI,2,15,1962,LSU,1959,1961,60,354,1564,4.4,10,26.1,RB,LSU
1072,Andrew Jones,1563,NOR,3,60,1975,Washington State,1972,1974,33,333,1563,4.7,11,47.4,RB,Washington State
1073,Hokie Gajan,1563,NOR,10,249,1981,LSU,1977,1980,42,363,1563,4.3,6,37.2,RB,LSU
1074,Pat McNeil,1563,KAN,17,472,1976,Baylor,1972,1975,43,300,1563,5.2,8,36.3,RB,Baylor
1075,Donovan McNabb,1561,PHI,1,2,1999,Syracuse,1995,1998,45,465,1561,3.4,19,34.7,QB,Syracuse
1076,Angelo Coia,1558,NYJ,,,1960,USC,1956,1959,58,316,1558,4.9,6,26.9,RB,"The Citadel,USC"
1077,Kenny Hilliard,1557,HTX,7,235,2015,LSU,2011,2014,48,302,1557,5.2,27,32.4,RB,LSU
1078,John Brockington,1556,GNB,1,9,1971,Ohio State,1968,1970,24,355,1556,4.4,22,64.8,RB,Ohio State
1079,Corey Dillon,1555,CIN,2,43,1997,Washington,1996,1996,11,271,1555,5.7,22,141.4,RB,Washington
1080,Mike Richardson,1555,OTI,7,171,1969,SMU,1966,1968,30,340,1555,4.6,8,51.8,RB,SMU
1081,Kenny Gainwell,1550,PHI,5,150,2021,Memphis,2018,2019,18,235,1550,6.6,14,86.1,RB,Memphis
1082,Rex Kern,1550,CLT,10,260,1971,Ohio State,1968,1970,25,320,1550,4.8,24,62,QB,Ohio State
1083,Maurice Turner,1549,MIN,12,325,1983,Utah State,1979,1982,44,404,1549,3.8,10,35.2,RB,Utah State
1084,Latin Berry,1548,RAM,3,78,1990,Oregon,1986,1989,41,340,1548,4.6,11,37.8,RB,Oregon
1085,Victor Floyd,1548,SDG,11,287,1989,Florida State,1985,1988,35,265,1548,5.8,12,44.2,RB,Florida State
1086,John Holifield,1544,CIN,12,328,1987,West Virginia,1983,1986,29,373,1544,4.1,13,53.2,RB,West Virginia
1087,Scott Laidlaw,1543,DAL,14,356,1975,Stanford,1972,1974,33,349,1543,4.4,9,46.8,RB,Stanford
1088,Sam Cunningham,1541,NWE,1,11,1973,USC,1970,1972,33,326,1541,4.7,19,46.7,RB,USC
1089,Tom Sullivan,1541,PHI,15,378,1972,Miami (FL),1969,1971,32,385,1541,4,2,48.2,RB,Miami (FL)
1090,Randy Jackson,1540,BUF,4,79,1972,Wichita State,1968,1971,34,356,1540,4.3,16,45.3,RB,Wichita State
1091,Earnest Jackson,1539,SDG,8,202,1983,Texas A&M,1979,1982,41,326,1539,4.7,5,37.5,RB,Texas A&M
1092,Cleveland Franklin,1538,PHI,8,202,1977,Baylor,1973,1976,44,310,1538,5,12,35,RB,Baylor
1093,Billy Waddy,1537,RAM,2,50,1977,Colorado,1973,1976,44,298,1537,5.2,12,34.9,RB,Colorado
1094,Josh Ashton,1536,NWE,9,209,1971,Tulsa,1969,1970,20,427,1536,3.6,11,76.8,RB,Tulsa
1095,Sam Scarber,1531,DAL,3,69,1971,New Mexico,1968,1970,30,374,1531,4.1,16,51,RB,New Mexico
1096,Butler By'not'e,1530,DEN,7,212,1994,Ohio State,1990,1993,39,336,1530,4.6,11,39.2,RB,Ohio State
1097,Lynn Bowden Jr.,1530,RAI,3,80,2020,Kentucky,2017,2019,39,206,1530,7.4,13,39.2,WR,Kentucky
1098,Wilbur Jackson,1529,SFO,1,9,1974,Alabama,1971,1973,33,212,1529,7.2,17,46.3,RB,Alabama
1099,Lawrence Gaines,1528,DET,1,16,1976,Wyoming,1972,1975,44,318,1528,4.8,6,34.7,RB,Wyoming
1100,Deejay Dallas,1527,SEA,4,144,2020,Miami (FL),2017,2019,35,265,1527,5.8,17,43.6,RB,Miami (FL)
1101,Lee Roy Caffey,1522,OTI,4,25,1963,Texas A&M,1960,1962,60,362,1522,4.2,4,25.4,RB,Texas A&M
1102,Zachary Dixon,1522,DEN,11,297,1979,Temple,1977,1978,22,312,1522,4.9,12,69.2,RB,Temple
1103,Ian Book,1518,NOR,4,133,2021,Notre Dame,2016,2020,48,360,1518,4.2,17,31.6,,Notre Dame
1104,Rob Konrad,1516,MIA,2,43,1999,Syracuse,1995,1998,44,295,1516,5.1,20,34.5,RB,Syracuse
1105,Anthony Johnson,1512,CLT,2,36,1990,Notre Dame,1986,1989,45,358,1512,4.2,32,33.6,RB,Notre Dame
1106,Bo Scarbrough,1512,DAL,7,236,2018,Alabama,2015,2017,34,267,1512,5.7,20,44.5,RB,Alabama
1107,Calvin Hill,1512,DAL,1,24,1969,Yale,1966,1968,27,319,1512,4.7,14,56,RB,Yale
1108,Drew Stanton,1512,DET,2,43,2007,Michigan State,2003,2006,45,332,1512,4.6,15,33.6,QB,Michigan State
1109,Preston Ridlehuber,1510,NYJ,19,168,1966,Georgia,1963,1965,60,530,1510,2.8,16,25.2,QB,Georgia
1110,B.J. Askew,1509,NYJ,3,85,2003,Michigan,1999,2002,46,334,1509,4.5,17,32.8,RB,Michigan
1111,Reggie Brooks,1508,WAS,2,45,1993,Notre Dame,1989,1992,43,198,1508,7.6,15,35.1,RB,Notre Dame
1112,James Cook,1503,BUF,2,63,2022,Georgia,2018,2021,50,230,1503,6.5,14,30.1,RB,Georgia
1113,Kenyan Drake,1495,MIA,3,73,2016,Alabama,2012,2015,41,233,1495,6.4,18,36.5,RB,Alabama
1114,Chuck Levy,1493,CRD,2,38,1994,Arizona,1991,1993,29,358,1493,4.2,19,51.5,QB,Arizona
1115,Billy Lothridge,1492,RAI,12,95,1964,Georgia Tech,1961,1963,60,596,1492,2.5,30,24.9,QB,Georgia Tech
1116,James McAlister,1492,RAI,6,148,1974,UCLA,1972,1973,22,281,1492,5.3,17,67.8,RB,UCLA
1117,Marvin Sims,1492,CLT,12,324,1980,Clemson,1977,1979,31,305,1492,4.9,4,48.1,RB,Clemson
1118,Alex Hawkins,1491,GNB,2,13,1959,South Carolina,1956,1958,30,339,1491,4.4,11,49.7,RB,South Carolina
1119,Joshua Jacobs,1491,RAI,1,24,2019,Alabama,2016,2018,42,251,1491,5.9,16,35.5,RB,Alabama
1120,Sammy Johnson,1490,SFO,4,90,1974,North Carolina,1972,1973,22,286,1490,5.2,12,67.7,RB,North Carolina
1121,Jack Lentz,1487,DEN,16,399,1967,Holy Cross,1964,1966,20,323,1487,4.6,13,74.4,QB,Holy Cross
1122,Nuu Faaola,1487,NYJ,9,245,1986,Hawaii,1982,1985,45,304,1487,4.9,12,33,RB,Hawaii
1123,Corey Harris,1486,OTI,3,77,1992,Vanderbilt,1988,1991,44,297,1486,5,6,33.8,RB,Vanderbilt
1124,Lionel Gates,1486,BUF,7,236,2005,Louisville,2001,2004,37,319,1486,4.7,20,40.2,RB,Louisville
1125,Gene Foster,1482,SDG,10,78,1965,Arizona State,1962,1964,58,346,1482,4.3,14,25.6,RB,Arizona State
1126,Bob Campbell,1480,PIT,4,82,1969,Penn State,1966,1968,30,242,1480,6.1,14,49.3,RB,Penn State
1127,Curtis Brown,1480,BUF,3,59,1977,Missouri,1975,1976,22,282,1480,5.2,8,67.3,RB,Missouri
1128,Jonathon Brooks,1479,CAR,2,46,2024,Texas,2021,2023,23,238,1479,6.2,16,64.3,RB,Texas
1129,Claude King,1478,DEN,,,1960,Houston,1957,1959,58,268,1478,5.5,10,25.5,RB,Houston
1130,Kyler Murray,1478,CRD,1,1,2019,Oklahoma,2015,2018,29,207,1478,7.1,13,51,QB,"Oklahoma,Texas A&M"
1131,Dick Davis,1477,CLE,12,306,1969,Nebraska,1966,1968,30,349,1477,4.2,4,49.2,RB,Nebraska
1132,Ron Davenport,1477,MIA,6,167,1985,Louisville,1981,1984,44,369,1477,4,16,33.6,RB,Louisville
1133,Roy Shivers,1468,CRD,19,264,1965,Utah State,1964,1965,15,216,1468,6.8,18,97.9,RB,Utah State
1134,Reggie Brown,1465,ATL,4,95,1982,Oregon,1980,1981,22,348,1465,4.2,4,66.6,RB,Oregon
1135,Jimmy Smith,1463,WAS,4,102,1984,,1979,1981,33,358,1463,4.1,15,44.3,RB,Purdue
1136,Warren McVea,1461,CIN,4,109,1968,Houston,1965,1967,30,317,1461,4.6,9,48.7,RB,Houston
1137,Sam Price,1458,MIA,11,92,1966,Illinois,1963,1965,56,398,1458,3.7,12,26,RB,Illinois
1138,Jim Carter,1457,GNB,3,68,1970,Minnesota,1967,1969,30,359,1457,4.1,20,48.6,RB,Minnesota
1139,David Williams,1450,DEN,7,226,2018,Arkansas,2014,2017,50,304,1450,4.8,13,29,RB,"Arkansas,South Carolina"
1140,Don Highsmith,1450,RAI,13,336,1970,Michigan State,1967,1969,30,349,1450,4.2,10,48.3,RB,Michigan State
1141,Larry Heater,1449,KAN,6,164,1980,Arizona,1978,1979,20,304,1449,4.8,14,72.5,RB,Arizona
1142,Buford McGee,1446,SDG,11,286,1984,Ole Miss,1979,1983,53,345,1446,4.2,13,27.3,RB,Ole Miss
1143,Leroy Hoard,1440,CLE,2,45,1990,Michigan,1987,1989,33,277,1440,5.2,17,43.6,RB,Michigan
1144,Rick Fenney,1437,MIN,8,211,1987,Washington,1983,1986,44,338,1437,4.3,14,32.7,RB,Washington
1145,Adimchinobe Echemandu,1434,CLE,7,208,2004,California,1999,2003,33,306,1434,4.7,16,43.5,RB,California
1146,Brandon Jackson,1431,GNB,2,63,2007,Nebraska,2004,2006,33,291,1431,4.9,14,43.4,RB,Nebraska
1147,Matt Jones,1431,WAS,3,95,2015,Florida,2012,2014,28,297,1431,4.8,11,51.1,RB,Florida
1148,Jerry Richardson,1430,DEN,7,54,1964,West Texas State,1960,1963,78,316,1430,4.5,18,18.3,RB,West Texas State
1149,Paul Hofer,1430,SFO,11,305,1976,Ole Miss,1972,1975,43,286,1430,5,2,33.3,RB,Ole Miss
1150,Tracy Johnson,1429,OTI,10,271,1989,Clemson,1985,1988,39,341,1429,4.2,20,36.6,RB,Clemson
1151,Billy Walik,1428,PHI,11,268,1970,Villanova,1967,1969,29,251,1428,5.7,16,49.2,RB,Villanova
1152,Bruce Maher,1427,OTI,,,1960,Detroit Mercy,1957,1959,28,291,1427,4.9,16,51,RB,Detroit Mercy
1153,Kevin Bouie,1427,PHI,7,210,1995,Mississippi State,1992,1994,31,278,1427,5.1,9,46,RB,Mississippi State
1154,Rachaad White,1426,TAM,3,91,2022,Arizona State,2020,2021,15,224,1426,6.4,20,95.1,RB,Arizona State
1155,Tom Rathman,1425,SFO,3,56,1986,Nebraska,1981,1985,45,223,1425,6.4,12,31.7,RB,Nebraska
1156,Tom Donchez,1422,BUF,4,102,1975,Penn State,1971,1974,33,296,1422,4.8,11,43.1,RB,Penn State
1157,Pat Chaffey,1421,CHI,5,117,1990,Oregon State,1986,1989,32,365,1421,3.9,18,44.4,RB,Oregon State
1158,Russell Wilson,1421,SEA,3,75,2012,Wisconsin,2008,2011,50,441,1421,3.2,23,28.4,QB,"North Carolina State,Wisconsin"
1159,Karlos Williams,1419,BUF,5,155,2015,Florida State,2011,2014,51,241,1419,5.9,22,27.8,DB,Florida State
1160,Stevan Ridley,1419,NWE,3,73,2011,LSU,2008,2010,39,306,1419,4.6,19,36.4,RB,LSU
1161,Melvin Bratton,1417,DEN,7,180,1989,Miami (FL),1984,1987,45,319,1417,4.4,26,31.5,RB,Miami (FL)
1162,James Jones,1416,DAL,3,80,1980,Mississippi State,1976,1979,44,267,1416,5.3,14,32.2,RB,Mississippi State
1163,Alvin Moore,1413,CLT,7,169,1983,Arizona State,1978,1982,41,314,1413,4.5,7,34.5,RB,Arizona State
1164,Jerris McPhail,1409,MIA,5,134,1996,East Carolina,1993,1995,31,288,1409,4.9,7,45.5,WR,East Carolina
1165,Johnny Johnson,1409,CRD,7,169,1990,San Jose State,1987,1989,34,274,1409,5.1,19,41.4,WR,San Jose State
1166,Glenn Doughty,1408,CLT,2,47,1972,Michigan,1969,1971,31,304,1408,4.6,13,45.4,RB,Michigan
1167,Billy Jackson,1404,KAN,7,180,1981,Alabama,1978,1980,33,266,1404,5.3,7,42.5,RB,Alabama
1168,David Barrett,1402,TAM,4,103,1982,Houston,1978,1981,43,316,1402,4.4,13,32.6,RB,Houston
1169,Jim Braxton,1402,BUF,3,57,1971,West Virginia,1968,1970,31,313,1402,4.5,13,45.2,RB,West Virginia
1170,Jim Cunningham,1402,NYJ,14,109,1961,Pitt,1958,1960,60,386,1402,3.6,6,23.4,RB,Pitt
1171,Bill Butler,1400,NOR,5,111,1972,Kansas State,1969,1971,32,350,1400,4,16,43.8,RB,Kansas State
1172,Willie Asbury,1400,ATL,4,64,1966,Kent State,1962,1965,28,353,1400,4,11,50,RB,Kent State
1173,Nyheim Hines,1399,CLT,4,104,2018,North Carolina State,2015,2017,38,258,1399,5.4,13,36.8,WR,North Carolina State
1174,Ronnie Goodwin,1398,BUF,11,83,1963,Baylor,1960,1962,60,296,1398,4.7,8,23.3,RB,Baylor
1175,Ted Koy,1397,RAI,2,50,1970,Texas,1967,1969,28,295,1397,4.7,8,49.9,RB,Texas
1176,Chuck Webb,1392,GNB,3,81,1991,Tennessee,1989,1990,23,239,1392,5.8,15,60.5,RB,Tennessee
1177,Isaac Guerendo,1392,SFO,4,129,2024,Louisville,2018,2023,41,231,1392,6,17,34,,"Louisville,Wisconsin"
1178,Horace Ivory,1390,NWE,2,44,1977,Oklahoma,1975,1976,22,213,1390,6.5,11,63.2,RB,Oklahoma
1179,Billy Majors,1384,BUF,9,68,1961,Tennessee,1958,1960,60,586,1384,2.4,6,23.1,QB,Tennessee
1180,Robert Miller,1384,MIN,5,129,1975,Kansas,1972,1974,33,283,1384,4.9,9,41.9,RB,Kansas
1181,Jimmy Burson,1380,OTI,8,63,1963,Auburn,1960,1962,60,274,1380,5,8,23,RB,Auburn
1182,Stephen Starring,1380,NWE,3,74,1983,,1980,1981,22,364,1380,3.8,13,62.7,QB,McNeese State
1183,Keith Marshall,1379,WAS,7,242,2016,Georgia,2012,2015,33,253,1379,5.5,12,41.8,RB,Georgia
1184,Thomas Sanders,1379,CHI,9,250,1985,Texas A&M,1980,1984,36,331,1379,4.2,6,38.3,RB,Texas A&M
1185,Curtis McClinton,1377,KAN,14,110,1961,Kansas,1959,1961,30,299,1377,4.6,8,45.9,RB,Kansas
1186,Matt Snell,1376,NYJ,1,3,1964,Ohio State,1961,1963,52,368,1376,3.7,12,26.5,RB,Ohio State
1187,Wendell Harris,1376,SDG,7,51,1962,LSU,1959,1961,60,338,1376,4.1,14,22.9,RB,LSU
1188,Marques Tuiasosopo,1374,RAI,2,59,2001,Washington,1997,2000,42,346,1374,4,20,32.7,QB,Washington
1189,Patrick Collins,1369,GNB,8,200,1988,Oklahoma,1984,1987,44,212,1369,6.5,20,31.1,RB,Oklahoma
1190,Joe Hernandez,1368,RAI,5,33,1962,Arizona,1960,1961,40,258,1368,5.3,22,34.2,RB,Arizona
1191,Roland Hooks,1368,BUF,10,253,1975,North Carolina State,1972,1974,31,246,1368,5.6,12,44.1,RB,North Carolina State
1192,Gary Hammond,1366,NYJ,3,66,1972,SMU,1969,1971,32,445,1366,3.1,13,42.7,WR,SMU
1193,Roger Staubach,1364,KAN,16,122,1964,Navy,1962,1964,60,690,1364,2,34,22.7,QB,Navy
1194,Logan Thomas,1359,CRD,4,120,2014,Virginia Tech,2010,2013,47,495,1359,2.7,24,28.9,QB,Virginia Tech
1195,Sam Martin,1359,NWE,4,97,1988,LSU,1984,1987,39,247,1359,5.5,5,34.8,RB,LSU
1196,Kerrith Whyte,1358,CHI,7,222,2019,Florida Atlantic,2016,2018,37,232,1358,5.9,11,36.7,RB,Florida Atlantic
1197,Bob Daugherty,1356,SDG,16,128,1964,Tulsa,1964,1965,40,222,1356,6.1,16,33.9,RB,Tulsa
1198,Randy McMillan,1354,CLT,1,12,1981,Pitt,1979,1980,22,299,1354,4.5,18,61.5,RB,Pitt
1199,Ron Lee,1352,CLT,3,90,1976,West Virginia,1972,1975,33,320,1352,4.2,18,41,RB,West Virginia
1200,Kerry Goode,1350,TAM,7,167,1988,Alabama,1983,1987,35,253,1350,5.3,6,38.6,RB,Alabama
