,,,,,,Rushing,,,,,,
2628,Darnell Rush,1249,1988,1990,30,268,1249,4.7,10,41.6,RB,Central Michigan
2629,Mike Williams,1249,1974,1975,22,263,1249,4.7,6,56.8,RB,Iowa State
2630,Wash Lyons,1249,1964,1966,30,333,1249,3.8,8,41.6,RB,Ohio
2631,Mark Bornholdt,1248,1978,1981,44,341,1248,3.7,30,28.4,RB,Ball State
2632,Phil Bryant,1248,1988,1991,43,296,1248,4.2,7,29,RB,Virginia Tech
2633,Akeem Judd,1247,2015,2016,25,241,1247,5.2,9,49.9,RB,Ole Miss
2634,Antonio Brinkley,1247,1981,1985,43,267,1247,4.7,5,29,RB,Rice
2635,Cory Sykes,1247,2008,2010,33,214,1247,5.8,8,37.8,RB,Ball State
2636,Mark Atuaia,1247,1991,1996,47,301,1247,4.1,11,26.5,RB,BYU
2637,Steven Jyles,1247,2002,2005,45,436,1247,2.9,21,27.7,QB,Louisiana-Monroe
2638,Jonathan Smith,1245,2002,2003,25,296,1245,4.2,15,49.8,RB,Washington State
2639,Kennard Martin,1245,1987,1988,22,225,1245,5.5,11,56.6,RB,North Carolina
2640,Pat McCarthy,1245,1960,1962,30,368,1245,3.4,25,41.5,QB,Holy Cross
2641,Ray Lation,1245,1974,1976,33,324,1245,3.8,9,37.7,RB,Louisiana
2642,Tyler Murphy,1245,2013,2014,20,242,1245,5.1,14,62.3,QB,"Boston College,Florida"
2643,Chubb Small,1244,2005,2008,47,265,1244,4.7,10,26.5,RB,Marshall
2644,Emmanuel Reed,1244,2015,2018,28,288,1244,4.3,10,44.4,RB,Buffalo
2645,Juwan Thompson,1244,2010,2013,49,274,1244,4.5,9,25.4,RB,Duke
2646,Leon Bosby,1244,1989,1992,41,323,1244,3.9,11,30.3,RB,Memphis
2647,Ricardo Volley,1244,1977,1979,33,239,1244,5.2,7,37.7,RB,Ohio State
2648,Tom Newell,1244,1956,1958,26,320,1244,3.9,6,47.8,RB,Drake
2649,William Humes,1244,1983,1986,44,269,1244,4.6,11,28.3,RB,North Carolina
2650,Don Calloway,1243,2000,2003,36,246,1243,5.1,12,34.5,RB,Middle Tennessee State
2651,Percy Coleman,1243,1997,2000,40,221,1243,5.6,5,31.1,RB,UAB
2652,Keith Boyea,1242,2000,2001,17,245,1242,5.1,19,73.1,QB,Air Force
2653,Reggie McGill,1242,1987,1990,42,254,1242,4.9,7,29.6,RB,Arizona
2654,Rob Young,1241,1966,1968,30,305,1241,4.1,6,41.4,DB,Idaho
2655,Gerald White,1240,1983,1986,45,313,1240,4,11,27.6,RB,Michigan
2656,Kevin Grooms,1240,2012,2013,20,212,1240,5.8,14,62,RB,Marshall
2657,Milo McCarthy,1240,1965,1967,28,306,1240,4.1,10,44.3,RB,Southern Mississippi
2658,Nate Scott,1240,1999,2001,20,228,1240,5.4,8,62,WR,Wyoming
2659,Roland Sales,1240,1977,1979,33,252,1240,4.9,7,37.6,RB,Arkansas
2660,Seth Russell,1240,2013,2016,31,199,1240,6.2,20,40,QB,Baylor
2661,Dan Sachs,1239,1957,1959,27,255,1239,4.9,10,45.9,RB,Princeton
2662,Zak Kustok,1239,1999,2001,29,419,1239,3,22,42.7,QB,Northwestern
2663,Ken Currin,1238,1978,1980,33,285,1238,4.3,5,37.5,RB,Ball State
2664,Seymore Shaw,1238,2002,2004,32,228,1238,5.4,9,38.7,RB,Oklahoma State
2665,Jon Richardson,1237,1970,1972,33,305,1237,4.1,19,37.5,RB,Arkansas
2666,Maurice Clarett,1237,2002,2002,11,222,1237,5.6,16,112.5,RB,Ohio State
2667,Rotnei Anderson,1237,1985,1988,44,201,1237,6.2,7,28.1,RB,Oklahoma
2668,Abdul Adams,1236,2016,2021,42,220,1236,5.6,6,29.4,RB,"Oklahoma,Syracuse"
2669,Herb Covington,1236,1965,1967,28,263,1236,4.7,8,44.1,RB,Memphis
2670,Oliver Hadnot,1236,1976,1979,39,292,1236,4.2,4,31.7,RB,McNeese State
2671,Reggie McKinney,1236,1985,1988,36,221,1236,5.6,5,34.3,RB,East Carolina
2672,Archie Gibson,1235,1972,1973,22,238,1235,5.2,4,56.1,RB,Utah State
2673,Broderick Green,1235,2008,2011,41,308,1235,4,22,30.1,RB,"Arkansas,USC"
2674,Calvin Simon,1235,1974,1977,38,260,1235,4.8,7,32.5,RB,Appalachian State
2675,Jalen Holston,1235,2017,2022,59,315,1235,3.9,13,20.9,RB,Virginia Tech
2676,Jim Kelso,1235,1980,1983,42,380,1235,3.3,24,29.4,QB,Toledo
2677,Joe Johnson,1235,1985,1988,45,321,1235,3.8,16,27.4,RB,Arkansas
2678,Rodney Smith,1235,1977,1980,44,312,1235,4,6,28.1,RB,Louisiana
2679,Daniel Dufrene,1234,2007,2009,35,227,1234,5.4,5,35.3,RB,Illinois
2680,Mike McQueen,1234,1976,1979,45,322,1234,3.8,7,27.4,RB,Kent State
2681,Ned Moultrie,1234,1990,1993,29,285,1234,4.3,8,42.6,RB,Wake Forest
2682,Steve Smith,1234,1963,1965,27,281,1234,4.4,9,45.7,RB,Davidson
2683,Ventres Stevenson,1234,1986,1989,44,267,1234,4.6,7,28,RB,Temple
2684,Victor Rosa,1234,2022,2024,25,259,1234,4.8,15,49.4,RB,Connecticut
2685,Bradley Randle,1233,2010,2012,38,275,1233,4.5,11,32.4,RB,Nevada-Las Vegas
2686,Fozzy Whittaker,1233,2008,2011,38,263,1233,4.7,12,32.4,RB,Texas
2687,Pierre Walker,1233,2004,2007,29,314,1233,3.9,13,42.5,RB,Eastern Michigan
2688,Dick James,1232,1970,1972,33,270,1232,4.6,2,37.3,RB,Cincinnati
2689,Mark Leggett,1232,1960,1962,30,287,1232,4.3,8,41.1,RB,Duke
2690,Ray Peterson,1232,1957,1959,30,257,1232,4.8,6,41.1,RB,West Virginia
2691,Arlee Conners,1231,1990,1993,44,282,1231,4.4,6,28,RB,Purdue
2692,Jim Wingender,1231,1974,1975,22,233,1231,5.3,3,56,WR,Iowa State
2693,Jordan James,1231,2022,2024,27,197,1231,6.2,19,45.6,RB,Oregon
2694,Ken Rutkowski,1231,1966,1968,30,273,1231,4.5,8,41,RB,Buffalo
2695,Mickey Jackson,1231,1964,1966,30,356,1231,3.5,20,41,RB,Marshall
2696,Monty Reedy,1231,1974,1975,22,264,1231,4.7,18,56,RB,San Diego State
2697,Bradford Lewis,1230,1991,1994,42,265,1230,4.6,13,29.3,RB,Baylor
2698,Seth Morris,1230,1975,1977,27,269,1230,4.6,5,45.6,RB,Brown
2699,Jaquez Moore,1229,2021,2024,37,213,1229,5.8,12,33.2,RB,Duke
2700,Johnny Smith,1229,1984,1986,34,220,1229,5.6,10,36.1,RB,Air Force
2701,Gerald Goodwin,1228,1974,1975,22,289,1228,4.2,10,55.8,RB,Navy
2702,Ike Simpson,1228,1973,1976,44,264,1228,4.7,2,27.9,RB,Furman
2703,Jabari Davis,1228,2001,2004,48,278,1228,4.4,22,25.6,RB,Tennessee
2704,Phil Bennett,1228,1971,1973,33,243,1228,5.1,15,37.2,RB,Boston College
2705,Ron Inge,1228,1973,1976,44,296,1228,4.1,7,27.9,RB,Stanford
2706,Steve Greene,1228,1972,1975,44,258,1228,4.8,3,27.9,RB,Illinois
2707,Akeem Daniels,1227,2010,2014,50,205,1227,6,16,24.5,RB,Northern Illinois
2708,Cliff Deese,1227,1992,1995,41,273,1227,4.5,6,29.9,RB,Vanderbilt
2709,Dalton Sturm,1227,2014,2017,35,360,1227,3.4,7,35.1,QB,UTSA
2710,Fred Collins,1227,1977,1980,44,282,1227,4.4,7,27.9,RB,Mississippi State
2711,Kevin Trigg,1227,1981,1983,33,385,1227,3.2,3,37.2,RB,Rice
2712,Robby Price,1227,1974,1977,44,425,1227,2.9,19,27.9,QB,Appalachian State
2713,Byron Evans,1226,1996,1999,41,219,1226,5.6,10,29.9,RB,Minnesota
2714,Jonathan Wallace,1226,2012,2013,20,294,1226,4.2,9,61.3,RB,Florida Atlantic
2715,Wally Jones,1226,1978,1981,44,308,1226,4,16,27.9,RB,Purdue
2716,Albert Booker,1225,1986,1988,35,198,1225,6.2,14,35,RB,Air Force
2717,Bill Kramer,1225,1973,1974,22,190,1225,6.4,4,55.7,RB,San Diego State
2718,Darrell Shepard,1225,1977,1981,44,170,1225,7.2,19,27.8,QB,"Houston,Oklahoma"
2719,Jon Lazar,1225,1975,1978,44,304,1225,4,7,27.8,RB,Iowa
2720,Randy Reed,1225,1969,1971,31,303,1225,4,7,39.5,RB,Ole Miss
2721,Travis Wilson,1225,2012,2015,46,399,1225,3.1,21,26.6,QB,Utah
2722,Freddie Lee Williams,1224,1976,1979,44,255,1224,4.8,7,27.8,RB,Ole Miss
2723,Jimmie Mitchell,1224,1989,1991,31,272,1224,4.5,12,39.5,RB,New Mexico State
2724,Maurice Hall,1224,1978,1981,37,422,1224,2.9,13,33.1,QB,Toledo
2725,TJ Harden,1224,2022,2024,22,228,1224,5.4,11,55.6,RB,UCLA
2726,Brian Slade,1223,1980,1984,38,296,1223,4.1,11,32.2,RB,Temple
2727,Reggie Evans,1223,1978,1981,44,276,1223,4.4,8,27.8,RB,Richmond
2728,Ben Woodson,1222,1964,1966,30,330,1222,3.7,16,40.7,RB,Utah
2729,Jackie Compton,1222,1977,1980,38,232,1222,5.3,5,32.2,RB,West Texas State
2730,Rich Clouse,1222,1981,1984,44,323,1222,3.8,9,27.8,RB,Navy
2731,Rocko Griffin,1222,2020,2024,38,299,1222,4.1,11,32.2,RB,"UTSA,Vanderbilt"
2732,Astin Martin,1221,2002,2003,26,248,1221,4.9,16,47,RB,Toledo
2733,Dave Windatt,1221,1977,1980,45,254,1221,4.8,4,27.1,RB,Bowling Green
2734,Nick Maddox,1221,1999,2002,45,240,1221,5.1,7,27.1,WR,Florida State
2735,Bryant Moore,1219,1979,1982,44,296,1219,4.1,5,27.7,RB,Rutgers
2736,Quadraiz Wadley,1219,2016,2021,33,265,1219,4.6,10,36.9,RB,UTEP
2737,Ray Wilson,1219,1983,1986,44,302,1219,4,12,27.7,RB,Illinois
2738,Roydell Williams,1219,2020,2024,48,254,1219,4.8,13,25.4,RB,"Alabama,Florida State"
2739,Shawn Gray,1219,1991,1994,41,336,1219,3.6,8,29.7,QB,UTEP
2740,Germi Morrison,1218,2012,2013,21,268,1218,4.5,6,58,RB,New Mexico State
2741,Lloyd Clemons,1218,1998,1999,22,244,1218,5,2,55.4,RB,Michigan State
2742,Reggie Love III,1218,2020,2024,41,267,1218,4.6,8,29.7,RB,"Illinois,Purdue"
2743,Rich Boothe,1218,1972,1975,44,316,1218,3.9,3,27.7,RB,Northwestern
2744,Calvin Fance,1217,1977,1980,44,333,1217,3.7,6,27.7,RB,Rice
2745,Chris Bellamy,1217,2001,2004,38,278,1217,4.4,6,32,RB,Connecticut
2746,Clifton Smith,1217,1987,1990,46,255,1217,4.8,4,26.5,RB,Utah
2747,Michael Brewster,1217,2002,2004,35,183,1217,6.7,11,34.8,RB,Hawaii
2748,Mike Mangrum,1217,1972,1973,21,268,1217,4.5,9,58,RB,Pacific
2749,Trey Smith,1217,2015,2021,48,228,1217,5.3,13,25.4,RB,"Louisville,Wyoming"
2750,Bob Ewen,1216,1968,1970,31,296,1216,4.1,2,39.2,QB,Washington State
2751,Cameron Skattebo,1216,2023,2024,16,250,1216,4.9,14,76,RB,Arizona State
2752,De'Vion Moore,1216,2008,2011,47,242,1216,5,10,25.9,RB,Missouri
2753,Garrett Groshek,1216,2017,2020,47,235,1216,5.2,7,25.9,RB,Wisconsin
2754,George Reed,1216,1959,1962,30,325,1216,3.7,19,40.5,RB,Washington State
2755,Jermaine Chaney,1216,1992,1994,24,291,1216,4.2,9,50.7,RB,Indiana
2756,Michael Franklin,1216,2002,2005,45,263,1216,4.6,5,27,RB,San Diego State
2757,Mike Jones,1216,1974,1977,44,269,1216,4.5,15,27.6,RB,North Texas
2758,Charles Wynn,1215,2002,2005,41,293,1215,4.1,8,29.6,RB,Ball State
2759,Chucky Davis,1215,1979,1982,33,231,1215,5.3,8,36.8,RB,Wisconsin
2760,Kelly Bryant,1215,2015,2019,40,363,1215,3.3,17,30.4,QB,"Clemson,Missouri"
2761,Tony Wiley,1215,1979,1982,41,283,1215,4.3,4,29.6,RB,Memphis
2762,David Abercrombie,1214,1969,1970,21,284,1214,4.3,10,57.8,QB,Tulane
2763,J.R. Lemon,1214,2002,2005,35,317,1214,3.8,13,34.7,RB,Stanford
2764,Booker Stanley,1213,2003,2005,34,317,1213,3.8,10,35.7,RB,Wisconsin
2765,Eddie Ayers,1213,1973,1975,33,258,1213,4.7,13,36.8,RB,UCLA
2766,John Gerdelman,1213,1972,1974,27,232,1213,5.2,17,44.9,RB,William & Mary
2767,Ron Rowland,1213,1976,1977,22,253,1213,4.8,8,55.1,RB,Washington
2768,Walt Mainer,1213,1963,1965,30,244,1213,5,8,40.4,RB,Xavier
2769,Dean Schock,1212,1975,1977,34,281,1212,4.3,4,35.6,RB,Arizona
2770,Taiwan Deal,1212,2015,2018,29,231,1212,5.2,12,41.8,RB,Wisconsin
2771,Eddie Phillips,1211,1969,1971,24,253,1211,4.8,19,50.5,QB,Texas
2772,Eric Jones,1211,1986,1988,33,389,1211,3.1,13,36.7,QB,Vanderbilt
2773,Gerry Gdowski,1211,1987,1989,24,152,1211,8,17,50.5,QB,Nebraska
2774,Rodrick Walker,1211,1991,1994,39,272,1211,4.5,9,31.1,RB,Texas
2775,Steve Dorsey,1211,1976,1979,45,295,1211,4.1,8,26.9,RB,South Carolina
2776,Aaron Wimberly,1209,2013,2014,21,288,1209,4.2,9,57.6,RB,Iowa State
2777,Jesse Williams,1209,1977,1980,44,259,1209,4.7,4,27.5,RB,Richmond
2778,Ken Bell,1209,1982,1985,45,302,1209,4,7,26.9,RB,Boston College
2779,Connor Slomka,1208,2016,2019,39,274,1208,4.4,17,31,RB,Army
2780,Jason Armstrong,1208,1994,1998,35,301,1208,4,12,34.5,RB,Louisiana Tech
2781,Will Worth,1208,2014,2016,26,267,1208,4.5,26,46.5,QB,Navy
2782,Andy Peterson,1207,1984,1987,44,277,1207,4.4,14,27.4,RB,Army
2783,Derrick Gordon,1207,1999,2001,30,296,1207,4.1,6,40.2,RB,Buffalo
2784,Javonti Greene,1207,2010,2013,37,268,1207,4.5,8,32.6,RB,Eastern Michigan
2785,Larry Robertson,1207,1969,1971,30,329,1207,3.7,12,40.2,RB,Rutgers
2786,Stan Quintana,1207,1963,1965,31,246,1207,4.9,8,38.9,QB,New Mexico
2787,Cletis Jones,1206,1983,1985,33,244,1206,4.9,6,36.5,RB,Florida State
2788,Marquis Dwarte,1206,2000,2002,23,283,1206,4.3,7,52.4,RB,Buffalo
2789,Michael Forrest,1206,1975,1978,44,251,1206,4.8,17,27.4,RB,Arkansas
2790,Thomas Sirk,1206,2014,2017,35,274,1206,4.4,19,34.5,QB,"Duke,East Carolina"
2791,Wesley McMahand,1206,2006,2008,34,266,1206,4.5,8,35.5,RB,Army
2792,Brandon Thermilus,1205,2007,2010,42,274,1205,4.4,14,28.7,RB,Buffalo
2793,Derriak Anderson,1205,1973,1977,45,245,1205,4.9,15,26.8,RB,Arizona
2794,Monk Bailey,1204,1957,1959,31,252,1204,4.8,11,38.8,RB,Utah
2795,Alvin Thomas,1203,1968,1970,31,304,1203,4,7,38.8,RB,Maryland
2796,Brandon Wimbush,1203,2015,2019,26,227,1203,5.3,16,46.3,QB,"Notre Dame,UCF"
2797,Demarco McNair,1203,2004,2007,36,309,1203,3.9,18,33.4,DB,Middle Tennessee State
2798,Mike Williams,1203,2000,2003,40,295,1203,4.1,15,30.1,RB,Arizona State
2799,Ken Lovely,1202,1979,1980,20,286,1202,4.2,7,60.1,RB,Fresno State
2800,Randy Tyler,1202,1970,1972,32,264,1202,4.6,9,37.6,RB,UCLA
