,,,,,,Rushing,,,,,,
1225,Jim Bell,1895,1985,1988,45,429,1895,4.4,9,42.1,RB,Boston College
1226,Leshun Daniels Jr.,1895,2013,2016,37,409,1895,4.6,19,51.2,RB,Iowa
1227,Bryan Thomas,1894,1980,1982,33,415,1894,4.6,14,57.4,RB,Pitt
1228,Gerald Riggs Jr.,1893,2002,2005,38,383,1893,4.9,10,49.8,RB,Tennessee
1229,Lee Marks,1893,2002,2005,44,351,1893,5.4,10,43,DB,Boise State
1230,Leonard Conley,1892,1987,1990,44,400,1892,4.7,14,43,RB,Miami (FL)
1231,Jeff Logan,1890,1974,1977,42,322,1890,5.9,10,45,RB,Ohio State
1232,Joe Gattuso,1890,1975,1977,33,411,1890,4.6,13,57.3,WR,Navy
1233,Timothy McVey,1890,2015,2017,39,264,1890,7.2,26,48.5,RB,Air Force
1234,Ted DeMars,1889,1970,1972,27,371,1889,5.1,17,70,RB,Harvard
1235,Tali Ena,1888,1977,1979,33,372,1888,5.1,13,57.2,RB,Washington State
1236,Donovan Edwards,1886,2021,2024,42,344,1886,5.5,17,44.9,RB,Michigan
1237,Doug Crisan,1886,1976,1979,43,481,1886,3.9,13,43.9,RB,Eastern Michigan
1238,Marcellus Chrishon,1885,1993,1994,19,352,1885,5.4,16,99.2,RB,Nevada
1239,Mark Lassiter,1884,1975,1977,33,363,1884,5.2,19,57.1,RB,Rutgers
1240,Lampford Mark,1882,2008,2011,33,316,1882,6,16,57,RB,Nevada
1241,Cornelius Davis,1881,1966,1968,30,506,1881,3.7,14,62.7,RB,Kansas State
1242,Jordan Waters,1881,2019,2024,55,377,1881,5,25,34.2,RB,"Duke,North Carolina State"
1243,Larry Moulton,1879,1968,1970,31,434,1879,4.3,18,60.6,RB,Southern Mississippi
1244,Phil Gargis,1879,1974,1976,33,455,1879,4.1,17,56.9,QB,Auburn
1245,Rodney Stevenson,1879,1985,1987,29,418,1879,4.5,16,64.8,RB,Central Michigan
1246,Ray Locklin,1878,1976,1979,44,415,1878,4.5,11,42.7,RB,New Mexico State
1247,Saladin McCullough,1878,1996,1997,18,372,1878,5,23,104.3,RB,Oregon
1248,Skip Walker,1878,1972,1975,44,371,1878,5.1,23,42.7,RB,Texas A&M
1249,Byron Marshall,1877,2012,2015,42,307,1877,6.1,19,44.7,WR,Oregon
1250,Dontae Walker,1875,1999,2002,41,417,1875,4.5,22,45.7,RB,Mississippi State
1251,Chase Price,1874,2012,2015,45,377,1874,5,12,41.6,RB,San Diego State
1252,Wesley Kennedy III,1874,2017,2020,40,256,1874,7.3,20,46.9,RB,Georgia Southern
1253,Ed Kreilis,1873,1973,1976,42,443,1873,4.2,7,44.6,RB,Richmond
1254,Dennis Bolden,1872,1975,1976,18,325,1872,5.8,16,104,RB,Arkansas State
1255,Christian Beal,1871,2018,2021,40,391,1871,4.8,14,46.8,RB,Wake Forest
1256,Brent Blackman,1870,1971,1973,33,418,1870,4.5,16,56.7,QB,Oklahoma State
1257,Alan Pittman,1869,1971,1973,33,366,1869,5.1,14,56.6,RB,Tampa
1258,David Bostick,1868,1973,1976,44,388,1868,4.8,6,42.5,LB,SMU
1259,Kalif Phillips,1868,2015,2016,23,379,1868,4.9,9,81.2,RB,Charlotte
1260,DeQuan Finn,1867,2019,2024,47,408,1867,4.6,26,39.7,QB,"Baylor,Toledo"
1261,Doug Lewis,1867,1988,1990,32,414,1867,4.5,18,58.3,RB,Akron
1262,Shawn Walters,1867,1993,1996,46,392,1867,4.8,21,40.6,RB,USC
1263,Nick Marshall,1866,2013,2014,26,325,1866,5.7,23,71.8,QB,Auburn
1264,Brandon Pendergrass,1865,2008,2011,43,445,1865,4.2,17,43.4,RB,Wake Forest
1265,Brothel Cole,1865,1978,1981,42,271,1865,6.9,17,44.4,RB,Furman
1266,Wayne Jones,1865,1971,1973,33,396,1865,4.7,12,56.5,RB,Mississippi State
1267,Derrick Ellison,1864,1985,1988,35,347,1864,5.4,8,53.3,RB,Tulsa
1268,Earl Charles,1863,2003,2004,24,382,1863,4.9,17,77.6,RB,Marshall
1269,Emory Jones,1863,2018,2023,57,449,1863,4.1,18,32.7,QB,"Arizona State,Cincinnati,Florida"
1270,Tony Brooks-James,1863,2015,2018,46,283,1863,6.6,18,40.5,RB,Oregon
1271,Norris Banks,1862,1975,1977,33,425,1862,4.4,4,56.4,RB,Kansas
1272,James Wofford,1861,1997,2000,41,373,1861,5,11,45.4,RB,Nevada-Las Vegas
1273,Todd Yert,1861,1987,1990,42,491,1861,3.8,35,44.3,RB,Colorado State
1274,Malik Jackson,1860,2019,2023,52,368,1860,5.1,16,35.8,WR,"Jacksonville State,Louisiana-Monroe"
1275,Marty Louthan,1860,1980,1983,46,453,1860,4.1,30,40.4,QB,Air Force
1276,Cole Gautsche,1859,2012,2016,37,268,1859,6.9,17,50.2,TE,New Mexico
1277,Ron Jackson,1859,1989,1992,40,442,1859,4.2,6,46.5,RB,Tulsa
1278,Anthony Singleton,1858,1986,1989,44,420,1858,4.4,7,42.2,RB,New Mexico State
1279,Patrick Young,1858,1986,1990,41,445,1858,4.2,16,45.3,QB,Kent State
1280,Rodnick Phillips,1857,1996,1999,41,449,1857,4.1,13,45.3,RB,SMU
1281,Ike Spencer,1856,1972,1974,34,395,1856,4.7,15,54.6,RB,Utah
1282,Robert Strait,1856,1990,1993,42,428,1856,4.3,32,44.2,RB,Baylor
1283,Vince Smith,1856,1974,1976,33,378,1856,4.9,8,56.2,RB,Northern Illinois
1284,Jarek Broussard,1854,2020,2022,29,361,1854,5.1,10,63.9,RB,"Colorado,Michigan State"
1285,Robert Gillespie,1854,1998,2001,42,374,1854,5,16,44.1,RB,Florida
1286,D.J. Knox,1853,2014,2018,47,355,1853,5.2,12,39.4,RB,Purdue
1287,Gaej Walker,1853,2018,2020,37,384,1853,4.8,11,50.1,RB,Western Kentucky
1288,Walter Kazee,1852,2009,2012,42,388,1852,4.8,17,44.1,RB,San Diego State
1289,Antoinne Jimmerson,1851,2012,2015,44,405,1851,4.6,18,42.1,RB,North Texas
1290,De'Montre Tuggle,1851,2019,2021,27,292,1851,6.3,24,68.6,RB,Ohio
1291,Rick Villella,1850,1978,1980,26,410,1850,4.5,11,71.2,RB,Brown
1292,Tony Fisher,1849,1998,2001,43,384,1849,4.8,15,43,RB,Notre Dame
1293,Larry Cates,1848,1971,1973,32,384,1848,4.8,25,57.8,RB,Western Michigan
1294,Robert Baldwin,1848,1991,1994,42,421,1848,4.4,20,44,RB,Duke
1295,Jamaal Fobbs,1847,1997,2000,43,373,1847,5,9,43,RB,Oklahoma State
1296,Demyron Martin,1846,2005,2008,42,426,1846,4.3,12,44,RB,SMU
1297,Lajuan Hunt,1846,2014,2017,51,428,1846,4.3,18,36.2,RB,Utah State
1298,Roddy Jones,1846,2008,2011,52,243,1846,7.6,14,35.5,RB,Georgia Tech
1299,DK Billingsley,1845,2017,2022,55,368,1845,5,19,33.5,RB,Troy
1300,Brandon Wilds,1844,2011,2015,41,379,1844,4.9,13,45,RB,South Carolina
1301,Ty King,1844,1993,1996,44,413,1844,4.5,15,41.9,RB,Miami (OH)
1302,Larry Croom,1843,1999,2003,44,368,1843,5,8,41.9,RB,"Arizona,Nevada-Las Vegas"
1303,Terron Ward,1843,2011,2014,48,377,1843,4.9,22,38.4,RB,Oregon State
1304,Anthon Samuel,1842,2011,2012,21,346,1842,5.3,16,87.7,RB,Bowling Green
1305,George Jenkins,1842,1975,1977,33,361,1842,5.1,12,55.8,RB,Ball State
1306,Byron Sanders,1840,1987,1988,21,451,1840,4.1,8,87.6,RB,Northwestern
1307,David Oku,1840,2009,2013,51,450,1840,4.1,25,36.1,RB,"Arkansas State,Tennessee"
1308,Jim Dillard,1840,1959,1961,30,392,1840,4.7,13,61.3,RB,Oklahoma State
1309,Dorian Brown,1839,2014,2017,43,331,1839,5.6,17,42.8,RB,Ohio
1310,Kendall Milton,1839,2020,2023,41,297,1839,6.2,23,44.9,RB,Georgia
1311,Orwin Smith,1839,2009,2012,51,198,1839,9.3,20,36.1,RB,Georgia Tech
1312,Frosty Franklin,1834,1969,1971,31,496,1834,3.7,4,59.2,RB,Wyoming
1313,Deshawn McClease,1833,2016,2019,37,389,1833,4.7,12,49.5,RB,Virginia Tech
1314,Holmon Wiggins,1833,1998,2001,44,423,1833,4.3,11,41.7,RB,New Mexico
1315,Charles Jones,1832,2014,2016,39,390,1832,4.7,20,47,RB,Kansas State
1316,Gary Helman,1832,1969,1971,30,468,1832,3.9,14,61.1,RB,Virginia
1317,Lincoln Pare,1832,2020,2024,36,374,1832,4.9,9,50.9,RB,"Arkansas State,Texas State"
1318,Ahmaad Galloway,1830,1999,2002,38,376,1830,4.9,17,48.2,RB,Alabama
1319,Art Greathouse,1830,1986,1990,43,376,1830,4.9,17,42.6,RB,Arizona
1320,Ja'Quinden Jackson,1830,2021,2024,31,314,1830,5.8,22,59,QB,"Arkansas,Utah"
1321,Steve Little,1830,1998,2001,42,384,1830,4.8,17,43.6,RB,Miami (OH)
1322,Barry Mayer,1829,1968,1970,30,381,1829,4.8,8,61,RB,Minnesota
1323,Ellis Merriweather,1828,2020,2022,26,410,1828,4.5,8,70.3,RB,Massachusetts
1324,Phil Davis,1828,1978,1981,46,557,1828,3.3,30,39.7,QB,Wyoming
1325,Keylan Cates,1827,1994,1996,27,462,1827,4,18,67.7,RB,Bowling Green
1326,Scott Whitehouse,1826,1984,1988,40,438,1826,4.2,12,45.7,RB,Colorado State
1327,Hyland Hickson,1825,1988,1990,27,367,1825,5,17,67.6,RB,Michigan State
1328,Ron Cook Jr.,1824,2019,2023,53,413,1824,4.4,14,34.4,RB,Buffalo
1329,Jim Germany,1823,1972,1974,33,356,1823,5.1,23,55.2,RB,New Mexico State
1330,Myron Hardeman,1823,1977,1978,23,305,1823,6,11,79.3,RB,Wyoming
1331,Rich Diller,1823,1971,1973,33,418,1823,4.4,15,55.2,RB,New Mexico
1332,Ryan Knight,1822,1984,1987,44,469,1822,3.9,17,41.4,RB,USC
1333,Hassan Hall,1820,2018,2022,54,386,1820,4.7,12,33.7,RB,"Georgia Tech,Louisville"
1334,Tommy Armstrong Jr.,1819,2013,2016,45,423,1819,4.3,23,40.4,QB,Nebraska
1335,Robbie Wright,1818,1974,1976,33,376,1818,4.8,17,55.1,RB,Wyoming
1336,Bob Duncan,1817,1969,1970,19,275,1817,6.6,17,95.6,RB,The Citadel
1337,Darius Tice,1817,2013,2017,46,371,1817,4.9,16,39.5,RB,South Florida
1338,Lamont Headd,1817,1991,1993,29,404,1817,4.5,5,62.7,RB,Tulsa
1339,Zack Langer,1817,2012,2015,45,450,1817,4,24,40.4,RB,Tulsa
1340,Steve Buchanan,1816,1971,1973,31,396,1816,4.6,9,58.6,RB,Holy Cross
1341,Cassen Jackson-Garrison,1814,2004,2007,42,410,1814,4.4,18,43.2,RB,Vanderbilt
1342,Daetrich Harrington,1814,2017,2022,43,348,1814,5.2,16,42.2,RB,Appalachian State
1343,Dick Drummond,1814,1961,1963,28,378,1814,4.8,13,64.8,RB,George Washington
1344,Everett Crawford,1814,1984,1987,44,395,1814,4.6,12,41.2,RB,Vanderbilt
1345,Manuel White,1814,2001,2004,40,408,1814,4.4,19,45.4,RB,UCLA
1346,Joe Freeman,1811,1991,1994,45,417,1811,4.3,10,40.2,RB,Missouri
1347,Mark Young,1811,1986,1988,30,405,1811,4.5,15,60.4,RB,Wake Forest
1348,Reggie Cherry,1811,1972,1974,33,326,1811,5.6,17,54.9,RB,Houston
1349,Khalan Laborn,1810,2018,2022,25,365,1810,5,20,72.4,,"Florida State,Marshall"
1350,Paul James,1810,2012,2015,26,323,1810,5.6,19,69.6,RB,Rutgers
1351,Rob DeBoer,1810,1990,1993,42,386,1810,4.7,8,43.1,RB,South Carolina
1352,Darriet Perry,1809,2008,2011,38,435,1809,4.2,27,47.6,RB,Florida International
1353,Ivory Bryant,1808,1997,1999,31,496,1808,3.6,12,58.3,RB,Northern Illinois
1354,Devwah Whaley,1807,2016,2019,44,388,1807,4.7,16,41.1,RB,Arkansas
1355,Johnny Richardson,1807,2020,2024,49,267,1807,6.8,5,36.9,RB,UCF
1356,Mark Mason,1807,1990,1993,37,379,1807,4.8,9,48.8,RB,Maryland
1357,Zain Gilmore,1807,1998,2001,36,434,1807,4.2,14,50.2,RB,Missouri
1358,Ramon Flanigan,1806,1992,1997,55,568,1806,3.2,27,32.8,QB,SMU
1359,Cedric Humes,1805,2002,2005,50,373,1805,4.8,21,36.1,RB,Virginia Tech
1360,Denis Grosvenor,1805,1976,1978,27,440,1805,4.1,16,66.9,RB,Pennsylvania
1361,Malcolm Jones,1804,1976,1980,44,386,1804,4.7,14,41,RB,North Texas
1362,Tony Alford,1803,1987,1990,37,323,1803,5.6,14,48.7,RB,Colorado State
1363,Brian Madden,1802,1999,2001,20,397,1802,4.5,17,90.1,QB,Navy
1364,Clarence Williams,1802,1995,1998,41,426,1802,4.2,5,44,RB,Michigan
1365,Makhi Hughes,1802,2023,2024,18,335,1802,5.4,10,100.1,RB,Tulane
1366,Chad Scott,1801,2000,2004,38,347,1801,5.2,16,47.4,RB,"Kentucky,North Carolina"
1367,Jay Calabrese,1801,1965,1967,30,465,1801,3.9,24,60,RB,Duke
1368,Kin Minor,1800,1994,1995,20,398,1800,4.5,23,90,RB,Nevada
1369,Brandon Murphy,1799,2004,2007,34,386,1799,4.7,16,52.9,RB,Miami (OH)
1370,Lopini Katoa,1799,2018,2022,57,381,1799,4.7,21,31.6,RB,BYU
1371,Ty Douthard,1799,1993,1996,42,460,1799,3.9,23,42.8,RB,Illinois
1372,Waymon James,1798,2010,2013,35,280,1798,6.4,16,51.4,RB,Texas Christian
1373,JJ Di Luigi,1797,2008,2011,50,352,1797,5.1,14,35.9,RB,BYU
1374,Ronald Williams,1797,1990,1992,24,312,1797,5.8,13,74.9,RB,Clemson
1375,Antonio Carter,1796,1990,1993,44,448,1796,4,5,40.8,RB,Minnesota
1376,D'Ernest Johnson,1796,2014,2017,50,421,1796,4.3,16,35.9,RB,South Florida
1377,Terry Battle,1796,1994,1996,33,334,1796,5.4,21,54.4,RB,Arizona State
1378,Dominique Brown,1795,2010,2014,48,419,1795,4.3,16,37.4,QB,Louisville
1379,Jamal Morrow,1795,2014,2017,50,316,1795,5.7,9,35.9,RB,Washington State
1380,Pete Roth,1795,1980,1984,39,418,1795,4.3,9,46,RB,Northern Illinois
1381,Cam'ron Harris,1794,2018,2021,38,339,1794,5.3,22,47.2,RB,Miami (FL)
1382,Marvin Townes,1793,2001,2004,45,447,1793,4,12,39.8,RB,East Carolina
1383,Pat O'Brien,1792,1977,1980,44,538,1792,3.3,14,40.7,QB,Villanova
1384,Jacques Patrick,1790,2015,2018,44,366,1790,4.9,17,40.7,RB,Florida State
1385,John Mosley,1790,1995,1999,42,332,1790,5.4,18,42.6,RB,Tulsa
1386,Reggie Campbell,1790,2004,2007,47,231,1790,7.7,17,38.1,RB,Navy
1387,Spencer George,1790,1993,1996,41,419,1790,4.3,15,43.7,RB,Rice
1388,David Alston,1788,2001,2004,30,408,1788,4.4,18,59.6,RB,Kent State
1389,John Housman,1788,1974,1976,32,377,1788,4.7,13,55.9,RB,Houston
1390,Rick Klupchak,1788,1971,1973,27,295,1788,6.1,10,66.2,RB,Dartmouth
1391,Demetris Murray,1787,2009,2012,46,426,1787,4.2,18,38.8,RB,South Florida
1392,Dominique Lindsay,1787,2005,2009,42,385,1787,4.6,12,42.5,RB,East Carolina
1393,Ted Blackwell,1786,1977,1980,44,373,1786,4.8,9,40.6,RB,Rutgers
1394,L.C. Lyons,1785,1972,1974,32,475,1785,3.8,16,55.8,RB,Ohio
1395,Raymond Tate,1784,1983,1986,34,363,1784,4.9,10,52.5,RB,Houston
1396,Andrew Buie,1782,2011,2015,47,431,1782,4.1,11,37.9,RB,"Charlotte,West Virginia"
1397,Rick Rogers,1781,1981,1984,44,396,1781,4.5,15,40.5,RB,Michigan
1398,Ronald Awatt,1781,2017,2022,44,368,1781,4.8,11,40.5,RB,UTEP
1399,Steve Mocek,1781,1991,1994,36,451,1781,3.9,10,49.5,RB,Louisiana
1400,Derrick Coleman,1780,2008,2011,48,341,1780,5.2,19,37.1,RB,UCLA
