,,,,,,Rushing,,,,,,
3055,T.C. Wright,1135,1990,1991,23,198,1135,5.7,9,49.3,RB,San Diego State
3056,Leroy Collins,1134,1998,1998,11,218,1134,5.2,19,103.1,RB,Louisville
3057,Marck Harrison,1134,1980,1984,44,228,1134,5,7,25.8,RB,Wisconsin
3058,Mark Warlaumont,1134,1979,1982,44,267,1134,4.2,7,25.8,RB,Ball State
3059,Randy Jordan,1134,1989,1992,33,250,1134,4.5,9,34.4,RB,North Carolina
3060,Marlon Charles,1133,1995,1998,33,225,1133,5,13,34.3,RB,Kansas State
3061,Ron Pittman,1133,1980,1981,22,262,1133,4.3,12,51.5,RB,Kent State
3062,Walter Taylor,1133,1999,2002,40,255,1133,4.4,8,28.3,RB,New Mexico State
3063,Josh Holden,1132,2000,2002,32,208,1132,5.4,13,35.4,RB,Army
3064,Kyler Neal,1132,2013,2017,40,289,1132,3.9,13,28.3,RB,Georgia State
3065,Todd Centeio,1132,2017,2022,48,322,1132,3.5,10,23.6,QB,"Colorado State,James Madison,Temple"
3066,Eugene Culbreath,1131,1993,1996,43,263,1131,4.3,12,26.3,RB,Temple
3067,Kendall Houston,1131,2012,2014,35,286,1131,4,10,32.3,RB,South Alabama
3068,Rahsul Faison,1131,2023,2024,17,185,1131,6.1,6,66.5,RB,Utah State
3069,Bolu Olorunfunmi,1130,2015,2018,36,253,1130,4.5,13,31.4,RB,UCLA
3070,Calvin Melvin,1130,1992,1994,27,198,1130,5.7,5,41.9,RB,Hawaii
3071,Carl Butler,1130,1983,1984,22,275,1130,4.1,6,51.4,RB,Michigan State
3072,Ellery Roberts,1130,1990,1993,34,271,1130,4.2,9,33.2,RB,Stanford
3073,Jay Jones,1130,2013,2014,18,226,1130,5,8,62.8,RB,South Alabama
3074,Madre London,1130,2015,2018,46,272,1130,4.2,11,24.6,RB,"Michigan State,Tennessee"
3075,Marcel Weems,1130,1991,1993,29,354,1130,3.2,14,39,QB,Akron
3076,Steve Franklin,1130,1976,1977,22,201,1130,5.6,8,51.4,RB,Fresno State
3077,Blane Morgan,1129,1996,1998,27,348,1129,3.2,21,41.8,QB,Air Force
3078,Bob Hall,1129,1963,1965,26,312,1129,3.6,9,43.4,QB,Brown
3079,D.J. Uiagalelei,1129,2020,2024,52,375,1129,3,21,21.7,QB,"Clemson,Florida State,Oregon State"
3080,Don Stevenson,1129,1974,1976,33,269,1129,4.2,3,34.2,RB,Stanford
3081,Ellis Beck,1129,1971,1973,33,237,1129,4.8,6,34.2,RB,Alabama
3082,Larry Sherrer,1129,1971,1971,11,204,1129,5.5,15,102.6,RB,Hawaii
3083,LD Brown,1129,2017,2021,47,214,1129,5.3,9,24,,Oklahoma State
3084,Marv Kendricks,1129,1970,1971,21,238,1129,4.7,13,53.8,RB,UCLA
3085,Nick Hill,1129,2010,2014,52,225,1129,5,11,21.7,RB,Michigan State
3086,Bucky Stallings,1128,1962,1963,20,232,1128,4.9,13,56.4,RB,New Mexico
3087,Tyler Watts,1128,1999,2002,35,304,1128,3.7,9,32.2,QB,Alabama
3088,Andy Huff,1127,1969,1972,29,252,1127,4.5,17,38.9,RB,Notre Dame
3089,Jimmy Walden,1127,1981,1984,38,261,1127,4.3,9,29.7,RB,East Carolina
3090,Kenny Hill,1127,2013,2017,38,284,1127,4,15,29.7,QB,"Texas A&M,Texas Christian"
3091,Duane Epperson,1126,1997,2000,40,313,1126,3.6,4,28.2,RB,Duke
3092,Steve Whitman,1126,1977,1979,33,232,1126,4.9,6,34.1,RB,Alabama
3093,Demetris Summers,1125,2003,2004,20,212,1125,5.3,4,56.3,RB,South Carolina
3094,Anthoney Hill,1124,1991,1994,42,340,1124,3.3,13,26.8,QB,Colorado State
3095,Dave Evans,1124,1983,1984,24,223,1124,5,11,46.8,RB,Wyoming
3096,David Horne,1124,2002,2004,30,246,1124,4.6,11,37.5,RB,Nebraska
3097,Brandon Miller,1123,2010,2013,42,238,1123,4.7,6,26.7,WR,Wyoming
3098,Dwight Sullivan,1123,1977,1981,40,238,1123,4.7,9,28.1,RB,North Carolina State
3099,Jeff Howe,1123,1969,1971,31,304,1123,3.7,3,36.2,RB,Wyoming
3100,John Emery Jr.,1123,2019,2024,38,223,1123,5,14,29.6,RB,LSU
3101,O.B. Barnett,1123,1975,1976,20,236,1123,4.8,9,56.2,RB,Indiana State
3102,Pete Dawkins,1123,1956,1958,21,208,1123,5.4,16,53.5,RB,Army
3103,Taj McGowan,1123,2015,2018,47,260,1123,4.3,19,23.9,RB,UCF
3104,Buddy Dike,1122,1956,1957,20,251,1122,4.5,10,56.1,RB,Texas Christian
3105,Dave Mishler,1122,1977,1980,38,295,1122,3.8,8,29.5,RB,Northwestern
3106,Gavin Williams,1122,2020,2024,42,247,1122,4.5,3,26.7,RB,"Iowa,Northern Illinois"
3107,John Heim,1122,1970,1971,22,220,1122,5.1,4,51,RB,Villanova
3108,Skip Taylor,1122,1974,1977,44,249,1122,4.5,9,25.5,RB,Oklahoma State
3109,Anthony Brown,1121,2017,2021,44,287,1121,3.9,15,25.5,QB,"Boston College,Oregon"
3110,Chase Jasmin,1121,2017,2020,40,255,1121,4.4,11,28,RB,San Diego State
3111,Felton Parquet,1121,1986,1989,42,316,1121,3.5,5,26.7,RB,Louisiana
3112,John Ivlow,1121,1988,1992,30,207,1121,5.4,9,37.4,DB,"Colorado State,Northwestern"
3113,John Simon,1121,1998,2001,46,213,1121,5.3,5,24.4,RB,Louisiana Tech
3114,Carlisle Cantrell,1120,1973,1975,33,214,1120,5.2,8,33.9,RB,Tulsa
3115,John Wolford,1120,2014,2017,47,447,1120,2.5,19,23.8,QB,Wake Forest
3116,Justin Silmon,1120,2015,2018,44,227,1120,4.9,6,25.5,RB,Kansas State
3117,Ty'Son Williams,1120,2015,2019,30,233,1120,4.8,8,37.3,RB,"BYU,North Carolina,South Carolina"
3118,Carl Reese,1119,1963,1965,30,289,1119,3.9,4,37.3,RB,Missouri
3119,Curtis Alexander,1119,1994,1997,27,257,1119,4.4,9,41.4,RB,Alabama
3120,Jimmy Hill,1119,1978,1979,22,284,1119,3.9,10,50.9,RB,Army
3121,Pat Trammell,1119,1959,1961,30,307,1119,3.6,15,37.3,QB,Alabama
3122,Bucky Sams,1118,1973,1975,33,241,1118,4.6,12,33.9,RB,Texas A&M
3123,Buster Jackson,1118,1974,1977,39,253,1118,4.4,3,28.7,RB,Richmond
3124,Denny Allan,1118,1968,1970,30,292,1118,3.8,19,37.3,RB,Notre Dame
3125,Derrick Nix,1118,1983,1986,43,352,1118,3.2,8,26,RB,Kent State
3126,Greg Rhett,1118,1976,1979,44,275,1118,4.1,8,25.4,RB,Duke
3127,Jesse Myles,1118,1979,1982,35,241,1118,4.6,12,31.9,RB,LSU
3128,Pierre Jones,1118,1992,1993,23,229,1118,4.9,6,48.6,RB,Utah
3129,Cam McDaniel,1117,2011,2014,46,255,1117,4.4,8,24.3,RB,Notre Dame
3130,Jim Shanley,1117,1956,1957,20,210,1117,5.3,9,55.9,RB,Oregon
3131,Reggie Young,1117,1978,1982,43,253,1117,4.4,3,26,RB,"Hawaii,Oregon"
3132,Clint Bradshaw,1116,1972,1974,30,216,1116,5.2,6,37.2,RB,Appalachian State
3133,Derrick Harvey,1116,1980,1983,36,278,1116,4,9,31,RB,San Diego State
3134,De'Wayne Hogan,1115,1997,2000,37,268,1115,4.2,10,30.1,RB,Indiana
3135,Lendon Henry,1115,1994,1996,31,225,1115,5,11,36,RB,Colorado
3136,Tom Longsworth,1115,1962,1963,20,281,1115,4,12,55.8,RB,Miami (OH)
3137,Tracy Perry,1115,1976,1979,39,273,1115,4.1,7,28.6,RB,Clemson
3138,Trey Edmunds,1115,2013,2016,37,260,1115,4.3,14,30.1,RB,"Maryland,Virginia Tech"
3139,George Montgomery,1114,1990,1993,42,243,1114,4.6,9,26.5,RB,Arizona State
3140,Jay Barry,1114,1989,1992,44,272,1114,4.1,16,25.3,RB,Washington
3141,Jermaine Green,1114,2002,2003,23,232,1114,4.8,13,48.4,RB,Washington State
3142,Kevin Shepard,1114,1991,1994,39,291,1114,3.8,4,28.6,RB,SMU
3143,Obasi Onuoha,1114,1990,1993,39,248,1114,4.5,13,28.6,RB,Air Force
3144,Tony Hunter,1114,1981,1984,44,234,1114,4.8,7,25.3,RB,Minnesota
3145,Steven Peoples,1113,2015,2018,47,244,1113,4.6,9,23.7,FB,Virginia Tech
3146,Tony Mathis,1113,2019,2024,40,270,1113,4.1,6,27.8,RB,"Houston,West Virginia"
3147,William Lampley,1113,1982,1985,44,218,1113,5.1,12,25.3,RB,Army
3148,John Palazeti,1112,1972,1975,41,267,1112,4.2,8,27.1,RB,Richmond
3149,Johnny Talkington,1112,1965,1967,30,274,1112,4.1,13,37.1,RB,Furman
3150,Kelsey Young,1112,2012,2015,51,195,1112,5.7,11,21.8,RB,"Boise State,Stanford"
3151,Jim Brown,1110,1979,1983,36,225,1110,4.9,10,30.8,RB,Temple
3152,Ray Ritacco,1110,1969,1971,31,306,1110,3.6,4,35.8,RB,Army
3153,Shawn Donigan,1110,1978,1982,39,264,1110,4.2,4,28.5,RB,Kentucky
3154,Coury Hankins,1109,1996,1999,36,256,1109,4.3,3,30.8,RB,Nevada-Las Vegas
3155,Henry Wallace,1109,1957,1959,29,224,1109,5,9,38.2,RB,Pacific
3156,Jared Baker,1109,2012,2015,47,203,1109,5.5,12,23.6,RB,Arizona
3157,Jeff McCall,1109,1979,1982,40,276,1109,4,11,27.7,RB,Clemson
3158,Marquel Blackwell,1109,2000,2002,33,309,1109,3.6,17,33.6,QB,South Florida
3159,Jim Berkey,1108,1963,1965,29,318,1108,3.5,13,38.2,RB,Toledo
3160,Matt Milton,1108,2002,2002,12,225,1108,4.9,9,92.3,RB,Nevada
3161,Mike Stock,1108,1958,1960,27,281,1108,3.9,3,41,RB,Northwestern
3162,George Georges,1107,1971,1973,27,303,1107,3.7,10,41,RB,Columbia
3163,Jerron Seymour,1107,2011,2014,31,272,1107,4.1,19,35.7,RB,Vanderbilt
3164,Jimmy Williams,1107,1975,1977,33,263,1107,4.2,5,33.5,RB,Texas Tech
3165,Leon Brown,1107,1988,1991,44,239,1107,4.6,6,25.2,RB,Temple
3166,Phil Bradley,1107,1977,1980,44,493,1107,2.2,16,25.2,QB,Missouri
3167,Tommy Simmons,1107,1969,1971,32,323,1107,3.4,15,34.6,RB,South Carolina
3168,Bernard Rambert,1106,1999,2002,36,267,1106,4.1,14,30.7,RB,Clemson
3169,Joe Sherrill,1106,1999,2002,41,254,1106,4.4,10,27,RB,Ohio
3170,Kevin Grady,1106,1973,1975,31,195,1106,5.7,8,35.7,RB,Temple
3171,Andy Heck,1105,1965,1966,20,278,1105,4,4,55.3,RB,Wake Forest
3172,Jeff Godfrey,1105,2010,2013,52,281,1105,3.9,19,21.3,QB,UCF
3173,Larry Brinson,1105,1973,1976,44,240,1105,4.6,11,25.1,RB,Florida
3174,Skyler Howard,1105,2014,2016,30,321,1105,3.4,16,36.8,QB,West Virginia
3175,Jim Crawford,1104,1956,1956,10,200,1104,5.5,12,110.4,RB,Wyoming
3176,Mark Stevens,1104,1987,1988,22,256,1104,4.3,12,50.2,RB,Ball State
3177,Ricky Johnson,1104,1988,1989,22,248,1104,4.5,10,50.2,RB,Maryland
3178,Ron Landeck,1104,1963,1965,27,241,1104,4.6,14,40.9,RB,Princeton
3179,Ronald Razz,1104,1977,1978,22,296,1104,3.7,5,50.2,RB,Illinois State
3180,Glenn Smith,1103,2014,2017,49,301,1103,3.7,6,22.5,WR,Georgia State
3181,Haynes King,1103,2020,2024,28,200,1103,5.5,15,39.4,QB,"Georgia Tech,Texas A&M"
3182,Marc White,1103,1983,1984,22,255,1103,4.3,9,50.1,RB,Utah State
3183,Sean Chambers,1103,2018,2021,22,221,1103,5,15,50.1,QB,Wyoming
3184,Jordan Fredericks,1102,2015,2018,33,212,1102,5.2,5,33.4,RB,"Massachusetts,Syracuse"
3185,Marvin Lasater,1102,1957,1959,30,263,1102,4.2,8,36.7,RB,Texas Christian
3186,Bryan Kariya,1101,2008,2011,51,278,1101,4,15,21.6,RB,BYU
3187,Dwight Shirley,1101,1991,1993,32,263,1101,4.2,12,34.4,RB,Boston College
3188,Jamale Carothers,1101,2019,2021,24,211,1101,5.2,16,45.9,FB,"Navy,Western Kentucky"
3189,Jason Colson,1101,2003,2006,36,261,1101,4.2,10,30.6,RB,West Virginia
3190,Don Schink,1100,1972,1974,33,245,1100,4.5,7,33.3,RB,East Carolina
3191,Jonas Gray,1100,2008,2011,34,189,1100,5.8,12,32.4,RB,Notre Dame
3192,Rich Dansdill,1100,1975,1978,44,223,1100,4.9,3,25,TE,Missouri
3193,Joe Weber,1099,1999,2002,41,276,1099,4,14,26.8,RB,Texas A&M
3194,Vince Brewer,1099,2000,2003,34,243,1099,4.5,8,32.3,RB,South Florida
3195,Jaylon Bester,1098,2017,2022,38,248,1098,4.4,16,28.9,RB,Miami (OH)
3196,Jim Joyce,1098,1957,1959,30,275,1098,4,11,36.6,RB,Maryland
3197,Rick Roper,1098,1992,1994,33,290,1098,3.8,15,33.3,QB,Army
3198,Tevin Drake,1098,2010,2012,21,167,1098,6.6,9,52.3,RB,Western Michigan
3199,Bo Bowen,1097,1967,1969,30,283,1097,3.9,8,36.6,RB,Ole Miss
3200,Bryce Williams,1097,2018,2023,43,263,1097,4.2,12,25.5,RB,Minnesota
