,,,,,,,,,,,Passing,,,,,,,,,,,,,,,
354,Matt Mauck,37,DEN,7,225,2004,LSU,2001,2003,23,310,529,219,58.6,3831,37,18,7,3.4,135.7,7.2,7.11,12.4,166.6,QB,LSU
355,Mike Phipps,37,CLE,1,3,1970,Purdue,1967,1969,28,375,733,358,51.2,5423,37,34,5,4.6,120.7,7.4,6.32,14.5,193.7,QB,Purdue
356,Tom Savage,37,HTX,4,135,2014,Pitt,2009,2013,31,430,757,327,56.8,5690,37,19,4.9,2.5,131.1,7.5,7.36,13.2,183.5,QB,"Pitt,Rutgers"
357,Tommy Kramer,37,MIN,1,27,1977,Rice,1973,1976,44,507,1036,529,48.9,6197,37,52,3.6,5,100.9,6,4.44,12.2,140.8,QB,Rice
358,Tony Eason,37,NWE,1,15,1983,Illinois,1981,1982,22,526,856,330,61.4,6608,37,29,4.3,3.4,133.8,7.7,7.06,12.6,300.4,QB,Illinois
359,Billy Lothridge,36,RAI,12,95,1964,Georgia Tech,1961,1963,60,370,744,374,49.7,4788,36,36,4.8,4.8,110.1,6.4,5.23,12.9,79.8,QB,Georgia Tech
360,Bob Schweickert,36,NYJ,4,28,1965,Virginia Tech,1962,1964,60,266,532,266,50,3450,36,28,6.8,5.3,116.3,6.5,5.47,13,57.5,QB,Virginia Tech
361,Brooks Bollinger,36,NYJ,6,200,2003,Wisconsin,1999,2002,44,398,740,342,53.8,5406,36,17,4.9,2.3,126.6,7.3,7.24,13.6,122.9,QB,Wisconsin
362,Fran Tarkenton,36,NWE,5,35,1961,Georgia,1958,1960,60,372,634,262,58.7,4200,36,40,5.7,6.3,120.4,6.6,4.92,11.3,70,QB,Georgia
363,Gary Wood,36,NWE,17,132,1964,Cornell,1961,1963,54,270,622,352,43.4,3782,36,36,5.8,5.8,102,6.1,4.63,14,70,QB,Cornell
364,George Izo,36,NYJ,,,1960,Notre Dame,1957,1959,60,242,500,258,48.4,4190,36,56,7.2,11.2,120.2,8.4,4.78,17.3,69.8,QB,Notre Dame
365,Heath Shuler,36,WAS,1,3,1994,Tennessee,1991,1993,33,316,513,197,61.6,4089,36,12,7,2.3,147,8,8.32,12.9,123.9,QB,Tennessee
366,Jonathan Crompton,36,SDG,5,168,2010,Tennessee,2006,2009,35,348,629,281,55.3,4187,36,22,5.7,3.5,123.1,6.7,6.23,12,119.6,QB,Tennessee
367,Kelly Stouffer,36,CRD,1,6,1987,Colorado State,1984,1986,32,577,1015,438,56.8,7142,36,38,3.5,3.7,120.2,7,6.06,12.4,223.2,QB,Colorado State
368,Michael Bishop,36,NWE,7,227,1999,Kansas State,1997,1998,23,244,480,236,50.8,4401,36,13,7.5,2.7,147.2,9.2,9.45,18,191.3,QB,Kansas State
369,Roger Staubach,36,KAN,16,122,1964,Navy,1962,1964,60,586,926,340,63.3,7142,36,38,3.9,4.1,132.7,7.7,6.64,12.2,119,QB,Navy
370,Sonny Gibbs,36,DEN,14,106,1962,Texas Christian,1960,1962,60,414,834,420,49.6,4970,36,52,4.3,6.2,101.5,6,4.02,12,82.8,QB,Texas Christian
371,Steve Spurrier,36,SFO,1,3,1967,Florida,1964,1966,30,392,692,300,56.6,4848,36,31,5.2,4.5,123.7,7,6.03,12.4,161.6,QB,Florida
372,Trent Edwards,36,BUF,3,92,2007,Stanford,2003,2006,35,487,865,378,56.3,5429,36,33,4.2,3.8,115.1,6.3,5.39,11.1,155.1,QB,Stanford
373,Bo Burris,35,NOR,2,27,1967,Houston,1964,1966,29,203,440,237,46.1,3248,35,41,8,9.3,115.8,7.4,4.78,16,112,QB,Houston
374,Dave Jaynes,35,KAN,3,66,1974,Kansas,1971,1973,33,389,754,365,51.6,5132,35,38,4.6,5,114,6.8,5.47,13.2,155.5,QB,Kansas
375,Doug Gaynor,35,CIN,4,99,1986,Long Beach State,1984,1985,22,569,836,267,68.1,6793,35,35,4.2,4.2,141.8,8.1,7.08,11.9,308.8,QB,Long Beach State
376,Jeb Blount,35,RAI,2,50,1976,Tulsa,1973,1975,33,319,587,268,54.3,4343,35,32,6,5.5,125.3,7.4,6.14,13.6,131.6,QB,Tulsa
377,Paul McDonald,35,CLE,4,109,1980,USC,1976,1979,45,284,468,184,60.7,3881,35,12,7.5,2.6,149.9,8.3,8.63,13.7,86.2,QB,USC
378,Quincy Carter,35,DAL,2,53,2001,Georgia,1998,2000,29,483,853,370,56.6,6447,35,25,4.1,2.9,127.8,7.6,7.06,13.3,222.3,QB,Georgia
379,Sammy Garza,35,SEA,8,216,1987,UTEP,1983,1986,46,483,817,334,59.1,6130,35,47,4.3,5.8,124.8,7.5,5.77,12.7,133.3,QB,UTEP
380,Steve Bradley,35,CIN,12,316,1986,Indiana,1983,1985,33,532,1023,491,52,6579,35,52,3.4,5.1,107.1,6.4,4.83,12.4,199.4,QB,Indiana
381,Zach Mettenberger,35,OTI,6,178,2014,LSU,2011,2013,30,407,659,252,61.8,5783,35,15,5.3,2.3,148.4,8.8,8.81,14.2,192.8,QB,LSU
382,Eric Hipple,34,DET,4,85,1980,Utah State,1976,1979,44,459,850,391,54,6073,34,42,4,4.9,117.3,7.1,5.72,13.2,138,QB,Utah State
383,Greg Cook,34,CIN,1,5,1969,Cincinnati,1966,1968,29,332,655,323,50.7,4906,34,35,5.2,5.3,120,7.5,6.12,14.8,169.2,QB,Cincinnati
384,Jarious Jackson,34,DEN,7,214,2000,Notre Dame,1996,1999,36,306,536,230,57.1,4820,34,21,6.3,3.9,145.7,9,8.5,15.8,133.9,QB,Notre Dame
385,Jim Druckenmiller,34,SFO,1,26,1997,Virginia Tech,1993,1996,38,313,582,269,53.8,4383,34,18,5.8,3.1,130.1,7.5,7.31,14,115.3,QB,Virginia Tech
386,John Huarte,34,NYJ,2,12,1965,Notre Dame,1962,1964,58,276,510,234,54.1,4686,34,22,6.7,4.3,144.7,9.2,8.58,17,80.8,QB,Notre Dame
387,Paul Justin,34,CHI,7,190,1991,Arizona State,1987,1990,37,418,753,335,55.5,5761,34,26,4.5,3.5,127.8,7.7,7,13.8,155.7,QB,Arizona State
388,Randy Wright,34,GNB,6,153,1984,Wisconsin,1981,1983,33,359,669,310,53.7,4697,34,32,5.1,4.8,119.8,7,5.88,13.1,142.3,QB,Wisconsin
389,Todd Collins,34,BUF,2,45,1995,Michigan,1991,1994,34,431,663,232,65,5504,34,17,5.1,2.6,146.5,8.3,8.17,12.8,161.9,QB,Michigan
390,Aaron Brooks,33,GNB,4,131,1999,Virginia,1995,1998,34,357,651,294,54.8,5118,33,24,5.1,3.7,130.2,7.9,7.22,14.3,150.5,QB,Virginia
391,Brock Osweiler,33,DEN,2,57,2012,Arizona State,2009,2011,25,412,680,268,60.6,5082,33,15,4.9,2.2,135,7.5,7.45,12.3,203.3,QB,Arizona State
392,Cody Carlson,33,OTI,3,64,1987,Baylor,1983,1986,44,366,705,339,51.9,5411,33,34,4.7,4.8,122.2,7.7,6.44,14.8,123,QB,Baylor
393,Jim Kelly,33,BUF,1,14,1983,Miami (FL),1979,1982,44,376,676,300,55.6,5228,33,28,4.9,4.1,128.4,7.7,6.85,13.9,118.8,QB,Miami (FL)
394,Jim Sorgi,33,CLT,6,193,2004,Wisconsin,2000,2003,39,287,517,230,55.5,4475,33,20,6.4,3.9,141.5,8.7,8.19,15.6,114.7,QB,Wisconsin
395,Kordell Stewart,33,PIT,2,60,1995,Colorado,1991,1994,33,456,785,329,58.1,6481,33,19,4.2,2.4,136.5,8.3,8.01,14.2,196.4,QB,Colorado
396,Mark Miller,33,CLE,3,68,1978,Bowling Green,1974,1977,45,454,851,397,53.3,5919,33,38,3.9,4.5,115.6,7,5.72,13,131.5,QB,Bowling Green
397,Peter Tom Willis,33,CHI,3,63,1990,Florida State,1986,1989,34,304,500,196,60.8,4291,33,16,6.6,3.2,148.3,8.6,8.46,14.1,126.2,QB,Florida State
398,Rich Campbell,33,GNB,1,6,1981,California,1977,1980,44,574,891,317,64.4,6933,33,42,3.7,4.7,132.6,7.8,6.4,12.1,157.6,QB,California
399,Tommy Maddox,33,DEN,1,25,1992,UCLA,1990,1991,22,374,642,268,58.3,5187,33,29,5.1,4.5,134.1,8.1,7.07,13.9,235.8,QB,UCLA
400,Bill Munson,32,OTI,16,126,1964,Utah State,1961,1963,60,324,596,272,54.4,4516,32,18,5.4,3,129.7,7.6,7.29,13.9,75.3,QB,Utah State
