,,,,,,Rushing,,,,,,
1836,Dornell Harris,1554,1971,1973,32,292,1554,5.3,10,48.6,RB,Memphis
1837,Pinkie Palmer,1554,1966,1968,30,444,1554,3.5,6,51.8,RB,Baylor
1838,Tommy Francisco,1554,1964,1966,30,366,1554,4.2,17,51.8,RB,Virginia Tech
1839,Brandon Bornes,1553,2004,2007,47,375,1553,4.1,13,33,RB,San Diego State
1840,Ta'Zhawn Henry,1553,2018,2022,41,360,1553,4.3,21,37.9,RB,"Houston,Texas Tech"
1841,Tony Carifa,1553,1978,1980,33,354,1553,4.4,14,47.1,DB,Ohio
1842,Stafon Johnson,1552,2006,2009,31,271,1552,5.7,19,50.1,RB,USC
1843,Corey Sylve,1551,1990,1991,22,323,1551,4.8,9,70.5,RB,Western Michigan
1844,Jayson Bird,1551,2004,2007,34,339,1551,4.6,17,45.6,RB,Idaho
1845,Shelby Ball,1551,1977,1979,33,367,1551,4.2,7,47,RB,Air Force
1846,JaTarvious Whitlow,1550,2018,2019,24,306,1550,5.1,16,64.6,RB,Auburn
1847,Kaidon Salter,1550,2021,2024,28,277,1550,5.6,14,55.4,QB,Liberty
1848,Stew Williams,1550,1964,1966,28,330,1550,4.7,10,55.4,RB,Bowling Green
1849,C.J. Gable,1549,2006,2010,54,308,1549,5,13,28.7,RB,USC
1850,Greg Hickman,1549,1978,1982,55,390,1549,4,10,28.2,RB,Louisville
1851,Leonard Parker,1549,1971,1973,33,316,1549,4.9,16,46.9,RB,Houston
1852,John Coleman,1548,1972,1975,44,436,1548,3.6,8,35.2,RB,Rice
1853,Daniel Malone,1547,1972,1974,21,366,1547,4.2,7,73.7,RB,Cornell
1854,Tyrell Robinson,1547,2020,2024,39,215,1547,7.2,6,39.7,RB,Army
1855,Alex Wade,1546,2000,2003,41,343,1546,4.5,11,37.7,RB,Duke
1856,Calvin Cass,1546,1987,1990,44,266,1546,5.8,14,35.1,RB,Army
1857,Delvon Flowers,1546,1999,2001,22,266,1546,5.8,16,70.3,RB,Arizona State
1858,Patrick Carr,1546,2015,2019,33,293,1546,5.3,10,46.8,RB,"Colorado,Houston"
1859,Ricky Madison,1546,2000,2003,31,377,1546,4.1,7,49.9,RB,Texas Christian
1860,Riley Leonard,1546,2021,2024,31,275,1546,5.6,25,49.9,QB,"Duke,Notre Dame"
1861,Aidan Robbins,1545,2019,2023,30,317,1545,4.9,11,51.5,,"BYU,Louisville,Nevada-Las Vegas"
1862,Eddie Estes,1545,1976,1979,44,304,1545,5.1,13,35.1,RB,Appalachian State
1863,Kolton Browning,1545,2010,2013,46,558,1545,2.8,18,33.6,QB,Louisiana-Monroe
1864,Willie Hamilton,1545,1972,1974,33,274,1545,5.6,12,46.8,RB,Arizona
1865,Eric Drain,1544,1982,1985,38,373,1544,4.1,17,40.6,RB,Missouri
1866,LeQuint Allen,1544,2022,2024,29,324,1544,4.8,10,53.2,RB,Syracuse
1867,Jamad Williams,1543,2007,2010,52,322,1543,4.8,6,29.7,RB,Tulsa
1868,Sam McGuffie,1543,2008,2012,42,358,1543,4.3,10,36.7,RB,"Michigan,Rice"
1869,Ed Johnson,1542,1973,1975,33,353,1542,4.4,12,46.7,RB,Northern Illinois
1870,Tim Majerle,1542,1966,1968,28,401,1542,3.8,20,55.1,RB,Western Michigan
1871,Patrick Mealy,1541,2007,2010,43,323,1541,4.8,7,35.8,RB,Army
1872,Cecil Gordon,1540,1975,1976,22,339,1540,4.5,11,70,RB,Cal State Fullerton
1873,Elmo Simmons,1540,1973,1976,41,310,1540,5,10,37.6,RB,Texas-Arlington
1874,Kelsey Adams,1540,1995,1998,36,292,1540,5.3,13,42.8,RB,SMU
1875,Myron Jones,1540,1988,1989,22,290,1540,5.3,23,70,RB,Fresno State
1876,James Williams,1539,2016,2018,39,316,1539,4.9,19,39.5,RB,Washington State
1877,Neil MacLean,1539,1957,1959,30,352,1539,4.4,11,51.3,RB,Wake Forest
1878,Tarik Smith,1539,1993,1997,56,324,1539,4.8,14,27.5,RB,California
1879,Renaldo Works,1538,2000,2003,45,309,1538,5,21,34.2,RB,Oklahoma
1880,Alley Broussard,1537,2003,2006,34,301,1537,5.1,18,45.2,RB,LSU
1881,Darnell Stephens,1537,2001,2004,40,263,1537,5.8,14,38.4,RB,Air Force
1882,Jay McCoy,1537,1968,1970,30,346,1537,4.4,27,51.2,RB,Memphis
1883,Buddy Hardeman,1536,1973,1976,44,286,1536,5.4,14,34.9,QB,Iowa State
1884,Ellis Moore,1536,1967,1969,27,384,1536,4,19,56.9,RB,Princeton
1885,Tom Spangenberg,1536,1961,1963,27,330,1536,4.7,8,56.9,RB,Dartmouth
1886,James Fields,1535,1976,1978,34,398,1535,3.9,11,45.1,RB,Oregon State
1887,Kenny Turner,1535,2010,2011,23,334,1535,4.6,12,66.7,RB,New Mexico State
1888,Cody Getz,1534,2009,2012,43,260,1534,5.9,10,35.7,WR,Air Force
1889,Don Gesicki,1534,1973,1975,27,328,1534,4.7,15,56.8,RB,Yale
1890,Horactio Banks,1534,2012,2014,29,283,1534,5.4,12,52.9,RB,Ball State
1891,Kenny Williams,1534,2011,2014,48,322,1534,4.8,16,32,RB,Texas Tech
1892,Larry Ware,1534,1988,1991,37,301,1534,5.1,12,41.5,RB,Georgia
1893,Leon Walker,1534,1978,1979,23,239,1534,6.4,5,66.7,RB,Nevada-Las Vegas
1894,Mike Thiessen,1534,1998,2000,23,344,1534,4.5,18,66.7,QB,Air Force
1895,Terry Henley,1534,1970,1972,30,343,1534,4.5,17,51.1,RB,Auburn
1896,Cleve Bryant,1532,1967,1969,30,461,1532,3.3,20,51.1,QB,Ohio
1897,Rich Swinton,1532,1987,1990,36,345,1532,4.4,10,42.6,RB,Washington State
1898,Tony Jackson,1532,1989,1993,55,313,1532,4.9,7,27.9,RB,Vanderbilt
1899,Brett Smith,1531,2011,2014,39,378,1531,4.1,20,39.3,QB,Wyoming
1900,Derek Alston,1531,1987,1989,30,319,1531,4.8,4,51,RB,Akron
1901,Frank Madu,1531,1993,1995,29,336,1531,4.6,9,52.8,RB,Washington State
1902,Robert Davis,1531,1987,1988,22,341,1531,4.5,16,69.6,RB,Western Michigan
1903,Art Gore,1530,1973,1976,44,315,1530,4.9,13,34.8,RB,Duke
1904,Homer Floyd,1530,1956,1958,30,364,1530,4.2,5,51,RB,Kansas
1905,Kamryn Pettway,1529,2014,2017,27,285,1529,5.4,13,56.6,FB,Auburn
1906,Doug Jackson,1528,1973,1975,27,358,1528,4.3,14,56.6,RB,Columbia
1907,Jason Thomas,1528,2000,2002,32,369,1528,4.1,24,47.8,QB,Nevada-Las Vegas
1908,Peter Tuipulotu,1528,1987,1991,47,277,1528,5.5,17,32.5,RB,BYU
1909,Washaun Ealey,1528,2009,2010,21,282,1528,5.4,14,72.8,RB,Georgia
1910,Al Robinson,1526,1969,1971,31,481,1526,3.2,9,49.2,RB,Northwestern
1911,Bryan Randall,1526,2001,2004,48,409,1526,3.7,11,31.8,QB,Virginia Tech
1912,Denny Ferris,1526,1968,1970,30,405,1526,3.8,13,50.9,RB,Pitt
1913,Anthony Butler,1525,2001,2004,43,284,1525,5.4,13,35.5,RB,Air Force
1914,Bruno Heppell,1524,1994,1996,33,320,1524,4.8,11,46.2,RB,Western Michigan
1915,Jerome Coleman,1524,2000,2002,33,447,1524,3.4,21,46.2,RB,Louisiana
1916,Johnny Jefferson,1524,2014,2015,22,236,1524,6.5,14,69.3,RB,Baylor
1917,Clemon Terrell,1523,1980,1983,44,352,1523,4.3,5,34.6,RB,Southern Mississippi
1918,Terry Richardson,1523,1990,1993,40,307,1523,5,7,38.1,RB,Syracuse
1919,Bill Wilson,1522,1963,1965,20,373,1522,4.1,12,76.1,RB,Cornell
1920,Ryan Boykin,1522,2010,2013,43,322,1522,4.7,15,35.4,RB,Ohio
1921,Dwight Wright,1519,2001,2004,47,383,1519,4,12,32.3,RB,Oregon State
1922,Emmanuel Moody,1519,2006,2010,41,261,1519,5.8,6,37,RB,"Florida,USC"
1923,J.C. Coleman,1519,2012,2015,47,348,1519,4.4,7,32.3,RB,Virginia Tech
1924,Umar Ferguson,1519,2003,2005,32,363,1519,4.2,11,47.5,RB,Temple
1925,Dare Ogunbowale,1518,2013,2016,43,319,1518,4.8,13,35.3,RB,Wisconsin
1926,Dave Minnich,1518,2000,2001,19,340,1518,4.5,10,79.9,RB,Washington State
1927,Arthur Humphrey,1517,1981,1984,40,385,1517,3.9,9,37.9,RB,Ole Miss
1928,Sherman Badie,1517,2014,2017,44,296,1517,5.1,9,34.5,RB,Tulane
1929,Carlton Campbell,1516,1983,1986,44,402,1516,3.8,8,34.5,RB,Ball State
1930,Casey Tiumalu,1516,1982,1983,22,249,1516,6.1,11,68.9,RB,BYU
1931,Chris Alexander,1516,1988,1990,33,320,1516,4.7,8,45.9,RB,Miami (OH)
1932,Hubert Simpson,1516,1976,1979,33,309,1516,4.9,11,45.9,RB,Tennessee
1933,Todd Yoho,1516,1978,1981,40,331,1516,4.6,17,37.9,RB,Ohio
1934,Tony Esposito,1516,1968,1970,30,412,1516,3.7,11,50.5,RB,Pitt
1935,Christian Turner,1515,2018,2023,52,370,1515,4.1,15,29.1,RB,"Indiana,Michigan,Wake Forest"
1936,Damien Berry,1515,2007,2010,44,283,1515,5.4,13,34.4,DB,Miami (FL)
1937,Chet Boulris,1514,1957,1959,26,334,1514,4.5,14,58.2,RB,Harvard
1938,Donnell Alexander,1514,2012,2015,32,295,1514,5.1,9,47.3,RB,"Akron,Colorado State"
1939,Eric Roberts,1513,2001,2004,38,182,1513,8.3,11,39.8,RB,Navy
1940,Antwon McCray,1512,1999,2001,31,296,1512,5.1,13,48.8,RB,Toledo
1941,Bryant Jacobs,1512,2000,2002,32,351,1512,4.3,9,47.3,RB,Louisiana-Monroe
1942,Frank Peasant,1511,2020,2024,45,370,1511,4.1,19,33.6,RB,Middle Tennessee State
1943,Lynn Moore,1511,1967,1969,30,291,1511,5.2,18,50.4,RB,Army
1944,Rodney Hammond Jr.,1511,2021,2024,32,329,1511,4.6,14,47.2,RB,Pitt
1945,Danny Ware,1510,2004,2006,35,320,1510,4.7,8,43.1,RB,Georgia
1946,David Toloumu,1510,1978,1981,43,315,1510,4.8,17,35.1,RB,Hawaii
1947,Garrett Ford,1509,1989,1992,43,317,1509,4.8,12,35.1,RB,West Virginia
1948,James Johnson,1509,2006,2007,23,272,1509,5.5,14,65.6,RB,Kansas State
1949,Kyle Porter,1509,2016,2020,45,365,1509,4.1,12,33.5,RB,"Houston,Texas"
1950,Jeff Anderson,1508,1966,1968,30,353,1508,4.3,10,50.3,RB,Virginia
1951,Mike Hamilton,1507,2005,2006,23,290,1507,5.2,5,65.5,RB,Oklahoma State
1952,Bobby Cole,1506,1969,1971,32,388,1506,3.9,5,47.1,RB,Oklahoma State
1953,Aca'Cedric Ware,1505,2015,2018,46,264,1505,5.7,10,32.7,RB,USC
1954,Cam Porter,1504,2020,2024,35,378,1504,4,14,43,RB,Northwestern
1955,Damian Sims,1504,2004,2007,43,279,1504,5.4,13,35,RB,Iowa
1956,Kevin Morgan,1504,1985,1988,36,329,1504,4.6,5,41.8,RB,Virginia
1957,John Williams,1503,1979,1982,44,318,1503,4.7,8,34.2,RB,Wisconsin
1958,Mallon Faircloth,1503,1961,1963,30,400,1503,3.8,10,50.1,QB,Tennessee
1959,Chris Dantin,1502,1970,1972,33,372,1502,4,12,45.5,RB,LSU
1960,Doug Gerhart,1502,1972,1974,27,311,1502,4.8,14,55.6,RB,William & Mary
1961,Mark Stowers,1502,1976,1978,33,281,1502,5.3,11,45.5,RB,Furman
1962,Mike Ford,1502,2007,2009,34,331,1502,4.5,23,44.2,RB,South Florida
1963,Bill Harris,1501,1961,1963,30,309,1501,4.9,10,50,RB,Colorado
1964,Freddy Jacobs,1501,1976,1979,44,330,1501,4.5,11,34.1,RB,Pitt
1965,Michael Wagner,1501,1999,2003,47,387,1501,3.9,16,31.9,RB,Iowa State
1966,Christian Anderson,1500,2019,2021,26,277,1500,5.4,17,57.7,QB,Army
1967,Lorenzo Cyphers,1500,1985,1988,36,401,1500,3.7,8,41.7,RB,Rice
1968,Shedro Louis,1500,2019,2023,60,297,1500,5.1,15,25,RB,"Liberty,Tulane"
1969,Billy Wallace,1499,1969,1971,30,341,1499,4.4,12,50,RB,East Carolina
1970,Damien Williams,1499,2012,2014,35,290,1499,5.2,18,42.8,RB,Oklahoma
1971,Harry Crump,1497,1960,1962,30,335,1497,4.5,13,49.9,RB,Boston College
1972,Jarrett Payton,1496,1999,2003,40,299,1496,5,10,37.4,RB,Miami (FL)
1973,Mark Templeton,1495,1983,1986,45,288,1495,5.2,5,33.2,RB,Long Beach State
1974,Mitch Leidner,1495,2013,2016,47,446,1495,3.4,33,31.8,QB,Minnesota
1975,Vic Purvis,1495,1963,1965,27,374,1495,4,9,55.4,QB,Southern Mississippi
1976,Llow Turner,1494,1997,1999,36,295,1494,5.1,6,41.5,RB,Marshall
1977,Derrvin Speight,1493,2007,2010,35,360,1493,4.1,13,42.7,RB,Utah State
1978,Rodney Hunter,1493,1985,1988,42,382,1493,3.9,10,35.5,RB,Tulane
1979,Aaron Jenkins,1492,1985,1988,44,295,1492,5.1,13,33.9,RB,Washington
1980,Norval McKenzie,1491,2001,2004,37,319,1491,4.7,7,40.3,RB,Vanderbilt
1981,Alex Singleton,1490,2009,2012,41,376,1490,4,43,36.3,RB,Tulsa
1982,Darin Brightmon,1490,1986,1989,43,284,1490,5.2,13,34.7,RB,Nevada-Las Vegas
1983,Greg Manior,1489,1989,1992,43,323,1489,4.6,11,34.6,RB,North Carolina State
1984,Jerry Babb,1489,2003,2006,42,338,1489,4.4,19,35.5,QB,Louisiana
1985,Buddy Rodgers,1488,1994,1997,38,365,1488,4.1,20,39.2,RB,Maryland
1986,Zach Brown,1488,2007,2011,48,322,1488,4.6,16,31,RB,"Pitt,Wisconsin"
1987,Aaron McAllister,1487,2017,2020,40,299,1487,5,12,37.2,RB,Charlotte
1988,Bob Harris,1487,1974,1976,31,268,1487,5.5,9,48,RB,Temple
1989,Jared Hassin,1487,2010,2012,30,293,1487,5.1,10,49.6,RB,Army
1990,Devonte Lee,1486,2018,2022,50,345,1486,4.3,26,29.7,RB,Nevada
1991,Ray Jackson,1486,1997,2001,33,369,1486,4,13,45,RB,"Cincinnati,Michigan"
1992,Tommy Lorino,1486,1956,1958,30,227,1486,6.5,8,49.5,RB,Auburn
1993,Jeremy Wright,1485,2010,2012,36,343,1485,4.3,15,41.3,RB,Louisville
1994,Leander Green,1485,1977,1979,33,338,1485,4.4,23,45,QB,East Carolina
1995,Michael Whiting,1485,1978,1981,44,355,1485,4.2,12,33.8,RB,Florida State
1996,Tom Sloan,1485,1971,1973,25,297,1485,5,6,59.4,RB,Temple
1997,Mike Fanuzzi,1484,1971,1974,33,344,1484,4.3,16,45,QB,Kentucky
1998,Phillip Jessie,1484,1977,1980,40,225,1484,6.6,15,37.1,RB,Texas-Arlington
1999,Carlos Meeks,1483,1995,1998,43,336,1483,4.4,13,34.5,RB,San Jose State
2000,Delbert Thompson,1483,1980,1981,23,315,1483,4.7,5,64.5,RB,UTEP
