,,,,,,Passing,,,,,,,,,,,,,,,
413,Derek Thompson,42,2009,2013,41,636,1055,419,60.3,7427,42,34,4,3.2,126.1,7,6.39,11.7,181.1,QB,North Texas
414,Dylan Hopkins,42,2019,2023,45,492,817,325,60.2,6824,42,25,5.1,3.1,141.2,8.4,8,13.9,151.6,QB,"New Mexico,UAB"
415,Graham Leigh,42,1996,1998,35,367,657,290,55.9,4979,42,27,6.4,4.1,132.4,7.6,7.01,13.6,142.3,QB,New Mexico
416,Hayden Moore,42,2015,2018,36,545,955,410,57.1,6518,42,28,4.4,2.9,123,6.8,6.39,12,181.1,QB,Cincinnati
417,Jeff Graham,42,1985,1988,36,664,1175,511,56.5,8080,42,42,3.6,3.6,118.9,6.9,5.98,12.2,224.4,QB,Long Beach State
418,Jeff Van Raaphorst,42,1984,1986,29,473,811,338,58.3,6250,42,36,5.2,4.4,131.3,7.7,6.74,13.2,215.5,QB,Arizona State
419,Jeremiah Masoli,42,2008,2010,36,480,840,360,57.1,5930,42,24,5,2.9,127.2,7.1,6.77,12.4,164.7,QB,"Ole Miss,Oregon"
420,John Dutton,42,1994,1997,25,450,709,259,63.5,6314,42,12,5.9,1.7,154.4,8.9,9.33,14,252.6,QB,"Nevada,Texas"
421,Maty Mauk,42,2013,2015,29,346,657,311,52.7,4373,42,19,6.4,2.9,123.9,6.7,6.63,12.6,150.8,QB,Missouri
422,Mike Bercovici,42,2011,2015,33,439,725,286,60.6,5339,42,13,5.8,1.8,137.9,7.4,7.72,12.2,161.8,QB,Arizona State
423,Ortege Jenkins,42,1997,2000,45,387,769,382,50.3,5409,42,26,5.5,3.4,120.7,7,6.6,14,120.2,QB,Arizona
424,Rocky Lombardi,42,2018,2023,52,598,1077,479,55.5,7418,42,30,3.9,2.8,120.7,6.9,6.41,12.4,142.7,QB,"Michigan State,Northern Illinois"
425,Ryan Colburn,42,2007,2010,30,412,663,251,62.1,5334,42,20,6.3,3,144.6,8,7.95,12.9,177.8,QB,Fresno State
426,Tyler Russell,42,2010,2013,38,410,699,289,58.7,5441,42,23,6,3.3,137.3,7.8,7.51,13.3,143.2,QB,Mississippi State
427,Wes Lunt,42,2012,2016,34,631,1085,454,58.2,7008,42,19,3.9,1.8,121.7,6.5,6.45,11.1,206.1,QB,"Illinois,Oklahoma State"
428,Wesley Carroll,42,2007,2011,46,615,1069,454,57.5,6949,42,32,3.9,3,119.1,6.5,5.94,11.3,151.1,QB,"Florida International,Mississippi State"
429,Zebbie Lethridge,42,1994,1997,44,519,1070,551,48.5,6789,42,22,3.9,2.1,110.6,6.3,6.2,13.1,154.3,QB,Texas Tech
430,Cory Paus,41,1999,2002,34,431,801,370,53.8,6730,41,32,5.1,4,133.3,8.4,7.63,15.6,197.9,QB,UCLA
431,Dave Yarema,41,1982,1986,35,447,727,280,61.5,5569,41,29,5.6,4,136.5,7.7,6.99,12.5,159.1,QB,Michigan State
432,David Piland,41,2010,2013,21,478,833,355,57.4,5790,41,26,4.9,3.1,125.8,7,6.53,12.1,275.7,QB,Houston
433,George Godsey,41,1998,2001,35,484,765,281,63.3,6137,41,18,5.4,2.4,143.6,8,8.04,12.7,175.3,QB,Georgia Tech
434,Greg Zolman,41,1998,2001,40,596,1156,560,51.6,7981,41,46,3.5,4,113.3,6.9,5.82,13.4,199.5,QB,Vanderbilt
435,Hayden Wolff,41,2019,2024,36,651,1073,422,60.7,7600,41,23,3.8,2.1,128.5,7.1,6.88,11.7,211.1,QB,"Old Dominion,Western Michigan"
436,Jack Abraham,41,2018,2022,32,598,867,269,69,7111,41,31,4.7,3.6,146.3,8.2,7.54,11.9,222.2,QB,"Missouri,Southern Mississippi"
437,Kaleb Barker,41,2016,2019,41,402,603,201,66.7,4793,41,12,6.8,2,151.9,7.9,8.41,11.9,116.9,QB,Troy
438,Keith Smith,41,1996,1999,43,423,706,283,59.9,5829,41,26,5.8,3.7,141.1,8.3,7.76,13.8,135.6,QB,Arizona
439,Kyle Padron,41,2009,2011,24,446,729,283,61.2,5902,41,21,5.6,2.9,142,8.1,7.92,13.2,245.9,QB,SMU
440,Luke Getsy,41,2003,2006,31,480,918,438,52.3,6149,41,23,4.5,2.5,118.3,6.7,6.46,12.8,198.4,QB,"Akron,Pitt"
441,Matt Newton,41,1997,2000,30,410,688,278,59.6,5248,41,27,6,3.9,135.5,7.6,7.05,12.8,174.9,QB,Colorado State
442,Nick Florence,41,2009,2012,30,466,754,288,61.8,6301,41,22,5.4,2.9,144.1,8.4,8.13,13.5,210,QB,Baylor
443,Riley Nelson,41,2006,2012,40,401,699,298,57.4,4957,41,28,5.9,4,128.3,7.1,6.46,12.4,123.9,QB,"BYU,Utah State"
444,Scott Erney,41,1986,1989,42,614,1128,514,54.4,7188,41,49,3.6,4.3,111.3,6.4,5.14,11.7,171.1,QB,Rutgers
445,Steve Brown,41,1977,1980,44,437,848,411,51.5,6533,41,36,4.8,4.2,123.7,7.7,6.76,14.9,148.5,QB,Appalachian State
446,Steve Smith,41,1980,1983,44,300,599,299,50.1,4529,41,30,6.8,5,126.2,7.6,6.68,15.1,102.9,QB,Michigan
447,Steven Moffett,41,2003,2006,36,510,860,350,59.3,6199,41,26,4.8,3,129.5,7.2,6.8,12.2,172.2,QB,UCF
448,Whit Taylor,41,1979,1982,44,555,1016,461,54.6,6307,41,41,4,4,112,6.2,5.2,11.4,143.3,QB,Vanderbilt
449,Zack Mills,41,2001,2004,43,606,1082,476,56,7212,41,39,3.8,3.6,117.3,6.7,5.8,11.9,167.7,QB,Penn State
450,Zak Kustok,41,1999,2001,29,492,885,393,55.6,5684,41,23,4.6,2.6,119.6,6.4,6.18,11.6,196,QB,Northwestern
451,Adam Dimichele,40,2006,2008,28,407,674,267,60.4,5024,40,28,5.9,4.2,134.3,7.5,6.77,12.3,179.4,QB,Temple
452,Bernie Kosar,40,1983,1984,23,463,743,280,62.3,5971,40,29,5.4,3.9,139.8,8,7.36,12.9,259.6,QB,Miami (FL)
453,Chad Johnston,40,1993,1996,37,392,771,379,50.8,5517,40,24,5.2,3.1,121.8,7.2,6.79,14.1,149.1,QB,West Virginia
454,Chris Robison,40,2018,2019,26,483,775,292,62.3,6234,40,18,5.2,2.3,142.3,8,8.03,12.9,239.8,QB,Florida Atlantic
455,Chuck Hixson,40,1968,1970,31,642,1115,473,57.6,7179,40,56,3.6,5,113.5,6.4,4.9,11.2,231.6,QB,SMU
456,Cory Sauter,40,1994,1997,39,539,945,406,57,6834,40,34,4.2,3.6,124.6,7.2,6.46,12.7,175.2,QB,Minnesota
457,Dan White,40,1993,1995,32,422,800,378,52.8,5446,40,24,5,3,120.4,6.8,6.46,12.9,170.2,QB,Arizona
458,Dwight Dasher,40,2007,2010,41,470,853,383,55.1,5643,40,38,4.7,4.5,117.2,6.6,5.55,12,137.6,QB,Middle Tennessee State
459,Dylan Thompson,40,2011,2014,36,390,669,279,58.3,5401,40,16,6,2.4,141.1,8.1,8.19,13.8,150,QB,South Carolina
460,Gavin Hardison,40,2019,2023,37,570,1061,491,53.7,7962,40,33,3.8,3.1,123,7.5,6.86,14,215.2,QB,UTEP
461,Herb Tyler,40,1995,1998,36,434,716,282,60.6,5876,40,24,5.6,3.4,141.3,8.2,7.82,13.5,163.2,QB,LSU
462,Jake Waters,40,2013,2014,26,421,657,236,64.1,5970,40,16,6.1,2.4,155.6,9.1,9.21,14.2,229.6,QB,Kansas State
463,Jason Verduzco,40,1989,1992,43,622,986,364,63.1,6974,40,29,4.1,2.9,130,7.1,6.56,11.2,162.2,QB,Illinois
464,John Congemi,40,1983,1986,44,519,950,431,54.6,6126,40,30,4.2,3.2,116.4,6.4,5.87,11.8,139.2,QB,Pitt
465,Justin Thomas,40,2013,2016,48,259,532,273,48.7,4754,40,18,7.5,3.4,141.8,8.9,8.92,18.4,99,QB,Georgia Tech
466,Matt Rodgers,40,1988,1991,43,516,844,328,61.1,6308,40,30,4.7,3.6,132.4,7.5,6.82,12.2,146.7,QB,Iowa
467,Nate Hybl,40,2000,2002,30,440,759,319,58,4916,40,23,5.3,3,123.7,6.5,6.17,11.2,163.9,QB,Oklahoma
468,Nick Rolovich,40,2000,2001,14,296,541,245,54.7,4176,40,13,7.4,2.4,139.1,7.7,8.12,14.1,298.3,QB,Hawaii
469,Roy Henry,40,1975,1977,34,325,679,354,47.9,4656,40,34,5.9,5,114.9,6.9,5.78,14.3,136.9,QB,Louisiana
470,Sal Olivas,40,1964,1967,40,293,639,346,45.9,4003,40,37,6.3,5.8,107.6,6.3,4.91,13.7,100.1,QB,New Mexico State
471,Sam Keller,40,2003,2007,29,425,703,278,60.5,5440,40,21,5.7,3,138.3,7.7,7.53,12.8,187.6,QB,"Arizona State,Nebraska"
472,Scott Rislov,40,2002,2003,24,536,886,350,60.5,6267,40,19,4.5,2.1,130.5,7.1,7.01,11.7,261.1,QB,San Jose State
473,Stan White,40,1990,1993,44,659,1231,572,53.5,8016,40,52,3.2,4.2,110.5,6.5,5.26,12.2,182.2,QB,Auburn
474,Steve Woods,40,1979,1981,33,303,602,299,50.3,5001,40,36,6.6,6,130.1,8.3,6.95,16.5,151.5,QB,Chattanooga
475,Todd Bandhauer,40,1995,1998,30,404,826,422,48.9,5234,40,35,4.8,4.2,109.6,6.3,5.4,13,174.5,QB,Iowa State
476,Brent Snyder,39,1987,1988,22,472,874,402,54,6105,39,35,4.5,4,119.4,7,6.08,12.9,277.5,QB,Utah State
477,Caleb Hanie,39,2004,2007,37,495,811,316,61,6337,39,34,4.8,4.2,134.2,7.8,6.89,12.8,171.3,QB,Colorado State
478,Chase Cunningham,39,2018,2022,32,445,689,244,64.6,4768,39,16,5.7,2.3,136.8,6.9,7.01,10.7,149,QB,Middle Tennessee State
479,Christian Chapman,39,2015,2018,43,379,632,253,60,5085,39,12,6.2,1.9,144.1,8,8.43,13.4,118.3,QB,San Diego State
480,Dameyune Craig,39,1994,1997,41,427,782,355,54.6,6026,39,24,5,3.1,129.7,7.7,7.32,14.1,147,QB,Auburn
481,Dan Robinson,39,1997,1999,25,453,914,461,49.6,6038,39,30,4.3,3.3,112.6,6.6,5.98,13.3,241.5,QB,Hawaii
482,Danny McCoin,39,1984,1987,44,544,899,355,60.5,6801,39,26,4.3,2.9,132.6,7.6,7.13,12.5,154.6,QB,Cincinnati
483,David Washington,39,2014,2016,35,296,501,205,59.1,3991,39,8,7.8,1.6,148.5,8,8.8,13.5,114,QB,Old Dominion
484,Don Van Galder,39,1971,1973,34,288,587,299,49.1,4402,39,43,6.6,7.3,119.3,7.5,5.53,15.3,129.5,QB,Utah
485,Drew Weatherford,39,2004,2008,41,644,1128,484,57.1,7567,39,32,3.5,2.8,119.2,6.7,6.12,11.8,184.6,QB,Florida State
486,Erik White,39,1989,1992,43,515,950,435,54.2,6072,39,41,4.1,4.3,112.8,6.4,5.27,11.8,141.2,QB,Bowling Green
487,Gene Johnson,39,1988,1991,40,505,983,478,51.4,6059,39,38,4,3.9,108.5,6.2,5.22,12,151.5,QB,Louisiana Tech
488,Grant Hedrick,39,2011,2014,44,475,677,202,70.2,5656,39,19,5.8,2.8,153.7,8.4,8.24,11.9,128.5,QB,Boise State
489,Jarrett Guarantano,39,2017,2021,44,527,857,330,61.5,6478,39,20,4.6,2.3,135.3,7.6,7.42,12.3,147.2,QB,"Tennessee,Washington State"
490,Jeff Handy,39,1991,1994,41,618,1058,440,58.4,6959,39,30,3.7,2.8,120.2,6.6,6.04,11.3,169.7,QB,Missouri
491,Jimmy Jordan,39,1976,1979,41,298,595,297,50.1,4173,39,35,6.6,5.9,118.9,7,5.68,14,101.8,QB,Florida State
492,Jimmy Klingler,39,1991,1993,23,428,754,326,56.8,5243,39,29,5.2,3.8,124.6,7,6.26,12.3,228,QB,Houston
493,Joey Aguilar,39,2023,2024,18,386,624,238,61.9,4987,39,13,6.3,2.1,145.5,8,8.3,12.9,277.1,QB,Appalachian State
494,K.C. Enzminger,39,1998,2001,44,373,769,396,48.5,5416,39,25,5.1,3.3,117.9,7,6.59,14.5,123.1,QB,New Mexico State
495,Kent Myers,39,2014,2017,38,535,876,341,61.1,6126,39,21,4.5,2.4,129.7,7,6.8,11.5,161.2,QB,Utah State
496,Larry Egger,39,1985,1986,23,469,799,330,58.7,5749,39,31,4.9,3.9,127.5,7.2,6.43,12.3,250,QB,Utah
497,Major Harris,39,1987,1989,33,298,532,234,56,4834,39,24,7.3,4.5,147.5,9.1,8.52,16.2,146.5,QB,West Virginia
498,Mike Fouts,39,1995,1996,22,356,625,269,57,5107,39,19,6.2,3,140.1,8.2,8.05,14.3,232.1,QB,Utah
499,Nic Shimonek,39,2015,2017,19,367,553,186,66.4,4445,39,11,7.1,2,153.2,8,8.55,12.1,233.9,QB,Texas Tech
500,Omar Haugabook,39,2006,2007,25,532,868,336,61.3,5376,39,32,4.5,3.7,120.8,6.2,5.43,10.1,215,QB,Troy
501,Patrick Pinkney,39,2007,2009,41,603,1003,400,60.1,6980,39,23,3.9,2.3,126.8,7,6.7,11.6,170.2,QB,East Carolina
502,Roch Hontas,39,1976,1979,41,502,857,355,58.6,5669,39,41,4.6,4.8,119.6,6.6,5.37,11.3,138.3,QB,Tulane
503,Sean Schroeder,39,2012,2013,23,408,720,312,56.7,4838,39,26,5.4,3.6,123.8,6.7,6.18,11.9,210.3,QB,Hawaii
504,Shaun Carney,39,2004,2007,46,393,635,242,61.9,5391,39,21,6.1,3.3,146.9,8.5,8.23,13.7,117.2,QB,Air Force
505,Tanner Mangum,39,2015,2018,34,550,922,372,59.7,6262,39,24,4.2,2.6,125.5,6.8,6.47,11.4,184.2,QB,BYU
506,Terry Dean,39,1991,1994,28,246,425,179,57.9,3420,39,23,9.2,5.4,144.9,8,7.45,13.9,122.1,QB,Florida
507,Wes Counts,39,1999,2001,33,564,867,303,65.1,6466,39,22,4.5,2.5,137.5,7.5,7.22,11.5,195.9,QB,Middle Tennessee State
508,Anthony Boone,38,2011,2014,46,540,923,383,58.5,5789,38,24,4.1,2.6,119.6,6.3,5.93,10.7,125.8,QB,Duke
509,Anthony Wright,38,1995,1998,40,432,796,364,54.3,5641,38,22,4.8,2.8,124,7.1,6.8,13.1,141,QB,South Carolina
510,Blake Mitchell,38,2004,2007,33,482,794,312,60.7,5992,38,30,4.8,3.8,132.3,7.5,6.8,12.4,181.6,QB,South Carolina
511,Boo Jackson,38,2008,2010,27,351,581,230,60.4,4446,38,29,6.5,5,136.3,7.7,6.71,12.7,164.7,QB,Ohio
512,Caleb Herring,38,2010,2013,44,421,708,287,59.5,4388,38,14,5.4,2,125.3,6.2,6.38,10.4,99.7,QB,Nevada-Las Vegas
513,Chad May,38,1991,1994,33,482,921,439,52.3,6319,38,25,4.1,2.7,118.2,6.9,6.46,13.1,191.5,QB,"Cal State Fullerton,Kansas State"
514,Derrick Taite,38,1993,1996,38,362,734,372,49.3,5232,38,25,5.2,3.4,119.5,7.1,6.63,14.5,137.7,QB,Mississippi State
515,Jaquez Johnson,38,2013,2015,32,460,812,352,56.7,5683,38,20,4.7,2.5,126,7,6.83,12.4,177.6,QB,Florida Atlantic
516,Jeff Bender,38,1988,1991,44,502,960,458,52.3,6528,38,40,4,4.2,114.1,6.8,5.72,13,148.4,QB,Central Michigan
517,Jeff Brohm,38,1989,1993,46,402,715,313,56.2,5451,38,28,5.3,3.9,130,7.6,6.92,13.6,118.5,QB,Louisville
518,Joe Hughes,38,1992,1993,23,424,744,320,57,5841,38,26,5.1,3.5,132.8,7.9,7.3,13.8,254,QB,Wyoming
519,John O'Korn,38,2013,2017,37,453,810,357,55.9,5214,38,24,4.7,3,119.6,6.4,6.04,11.5,140.9,QB,"Houston,Michigan"
520,John Paye,38,1983,1986,39,715,1198,483,59.7,7669,38,44,3.2,3.7,116.6,6.4,5.38,10.7,196.6,QB,Stanford
521,Kinsmon Lancaster,38,2005,2008,46,509,881,372,57.8,5749,38,32,4.3,3.6,119.6,6.5,5.75,11.3,125,QB,Louisiana-Monroe
522,Kyle Wright,38,2004,2007,33,478,807,329,59.2,5835,38,31,4.7,3.8,127.8,7.2,6.44,12.2,176.8,QB,Miami (FL)
523,Leamon Hall,38,1974,1977,44,426,878,452,48.5,5502,38,68,4.3,7.7,100,6.3,3.65,12.9,125,QB,Army
524,Mike Bobo,38,1994,1997,37,445,768,323,57.9,6334,38,26,4.9,3.4,136.8,8.2,7.71,14.2,171.2,QB,Georgia
525,Mike Hartline,38,2007,2010,33,523,855,332,61.2,5680,38,25,4.4,2.9,125.8,6.6,6.22,10.9,172.1,QB,Kentucky
526,Mike Pawlawski,38,1988,1991,44,383,645,262,59.4,4779,38,28,5.9,4.3,132.4,7.4,6.63,12.5,108.6,QB,California
527,Randy Hertel,38,1977,1980,43,561,1121,560,50,6161,38,68,3.4,6.1,95.3,5.5,3.44,11,143.3,QB,Rice
528,Shawn Bell,38,2003,2006,36,559,914,355,61.2,5666,38,17,4.2,1.9,123.2,6.2,6.19,10.1,157.4,QB,Baylor
529,Shedeur Sanders,38,2023,2024,15,408,592,184,68.9,4570,38,5,6.4,0.8,153.3,7.7,8.62,11.2,304.7,QB,Colorado
530,Stan Hill,38,2001,2004,35,420,676,256,62.1,4711,38,26,5.6,3.8,131.5,7,6.36,11.2,134.6,QB,Marshall
531,Stefan Lefors,38,2001,2004,50,416,630,214,66,5853,38,13,6,2.1,159.8,9.3,9.57,14.1,117.1,QB,Louisville
532,Terry Harvey,38,1991,1995,34,442,785,343,56.3,5925,38,28,4.8,3.6,128.5,7.5,6.91,13.4,174.3,QB,North Carolina State
533,Timm Rosenbach,38,1986,1988,29,455,753,298,60.4,5689,38,36,5,4.8,131,7.6,6.41,12.5,196.2,QB,Washington State
534,Andrew Peasley,37,2018,2023,43,380,671,291,56.6,4395,37,19,5.5,2.8,124.2,6.5,6.38,11.6,102.2,QB,"Utah State,Wyoming"
535,Anthoney Hill,37,1991,1994,42,399,807,408,49.4,6020,37,33,4.6,4.1,119.1,7.5,6.54,15.1,143.3,QB,Colorado State
536,Brian Anderson,37,2007,2010,36,483,849,366,56.9,5403,37,32,4.4,3.8,117.2,6.4,5.54,11.2,150.1,QB,Marshall
537,Carson Beck,37,2020,2024,29,394,557,163,70.7,5107,37,8,6.6,1.4,166.8,9.2,9.85,13,176.1,QB,Georgia
538,Carter Stanley,37,2016,2019,36,454,759,305,59.8,5035,37,25,4.9,3.3,125,6.6,6.13,11.1,139.9,QB,Kansas
539,Casey Printers,37,1999,2001,31,324,578,254,56.1,4621,37,21,6.4,3.6,137.1,8,7.64,14.3,149.1,QB,Texas Christian
540,Charlie Richards,37,1968,1970,30,312,641,329,48.7,4473,37,30,5.8,4.7,117,7,6.03,14.3,149.1,QB,Richmond
541,Clint Chelf,37,2010,2013,30,317,537,220,59,4277,37,15,6.9,2.8,143.1,8,8.09,13.5,142.6,QB,Oklahoma State
542,Clint Marks,37,2003,2006,42,668,1012,344,66,7342,37,33,3.7,3.3,132.5,7.3,6.52,11,174.8,QB,Middle Tennessee State
543,Deron Smith,37,1987,1990,33,431,790,359,54.6,4910,37,31,4.7,3.9,114.4,6.2,5.39,11.4,148.8,QB,Tulane
544,Drew Allar,37,2022,2024,26,309,507,198,60.9,3704,37,3,7.3,0.6,145.2,7.3,8.5,12,142.5,QB,Penn State
545,Drew Hare,37,2013,2016,31,400,651,251,61.4,4862,37,6,5.7,0.9,141.1,7.5,8.19,12.2,156.8,QB,Northern Illinois
546,Ell Roberson,37,2000,2003,41,307,628,321,48.9,5099,37,26,5.9,4.1,128.3,8.1,7.43,16.6,124.4,QB,Kansas State
547,Gary Mullins,37,1969,1971,32,245,509,264,48.1,4095,37,24,7.3,4.7,130.3,8,7.38,16.7,128,QB,Houston
548,Gordon Slade,37,1967,1969,28,419,695,276,60.3,4659,37,28,5.3,4,126.1,6.7,5.96,11.1,166.4,QB,Davidson
549,Jalen Milroe,37,2021,2024,28,256,396,140,64.6,3762,37,9,9.3,2.3,170.7,9.5,10.35,14.7,134.4,QB,Alabama
550,Jay Stoner,37,1997,2000,40,638,1112,474,57.4,7674,37,39,3.3,3.5,119.3,6.9,5.99,12,191.9,QB,Wyoming
551,Jay Venuto,37,1979,1980,22,412,780,368,52.8,5056,37,32,4.7,4.1,114.7,6.5,5.58,12.3,229.8,QB,Wake Forest
552,Joey Lynch,37,2003,2006,37,391,613,222,63.8,4292,37,12,6,2,138.6,7,7.33,11,116,QB,Ball State
553,Josh Jackson,37,2017,2019,26,370,661,291,56,4840,37,16,5.6,2.4,131.1,7.3,7.35,13.1,186.2,QB,"Maryland,Virginia Tech"
554,Kato Nelson,37,2017,2021,36,435,831,396,52.3,5588,37,17,4.5,2,119.4,6.7,6.69,12.8,155.2,QB,Akron
555,Kyle Allen,37,2014,2017,26,358,580,222,61.7,4283,37,18,6.4,3.1,138.6,7.4,7.26,12,164.7,QB,"Houston,Texas A&M"
556,Kyle McCord,37,2021,2024,27,356,533,177,66.8,4850,37,11,6.9,2.1,162,9.1,9.56,13.6,179.6,QB,"Ohio State,Syracuse"
557,Marcus Childers,37,2017,2019,35,434,744,310,58.3,4323,37,18,5,2.4,118.7,5.8,5.72,10,123.5,QB,Northern Illinois
558,Matt McDonald,37,2018,2022,31,528,902,374,58.5,6039,37,22,4.1,2.4,123.4,6.7,6.42,11.4,194.8,QB,"Boston College,Bowling Green"
559,Peter Gardere,37,1989,1992,44,561,1025,464,54.7,7396,37,46,3.6,4.5,118.3,7.2,5.92,13.2,168.1,QB,Texas
560,Scott McBrien,37,2000,2003,35,377,697,320,54.1,5924,37,19,5.3,2.7,137.5,8.5,8.33,15.7,169.3,QB,"Maryland,West Virginia"
561,TJ Finley,37,2020,2024,34,510,810,300,63,6128,37,20,4.6,2.5,136.6,7.6,7.37,12,180.2,QB,"Auburn,LSU,Texas State,Western Kentucky"
562,Tyler Johnston III,37,2017,2021,41,312,537,225,58.1,4837,37,28,6.9,5.2,146.1,9,8.04,15.5,118,QB,UAB
563,Alex Espinoza,36,1982,1986,42,556,1114,558,49.9,6387,36,42,3.2,3.8,101.2,5.7,4.68,11.5,152.1,QB,"Cal State Fullerton,Iowa State"
564,Andy Kelly,36,1988,1991,42,514,846,332,60.8,6397,36,38,4.3,4.5,129.3,7.6,6.39,12.4,152.3,QB,Tennessee
565,Austin Allen,36,2014,2017,29,359,607,248,59.1,5045,36,21,5.9,3.5,141.6,8.3,7.94,14.1,174,QB,Arkansas
566,Bo Levi Mitchell,36,2008,2009,21,385,676,291,57,4590,36,33,5.3,4.9,121.8,6.8,5.66,11.9,218.6,QB,SMU
567,Brad Otton,36,1994,1996,34,373,660,287,56.5,4822,36,14,5.5,2.1,131.6,7.3,7.44,12.9,141.8,QB,USC
568,Dave Wilson,36,1976,1979,44,280,486,206,57.6,4099,36,23,7.4,4.7,143.4,8.4,7.79,14.6,93.2,QB,Ball State
569,Deondre Francois,36,2016,2018,25,481,829,348,58,6291,36,21,4.3,2.5,131,7.6,7.32,13.1,251.6,QB,Florida State
570,Diondre Borel,36,2007,2010,43,517,922,405,56.1,6698,36,27,3.9,2.9,124.1,7.3,6.73,13,155.8,QB,Utah State
571,Greg Frey,36,1987,1990,44,417,777,360,53.7,5974,36,35,4.6,4.5,124.5,7.7,6.59,14.3,135.8,QB,Ohio State
572,James Kilian,36,2001,2004,37,410,758,348,54.1,4865,36,30,4.7,4,115.8,6.4,5.59,11.9,131.5,QB,Tulsa
573,Jamie McAlister,36,1979,1982,44,414,825,411,50.2,4848,36,53,4.4,6.4,101.1,5.9,3.86,11.7,110.2,QB,New Mexico State
574,Jim Karsatos,36,1983,1986,41,330,573,243,57.6,4698,36,19,6.3,3.3,140.6,8.2,7.96,14.2,114.6,QB,Ohio State
575,Justin Holland,36,2002,2005,38,426,681,255,62.6,5668,36,32,5.3,4.7,140.5,8.3,7.27,13.3,149.2,QB,Colorado State
576,J.W. Walsh,36,2012,2015,34,299,474,175,63.1,3917,36,10,7.6,2.1,153.3,8.3,8.83,13.1,115.2,QB,Oklahoma State
577,Larry Gentry,36,1978,1980,34,192,390,198,49.2,2982,36,24,9.2,6.2,131.6,7.6,6.72,15.5,87.7,QB,Nevada-Las Vegas
578,Michael Brewer,36,2012,2015,34,429,715,286,60,4835,36,22,5,3.1,127.3,6.8,6.38,11.3,142.2,QB,"Texas Tech,Virginia Tech"
579,Mike Perez,36,1986,1987,22,470,791,321,59.4,6196,36,30,4.6,3.8,132.7,7.8,7.04,13.2,281.6,QB,San Jose State
580,Mitch Leidner,36,2013,2016,47,580,1029,449,56.4,7287,36,32,3.5,3.1,121.2,7.1,6.38,12.6,155,QB,Minnesota
581,Patrick Towles,36,2012,2016,41,565,1032,467,54.7,6829,36,31,3.5,3,115.8,6.6,5.96,12.1,166.6,QB,"Boston College,Kentucky"
582,Pete Gonzalez,36,1993,1997,30,262,495,233,52.9,3532,36,16,7.3,3.2,130.4,7.1,7.14,13.5,117.7,QB,Pitt
583,Rich Dackin,36,1986,1989,44,591,1073,482,55.1,6862,36,44,3.4,4.1,111.7,6.4,5.22,11.6,156,QB,Bowling Green
584,Ross Jenkins,36,2007,2010,35,438,743,305,59,5036,36,14,4.8,1.9,128.1,6.8,6.9,11.5,143.9,QB,Louisiana Tech
585,Scott Runyan,36,1984,1987,47,319,675,356,47.3,4817,36,32,5.3,4.7,115.3,7.1,6.07,15.1,102.5,QB,Wyoming
586,Tim Gutierrez,36,1992,1994,34,357,580,223,61.6,4740,36,19,6.2,3.3,144.1,8.2,7.94,13.3,139.4,QB,San Diego State
587,Woodrow Dantzler,36,1998,2001,36,429,735,306,58.4,5634,36,22,4.9,3,132.9,7.7,7.3,13.1,156.5,QB,Clemson
588,Zac Dahman,36,2002,2005,42,632,1184,552,53.4,6904,36,48,3,4.1,104.3,5.8,4.61,10.9,164.4,QB,Army
