,,,,,,Passing,,,,,,,,,,,,,,,
1618,Cole Garvin,16,2016,2018,19,205,374,169,54.8,2477,16,11,4.3,2.9,118.7,6.6,6.16,12.1,130.4,QB,South Alabama
1619,Cory Randolph,16,2002,2005,41,331,572,241,57.9,3899,16,20,2.8,3.5,117.4,6.8,5.8,11.8,95.1,QB,Wake Forest
1620,Craig Curry,16,1969,1971,31,226,505,279,44.8,3060,16,24,3.2,4.8,96.6,6.1,4.55,13.5,98.7,QB,Minnesota
1621,Craig Fertig,16,1962,1964,30,151,293,142,51.5,2230,16,14,5.5,4.8,123.9,7.6,6.55,14.8,74.3,QB,USC
1622,Craig Ochs,16,2000,2002,17,265,453,188,58.5,3325,16,15,3.5,3.3,125.2,7.3,6.56,12.5,195.6,QB,Colorado
1623,D. Bryant,16,2000,2001,22,316,642,326,49.2,3902,16,27,2.5,4.2,100.1,6.1,4.68,12.3,177.4,QB,Duke
1624,Damon Dowdell,16,2001,2004,21,192,347,155,55.3,2170,16,12,4.6,3.5,116.2,6.3,5.62,11.3,103.3,QB,Michigan State
1625,Dan Reeves,16,1962,1964,30,211,441,230,47.8,2561,16,20,3.6,4.5,99.5,5.8,4.49,12.1,85.4,QB,South Carolina
1626,Dave Hoppmann,16,1960,1962,30,98,220,122,44.5,1611,16,23,7.3,10.5,109.1,7.3,4.07,16.4,53.7,QB,Iowa State
1627,Dick Young,16,1957,1959,30,134,319,185,42,2141,16,26,5,8.2,98.6,6.7,4.05,16,71.4,QB,Wichita State
1628,Don Allard,16,1956,1958,28,114,257,143,44.4,1821,16,22,6.2,8.6,107.3,7.1,4.48,16,65,QB,Boston College
1629,Dontrell Jackson,16,1999,2002,39,176,370,194,47.6,2452,16,21,4.3,5.7,106.2,6.6,4.94,13.9,62.9,QB,Ohio
1630,Earl Cole,16,1961,1963,25,158,357,199,44.3,2082,16,20,4.5,5.6,96.8,5.8,4.21,13.2,83.3,QB,Davidson
1631,Eric Thomas,16,1982,1985,19,93,200,107,46.5,1537,16,10,8,5,127.5,7.7,7.04,16.5,80.9,QB,Florida State
1632,Eric Vibberts,16,1993,1995,29,258,463,205,55.7,3247,16,27,3.5,5.8,114.4,7,5.08,12.6,112,QB,Cincinnati
1633,Frank Finney,16,1956,1958,27,170,350,180,48.6,2231,16,24,4.6,6.9,103.5,6.4,4.2,13.1,82.6,QB,Brown
1634,Frank Stavroff,16,1963,1966,29,211,426,215,49.5,2623,16,33,3.8,7.7,98.2,6.2,3.42,12.4,90.4,QB,Indiana
1635,Gary Inman,16,1969,1970,21,101,225,124,44.9,1169,16,19,7.1,8.4,95.1,5.2,2.82,11.6,55.7,QB,Louisville
1636,George Koval,16,1958,1960,27,64,152,88,42.1,1029,16,12,10.5,7.9,117.9,6.8,5.32,16.1,38.1,RB,Pennsylvania
1637,George Malauulu,16,1989,1992,36,214,433,219,49.4,2991,16,19,3.7,4.4,110.9,6.9,5.67,14,83.1,QB,Arizona
1638,George McKinney,16,1959,1961,30,82,184,102,44.6,1298,16,17,8.7,9.2,114,7.1,4.64,15.8,43.3,QB,Arkansas
1639,Gregg Bohlig,16,1972,1974,33,171,355,184,48.2,2579,16,21,4.5,5.9,112.2,7.3,5.5,15.1,78.2,QB,Wisconsin
1640,Jack Hawley,16,1999,2000,13,184,352,168,52.3,2280,16,12,4.5,3.4,114.9,6.5,5.85,12.4,175.4,QB,San Diego State
1641,Jacob Karam,16,2010,2013,20,188,299,111,62.9,2021,16,3,5.4,1,135.3,6.8,7.38,10.8,101.1,QB,"Memphis,Texas Tech"
1642,James MacPherson,16,1999,2002,43,349,639,290,54.6,4716,16,21,2.5,3.3,118.3,7.4,6.4,13.5,109.7,P,Wake Forest
1643,Jarrett Brown,16,2006,2009,38,268,421,153,63.7,2983,16,13,3.8,3.1,129.5,7.1,6.46,11.1,78.5,QB,West Virginia
1644,Jason Maas,16,1995,1998,19,111,211,100,52.6,1577,16,8,7.6,3.8,132.8,7.5,7.28,14.2,83,QB,Oregon
1645,Jeremie Watkins,16,1996,1997,15,167,310,143,53.9,2121,16,16,5.2,5.2,118.1,6.8,5.55,12.7,141.4,QB,Arkansas State
1646,Jermaine Alfred,16,1995,1999,36,322,644,322,50,3968,16,22,2.5,3.4,103.1,6.2,5.12,12.3,110.2,QB,Baylor
1647,Jesse Ertz,16,2014,2017,23,207,364,157,56.9,2685,16,7,4.4,1.9,129.5,7.4,7.39,13,116.7,QB,Kansas State
1648,Jim Boreland,16,1965,1967,28,136,298,162,45.6,2145,16,26,5.4,8.7,106.4,7.2,4.35,15.8,76.6,QB,Western Michigan
1649,Jim Walden,16,1958,1959,20,67,151,84,44.4,1373,16,11,10.6,7.3,141.1,9.1,7.93,20.5,68.7,QB,Wyoming
1650,Jimmy Addison,16,1965,1967,30,202,393,191,51.4,2616,16,27,4.1,6.9,107,6.7,4.38,13,87.2,QB,Clemson
1651,Joe Ayoob,16,2005,2006,20,136,280,144,48.6,1912,16,15,5.7,5.4,114.1,6.8,5.56,14.1,95.6,QB,California
1652,John Fox,16,1997,1999,23,220,405,185,54.3,2784,16,10,4,2.5,120.2,6.9,6.55,12.7,121,QB,USC
1653,John Gromos,16,1985,1989,33,284,554,270,51.3,3331,16,23,2.9,4.2,103,6,4.72,11.7,100.9,QB,Vanderbilt
1654,Jon Carlson,16,1983,1985,17,220,423,203,52,2900,16,27,3.8,6.4,109.3,6.9,4.74,13.2,170.6,QB,San Jose State
1655,Jorge Reyna,16,2018,2019,22,244,377,133,64.7,2766,16,11,4.2,2.9,134.5,7.3,6.87,11.3,125.7,QB,Fresno State
1656,Kaipo-Noa Kaheaku-Enhada,16,2005,2008,40,96,182,86,52.7,1641,16,7,8.8,3.8,149.8,9,9.04,17.1,41,WR,Navy
1657,Ken Lutz,16,1987,1988,23,200,325,125,61.5,2558,16,19,4.9,5.8,132.2,7.9,6.22,12.8,111.2,QB,San Jose State
1658,Kenny Guiton,16,2010,2013,22,89,134,45,66.4,893,16,4,11.9,3,155.8,6.7,7.71,10,40.6,QB,Ohio State
1659,Kenny Lucas,16,1963,1965,30,194,367,173,52.9,2557,16,25,4.4,6.8,112.1,7,4.77,13.2,85.2,QB,Pitt
1660,Kevin Shuman,16,1991,1993,28,295,611,316,48.3,3483,16,30,2.6,4.9,95,5.7,4.01,11.8,124.4,QB,Kent State
1661,Kwadra Griggs,16,2017,2018,12,149,267,118,55.8,1878,16,2,6,0.7,133.2,7,7.9,12.6,156.5,QB,Southern Mississippi
1662,Kyle Bolin,16,2013,2017,24,214,375,161,57.1,2815,16,16,4.3,4.3,125.7,7.5,6.44,13.2,117.3,QB,"Louisville,Rutgers"
1663,Larry Carbone,16,1978,1980,26,205,383,178,53.5,2772,16,20,4.2,5.2,117.7,7.2,5.72,13.5,106.6,QB,Brown
1664,Larry Smith,16,2008,2011,32,310,631,321,49.1,3223,16,19,2.5,3,94.4,5.1,4.26,10.4,100.7,QB,Vanderbilt
1665,Lon Sheriff,16,1999,2002,30,356,675,319,52.7,4533,16,25,2.4,3.7,109.6,6.7,5.52,12.7,151.1,QB,San Diego State
1666,Lou Faoro,16,1956,1958,28,101,220,119,45.9,1485,16,20,7.3,9.1,108.4,6.8,4.11,14.7,53,QB,Detroit Mercy
1667,Luke Anthony,16,2020,2022,10,138,221,83,62.4,1479,16,5,7.2,2.3,138,6.7,7.12,10.7,147.9,QB,"Baylor,Louisiana Tech"
1668,Mackenzi Adams,16,2006,2009,42,257,492,235,52.2,2779,16,18,3.3,3.7,103.1,5.6,4.65,10.8,66.2,QB,Vanderbilt
1669,Mark Williams,16,1994,1995,18,195,312,117,62.5,2293,16,10,5.1,3.2,134.7,7.3,6.93,11.8,127.4,QB,Kansas
1670,Matt Wyatt,16,1996,1999,40,222,459,237,48.4,2940,16,24,3.5,5.2,103.2,6.4,4.75,13.2,73.5,QB,Mississippi State
1671,Maurice Hall,16,1978,1981,37,116,299,183,38.8,1648,16,23,5.4,7.7,87.4,5.5,3.12,14.2,44.5,QB,Toledo
1672,Michael Collins,16,2018,2020,14,135,231,96,58.4,1910,16,3,6.9,1.3,148.2,8.3,9.07,14.1,136.4,QB,"Rice,Texas Christian"
1673,Mick Murtha,16,1966,1969,29,222,520,298,42.7,2985,16,38,3.1,7.3,86.5,5.7,3.07,13.4,102.9,QB,Buffalo
1674,Mike Thiessen,16,1998,2000,23,150,278,128,54,2286,16,8,5.8,2.9,136.3,8.2,8.08,15.2,99.4,QB,Air Force
1675,Neil Britt,16,1981,1985,44,336,588,252,57.1,3830,16,42,2.7,7.1,106.6,6.5,3.84,11.4,87,QB,Ball State
1676,Patrick O'Brien,16,2017,2021,21,273,451,178,60.5,3587,16,10,3.5,2.2,134.6,8,7.67,13.1,170.8,QB,"Colorado State,Nebraska,Washington"
1677,Paul Burmeister,16,1990,1993,28,236,402,166,58.7,2873,16,14,4,3.5,124.9,7.1,6.38,12.2,102.6,QB,Iowa
1678,Paul Troth,16,2001,2003,21,212,432,220,49.1,2700,16,24,3.7,5.6,102.7,6.3,4.49,12.7,128.6,QB,East Carolina
1679,Pookie Jones,16,1991,1993,30,263,504,241,52.2,3459,16,19,3.2,3.8,112.8,6.9,5.8,13.2,115.3,QB,Kentucky
1680,Preston Hutchinson,16,2018,2021,23,192,295,103,65.1,2335,16,9,5.4,3.1,143.4,7.9,7.63,12.2,101.5,QB,Eastern Michigan
1681,Ricky Schneider,16,1997,2000,25,205,405,200,50.6,2443,16,17,4,4.2,105.9,6,4.93,11.9,97.7,QB,Bowling Green
1682,Rodney Williams,16,1985,1988,44,292,640,348,45.6,4082,16,25,2.5,3.9,99.6,6.4,5.12,14,92.8,QB,Clemson
1683,Ron Swartz,16,1965,1967,30,161,349,188,46.1,2122,16,26,4.6,7.4,97.4,6.1,3.64,13.2,70.7,QB,Kent State
1684,Roy Johnson,16,1990,1991,21,221,508,287,43.5,3308,16,29,3.1,5.7,97.2,6.5,4.57,15,157.5,QB,Arkansas State
1685,Roy Winters,16,1966,1968,30,179,428,249,41.8,2815,16,24,3.7,5.6,98.2,6.6,4.8,15.7,93.8,QB,West Texas State
1686,Ryan Graham,16,2015,2017,21,141,267,126,52.8,1561,16,10,6,3.7,114.2,5.8,5.36,11.1,74.3,QB,Northern Illinois
1687,Sander Markel,16,1979,1982,21,277,553,276,50.1,2795,16,27,2.9,4.9,92.3,5.1,3.44,10.1,133.1,QB,Pacific
1688,Sean Chambers,16,2018,2021,22,158,324,166,48.8,2312,16,10,4.9,3.1,118.8,7.1,6.73,14.6,105.1,QB,Wyoming
1689,Sean Maguire,16,2013,2016,21,157,271,114,57.9,2039,16,11,5.9,4.1,132.5,7.5,6.88,13,97.1,QB,Florida State
1690,Steve Ensminger,16,1976,1979,44,196,434,238,45.2,2769,16,18,3.7,4.1,102.6,6.4,5.25,14.1,62.9,QB,LSU
1691,Ted Shoebridge,16,1969,1970,19,182,439,257,41.5,2620,16,28,3.6,6.4,90.9,6,3.83,14.4,137.9,QB,Marshall
1692,Terry Jones,16,1974,1976,33,212,401,189,52.9,2352,16,17,4,4.2,106.8,5.9,4.76,11.1,71.3,QB,Indiana
1693,Tim Hughes,16,1994,1997,32,207,406,199,51,2656,16,14,3.9,3.4,112,6.5,5.78,12.8,83,QB,Northwestern
1694,Tim Russell,16,1977,1979,33,105,244,139,43,1674,16,10,6.6,4.1,114.1,6.9,6.33,15.9,50.7,QB,The Citadel
1695,Tod Hullin,16,1963,1965,30,114,219,105,52.1,1665,16,11,7.3,5,130,7.6,6.8,14.6,55.5,QB,Washington
1696,Todd Greenwood,16,1982,1985,39,234,443,209,52.8,2721,16,22,3.6,5,106.4,6.1,4.63,11.6,69.8,QB,Virginia Tech
1697,Todd Philcox,16,1986,1988,33,145,243,98,59.7,2105,16,11,6.6,4.5,145.1,8.7,7.94,14.5,63.8,QB,Syracuse
1698,Todd Starks,16,1971,1972,22,234,433,199,54,2888,16,35,3.7,8.1,106.1,6.7,3.77,12.3,131.3,QB,Tulsa
1699,Tom St. Jacques,16,1980,1981,22,247,481,234,51.4,3033,16,26,3.3,5.4,104.5,6.3,4.54,12.3,137.9,QB,Cal State Fullerton
1700,Travis Cole,16,2000,2001,16,189,338,149,55.9,2545,16,10,4.7,3,128.9,7.5,7.14,13.5,159.1,QB,Minnesota
1701,Trey Revell,16,2007,2009,24,154,277,123,55.6,2103,16,15,5.8,5.4,127.6,7.6,6.31,13.7,87.6,QB,Louisiana-Monroe
1702,Troy Winslow,16,1964,1966,30,151,260,109,58.1,1901,16,14,6.2,5.4,129,7.3,6.12,12.6,63.4,QB,USC
1703,Tully Blanchard,16,1974,1976,33,117,333,216,35.1,2139,16,38,4.8,11.4,82.1,6.4,2.25,18.3,64.8,QB,West Texas State
1704,Tyler Lorenzen,16,2007,2008,22,276,509,233,54.2,3236,16,14,3.1,2.8,112.5,6.4,5.75,11.7,147.1,QB,Connecticut
1705,Zach Gibson,16,2019,2024,24,283,474,191,59.7,3060,16,10,3.4,2.1,120.9,6.5,6.18,10.8,127.5,QB,"Akron,Georgia State,Georgia Tech"
1706,Andrew McDonald,15,2012,2013,13,234,353,119,66.3,2500,15,11,4.2,3.1,133.6,7.1,6.53,10.7,192.3,QB,New Mexico State
1707,Ashton Daniels,15,2022,2024,25,255,427,172,59.7,2848,15,11,3.5,2.6,122.2,6.7,6.21,11.2,113.9,QB,Stanford
1708,Austin Smith,15,2021,2023,22,240,418,178,57.4,2565,15,11,3.6,2.6,115.5,6.1,5.67,10.7,116.6,QB,Eastern Michigan
1709,Ben Sankey,15,1996,1999,32,238,405,167,58.8,2750,15,16,3.7,4,120.1,6.8,5.75,11.6,85.9,QB,Wake Forest
1710,Bill Craigo,15,1969,1971,31,259,628,369,41.2,3807,15,41,2.4,6.5,87,6.1,3.6,14.7,122.8,QB,UTEP
1711,Bill Hatty,15,1972,1973,22,230,449,219,51.2,2647,15,26,3.3,5.8,100.2,5.9,3.96,11.5,120.3,QB,Villanova
1712,Bill Robertson,15,1967,1968,18,176,372,196,47.3,2503,15,19,4,5.1,106.9,6.7,5.24,14.2,139.1,QB,Cornell
1713,Bob Churchich,15,1964,1966,30,179,342,163,52.3,2484,15,18,4.4,5.3,117.3,7.3,5.77,13.9,82.8,QB,Nebraska
1714,Boyce Smith,15,1956,1958,30,125,260,135,48.1,1663,15,21,5.8,8.1,104.7,6.4,3.92,13.3,55.4,QB,Vanderbilt
1715,Brad Gossen,15,1987,1990,25,196,322,126,60.9,2600,15,7,4.7,2.2,139.7,8.1,8.03,13.3,104,QB,Washington State
1716,Brandon Dawkins,15,2015,2017,22,188,334,146,56.3,2414,15,12,4.5,3.6,124.6,7.2,6.51,12.8,109.7,QB,Arizona
1717,Bret Johnson,15,1989,1992,18,177,320,143,55.3,2204,15,16,4.7,5,118.6,6.9,5.58,12.5,122.4,QB,"Michigan State,UCLA"
1718,Bret Oberg,15,1988,1989,22,251,424,173,59.2,3602,15,24,3.5,5.7,130.9,8.5,6.66,14.4,163.7,QB,Iowa State
1719,Bret Powers,15,1990,1993,31,194,358,164,54.2,2492,15,21,4.2,5.9,114.8,7,5.16,12.8,80.4,QB,"Arizona State,Ohio State"
1720,Bryson Spinner,15,2000,2001,17,146,267,121,54.7,1770,15,8,5.6,3,122.9,6.6,6.4,12.1,104.1,QB,Virginia
1721,Chad Loup,15,1990,1993,35,267,468,201,57.1,3167,15,19,3.2,4.1,116.4,6.8,5.58,11.9,90.5,QB,LSU
1722,Charles Napper,15,1969,1971,32,188,399,211,47.1,2262,15,25,3.8,6.3,94.6,5.7,3.6,12,70.7,QB,Texas Tech
1723,Chuck Roberts,15,1957,1959,30,54,131,77,41.2,851,15,7,11.5,5.3,122.9,6.5,6.38,15.8,28.4,QB,New Mexico
1724,Craig Candeto,15,2000,2003,35,142,294,152,48.3,2319,15,12,5.1,4.1,123.2,7.9,7.07,16.3,66.3,QB,Navy
1725,Dale Betty,15,1958,1960,30,127,218,91,58.3,1406,15,16,6.9,7.3,120.5,6.4,4.52,11.1,46.9,QB,Maryland
1726,Demetrius Brown,15,1987,1988,22,113,215,102,52.6,1810,15,16,7,7.4,131.4,8.4,6.47,16,82.3,QB,Michigan
1727,Dick Woodall,15,1965,1967,30,106,219,113,48.4,1836,15,10,6.8,4.6,132.3,8.4,7.7,17.3,61.2,QB,Houston
1728,D.J. Hernandez,15,2005,2008,39,132,237,105,55.7,1364,15,10,6.3,4.2,116.5,5.8,5.12,10.3,35,WR,Connecticut
1729,Don Wallace,15,1981,1984,33,199,392,193,50.8,2701,15,27,3.8,6.9,107.5,6.9,4.56,13.6,81.8,QB,Louisiana
1730,Dwight Nichols,15,1957,1959,30,119,234,115,50.9,1717,15,13,6.4,5.6,122.5,7.3,6.12,14.4,57.2,QB,Iowa State
1731,Dwight Prudhomme,15,1979,1982,30,175,386,211,45.3,2298,15,28,3.9,7.3,93.7,6,3.47,13.1,76.6,QB,Louisiana
1732,Eric Moore,15,1995,1998,38,168,393,225,42.7,2675,15,20,3.8,5.1,102.3,6.8,5.28,15.9,70.4,QB,Oklahoma
1733,Ethan Hampton,15,2021,2024,14,146,247,101,59.1,1688,15,9,6.1,3.6,129.3,6.8,6.41,11.6,120.6,QB,Northern Illinois
1734,Galen Hall,15,1959,1961,29,107,222,115,48.2,1619,15,11,6.8,5,121.8,7.3,6.41,15.1,55.8,QB,Penn State
1735,Gary Cuozzo,15,1960,1962,30,180,377,197,47.7,1915,15,21,4,5.6,92.4,5.1,3.37,10.6,63.8,QB,Virginia
1736,Grant Gunnell,15,2019,2024,15,183,279,96,65.6,2039,15,5,5.4,1.8,141.1,7.3,7.58,11.1,135.9,QB,"Arizona,North Texas,Sam Houston"
1737,Greg Windham,15,2014,2016,27,190,350,160,54.3,2275,15,12,4.3,3.4,116.2,6.5,5.81,12,84.3,QB,Ohio
1738,Henry Miller,15,1973,1976,44,197,484,287,40.7,2564,15,28,3.1,5.8,83.9,5.3,3.31,13,58.3,QB,Cincinnati
1739,Jake Josetti,15,1997,1998,20,124,257,133,48.2,1861,15,17,5.8,6.6,115.1,7.2,5.43,15,93.1,QB,Ball State
1740,Jase Bauer,15,2022,2024,20,208,361,153,57.6,2427,15,13,4.2,3.6,120.6,6.7,5.93,11.7,121.4,QB,"Central Michigan,Sam Houston"
1741,Jason Whieldon,15,2002,2003,16,96,165,69,58.2,1223,15,7,9.1,4.2,142,7.4,7.32,12.7,76.4,QB,Hawaii
1742,Jay Stuckey,15,1998,1999,14,149,233,84,63.9,1939,15,13,6.4,5.6,143.9,8.3,7.1,13,138.5,QB,UTEP
1743,Jeff Dover,15,1996,1999,42,253,481,228,52.6,2947,15,17,3.1,3.5,107.3,6.1,5.16,11.6,70.2,QB,Texas Christian
1744,Jim Freitas,15,1977,1978,12,154,328,174,47,1685,15,19,4.6,5.8,93.6,5.1,3.45,10.9,140.4,QB,Long Beach State
1745,Jim Weatherly,15,1962,1964,28,158,291,133,54.3,1890,15,22,5.2,7.6,110.7,6.5,4.12,12,67.5,QB,Ole Miss
1746,John Lastinger,15,1981,1983,30,137,303,166,45.2,1895,15,15,5,5,104.2,6.3,5.02,13.8,63.2,QB,Georgia
1747,John Urzua,15,2016,2017,11,214,351,137,61,2338,15,17,4.3,4.8,121.3,6.7,5.34,10.9,212.5,QB,Middle Tennessee State
1748,Johnny McCrary,15,2014,2015,17,224,419,195,53.5,2518,15,20,3.6,4.8,106.2,6,4.58,11.2,148.1,QB,Vanderbilt
1749,Josh Swogger,15,2003,2005,18,141,292,151,48.3,1978,15,12,5.1,4.1,113.9,6.8,5.95,14,109.9,QB,Washington State
1750,Keegan Shoemaker,15,2023,2023,11,264,419,155,63,2506,15,11,3.6,2.6,119.8,6,5.52,9.5,227.8,QB,Sam Houston
1751,Keith Benton,15,1990,1991,22,166,375,209,44.3,2468,15,24,4,6.4,99.9,6.6,4.5,14.9,112.2,QB,Memphis
1752,Kyle Kempt,15,2016,2018,16,184,276,92,66.7,1962,15,4,5.4,1.4,141.4,7.1,7.54,10.7,122.6,QB,Iowa State
1753,Lance Domec,15,1997,2000,29,181,365,184,49.6,2229,15,16,4.1,4.4,105.7,6.1,4.96,12.3,76.9,QB,Louisiana
1754,Lionel Wilson,15,1980,1983,29,205,426,221,48.1,3049,15,30,3.5,7,105.8,7.2,4.69,14.9,105.1,QB,Houston
1755,Marcelle Carruthers,15,1984,1987,41,202,386,184,52.3,2672,15,15,3.9,3.9,115.5,6.9,5.95,13.2,65.2,QB,Central Michigan
1756,Matt Berry,15,2002,2005,22,273,449,176,60.8,2994,15,24,3.3,5.3,117.1,6.7,4.93,11,136.1,QB,BYU
1757,Matt Stevens,15,1984,1986,30,208,385,177,54,2660,15,16,3.9,4.2,116.6,6.9,5.82,12.8,88.7,QB,UCLA
1758,Mike Jones,15,1957,1960,38,141,322,181,43.8,2078,15,18,4.7,5.6,102.2,6.5,4.87,14.7,54.7,QB,San Jose State
1759,Mike Kokal,15,2004,2007,30,278,481,203,57.8,3173,15,18,3.1,3.7,116,6.6,5.54,11.4,105.8,QB,Miami (OH)
1760,Mitch Griffis,15,2020,2023,23,157,263,106,59.7,1957,15,8,5.7,3,134.9,7.4,7.21,12.5,85.1,QB,Wake Forest
1761,Morgan Newton,15,2009,2012,30,193,384,191,50.3,1837,15,13,3.9,3.4,96.6,4.8,4.04,9.5,61.2,QB,Kentucky
1762,Ned James,15,1985,1986,23,181,335,154,54,2503,15,15,4.5,4.5,122.6,7.5,6.35,13.8,108.8,QB,New Mexico
1763,Patrick Cowan,15,2006,2007,17,217,411,194,52.8,2478,15,11,3.6,2.7,110.1,6,5.55,11.4,145.8,QB,UCLA
1764,Randy Drake,15,1970,1972,34,238,418,180,56.9,3226,15,13,3.6,3.1,127.4,7.7,7.04,13.6,94.9,QB,Long Beach State
1765,Randy McEachern,15,1977,1978,21,85,185,100,45.9,1564,15,15,8.1,8.1,127.5,8.5,6.43,18.4,74.5,QB,Texas
1766,Randy Reiners,15,1997,1999,19,138,274,136,50.4,1938,15,11,5.5,4,119.8,7.1,6.36,14,102,QB,Iowa
1767,Rick Donegan,15,1969,1971,32,358,692,334,51.7,3753,15,41,2.2,5.9,92.6,5.4,3.19,10.5,117.3,QB,Southern Mississippi
1768,Ricky Hardin,15,1979,1980,17,195,322,127,60.6,2601,15,23,4.7,7.1,129.5,8.1,5.8,13.3,153,QB,Utah
1769,Rob Henry,15,2010,2013,32,188,352,164,53.4,2044,15,14,4.3,4,108.3,5.8,4.87,10.9,63.9,QB,Purdue
1770,Robby Hampton,15,1999,2000,17,170,306,136,55.6,1815,15,11,4.9,3.6,114.4,5.9,5.29,10.7,106.8,QB,Arkansas
1771,Robert Brewer,15,1980,1982,21,125,258,133,48.4,1819,15,13,5.8,5,116.8,7.1,5.95,14.6,86.6,QB,Texas
1772,Rodney Allison,15,1975,1977,33,161,291,130,55.3,2411,15,17,5.2,5.8,130.2,8.3,6.69,15,73.1,QB,Texas Tech
1773,Roger Proffitt,15,1973,1975,34,126,296,170,42.6,1834,15,20,5.1,6.8,97.8,6.2,4.17,14.6,53.9,QB,San Jose State
1774,Ron Beible,15,1973,1975,27,293,592,299,49.5,3662,15,28,2.5,4.7,100.4,6.2,4.56,12.5,135.6,QB,Princeton
1775,Ronnie Bell,15,2013,2014,17,191,386,195,49.5,2602,15,11,3.9,2.8,113.2,6.7,6.24,13.6,153.1,QB,Georgia State
1776,Ryan Eslinger,15,1995,1998,36,221,363,142,60.9,2551,15,11,4.1,3,127.5,7,6.49,11.5,70.9,QB,Colorado State
1777,Ryan Tracey,15,2000,2000,8,159,292,133,54.5,1984,15,5,5.1,1.7,125.1,6.8,7.05,12.5,248,QB,Connecticut
1778,Scott Dreisbach,15,1995,1998,26,208,380,172,54.7,2920,15,12,3.9,3.2,126,7.7,7.05,14,112.3,QB,Michigan
1779,Scott Eckers,15,1992,1994,25,147,262,115,56.1,1884,15,17,5.7,6.5,122.4,7.2,5.42,12.8,75.4,QB,Minnesota
1780,Scott Weaver,15,1993,1996,44,304,551,247,55.2,3207,15,29,2.7,5.3,102.5,5.8,4,10.5,72.9,QB,Illinois
1781,Shaun Rutherford,15,2012,2012,12,193,299,106,64.5,2137,15,5,5,1.7,137.8,7.1,7.4,11.1,178.1,QB,Texas State
1782,Sheriron Jones,15,2015,2019,40,136,263,127,51.7,1922,15,19,5.7,7.2,117.5,7.3,5.2,14.1,48.1,QB,"New Mexico,Tennessee"
1783,Steve Hoffman,15,1983,1984,22,276,478,202,57.7,3139,15,19,3.1,4,115.3,6.6,5.41,11.4,142.7,QB,Western Michigan
1784,Steve Lindell,15,1966,1968,30,228,461,233,49.5,2921,15,30,3.3,6.5,100.4,6.3,4.06,12.8,97.4,QB,Army
1785,Steve Loflin,15,1972,1972,11,73,166,93,44,1245,15,9,9,5.4,126,7.5,6.87,17.1,113.2,QB,Appalachian State
1786,Steve Raklovits,15,1976,1977,22,213,427,214,49.9,2738,15,34,3.5,8,99.4,6.4,3.53,12.9,124.5,QB,Eastern Michigan
