,,,,,,,,,,,Rushing,,,,,,
616,Eddie Lacy,2402,GNB,2,61,2013,Alabama,2010,2012,38,355,2402,6.8,30,63.2,RB,Alabama
617,Da'Rel Scott,2401,NYG,7,221,2011,Maryland,2007,2010,41,430,2401,5.6,17,58.6,RB,Maryland
618,Chuck Mercein,2400,BUF,10,79,1965,Yale,1962,1964,54,480,2400,5,12,44.4,RB,Yale
619,Art Baker,2396,BUF,3,18,1961,Syracuse,1958,1960,56,486,2396,4.9,10,42.8,RB,Syracuse
620,Alvin Pearman,2394,JAX,4,127,2005,Virginia,2001,2004,46,500,2394,4.8,19,52,RB,Virginia
621,Montario Hardesty,2391,CLE,2,59,2010,Tennessee,2005,2009,49,560,2391,4.3,26,48.8,RB,Tennessee
622,Lorenzo Booker,2389,MIA,3,71,2007,Florida State,2003,2006,48,497,2389,4.8,15,49.8,RB,Florida State
623,Todd McNair,2383,KAN,8,220,1989,Temple,1985,1988,44,566,2383,4.2,16,54.2,RB,Temple
624,Bob Anderson,2380,DEN,1,11,1970,Colorado,1967,1969,30,566,2380,4.2,34,79.3,QB,Colorado
625,Devon Achane,2376,MIA,3,84,2023,Texas A&M,2020,2022,30,369,2376,6.4,21,79.2,RB,Texas A&M
626,Gerald Willhite,2364,DEN,1,21,1982,San Jose State,1980,1981,22,530,2364,4.5,20,107.5,RB,San Jose State
627,Hank Bjorklund,2362,NYJ,12,299,1972,Princeton,1969,1971,27,449,2362,5.3,21,87.5,RB,Princeton
628,Reggie Cobb,2360,TAM,2,30,1990,Tennessee,1987,1989,25,445,2360,5.3,26,94.4,RB,Tennessee
629,James Wilder,2357,TAM,2,34,1981,Missouri,1978,1980,33,487,2357,4.8,22,71.4,RB,Missouri
630,Jim Lindsey,2354,BUF,2,17,1966,Arkansas,1963,1965,60,552,2354,4.3,14,39.2,RB,Arkansas
631,Robin Earl,2351,CHI,3,61,1977,Washington,1973,1976,44,463,2351,5.1,14,53.4,TE,Washington
632,Joe Wilson,2350,CIN,8,199,1973,Holy Cross,1970,1972,31,462,2350,5.1,22,75.8,RB,Holy Cross
633,Kevin Long,2350,NYJ,7,195,1977,South Carolina,1974,1976,33,434,2350,5.4,11,71.2,RB,South Carolina
634,Art Perkins,2346,OTI,18,143,1962,North Texas,1959,1961,58,568,2346,4.1,14,40.4,RB,North Texas
635,Dri Archer,2342,PIT,3,97,2014,Kent State,2009,2013,47,325,2342,7.2,24,49.8,RB,Kent State
636,Bilal Powell,2338,NYJ,4,126,2011,Louisville,2007,2010,42,436,2338,5.4,19,55.7,RB,Louisville
637,Onterrio Smith,2337,MIN,4,105,2003,Oregon,1999,2002,29,436,2337,5.4,23,80.6,RB,"Oregon,Tennessee"
638,Raymont Harris,2337,CHI,4,114,1994,Ohio State,1990,1993,40,517,2337,4.5,24,58.4,RB,Ohio State
639,Travis Stephens,2336,TAM,4,119,2002,Tennessee,1997,2001,42,488,2336,4.8,21,55.6,RB,Tennessee
640,Owen Gill,2330,SEA,2,53,1985,Iowa,1981,1984,45,445,2330,5.2,22,51.8,RB,Iowa
641,Benny Malone,2328,MIA,2,47,1974,Arizona State,1971,1973,33,347,2328,6.7,25,70.5,RB,Arizona State
642,Howard Griffith,2325,CLT,9,236,1991,Illinois,1987,1990,44,441,2325,5.3,30,52.8,RB,Illinois
643,Hassan Haskins,2324,OTI,4,131,2022,Michigan,2018,2021,36,452,2324,5.1,30,64.6,,Michigan
644,Kevan Barlow,2324,SFO,3,80,2001,Pitt,1997,2000,37,486,2324,4.8,20,62.8,RB,Pitt
645,Audric Estime,2321,DEN,5,147,2024,Notre Dame,2021,2023,37,373,2321,6.2,29,62.7,RB,Notre Dame
646,Jonathan Williams,2321,BUF,5,156,2016,Arkansas,2012,2015,37,406,2321,5.7,16,62.7,RB,Arkansas
647,Bobby Moore,2306,CRD,1,4,1972,Oregon,1969,1971,32,474,2306,4.9,18,72.1,WR,Oregon
648,Javorius Allen,2306,RAV,4,125,2015,USC,2012,2014,29,417,2306,5.5,25,79.5,RB,USC
649,Reggie Collier,2304,DAL,6,162,1983,Southern Mississippi,1979,1982,44,446,2304,5.2,26,52.4,QB,Southern Mississippi
650,Joshua Kelley,2303,SDG,4,112,2020,UCLA,2018,2019,22,454,2303,5.1,24,104.7,RB,UCLA
651,Glyn Milburn,2302,DEN,2,43,1993,Stanford,1988,1992,45,468,2302,4.9,14,51.2,RB,"Oklahoma,Stanford"
652,Jacque Robinson,2300,BUF,8,197,1985,Washington,1981,1984,44,503,2300,4.6,24,52.3,RB,Washington
653,Leon Burton,2300,SFO,8,87,1958,Arizona State,1956,1958,30,285,2300,8.1,25,76.7,RB,Arizona State
654,Chuck McSwain,2297,DAL,5,135,1983,Clemson,1979,1982,44,469,2297,4.9,22,52.2,RB,Clemson
655,Javonte Williams,2297,DEN,2,35,2021,North Carolina,2018,2020,35,366,2297,6.3,29,65.6,RB,North Carolina
656,Jaylen Wright,2297,MIA,4,120,2024,Tennessee,2021,2023,34,368,2297,6.2,18,67.6,RB,Tennessee
657,Lee Rouson,2296,NYG,8,213,1985,Colorado,1981,1984,41,581,2296,4,10,56,RB,Colorado
658,Frank Mestnik,2294,NWE,,,1960,Marquette,1957,1959,60,616,2294,3.7,14,38.2,RB,Marquette
659,Edwin Baker,2293,SDG,7,250,2012,Michigan State,2009,2011,35,462,2293,5,19,65.5,RB,Michigan State
660,Shyrone Stith,2292,JAX,7,243,2000,Virginia Tech,1996,1999,33,448,2292,5.1,21,69.5,RB,Virginia Tech
661,Brittain Brown,2284,RAI,7,250,2022,UCLA,2017,2021,42,406,2284,5.6,21,54.4,RB,"Duke,UCLA"
662,Dennis Johnson,2282,BUF,3,59,1978,Mississippi State,1974,1977,44,428,2282,5.3,18,51.9,RB,Mississippi State
663,Donny Anderson,2280,GNB,1,7,1965,Texas Tech,1963,1965,30,526,2280,4.3,13,76,RB,Texas Tech
664,Bradlee Van Pelt,2274,DEN,7,250,2004,Colorado State,2001,2003,38,420,2274,5.4,25,59.8,QB,Colorado State
665,David Sims,2274,SEA,7,169,1977,Georgia Tech,1974,1976,33,379,2274,6,21,68.9,RB,Georgia Tech
666,Tony Brooks,2274,PHI,4,92,1992,Notre Dame,1987,1991,45,423,2274,5.4,14,50.5,RB,Notre Dame
667,Ricky Moore,2270,SFO,3,75,1985,Alabama,1981,1984,44,469,2270,4.8,10,51.6,RB,Alabama
668,Kenny King,2269,OTI,3,72,1979,Oklahoma,1975,1978,44,362,2269,6.3,10,51.6,RB,Oklahoma
669,Cory Boyd,2267,TAM,7,238,2008,South Carolina,2003,2007,46,464,2267,4.9,23,49.3,RB,South Carolina
670,Louis Carter,2266,RAI,3,76,1975,Maryland,1972,1974,33,561,2266,4,25,68.7,RB,Maryland
671,James Joseph,2264,PHI,7,187,1991,Auburn,1986,1990,55,452,2264,5,16,41.2,RB,Auburn
672,Jonathan Wells,2262,HTX,4,99,2002,Ohio State,1998,2001,45,439,2262,5.2,26,50.3,RB,Ohio State
673,Barry Word,2257,NOR,3,62,1986,Virginia,1982,1985,36,405,2257,5.6,17,62.7,RB,Virginia
674,Spencer Tillman,2257,OTI,5,133,1987,Oklahoma,1983,1986,45,434,2257,5.2,20,50.2,RB,Oklahoma
675,Devonta Freeman,2255,ATL,4,103,2014,Florida State,2011,2013,40,404,2255,5.6,30,56.4,RB,Florida State
676,Clarence Williams,2254,SDG,5,124,1977,South Carolina,1974,1976,33,431,2254,5.2,16,68.3,RB,South Carolina
677,Robert Griffin III,2254,WAS,1,2,2012,Baylor,2008,2011,41,528,2254,4.3,33,55,QB,Baylor
678,Lorenzo Neal,2252,NOR,4,89,1993,Fresno State,1990,1992,34,454,2252,5,26,66.2,RB,Fresno State
679,Aaron Craver,2251,MIA,3,60,1991,Fresno State,1989,1990,21,449,2251,5,26,107.2,RB,Fresno State
680,Tony Benjamin,2251,SEA,6,142,1977,Duke,1973,1976,44,513,2251,4.4,15,51.2,RB,Duke
681,Willie Ross,2250,BUF,12,90,1964,Nebraska,1961,1963,60,452,2250,5,8,37.5,RB,Nebraska
682,Clarence Davis,2247,RAI,4,97,1971,USC,1969,1970,21,496,2247,4.5,18,107,RB,USC
683,Robert Drummond,2246,PHI,3,76,1989,Syracuse,1985,1988,44,393,2246,5.7,17,51,RB,Syracuse
684,Ger Schwedes,2244,NWE,,,1960,Syracuse,1957,1959,56,436,2244,5.1,6,40.1,RB,Syracuse
685,Jeff Kinney,2244,KAN,1,23,1972,Nebraska,1969,1971,33,545,2244,4.1,29,68,RB,Nebraska
686,Joe Moore,2244,CHI,1,11,1971,Missouri,1968,1970,31,453,2244,5,15,72.4,RB,Missouri
687,Lamont Warren,2242,CLT,6,164,1994,Colorado,1991,1993,31,488,2242,4.6,22,72.3,RB,Colorado
688,Rondell Mealey,2238,GNB,7,252,2000,LSU,1996,1999,44,453,2238,4.9,29,50.9,RB,LSU
689,Marcus Mariota,2237,OTI,1,2,2015,Oregon,2012,2014,41,337,2237,6.6,29,54.6,QB,Oregon
690,Charlie Pittman,2236,CRD,3,58,1970,Penn State,1967,1969,30,454,2236,4.9,30,74.5,RB,Penn State
691,David Turner,2234,CIN,2,45,1978,San Diego State,1976,1977,22,433,2234,5.2,20,101.5,RB,San Diego State
692,Shonn Greene,2228,NYJ,3,65,2009,Iowa,2005,2008,34,376,2228,5.9,22,65.5,RB,Iowa
693,Willie McClendon,2228,CHI,3,66,1979,Georgia,1976,1978,33,443,2228,5,22,67.5,RB,Georgia
694,Dickie Post,2219,SDG,4,94,1967,Houston,1964,1966,29,457,2219,4.9,13,76.5,RB,Houston
695,Harold Shaw,2219,NWE,6,176,1998,Southern Mississippi,1994,1997,44,592,2219,3.7,32,50.4,RB,Southern Mississippi
696,Marcus Wilson,2219,RAI,6,149,1990,Virginia,1987,1989,29,494,2219,4.5,13,76.5,RB,Virginia
697,Ronnie Harmon,2219,BUF,1,16,1986,Iowa,1982,1985,45,428,2219,5.2,22,49.3,RB,Iowa
698,Cameron Artis-Payne,2218,CAR,5,174,2015,Auburn,2013,2014,26,394,2218,5.6,19,85.3,RB,Auburn
699,Henry Hynoski,2218,CLE,6,154,1975,Temple,1972,1974,29,439,2218,5.1,16,76.5,RB,Temple
700,Joey Iosefa,2218,TAM,7,231,2015,Hawaii,2011,2014,32,512,2218,4.3,21,69.3,RB,Hawaii
701,Garry James,2217,DET,2,29,1986,LSU,1982,1985,42,491,2217,4.5,27,52.8,RB,LSU
702,Jawhar Jordan,2214,HTX,6,205,2024,Louisville,2019,2023,37,381,2214,5.8,18,59.8,RB,"Louisville,Syracuse"
703,Arthur Whittington,2213,RAI,7,176,1978,SMU,1974,1977,44,481,2213,4.6,19,50.3,RB,SMU
704,Dennis Gentry,2213,CHI,4,89,1982,Baylor,1977,1981,44,414,2213,5.3,15,50.3,RB,Baylor
705,Joe McKnight,2213,NYJ,4,112,2010,USC,2007,2009,36,347,2213,6.4,13,61.5,RB,USC
706,Tony Collins,2207,NWE,2,47,1981,East Carolina,1977,1980,44,367,2207,6,26,50.2,RB,East Carolina
707,Undra Johnson,2207,ATL,7,172,1989,West Virginia,1985,1988,37,441,2207,5,21,59.6,RB,West Virginia
708,Musa Smith,2202,RAV,3,77,2003,Georgia,2000,2002,31,454,2202,4.9,19,71,RB,Georgia
709,Ricky Ervins,2199,WAS,3,76,1991,USC,1987,1990,45,449,2199,4.9,16,48.9,RB,USC
710,Reggie Harrison,2197,CRD,9,215,1974,Cincinnati,1971,1973,33,484,2197,4.5,25,66.6,RB,Cincinnati
711,Tyrod Taylor,2196,RAV,6,180,2011,Virginia Tech,2007,2010,50,501,2196,4.4,23,43.9,QB,Virginia Tech
712,Marvin Woodson,2192,DEN,3,17,1964,Indiana,1961,1963,54,562,2192,3.9,0,40.6,RB,Indiana
713,Roschon Johnson,2190,CHI,4,115,2023,Texas,2019,2022,47,392,2190,5.6,23,46.6,QB,Texas
714,Lache Seastrunk,2189,WAS,6,186,2014,Baylor,2012,2013,24,289,2189,7.6,18,91.2,RB,Baylor
715,Jaime Covington,2188,MIN,9,227,1985,Syracuse,1980,1984,55,526,2188,4.2,13,39.8,RB,Syracuse
716,Sherman Smith,2187,SEA,2,58,1976,Miami (OH),1972,1975,41,503,2187,4.3,19,53.3,QB,Miami (OH)
717,George Amundson,2186,OTI,1,14,1973,Iowa State,1970,1972,33,519,2186,4.2,31,66.2,QB,Iowa State
718,Larry Smith,2186,RAM,1,8,1969,Florida,1966,1968,28,518,2186,4.2,24,78.1,RB,Florida
719,Bob Jackson,2182,SDG,7,56,1962,New Mexico State,1960,1961,40,436,2182,5,28,54.6,RB,New Mexico State
720,Jason Huntley,2182,DET,5,172,2020,New Mexico State,2016,2019,47,373,2182,5.8,18,46.4,RB,New Mexico State
721,Elijah Williams,2181,ATL,6,166,1998,Florida,1994,1997,44,343,2181,6.4,15,49.6,RB,Florida
722,Desmond Ridder,2179,ATL,3,74,2022,Cincinnati,2018,2021,50,502,2179,4.3,28,43.6,QB,Cincinnati
723,Israel Abanikanda,2177,NYJ,5,143,2023,Pitt,2020,2022,31,390,2177,5.6,28,70.2,RB,Pitt
724,Tony Davis,2174,CIN,4,106,1976,Nebraska,1972,1975,44,506,2174,4.3,17,49.4,RB,Nebraska
725,Johnny Manziel,2169,CLE,1,22,2014,Texas A&M,2012,2013,26,345,2169,6.3,30,83.4,QB,Texas A&M
726,Garrett Ford,2166,DEN,3,58,1968,West Virginia,1965,1967,30,453,2166,4.8,16,72.2,RB,West Virginia
727,Brad Davis,2165,ATL,9,211,1975,LSU,1972,1974,33,456,2165,4.7,15,65.6,RB,LSU
728,T.J. Logan,2165,CRD,5,179,2017,North Carolina,2013,2016,49,398,2165,5.4,19,44.2,RB,North Carolina
729,Doug Cline,2164,OTI,,,1960,Clemson,1957,1959,60,490,2164,4.4,18,36.1,RB,Clemson
730,Ray Poage,2164,DEN,2,11,1963,Texas,1960,1962,50,576,2164,3.8,22,43.3,RB,Texas
731,Kevin Williams,2163,DEN,5,126,1993,UCLA,1989,1992,40,395,2163,5.5,21,54.1,RB,UCLA
732,Joshua Dobbs,2160,PIT,4,135,2017,Tennessee,2013,2016,37,438,2160,4.9,32,58.4,QB,Tennessee
733,Jimmy DuBose,2159,TAM,2,30,1976,Florida,1973,1975,33,376,2159,5.7,10,65.4,RB,Florida
734,Alvin Blount,2158,DAL,9,235,1987,Maryland,1983,1986,44,426,2158,5.1,12,49,RB,Maryland
735,Robert Weathers,2158,NWE,2,40,1982,Arizona State,1978,1981,43,406,2158,5.3,13,50.2,RB,Arizona State
736,Vick Ballard,2157,CLT,5,170,2012,Mississippi State,2010,2011,25,379,2157,5.7,29,86.3,RB,Mississippi State
737,Jeremy Hill,2156,CIN,2,55,2014,LSU,2012,2013,24,345,2156,6.2,28,89.8,RB,LSU
738,Bill Enyart,2155,BUF,2,27,1969,Oregon State,1967,1968,20,494,2155,4.4,25,107.8,RB,Oregon State
739,Kyren Williams,2153,RAM,5,164,2022,Notre Dame,2019,2021,28,419,2153,5.1,27,76.9,RB,Notre Dame
740,Dale Hackbart,2150,RAI,,,1960,Wisconsin,1957,1959,54,502,2150,4.3,42,39.8,QB,Wisconsin
741,Mike Anderson,2150,DEN,6,189,2000,Utah,1998,1999,21,439,2150,4.9,22,102.4,RB,Utah
742,Rashaan Shehee,2150,KAN,3,88,1998,Washington,1994,1997,35,384,2150,5.6,27,61.4,RB,Washington
743,Labrandon Toefield,2149,JAX,4,132,2003,LSU,2000,2002,31,511,2149,4.2,26,69.3,RB,LSU
744,Herb Lusk,2142,PHI,10,273,1976,Long Beach State,1974,1975,22,441,2142,4.9,15,97.4,RB,Long Beach State
745,Jerry Stovall,2142,NYJ,1,3,1963,LSU,1960,1962,60,438,2142,4.9,8,35.7,RB,LSU
746,Willie Joyner,2140,OTI,7,170,1984,Maryland,1980,1983,27,437,2140,4.9,9,79.3,RB,Maryland
747,Billy Taylor,2135,NYG,4,90,1978,Texas Tech,1974,1977,44,451,2135,4.7,27,48.5,RB,Texas Tech
748,Jahmyr Gibbs,2132,DET,1,12,2023,Alabama,2020,2022,31,383,2132,5.6,15,68.8,RB,"Alabama,Georgia Tech"
749,Ryan Williams,2132,CRD,2,38,2011,Virginia Tech,2009,2010,23,403,2132,5.3,30,92.7,RB,Virginia Tech
750,Malik Willis,2131,OTI,3,86,2022,Liberty,2017,2021,38,366,2131,5.8,29,56.1,QB,"Auburn,Liberty"
751,Art Best,2129,RAM,6,156,1977,Kent State,1972,1976,33,380,2129,5.6,15,64.5,RB,"Kent State,Notre Dame"
752,Brian Allen,2117,CLT,6,204,2002,Stanford,1998,2001,44,482,2117,4.4,13,48.1,RB,Stanford
753,Fred Willis,2115,CIN,4,93,1971,Boston College,1968,1970,28,419,2115,5,19,75.5,RB,Boston College
754,Mike Dowdle,2110,DEN,,,1960,Texas,1957,1959,60,516,2110,4.1,26,35.2,RB,Texas
755,Kelvin Taylor,2108,SFO,6,211,2016,Florida,2013,2015,35,486,2108,4.3,23,60.2,RB,Florida
756,Glen Coffee,2107,SFO,3,74,2009,Alabama,2005,2008,35,410,2107,5.1,14,60.2,RB,Alabama
757,Calvin Branch,2106,RAI,6,172,1997,Colorado State,1992,1996,37,386,2106,5.5,24,56.9,RB,"Colorado State,Iowa State"
758,Cliff Austin,2106,NOR,3,66,1983,Clemson,1978,1982,38,413,2106,5.1,25,55.4,RB,Clemson
759,Keith Jones,2106,ATL,3,62,1989,Illinois,1985,1988,44,484,2106,4.4,14,47.9,RB,Illinois
760,Siran Stacy,2106,PHI,2,48,1992,Alabama,1989,1991,23,429,2106,4.9,28,91.6,RB,Alabama
761,Artose Pinner,2105,DET,4,99,2003,Kentucky,1999,2002,35,438,2105,4.8,17,60.1,RB,Kentucky
762,Clyde Edwards-Helaire,2103,KAN,1,32,2020,LSU,2017,2019,41,370,2103,5.7,23,51.3,RB,LSU
763,Jarrod Baxter,2102,HTX,5,136,2002,New Mexico,1998,2001,46,463,2102,4.5,19,45.7,RB,New Mexico
764,Ken Grandberry,2102,CHI,8,190,1974,Washington State,1971,1973,33,453,2102,4.6,19,63.7,RB,Washington State
765,Eddie Hicks,2101,NYG,6,158,1979,East Carolina,1975,1978,44,330,2101,6.4,23,47.8,RB,East Carolina
766,Adrian Murrell,2097,NYJ,5,120,1993,West Virginia,1990,1992,30,430,2097,4.9,13,69.9,RB,West Virginia
767,Paul Martha,2096,BUF,9,69,1964,Pitt,1961,1963,60,422,2096,5,20,34.9,QB,Pitt
768,Steve Gage,2096,WAS,6,144,1987,Tulsa,1983,1986,40,576,2096,3.6,30,52.4,QB,Tulsa
769,Bucky Richardson,2095,OTI,8,220,1992,Texas A&M,1987,1991,46,370,2095,5.7,30,45.5,QB,Texas A&M
770,Paul Warfield,2094,BUF,4,28,1964,Ohio State,1961,1963,54,392,2094,5.3,16,38.8,RB,Ohio State
771,Amp Lee,2092,SFO,2,45,1992,Florida State,1989,1991,34,405,2092,5.2,30,61.5,RB,Florida State
772,Leroy Keyes,2090,PHI,1,3,1969,Purdue,1966,1968,30,354,2090,5.9,29,69.7,RB,Purdue
773,Charlie Garner,2089,PHI,2,42,1994,Tennessee,1992,1993,22,313,2089,6.7,10,95,RB,Tennessee
774,Gerald Riggs,2086,ATL,1,9,1982,Arizona State,1978,1981,41,392,2086,5.3,17,50.9,RB,Arizona State
775,Pete Johnson,2085,CIN,2,49,1977,Ohio State,1973,1976,43,484,2085,4.3,51,48.5,RB,Ohio State
776,James Bostic,2084,RAM,3,83,1994,Auburn,1991,1993,32,396,2084,5.3,18,65.1,RB,Auburn
777,Bob Gresham,2083,NOR,8,201,1971,West Virginia,1968,1970,31,401,2083,5.2,17,67.2,RB,West Virginia
778,Terrence Flagler,2080,SFO,1,25,1987,Clemson,1982,1986,52,367,2080,5.7,17,40,RB,Clemson
779,Hendon Hooker,2079,DET,3,68,2023,Tennessee,2018,2022,49,517,2079,4,25,42.4,QB,"Tennessee,Virginia Tech"
780,Deshawn Wynn,2077,GNB,7,228,2007,Florida,2003,2006,46,446,2077,4.7,25,45.2,RB,Florida
781,Tommie Stowers,2077,SDG,11,283,1990,Missouri,1986,1989,44,469,2077,4.4,9,47.2,RB,Missouri
782,Bennie McRae,2074,NWE,8,62,1962,Michigan,1959,1961,54,462,2074,4.5,6,38.4,RB,Michigan
783,Bob McCall,2074,CIN,5,121,1973,Arizona,1970,1972,32,473,2074,4.4,4,64.8,RB,Arizona
784,Khalfani Muhammad,2073,OTI,7,241,2017,California,2013,2016,45,359,2073,5.8,11,46.1,RB,California
785,Lionel James,2073,SDG,5,118,1984,Auburn,1980,1983,44,350,2073,5.9,12,47.1,RB,Auburn
786,Wilbert Haslip,2073,SDG,8,210,1979,Hawaii,1975,1978,44,421,2073,4.9,11,47.1,RB,Hawaii
787,Booker Moore,2072,BUF,1,28,1981,Penn State,1977,1980,43,448,2072,4.6,20,48.2,RB,Penn State
788,Mike Gillislee,2072,MIA,5,164,2013,Florida,2009,2012,49,389,2072,5.3,20,42.3,RB,Florida
789,B.J. Daniels,2068,SFO,7,237,2013,South Florida,2008,2012,47,526,2068,3.9,25,44,QB,South Florida
790,Mike Curtis,2068,KAN,3,21,1965,Duke,1962,1964,60,556,2068,3.7,30,34.5,RB,Duke
791,Willis McGahee,2067,BUF,1,23,2003,Miami (FL),2001,2002,21,349,2067,5.9,31,98.4,RB,Miami (FL)
792,Jim Gray,2066,NYJ,11,84,1965,Toledo,1962,1964,56,446,2066,4.6,16,36.9,RB,Toledo
793,Maurice Morris,2066,SEA,2,54,2002,Oregon,2000,2001,21,429,2066,4.8,16,98.4,RB,Oregon
794,Willie West,2064,DEN,,,1960,Oregon,1957,1959,60,466,2064,4.4,14,34.4,RB,Oregon
795,Aaron Hayden,2061,SDG,4,104,1995,Tennessee,1991,1994,44,393,2061,5.2,12,46.8,RB,Tennessee
796,Rich Johnson,2058,OTI,3,78,1969,Illinois,1966,1968,30,521,2058,4,11,68.6,RB,Illinois
797,Domanick Davis,2056,HTX,4,101,2003,LSU,1999,2002,47,455,2056,4.5,20,43.7,RB,LSU
798,Brendan McCarthy,2050,GNB,4,92,1968,Boston College,1965,1967,30,478,2050,4.3,13,68.3,RB,Boston College
799,Earnest Byner,2049,CLE,10,280,1984,East Carolina,1980,1983,44,378,2049,5.4,11,46.6,RB,East Carolina
800,Charlie Browning,2048,NYJ,17,132,1965,Washington,1962,1964,60,404,2048,5.1,22,34.1,RB,Washington
